,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_H17-A,npsf_H17-A,nfa_H17-A,lumpSum_H17-B,npsf_H17-B,nfa_H17-B,lumpSum_H18-A,npsf_H18-A,nfa_H18-A,lumpSum_H18-B,npsf_H18-B,nfa_H18-B,lumpSum_change,npsf_change
2019-12-15,7479436.5,20355.5,4,29917746.0,81422.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",9294423.0,19007.0,489.0,6188290.0,22585.0,274.0,8599590.0,18297.0,470.0,5835443.0,21533.0,271.0,-0.020179245380961386,-0.020227909943082656
2018-11-15,7285647.25,19908.25,4,29142589.0,79633.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",8742831.0,17879.0,489.0,6128558.0,22367.0,274.0,8496190.0,18077.0,470.0,5775010.0,21310.0,271.0,-0.018457853380869804,-0.018500258831069538
2018-10-15,7422653.5,20283.5,4,29690614.0,81134.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",8863125.0,18125.0,489.0,6243638.0,22787.0,274.0,8700170.0,18511.0,470.0,5883681.0,21711.0,271.0,0.02443366965392113,0.024432126668266108
2018-9-15,7245616.5,19799.75,4,28982466.0,79199.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",8651877.0,17693.0,489.0,6094856.0,22244.0,274.0,8492430.0,18069.0,470.0,5743303.0,21193.0,271.0,-0.03446101223451681,-0.034464681930119756
2018-8-15,7504219.5,20506.5,4,30016878.0,82026.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",8960436.0,18324.0,489.0,6312412.0,23038.0,274.0,8795580.0,18714.0,470.0,5948450.0,21950.0,271.0,-0.006053900395844969,-0.006058696653175932
2018-7-15,7549926.0,20631.5,4,30199704.0,82526.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",9015204.0,18436.0,489.0,6351046.0,23179.0,274.0,8848690.0,18827.0,470.0,5984764.0,22084.0,271.0,-0.021971084388853868,-0.021972031287034843
2018-6-15,7719532.5,21095.0,4,30878130.0,84380.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",9217650.0,18850.0,489.0,6493800.0,23700.0,274.0,9047500.0,19250.0,470.0,6119180.0,22580.0,271.0,0.019838715686359976,0.01940222775267597
2018-5-15,7569366.0,20693.5,4,30277464.0,82774.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",9002490.0,18410.0,489.0,6378446.0,23279.0,274.0,8886290.0,18907.0,470.0,6010238.0,22178.0,271.0,0.005796236784531006,0.004929098679098631
2018-4-15,7525745.0,20592.0,4,30102980.0,82368.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",8985864.0,18376.0,489.0,6366390.0,23235.0,274.0,8751870.0,18621.0,470.0,5998856.0,22136.0,271.0,0.05008390421196851,0.05008987875929072
2018-3-15,7166803.5,19609.75,4,28667214.0,78439.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",8557500.0,17500.0,489.0,6062524.0,22126.0,274.0,8334509.999999999,17733.0,470.0,5712680.0,21080.0,271.0,0.0021688734411779986,0.0021719965759112725
2018-2-15,7151293.25,19567.25,4,28605173.0,78269.0,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",8539407.0,17463.0,489.0,6049372.0,22078.0,274.0,8316180.0,17694.0,470.0,5700214.0,21034.0,271.0,,
2018-1-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-12-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-11-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-10-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-9-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-8-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-7-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-6-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-5-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-4-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-3-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-2-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2017-1-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-12-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-11-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-10-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-9-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-8-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-7-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-6-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-5-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-4-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-3-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-2-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
2016-1-15,,,4,,,1504,"ALTISSIMO(Block H17-18),YIU SHA RD|泓碧H17-18座,耀沙路",,,489.0,,,274.0,,,470.0,,,271.0,,
