,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,lumpSum_change,npsf_change
2019-12-15,2963582.714285714,7392.523809523809,21,62235237.0,155243.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3706848.0,7596.0,488.0,2805634.0,7442.0,377.0,2047302.0,7338.0,279.0,2086260.0,7194.0,290.0,2852690.0,7222.0,395.0,2832000.0,7375.0,384.0,2896528.0,7408.0,391.0,2947413.0,7387.0,399.0,2899161.0,7377.0,393.0,2898375.0,7375.0,393.0,2886192.0,7344.0,393.0,3696112.0,7574.0,488.0,2784851.0,7159.0,389.0,3183675.0,7491.0,425.0,3641456.0,7462.0,488.0,3965634.0,7597.0,522.0,2943935.0,7453.0,395.0,2732211.0,7209.0,379.0,2791714.0,7366.0,379.0,2823550.0,7450.0,379.0,2813696.0,7424.0,379.0,-0.016970327196077828,-0.01697029565041197
2019-1-15,2883842.380952381,7193.285714285715,21,60560690.0,151059.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3606320.0,7390.0,488.0,2729480.0,7240.0,377.0,1992059.9999999998,7140.0,279.0,2030000.0,7000.0,290.0,2775270.0,7026.0,395.0,2755584.0,7176.0,384.0,2818328.0,7208.0,391.0,2867613.0,7187.0,399.0,2820561.0,7177.0,393.0,2819775.0,7175.0,393.0,2807985.0,7145.0,393.0,3610712.0,7399.0,488.0,2709774.0,6966.0,389.0,3096975.0000000005,7287.0,425.0,3543368.0,7261.0,488.0,3859146.0,7393.0,522.0,2859010.0,7238.0,395.0,2657927.0,7013.0,379.0,2715914.0,7166.0,379.0,2746992.0,7248.0,379.0,2737896.0,7224.0,379.0,0.04250915184704396,0.04251237068578817
2018-12-15,2766251.380952381,6899.952380952381,21,58091279.0,144899.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3459432.0,7089.0,488.0,2618265.0,6945.0,377.0,1910871.0,6849.0,279.0,1946480.0000000002,6712.0,290.0,2662300.0,6740.0,395.0,2643456.0,6884.0,384.0,2703374.0,6914.0,391.0,2750307.0,6893.0,399.0,2705805.0,6885.0,393.0,2705018.9999999995,6883.0,393.0,2693622.0,6854.0,393.0,3463824.0000000005,7098.0,488.0,2599298.0,6682.0,389.0,2970750.0,6990.0,425.0,3398432.0,6964.0,488.0,3701502.0,7091.0,522.0,2742485.0,6943.0,395.0,2549533.0,6727.0,379.0,2605246.0,6874.0,379.0,2635187.0,6953.0,379.0,2626091.0,6929.0,379.0,-0.07166768998308348,-0.07166607937982516
2018-11-15,2979807.285714286,7432.619047619048,21,62575953.0,156085.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3726368.0,7636.0,488.0,2820337.0,7481.0,377.0,2058462.0,7378.0,279.0,2096700.0,7230.0,290.0,2867700.0,7260.0,395.0,2847360.0,7415.0,384.0,2912168.0000000005,7448.0,391.0,2962974.0,7426.0,399.0,2914487.9999999995,7416.0,393.0,2913702.0,7414.0,393.0,2901519.0,7383.0,393.0,3731248.0,7646.0,488.0,2800022.0,7198.0,389.0,3200249.9999999995,7530.0,425.0,3660976.0,7502.0,488.0,3987558.0,7639.0,522.0,2954205.0,7479.0,395.0,2746234.0000000005,7246.0,379.0,2806495.0,7405.0,379.0,2838331.0,7489.0,379.0,2828856.0,7464.0,379.0,0.027876658125003617,0.027875826462608222
2018-10-15,2898993.0476190476,7231.047619047619,21,60878854.0,151852.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3625352.0,7429.0,488.0,2744183.0,7279.0,377.0,2002662.0000000002,7178.0,279.0,2039860.0000000002,7034.0,290.0,2789885.0,7063.0,395.0,2770176.0,7214.0,384.0,2833186.0,7246.0,391.0,2882376.0,7224.0,399.0,2835495.0,7215.0,393.0,2834709.0,7213.0,393.0,2822919.0,7183.0,393.0,3629744.0,7438.0,488.0,2724167.0,7003.0,389.0,3113125.0,7325.0,425.0,3561912.0,7299.0,488.0,3879504.0,7432.0,522.0,2874020.0,7276.0,395.0,2671571.0,7049.0,379.0,2730316.0,7204.0,379.0,2761394.0000000005,7286.0,379.0,2752297.9999999995,7262.0,379.0,-0.04271440609382249,-0.042692152511599635
2018-9-15,3028347.095238095,7553.523809523809,21,63595289.0,158624.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3787856.0,7762.0,488.0,2866708.0,7604.0,377.0,2092221.0,7499.0,279.0,2127440.0,7336.0,290.0,2914705.0,7379.0,395.0,2894208.0,7537.0,384.0,2959870.0,7570.0,391.0,3011253.0,7547.0,399.0,2957718.0,7526.0,393.0,2961648.0,7536.0,393.0,2949072.0000000005,7504.0,393.0,3792248.0,7771.0,488.0,2845924.0,7316.0,389.0,3252525.0,7653.0,425.0,3721000.0,7625.0,488.0,4052808.0,7764.0,522.0,3003975.0,7605.0,395.0,2791335.0,7365.0,379.0,2852354.0,7526.0,379.0,2884948.0,7612.0,379.0,2875473.0,7587.0,379.0,-0.049094805018968346,-0.0491136994431024
2018-8-15,3184699.285714286,7943.666666666667,21,66878685.0,166817.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3976224.0,8148.0,488.0,3014869.0,7997.0,377.0,2200473.0,7887.0,279.0,2237640.0,7716.0,290.0,3065595.0,7761.0,395.0,3043968.0,7927.0,384.0,3112751.0,7961.0,391.0,3167262.0,7938.0,399.0,3110595.0,7915.0,393.0,3114918.0,7926.0,393.0,3101556.0,7892.0,393.0,3988424.0,8173.0,488.0,2993355.0,7695.0,389.0,3420825.0,8049.0,425.0,3913760.0,8020.0,488.0,4262652.0,8166.0,522.0,3159605.0,7999.0,395.0,2935734.0,7746.0,379.0,3000164.0,7916.0,379.0,3034274.0,8006.0,379.0,3024041.0,7979.0,379.0,0.0002996321253978529,0.0002458387297934461
2018-7-15,3183745.3333333335,7941.714285714285,21,66858652.0,166776.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3975736.0,8147.0,488.0,3014492.0,7996.0,377.0,2200194.0,7886.0,279.0,2237350.0,7715.0,290.0,3065200.0,7760.0,395.0,3048960.0,7940.0,384.0,3112360.0,7960.0,391.0,3166863.0,7937.0,399.0,3110595.0,7915.0,393.0,3114525.0,7925.0,393.0,3101163.0,7891.0,393.0,3987936.0,8172.0,488.0,2992966.0,7694.0,389.0,3420400.0,8048.0,425.0,3913272.0,8019.0,488.0,4247514.0,8137.0,522.0,3156050.0,7990.0,395.0,2935355.0,7745.0,379.0,2999785.0,7915.0,379.0,3033895.0,8005.0,379.0,3024041.0,7979.0,379.0,0.03899199893208238,0.03827477152177705
2018-6-15,3064263.5714285714,7648.952380952381,21,64349535.0,160628.0,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",3828848.0,7846.0,488.0,2902900.0,7700.0,377.0,2118726.0,7594.0,279.0,2218210.0,7649.0,290.0,2955390.0,7482.0,395.0,2938752.0,7653.0,384.0,2997406.0,7666.0,391.0,3049557.0,7643.0,399.0,2995446.0,7622.0,393.0,2998983.0,7631.0,393.0,2986407.0,7599.0,393.0,3728808.0,7641.0,488.0,2882101.0,7409.0,389.0,3293750.0,7750.0,425.0,3768336.0,7722.0,488.0,4090392.0,7836.0,522.0,3046635.0,7713.0,395.0,2826582.0,7458.0,379.0,2888738.0,7622.0,379.0,2921711.0,7709.0,379.0,2911857.0,7683.0,379.0,,
2018-5-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2018-4-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2018-3-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2018-2-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2018-1-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-12-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-11-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-10-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-9-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-8-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-7-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-6-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-5-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-4-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-3-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-2-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2017-1-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-12-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-11-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-10-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-9-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-8-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-7-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-6-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-5-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
2016-4-15,,,21,,,8405,"HOI TAK COURT,FAT TSEUNG ST W|凱德苑,發祥街西",,,488.0,,,377.0,,,279.0,,,290.0,,,395.0,,,384.0,,,391.0,,,399.0,,,393.0,,,393.0,,,393.0,,,488.0,,,389.0,,,425.0,,,488.0,,,522.0,,,395.0,,,379.0,,,379.0,,,379.0,,,379.0,,
