,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_24,npsf_24,nfa_24,lumpSum_25,npsf_25,nfa_25,lumpSum_26,npsf_26,nfa_26,lumpSum_27,npsf_27,nfa_27,lumpSum_28,npsf_28,nfa_28,lumpSum_29,npsf_29,nfa_29,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_change,npsf_change
2019-12-15,2721337.346153846,7199.538461538462,26,70754771.0,187188.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1971690.0,6870.0,287.0,3318536.0,7508.0,442.0,2033395.0,7085.0,287.0,2899584.0,7551.0,384.0,2037700.0,7100.0,287.0,1973699.0,6877.0,287.0,2630784.0,6851.0,384.0,2809227.9999999995,7354.0,382.0,3339279.9999999995,7504.0,445.0,3206670.0,7206.0,445.0,3087812.0,6986.0,442.0,2665978.0,6979.0,382.0,2802870.0,7415.0,378.0,2642688.0,7104.0,372.0,2681748.0,7209.0,372.0,2674680.0,7190.0,372.0,3481968.0,7224.0,482.0,2884863.9999999995,7552.0,382.0,2827944.0,7602.0,372.0,2697000.0000000005,7250.0,372.0,2840964.0,7637.0,372.0,3036880.0,6902.0,440.0,3421880.0,7070.0,484.0,1984031.0,6913.0,287.0,1978578.0,6894.0,287.0,2824320.0,7355.0,384.0,-0.049700189546174056,-0.04962861044967837
2019-1-15,2695418.346153846,7130.615384615385,26,70080877.0,185396.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1951026.0000000002,6798.0,287.0,3283618.0,7429.0,442.0,2012157.0,7011.0,287.0,2868864.0,7471.0,384.0,1999529.0,6967.0,287.0,1952748.0,6804.0,287.0,2607744.0000000005,6791.0,384.0,2756894.0,7217.0,382.0,3303235.0,7423.0,445.0,3172850.0,7130.0,445.0,3055546.0,6913.0,442.0,2637710.0,6905.0,382.0,2774520.0,7340.0,378.0,2614788.0,7029.0,372.0,2669844.0,7177.0,372.0,2696256.0000000005,7248.0,372.0,3444854.0,7147.0,482.0,2851248.0,7464.0,382.0,2797440.0,7520.0,372.0,2712996.0,7293.0,372.0,2811576.0,7558.0,372.0,3005640.0,6831.0,440.0,3385580.0,6995.0,484.0,1961932.0,6836.0,287.0,1957914.0,6822.0,287.0,2794368.0,7277.0,384.0,0.039844678705962755,0.03984474906333424
2018-12-15,2592135.5384615385,6857.384615384615,26,67395524.0,178292.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1876119.0,6537.0,287.0,3157648.0,7144.0,442.0,1934954.0,6742.0,287.0,2759040.0,7185.0,384.0,1922900.0,6700.0,287.0,1878128.0,6544.0,287.0,2508288.0,6532.0,384.0,2651080.0,6940.0,382.0,3176410.0,7138.0,445.0,3051365.0,6857.0,445.0,2938416.0,6648.0,442.0,2536862.0,6641.0,382.0,2668302.0,7059.0,378.0,2514720.0,6760.0,372.0,2567544.0,6902.0,372.0,2592840.0000000005,6970.0,372.0,3312786.0,6873.0,482.0,2741996.0,7178.0,382.0,2690304.0,7232.0,372.0,2609208.0,7014.0,372.0,2703696.0,7268.0,372.0,2890360.0,6569.0,440.0,3255868.0,6727.0,484.0,1886738.0,6574.0,287.0,1882720.0,6560.0,287.0,2687232.0,6998.0,384.0,-0.037735605524666926,-0.038712042788129786
2018-11-15,2693787.230769231,7133.538461538462,26,70038468.0,185472.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1943851.0,6773.0,287.0,3273010.0,7405.0,442.0,2005843.0000000002,6989.0,287.0,2860032.0,7448.0,384.0,2085341.9999999998,7266.0,287.0,1946721.0,6783.0,287.0,2600448.0,6772.0,384.0,2748490.0,7195.0,382.0,3293000.0,7400.0,445.0,3155050.0,7090.0,445.0,3045822.0,6891.0,442.0,2629688.0,6884.0,382.0,2765826.0,7317.0,378.0,2606604.0,7007.0,372.0,2661660.0,7155.0,372.0,2688071.9999999995,7226.0,372.0,3434250.0,7125.0,482.0,2842080.0,7440.0,382.0,2788884.0,7497.0,372.0,2704811.9999999995,7271.0,372.0,2802648.0,7534.0,372.0,2996400.0,6810.0,440.0,3352668.0,6927.0,484.0,1980012.9999999998,6899.0,287.0,2041718.0,7114.0,287.0,2785536.0,7254.0,384.0,0.030940004691439205,0.029947967281026777
2018-10-15,2612942.769230769,6926.115384615385,26,67936512.0,180079.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",1913716.0,6668.0,287.0,3135106.0,7093.0,442.0,1940981.0,6763.0,287.0,2767872.0,7208.0,384.0,2098544.0,7312.0,287.0,1883868.0,6564.0,287.0,2517120.0,6555.0,384.0,2659483.9999999995,6962.0,382.0,3186199.9999999995,7160.0,445.0,3053145.0,6861.0,445.0,2947697.9999999995,6669.0,442.0,2544502.0,6661.0,382.0,2676618.0,7081.0,378.0,2522532.0,6781.0,372.0,2575728.0,6924.0,372.0,2601024.0,6992.0,372.0,3323390.0,6895.0,482.0,2750400.0,7200.0,382.0,2698860.0000000005,7255.0,372.0,2617392.0000000005,7036.0,372.0,2712252.0000000005,7291.0,372.0,2899600.0,6590.0,440.0,3244252.0,6703.0,484.0,1915725.0,6675.0,287.0,2055207.0,7161.0,287.0,2695296.0,7019.0,384.0,-0.1081853959580531,-0.10821959867678232
2018-9-15,2929917.0,7766.615384615385,26,76177842.0,201932.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",2143890.0,7470.0,287.0,3512132.0,7946.0,442.0,2174312.0,7576.0,287.0,3100800.0,8075.0,384.0,2350817.0,8191.0,287.0,2110598.0,7354.0,287.0,2820096.0,7344.0,384.0,3036518.0,7949.0,382.0,3569345.0,8021.0,445.0,3420270.0,7686.0,445.0,3302182.0,7471.0,442.0,2850866.0,7463.0,382.0,2999052.0,7934.0,378.0,2826084.0,7597.0,372.0,2885604.0,7757.0,372.0,2914248.0,7834.0,372.0,3722968.0,7724.0,482.0,3081212.0,8066.0,382.0,3023244.0,8127.0,372.0,2932476.0000000005,7883.0,372.0,3038496.0,8168.0,372.0,3248520.0,7383.0,440.0,3634356.0000000005,7509.0,484.0,2145899.0,7477.0,287.0,2314081.0,8063.0,287.0,3019776.0,7864.0,384.0,0.0013057696812401876,0.0011601503237512745
2018-8-15,2926096.1923076925,7757.615384615385,26,76078501.0,201698.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",2140159.0,7457.0,287.0,3505944.0,7932.0,442.0,2202438.0,7674.0,287.0,3095040.0,8060.0,384.0,2350243.0,8189.0,287.0,2106867.0,7341.0,287.0,2815872.0,7333.0,384.0,3031170.0,7935.0,382.0,3563115.0,8007.0,445.0,3414040.0,7672.0,445.0,3296436.0,7458.0,442.0,2845518.0,7449.0,382.0,2993759.9999999995,7920.0,378.0,2820876.0000000005,7583.0,372.0,2880768.0,7744.0,372.0,2909040.0,7820.0,372.0,3716220.0,7710.0,482.0,3075482.0,8051.0,382.0,3018036.0,8113.0,372.0,2927268.0,7869.0,372.0,3033288.0,8154.0,372.0,3242800.0,7370.0,440.0,3628064.0,7496.0,484.0,2141881.0,7463.0,287.0,2309776.0,8048.0,287.0,3014400.0,7850.0,384.0,0.009823568214720302,0.01006570249589367
2018-7-15,2897631.1153846155,7680.307692307692,26,75338409.0,199688.0,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",2125235.0,7405.0,287.0,3481192.0,7876.0,442.0,2186940.0,7620.0,287.0,3073536.0,8004.0,384.0,2325561.0,8103.0,287.0,2092230.0,7290.0,287.0,2796672.0,7283.0,384.0,2980746.0,7803.0,382.0,3538195.0,7951.0,445.0,3390455.0,7619.0,445.0,3273452.0,7406.0,442.0,2825654.0,7397.0,382.0,2940084.0,7778.0,378.0,2801160.0,7530.0,372.0,2851008.0,7664.0,372.0,2852124.0,7667.0,372.0,3690674.0,7657.0,482.0,3049506.0,7983.0,382.0,2996832.0,8056.0,372.0,2871467.9999999995,7719.0,372.0,3012084.0,8097.0,372.0,3220359.9999999995,7319.0,440.0,3602896.0,7444.0,484.0,2126383.0,7409.0,287.0,2247210.0,7830.0,287.0,2986752.0,7778.0,384.0,,
2018-6-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-5-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-4-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-3-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-2-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2018-1-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-12-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-11-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-10-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-9-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-8-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-7-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-6-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-5-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-4-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
2017-3-15,,,26,,,9810,"YUNG MING COURT(Block A),CHI SHIN ST|雍明苑A座,至善街",,,287.0,,,442.0,,,287.0,,,384.0,,,287.0,,,287.0,,,384.0,,,382.0,,,445.0,,,445.0,,,442.0,,,382.0,,,378.0,,,372.0,,,372.0,,,372.0,,,482.0,,,382.0,,,372.0,,,372.0,,,372.0,,,440.0,,,484.0,,,287.0,,,287.0,,,384.0,,
