,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_change,npsf_change
2019-12-15,8498257.4,14584.8,5,42491287.0,72924.0,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",8308228.0,15161.0,548.0,8417236.0,15388.0,547.0,11535162.999999998,14437.0,799.0,7298572.0,13466.0,542.0,6932088.0,14472.0,479.0,-0.04990992417173723,-0.04991205784639441
2017-7-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2017-6-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2017-5-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2017-4-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2017-3-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2017-2-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2017-1-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-12-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-11-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-10-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-9-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-8-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-7-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-6-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-5-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-4-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-3-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-2-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
2016-1-15,,,5,,,2915,"OCEAN MARINI(LOHAS PARK),Block 1B,Phase IXC,1 LOHAS PARK RD|OCEAN MARINI(日出康城),第IXC期,第1B座,1 康城路",,,548.0,,,547.0,,,799.0,,,542.0,,,479.0,,
