,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_25,npsf_25,nfa_25,lumpSum_26,npsf_26,nfa_26,lumpSum_27,npsf_27,nfa_27,lumpSum_28,npsf_28,nfa_28,lumpSum_29,npsf_29,nfa_29,lumpSum_3,npsf_3,nfa_3,lumpSum_30,npsf_30,nfa_30,lumpSum_31,npsf_31,nfa_31,lumpSum_32,npsf_32,nfa_32,lumpSum_33,npsf_33,nfa_33,lumpSum_35,npsf_35,nfa_35,lumpSum_36,npsf_36,nfa_36,lumpSum_37,npsf_37,nfa_37,lumpSum_38,npsf_38,nfa_38,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,lumpSum_change,npsf_change
2019-12-15,2748751.888888889,7180.111111111111,36,98955068.0,258484.0,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2719458.0,7119.0,382.0,2690044.0,7042.0,382.0,2602948.0,6814.0,382.0,2763006.0,7233.0,382.0,2720604.0,7122.0,382.0,2573916.0,6738.0,382.0,2669798.0,6989.0,382.0,2623194.0,6867.0,382.0,2660630.0,6965.0,382.0,2683980.0,7215.0,372.0,2680876.0,7018.0,382.0,2745434.0,7187.0,382.0,2029554.0000000002,7197.0,282.0,2592000.0,6912.0,375.0,2033682.0,7086.0,287.0,2147621.0,7483.0,287.0,2115846.0,7503.0,282.0,2865144.0,7702.0,372.0,2808972.0,7551.0,372.0,2835012.0,7621.0,372.0,2815668.0,7569.0,372.0,4309984.0,7588.0,568.0,2118102.0,7511.0,282.0,2663304.0,6972.0,382.0,2580935.9999999995,6938.0,372.0,2710630.0,7190.0,377.0,2590980.0,6965.0,372.0,2677284.0,7197.0,372.0,2692160.0,7160.0,376.0,3636765.0,7347.0,495.0,4258864.0,7498.0,568.0,2615172.0,6846.0,382.0,2706470.0,7085.0,382.0,3196435.0000000005,7183.0,445.0,3146595.0,7071.0,445.0,2674000.0,7000.0,382.0,-0.05013396312769536,-0.05020099505412534
2019-1-15,2724335.8055555555,7117.138888888889,36,98076089.0,256217.0,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2688898.0,7039.0,382.0,2661775.9999999995,6968.0,382.0,2581174.0,6757.0,382.0,2733974.0,7157.0,382.0,2691954.0,7047.0,382.0,2546794.0000000005,6667.0,382.0,2641530.0,6915.0,382.0,2595690.0,6795.0,382.0,2632744.0,6892.0,382.0,2697000.0,7250.0,372.0,2658338.0,6959.0,382.0,2716402.0,7111.0,382.0,2026452.0,7186.0,282.0,2565375.0,6841.0,375.0,2033108.0,7084.0,287.0,2126957.0,7411.0,287.0,2090184.0,7412.0,282.0,2835012.0,7621.0,372.0,2791859.9999999995,7505.0,372.0,2804880.0000000005,7540.0,372.0,2786280.0,7490.0,372.0,4265112.0,7509.0,568.0,2091876.0,7418.0,282.0,2645350.0,6925.0,382.0,2554152.0,6866.0,372.0,2722693.9999999995,7222.0,377.0,2564568.0,6894.0,372.0,2649384.0,7122.0,372.0,2663584.0,7084.0,376.0,3599145.0,7271.0,495.0,4221376.0,7432.0,568.0,2591870.0,6785.0,382.0,2678202.0,7011.0,382.0,3162615.0,7107.0,445.0,3113665.0,6997.0,445.0,2646113.9999999995,6927.0,382.0,0.0386001259607025,0.03856458981041966
2018-12-15,2623084.4166666665,6852.861111111111,36,94431039.0,246703.0,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2586140.0,6770.0,382.0,2559782.0,6701.0,382.0,2483000.0,6500.0,382.0,2629306.0,6883.0,382.0,2588814.0,6777.0,382.0,2449384.0,6412.0,382.0,2540300.0,6650.0,382.0,2496370.0,6535.0,382.0,2531514.0,6627.0,382.0,2593584.0,6972.0,372.0,2556344.0,6692.0,382.0,2612498.0,6839.0,382.0,1948902.0,6911.0,282.0,2467125.0,6579.0,375.0,1955044.0,6812.0,287.0,2045448.9999999998,7127.0,287.0,2010096.0,7128.0,282.0,2726388.0,7329.0,372.0,2684723.9999999995,7217.0,372.0,2697372.0000000005,7251.0,372.0,2679516.0,7203.0,372.0,4101528.0000000005,7221.0,568.0,2011788.0,7134.0,282.0,2544120.0,6660.0,382.0,2512860.0,6755.0,372.0,2618642.0,6946.0,377.0,2521044.0,6777.0,372.0,2548200.0,6850.0,372.0,2561688.0,6813.0,376.0,3461040.0,6992.0,495.0,4060064.0,7148.0,568.0,2492932.0,6526.0,382.0,2575444.0,6742.0,382.0,3041575.0,6835.0,445.0,2993960.0,6728.0,445.0,2544502.0,6661.0,382.0,-0.035478121553689124,-0.03553654712990584
2018-11-15,2719569.638888889,7105.361111111111,36,97904507.0,255793.0,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2680494.0,7017.0,382.0,2653372.0,6946.0,382.0,2574298.0,6739.0,382.0,2725570.0,7135.0,382.0,2683550.0,7025.0,382.0,2538772.0,6646.0,382.0,2633508.0,6894.0,382.0,2587668.0,6774.0,382.0,2624340.0,6870.0,382.0,2688816.0,7228.0,372.0,2649934.0,6937.0,382.0,2707998.0,7089.0,382.0,2020812.0,7166.0,282.0,2557500.0,6820.0,375.0,2030238.0,7074.0,287.0,2124087.0,7401.0,287.0,2083698.0,7389.0,282.0,2826084.0000000005,7597.0,372.0,2782931.9999999995,7481.0,372.0,2796324.0,7517.0,372.0,2777724.0,7467.0,372.0,4251480.0,7485.0,568.0,2094132.0,7426.0,282.0,2637328.0,6904.0,382.0,2604744.0,7002.0,372.0,2714400.0,7200.0,377.0,2613300.0,7025.0,372.0,2641200.0,7100.0,372.0,2655311.9999999995,7062.0,376.0,3587760.0,7248.0,495.0,4208312.0,7409.0,568.0,2584612.0,6766.0,382.0,2669798.0,6989.0,382.0,3152825.0,7085.0,445.0,3103875.0,6975.0,445.0,2637710.0,6905.0,382.0,0.032843578430847176,0.03263506776096148
2018-10-15,2633089.5555555555,6880.805555555556,36,94791224.0,247709.0,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2594162.0,6791.0,382.0,2567804.0,6722.0,382.0,2491786.0,6523.0,382.0,2637710.0,6905.0,382.0,2596836.0,6798.0,382.0,2452440.0,6420.0,382.0,2548322.0,6671.0,382.0,2504010.0,6555.0,382.0,2537244.0,6642.0,382.0,2602140.0,6995.0,372.0,2564366.0,6713.0,382.0,2620519.9999999995,6860.0,382.0,1961028.0,6954.0,282.0,2475000.0,6600.0,375.0,1970255.0000000002,6865.0,287.0,2055494.0,7162.0,287.0,2023914.0,7177.0,282.0,2734944.0,7352.0,372.0,2693280.0000000005,7240.0,372.0,2705928.0,7274.0,372.0,2687700.0000000005,7225.0,372.0,4114024.0,7243.0,568.0,2061702.0000000002,7311.0,282.0,2552142.0,6681.0,382.0,2520672.0,6776.0,372.0,2626936.0,6968.0,377.0,2529228.0,6799.0,372.0,2556012.0,6871.0,372.0,2569584.0,6834.0,376.0,3471930.0,7014.0,495.0,4072560.0,7170.0,568.0,2501336.0,6548.0,382.0,2583466.0000000005,6763.0,382.0,3050920.0,6856.0,445.0,3003304.9999999995,6749.0,445.0,2552524.0,6682.0,382.0,-0.110902952263074,-0.11140885186859228
2018-9-15,2961532.222222222,7743.5,36,106615160.0,278766.0,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2953242.0,7731.0,382.0,2869201.9999999995,7511.0,382.0,2792420.0,7310.0,382.0,2954770.0,7735.0,382.0,2909312.0,7616.0,382.0,2747726.0000000005,7193.0,382.0,2855068.0,7474.0,382.0,2805408.0,7344.0,382.0,2842462.0,7441.0,382.0,2914992.0,7836.0,372.0,2973106.0,7783.0,382.0,2935670.0,7685.0,382.0,2253744.0,7992.0,282.0,2772750.0,7394.0,375.0,2215640.0,7720.0,287.0,2309776.0,8048.0,287.0,2334114.0,8277.0,282.0,3063792.0,8236.0,372.0,3016920.0,8110.0,372.0,3038124.0,8167.0,372.0,3011340.0,8095.0,372.0,4609320.0,8115.0,568.0,2340318.0,8299.0,282.0,2961646.0,7753.0,382.0,2824224.0000000005,7592.0,372.0,2942862.0,7806.0,377.0,2833524.0,7617.0,372.0,2863656.0,7698.0,372.0,2878656.0,7656.0,376.0,3889710.0000000005,7858.0,495.0,4562176.0,8032.0,568.0,2802734.0,7337.0,382.0,2894414.0000000005,7577.0,382.0,3418045.0,7681.0,445.0,3364645.0,7561.0,445.0,2859652.0,7486.0,382.0,0.0011933730047533064,0.0009910589249164659
2018-8-15,2958002.222222222,7735.833333333333,36,106488080.0,278490.0,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2948276.0,7718.0,382.0,2864236.0,7498.0,382.0,2788218.0,7299.0,382.0,2949804.0,7722.0,382.0,2904346.0,7603.0,382.0,2742760.0,7180.0,382.0,2848192.0,7456.0,382.0,2800442.0,7331.0,382.0,2837495.9999999995,7428.0,382.0,2910156.0,7823.0,372.0,2967758.0,7769.0,382.0,2930704.0,7672.0,382.0,2249514.0,7977.0,282.0,2767875.0,7381.0,375.0,2213344.0,7712.0,287.0,2305758.0,8034.0,287.0,2359776.0,8368.0,282.0,3058584.0,8222.0,372.0,3011712.0,8096.0,372.0,3032916.0,8153.0,372.0,3006132.0000000005,8081.0,372.0,4600800.0,8100.0,568.0,2365134.0,8387.0,282.0,2956298.0,7739.0,382.0,2819016.0,7578.0,372.0,2937584.0,7792.0,377.0,2828688.0,7604.0,372.0,2858447.9999999995,7684.0,372.0,2873768.0,7643.0,376.0,3882780.0,7844.0,495.0,4554224.0,8018.0,568.0,2798532.0,7326.0,382.0,2889448.0,7564.0,382.0,3411815.0,7667.0,445.0,3358860.0,7548.0,445.0,2854685.9999999995,7473.0,382.0,0.0081546020696881,0.008539394202772499
2018-7-15,2934076.0,7670.333333333333,36,105626736.0,276132.0,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2953623.9999999995,7732.0,382.0,2844372.0,7446.0,382.0,2769500.0,7250.0,382.0,2929176.0,7668.0,382.0,2884100.0,7550.0,382.0,2723660.0,7130.0,382.0,2828328.0,7404.0,382.0,2780960.0,7280.0,382.0,2817632.0,7376.0,382.0,2871467.9999999995,7719.0,372.0,2957062.0000000005,7741.0,382.0,2910076.0,7618.0,382.0,2181552.0,7736.0,282.0,2748375.0,7329.0,375.0,2193541.0,7643.0,287.0,2332449.0,8127.0,287.0,2292096.0,8128.0,282.0,3037008.0,8164.0,372.0,2979720.0,8010.0,372.0,2984556.0,8023.0,372.0,2984928.0,8024.0,372.0,4568992.0,8044.0,568.0,2297736.0,8148.0,282.0,2945602.0,7711.0,382.0,2821992.0,7586.0,372.0,2899130.0,7690.0,377.0,2768423.9999999995,7442.0,372.0,2838732.0,7631.0,372.0,2911368.0,7743.0,376.0,3841200.0,7760.0,495.0,4522416.0,7962.0,568.0,2779432.0,7276.0,382.0,2869202.0,7511.0,382.0,3388230.0,7614.0,445.0,3335275.0,7495.0,445.0,2834822.0,7421.0,382.0,,
2018-6-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",2995262.0,7841.0,382.0,2802352.0,7336.0,382.0,2813430.0,7365.0,382.0,2885628.0,7554.0,382.0,2841316.0,7438.0,382.0,2683168.0,7024.0,382.0,2786690.0,7295.0,382.0,2739704.0,7172.0,382.0,2775994.0,7267.0,382.0,2787024.0,7492.0,372.0,2855832.0,7476.0,382.0,2867292.0,7506.0,382.0,1985562.0,7041.0,282.0,2707875.0000000005,7221.0,375.0,,,287.0,2253524.0,7852.0,287.0,2189448.0,7764.0,282.0,2991996.0,8043.0,372.0,2999063.9999999995,8062.0,372.0,3019152.0,8116.0,372.0,2941032.0,7906.0,372.0,4501400.0,7925.0,568.0,2205522.0,7821.0,282.0,2830238.0,7409.0,382.0,2729736.0,7338.0,372.0,2818829.0,7477.0,377.0,2860680.0,7690.0,372.0,2796696.0,7518.0,372.0,2846696.0,7571.0,376.0,3784275.0000000005,7645.0,495.0,4436648.0,7811.0,568.0,2738558.0,7169.0,382.0,2826800.0,7400.0,382.0,3337945.0,7501.0,445.0,3285880.0,7384.0,445.0,2759568.0,7224.0,382.0,,
2018-5-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2018-4-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2018-3-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2018-2-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2018-1-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-12-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-11-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-10-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-9-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-8-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-7-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-6-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-5-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-4-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-3-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-2-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2017-1-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-12-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-11-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-10-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-9-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-8-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-7-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-6-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-5-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-4-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
2016-3-15,,,36,,,13775,"YUNG MING COURT(Block B),CHI SHIN ST|雍明苑B座,至善街",,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,382.0,,,372.0,,,382.0,,,382.0,,,282.0,,,375.0,,,287.0,,,287.0,,,282.0,,,372.0,,,372.0,,,372.0,,,372.0,,,568.0,,,282.0,,,382.0,,,372.0,,,377.0,,,372.0,,,372.0,,,376.0,,,495.0,,,568.0,,,382.0,,,382.0,,,445.0,,,445.0,,,382.0,,
