,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,lumpSum_change,npsf_change
2019-12-15,2250537.5384615385,6873.692307692308,13,29256988.0,89358.0,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",2200548.0,6834.0,322.0,2000625.0,6875.0,291.0,2016048.0,6928.0,291.0,2666994.0,7131.0,374.0,2662809.0,6989.0,381.0,1903330.0,6655.0,286.0,1888747.0,6581.0,287.0,1897931.0,6613.0,287.0,1960463.0000000002,6691.0,293.0,3289653.0,7167.0,459.0,2659735.0,7055.0,377.0,2063100.0,6900.0,299.0,2047005.0,6939.0,295.0,0.03417808506562747,0.034176262947746006
2019-1-15,2126700.230769231,6497.692307692308,13,27647103.0,84470.0,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",2076578.0,6449.0,322.0,1887717.0,6487.0,291.0,1900812.0,6532.0,291.0,2513280.0,6720.0,374.0,2509646.9999999995,6587.0,381.0,1793792.0000000002,6272.0,286.0,1779974.0,6202.0,287.0,1848280.0,6440.0,287.0,1847658.0,6306.0,293.0,3100545.0,6755.0,459.0,2507050.0,6650.0,377.0,1952470.0,6530.0,299.0,1929300.0,6540.0,295.0,0.08672067035482889,0.08661255258113898
2018-12-15,1956988.8461538462,5979.7692307692305,13,25440855.0,77737.0,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",1912035.9999999998,5938.0,322.0,1738434.0,5974.0,291.0,1750365.0,6015.0,291.0,2314312.0,6188.0,374.0,2293620.0,6020.0,381.0,1651936.0000000002,5776.0,286.0,1639057.0000000002,5711.0,287.0,1701910.0,5930.0,287.0,1701158.0,5806.0,293.0,2854980.0,6220.0,459.0,2308371.0,6123.0,377.0,1798186.0,6014.0,299.0,1776490.0000000002,6022.0,295.0,-0.12480967658263409,-0.12466219259526168
2018-11-15,2236072.3076923075,6831.384615384615,13,29068940.0,88808.0,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",2212784.0,6872.0,322.0,1987821.0,6831.0,291.0,2010228.0,6908.0,291.0,2646049.9999999995,7075.0,374.0,2622042.0,6882.0,381.0,1886742.0,6597.0,286.0,1874109.9999999998,6530.0,287.0,1913715.9999999998,6668.0,287.0,1944934.0,6638.0,293.0,3263949.0,7111.0,459.0,2639000.0,7000.0,377.0,2036489.0,6811.0,299.0,2031075.0,6885.0,295.0,-0.10730822764464132,-0.10730476563835034
2018-10-15,2504864.923076923,7652.538461538462,13,32563244.0,99483.0,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",2478756.0,7698.0,322.0,2227023.0,7653.0,291.0,2251758.0,7738.0,291.0,2963950.0,7925.0,374.0,2937510.0,7710.0,381.0,2113540.0,7390.0,286.0,2099118.0,7314.0,287.0,2143603.0,7469.0,287.0,2178748.0,7436.0,293.0,3656394.0,7966.0,459.0,2956434.0,7842.0,377.0,2281370.0,7630.0,299.0,2275040.0,7712.0,295.0,0.09680232798027433,0.09694457002348633
2018-9-15,2283788.846153846,6976.2307692307695,13,29689255.0,90691.0,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",2280404.0,7082.0,322.0,2031180.0,6980.0,291.0,2051841.0,7051.0,291.0,2702898.0,7227.0,374.0,2678811.0,7031.0,381.0,1927353.9999999998,6739.0,286.0,1914290.0,6670.0,287.0,1920030.0,6690.0,287.0,1986833.0,6781.0,293.0,3334176.0,7264.0,459.0,2695927.0,7151.0,377.0,2103166.0,7034.0,299.0,2062345.0,6991.0,295.0,-0.07789031414850844,-0.07777178942230445
2018-8-15,2476699.769230769,7564.538461538462,13,32197097.0,98339.0,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",2467164.0,7662.0,322.0,2205780.0,7580.0,291.0,2198796.0,7556.0,291.0,2934778.0,7847.0,374.0,2908935.0,7635.0,381.0,2092662.0,7317.0,286.0,2078741.0,7243.0,287.0,2084768.0000000002,7264.0,287.0,2157359.0,7363.0,293.0,3620592.0,7888.0,459.0,2927405.0,7765.0,377.0,2280772.0,7628.0,299.0,2239345.0,7591.0,295.0,0.0933118495162999,0.09338447854124987
2018-7-15,2265318.6923076925,6918.461538461538,13,29449143.0,89940.0,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",2246916.0,6978.0,322.0,2020995.0,6945.0,291.0,2014302.0,6922.0,291.0,2688312.0,7188.0,374.0,2664714.0,6994.0,381.0,1917058.0,6703.0,286.0,1904244.9999999998,6635.0,287.0,1909985.0,6655.0,287.0,1975406.0,6742.0,293.0,3316734.0,7226.0,459.0,2675946.0,7098.0,377.0,2063100.0,6900.0,299.0,2051430.0,6954.0,295.0,,
2018-6-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2018-5-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2018-4-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2018-3-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2018-2-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2018-1-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-12-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-11-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-10-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-9-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-8-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-7-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-6-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-5-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-4-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-3-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-2-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2017-1-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-12-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-11-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-10-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-9-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-8-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-7-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-6-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-5-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-4-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-3-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-2-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
2016-1-15,,,13,,,4242,"SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",,,322.0,,,291.0,,,291.0,,,374.0,,,381.0,,,286.0,,,287.0,,,287.0,,,293.0,,,459.0,,,377.0,,,299.0,,,295.0,,
