,lumpSum_avg,npsf_avg,final_address,lumpSum_RA,npsf_RA,nfa_RA,lumpSum_RB,npsf_RB,nfa_RB,lumpSum_RC,npsf_RC,nfa_RC,lumpSum_RD,npsf_RD,nfa_RD,nfa_avg,lumpSum_change,npsf_change
2020-12-15,8213627.25,11646.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8598072.0,11746.0,732.0,7907774.0,11578.0,683.0,7802080.0,11440.0,682.0,8546583.0,11821.0,723.0,,0.006033104265873668,0.006046863189720364
2020-1-15,8094379.0,11478.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8401896.0,11478.0,732.0,7841523.0,11481.0,683.0,7667044.0,11242.0,682.0,8467053.0,11711.0,723.0,,0.028122122970235752,0.028126119670369043
2019-12-15,7872974.25,11164.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8174244.000000001,11167.0,732.0,7625695.0,11165.0,683.0,7456988.0,10934.0,682.0,8234970.0,11390.0,723.0,,-0.05011896626231238,-0.050114864289968475
2019-11-15,8288379.25,11753.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8607588.0,11759.0,732.0,8026616.0,11752.0,683.0,7849820.0,11510.0,682.0,8669493.0,11991.0,723.0,,0.0480839296240303,0.04808828447218816
2019-10-15,7908125.5,11213.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8214504.0,11222.0,732.0,7657113.000000001,11211.0,683.0,7489042.0,10981.0,682.0,8271843.0,11441.0,723.0,,-0.01524113678943384,-0.015409267511030111
2019-9-15,8030519.75,11389.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8352120.0,11410.0,732.0,7866111.000000001,11517.0,683.0,7612484.0,11162.0,682.0,8291364.0,11468.0,723.0,,-0.03790985846748962,-0.03790758574083464
2019-8-15,8346951.5,11838.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8682252.0,11861.0,732.0,8176876.0,11972.0,683.0,7910518.0,11599.0,682.0,8618160.0,11920.0,723.0,,0.005260486310080914,0.005200925552465652
2019-7-15,8303272.25,11776.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8658096.0,11828.0,732.0,8155020.0,11940.0,683.0,7886648.0,11564.0,682.0,8513325.0,11775.0,723.0,,-0.0017918289067424542,-0.0016953822027253596
2019-6-15,8318177.0,11796.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8641260.0,11805.0,732.0,8139311.0,11917.0,683.0,7868916.0,11538.0,682.0,8623221.0,11927.0,723.0,,-0.008844781818229452,-0.008843051587968387
2019-5-15,8392406.0,11902.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8718852.0,11911.0,732.0,8212392.0,12024.0,683.0,7937798.0,11639.0,682.0,8700582.0,12034.0,723.0,,0.023496661082952786,0.02349779640976024
2019-4-15,8199739.5,11628.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8519016.0,11638.0,732.0,8025250.0,11750.0,683.0,7753658.0,11369.0,682.0,8501034.0,11758.0,723.0,,0.042029696883628676,0.04190932712122564
2019-3-15,7869007.5,11161.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8213040.0,11220.0,732.0,7737024.0,11328.0,683.0,7476084.0,10962.0,682.0,8049882.0,11134.0,723.0,,-0.0031477647392962327,-0.0031483755721781748
2019-2-15,7893855.5,11196.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8239392.0,11256.0,732.0,7761612.0,11364.0,683.0,7499954.0,10997.0,682.0,8074464.0,11168.0,723.0,,0.01730962621724741,0.01730913386184496
2019-1-15,7759540.75,11005.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8099580.0,11065.0,732.0,7629110.0,11170.0,683.0,7373102.0,10811.0,682.0,7936371.0,10977.0,723.0,,0.030974101985516533,0.03064568993772543
2018-12-15,7526416.75,10678.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7782623.999999999,10632.0,732.0,7330639.000000001,10733.0,683.0,7367646.0,10803.0,682.0,7624758.0,10546.0,723.0,,-0.035449960874193276,-0.03545298527684948
2018-11-15,7803034.0,11071.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8068836.0,11023.0,732.0,7599741.0,11127.0,683.0,7640446.0,11203.0,682.0,7903113.0,10931.0,723.0,,0.032527791820650354,0.03252582247196245
2018-10-15,7557214.5,10722.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7814832.0,10676.0,732.0,7359325.0,10775.0,683.0,7401746.0,10853.0,682.0,7652955.0,10585.0,723.0,,-0.10696022147750517,-0.10696289509848833
2018-9-15,8462349.25,12006.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8751060.0,11955.0,732.0,8240395.0,12065.0,683.0,8290392.0,12156.0,682.0,8567550.0,11850.0,723.0,,-0.012314109316570732,-0.012318766066838016
2018-8-15,8567854.75,12156.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8860128.0,12104.0,732.0,8342845.0,12215.0,683.0,8396784.0,12312.0,682.0,8671662.0,11994.0,723.0,,0.02035984669452673,0.02035463225264933
2018-7-15,8396895.25,11913.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8683716.0,11863.0,732.0,8176193.0,11971.0,683.0,8232422.0,12071.0,682.0,8495250.0,11750.0,723.0,,0.01887106961289553,0.018965959630516505
2018-6-15,8241371.75,11692.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8549028.0,11679.0,732.0,7948071.0,11637.0,683.0,8107616.0,11888.0,682.0,8360772.0,11564.0,723.0,,0.02362376338279404,0.023616187703823677
2018-5-15,8051172.75,11422.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8351388.0,11409.0,732.0,7766393.0,11371.0,683.0,7922794.0,11617.0,682.0,8164116.0,11292.0,723.0,,0.004559442883860898,0.004551251044369264
2018-4-15,8014630.5,11370.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8312592.0,11356.0,732.0,7732926.0,11322.0,683.0,7889375.999999999,11568.0,682.0,8123628.0,11236.0,723.0,,0.036639624624734246,0.03665040798650687
2018-3-15,7731356.5,10968.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8029308.0,10969.0,732.0,7457677.0,10919.0,683.0,7609074.0,11157.0,682.0,7829367.0,10829.0,723.0,,-0.026592190742369293,-0.026601291238657288
2018-2-15,7942566.75,11268.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",8246712.0,11266.0,732.0,7663260.0,11220.0,683.0,7819812.0,11466.0,682.0,8040483.0,11121.0,723.0,,0.05360904826672819,0.05359981299672745
2018-1-15,7538438.25,10695.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7825812.0,10691.0,732.0,7275316.0,10652.0,683.0,7424252.0,10886.0,682.0,7628373.0,10551.0,723.0,,0.0150493388912738,0.015042945949793607
2017-12-15,7426671.75,10536.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7708692.0,10531.0,732.0,7166719.000000001,10493.0,683.0,7317860.000000001,10730.0,682.0,7513416.0,10392.0,723.0,,-0.03305526313236884,-0.03325993210386269
2017-11-15,7680554.5,10899.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7920240.0,10820.0,732.0,7561493.0,11071.0,683.0,7522460.0,11030.0,682.0,7718025.0,10675.0,723.0,,0.07754248962037091,0.0775352826318001
2017-10-15,7127843.75,10114.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7349280.0,10040.0,732.0,7016459.0,10273.0,683.0,6985044.0,10242.0,682.0,7160592.0,9904.0,723.0,,-0.010800867441739026,-0.010806581746167554
2017-9-15,7205671.25,10225.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7429068.0,10149.0,732.0,7092272.000000001,10384.0,683.0,7064838.0,10359.0,682.0,7236507.0,10009.0,723.0,,-0.045857409092701196,-0.04586278489280804
2017-8-15,7551985.75,10716.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7785552.0,10636.0,732.0,7432406.0,10882.0,683.0,7407884.0,10862.0,682.0,7582101.0,10487.0,723.0,,0.0631799614976647,0.06309054385834378
2017-7-15,7103205.5,10080.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7344888.0,10034.0,732.0,7011678.0,10266.0,683.0,6992546.0,10253.0,682.0,7063710.0,9770.0,723.0,,-0.00418069384713482,-0.00427202686685102
2017-6-15,7133026.5,10124.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7355868.0,10049.0,732.0,7021923.0,10281.0,683.0,7081206.0,10383.0,682.0,7073109.0,9783.0,723.0,,0.03140234699915889,0.03140361154267368
2017-5-15,6915852.5,9815.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7131876.0,9743.0,732.0,6808144.0,9968.0,683.0,6865012.0,10066.0,682.0,6858378.0,9486.0,723.0,,-0.014342365561790138,-0.014482931726907622
2017-4-15,7016485.5,9960.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",7156764.0,9777.0,732.0,6933816.0,10152.0,683.0,6991182.0,10251.0,682.0,6984180.0,9660.0,723.0,,0.03308853288131486,0.03308785395705849
2017-3-15,6791756.25,9641.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",6927647.999999999,9464.0,732.0,6711841.0,9827.0,683.0,6767486.000000001,9923.0,682.0,6760050.0,9350.0,723.0,,0.032310016012247145,0.03230987498996174
2017-2-15,6579182.75,9339.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",6710976.0,9168.0,732.0,6502160.0,9520.0,683.0,6555383.999999999,9612.0,682.0,6548211.0,9057.0,723.0,,0.0014485134062740546,0.0014476047502882672
2017-1-15,6569666.5,9325.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",6701459.999999999,9155.0,732.0,6493281.0,9507.0,683.0,6545836.0,9598.0,682.0,6538089.000000001,9043.0,723.0,,0.00663828910916453,0.006638421890601043
2016-12-15,6526342.75,9264.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",6657540.0,9095.0,732.0,6450252.0,9444.0,683.0,6502870.0,9535.0,682.0,6494708.999999999,8983.0,723.0,,-0.005025796545474304,-0.005020942970679787
2016-11-15,6559308.5,9311.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",6692676.000000001,9143.0,732.0,6479621.0,9487.0,683.0,6536970.0,9585.0,682.0,6527967.0,9029.0,723.0,,0.04893942203981294,0.04883131512250061
2016-10-15,6253276.75,8877.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",6405000.000000001,8750.0,732.0,6203006.0,9082.0,683.0,6255986.000000001,9173.0,682.0,6149115.0,8505.0,723.0,,0.03931271943716719,0.03912445497907702
2016-9-15,6016742.25,8543.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",6077064.0,8302.0,732.0,5997423.0,8781.0,683.0,6047976.0,8868.0,682.0,5944506.0,8222.0,723.0,,0.009809391780702281,0.009810584793593646
2016-8-15,5958295.0,8460.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",6018504.0,8222.0,732.0,5939368.0,8696.0,683.0,5988642.0,8781.0,682.0,5886666.0,8142.0,723.0,,0.02393246298514029,0.02393343419062033
2016-7-15,5819031.25,8262.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",5877960.0,8030.0,732.0,5800719.0,8493.0,683.0,5848150.0,8575.0,682.0,5749296.0,7952.0,723.0,,0.025408007857836035,0.025410319257857417
2016-6-15,5674844.75,8057.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",5733024.0,7832.0,732.0,5656606.0,8282.0,683.0,5702884.0,8362.0,682.0,5606865.0,7755.0,723.0,,0.033372940976538645,0.03337608207758902
2016-5-15,5491574.75,7797.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",5548560.0,7580.0,732.0,5473562.0,8014.0,683.0,5518062.0,8091.0,682.0,5426115.0,7505.0,723.0,,-0.01715652837708248,-0.017018594390167063
2016-4-15,5587435.75,7932.5,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",5666412.0,7741.0,732.0,5487905.0,8035.0,683.0,5644232.0,8276.0,682.0,5551194.0,7678.0,723.0,,-0.005424702997933628,-0.0054226875215497294
2016-3-15,5617911.25,7975.75,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",5697888.0,7784.0,732.0,5517957.0,8079.0,683.0,5674240.0,8320.0,682.0,5581560.0,7720.0,723.0,,0.008431657571551288,0.00831226295828058
2016-2-15,5570939.0,7910.0,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",5598336.0,7648.0,732.0,5489271.0,8037.0,683.0,5644232.0,8276.0,682.0,5551917.0,7679.0,723.0,,-0.026498116713686626,-0.02637166507677635
2016-1-15,5722576.5,8124.25,"THE CAPITOL FLORENCE (R WING)(Block 1,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,1座(首都),1 康城路",5772552.0,7886.0,732.0,5662753.0,8291.0,683.0,5728118.0,8399.0,682.0,5726883.0,7921.0,723.0,705.0,,
