,lumpSum_avg,npsf_avg,final_address,lumpSum_RA,npsf_RA,nfa_RA,lumpSum_RB,npsf_RB,nfa_RB,lumpSum_RC,npsf_RC,nfa_RC,lumpSum_RD,npsf_RD,nfa_RD,nfa_avg,lumpSum_change,npsf_change
2022-12-15,7396474.25,11233.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8077697.0,11111.0,727.0,7578036.0,11079.0,684.0,6157984.0,11888.0,518.0,7772180.0,10855.0,716.0,,0.003158335630225606,0.0031254883575557724
2021-3-15,8486480.5,12910.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9139844.0,12572.0,727.0,8692956.0,12709.0,684.0,7220402.0,13939.0,518.0,8892720.0,12420.0,716.0,,0.014316064611956225,0.01431910589067198
2021-2-15,8366702.25,12727.75,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9011165.0,12395.0,727.0,8569152.0,12528.0,684.0,7118356.0,13742.0,518.0,8768136.0,12246.0,716.0,,0.009787423553432761,0.009798282325406138
2021-1-15,8285607.5,12604.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8924652.0,12276.0,727.0,8485704.0,12406.0,684.0,7048426.0,13607.0,518.0,8683648.0,12128.0,716.0,,-0.00046899719256132677,-0.0006343039505243286
2020-12-15,8289495.25,12612.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8948643.0,12309.0,727.0,8506908.0,12437.0,684.0,7066038.0,13641.0,518.0,8636392.0,12062.0,716.0,,0.005262944715720863,0.00630323339915817
2020-11-15,8246096.5,12533.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8936284.0,12292.0,727.0,8494596.0,12419.0,684.0,6929286.0,13377.0,518.0,8624220.0,12045.0,716.0,,-0.012286297192879436,-0.01227441090708492
2020-10-15,8348670.75,12689.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9046061.0,12443.0,727.0,8600616.0,12574.0,684.0,7014238.0,13541.0,518.0,8733768.0,12198.0,716.0,,0.012433695119744348,0.012447139551583719
2020-9-15,8246140.75,12533.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8934103.0,12289.0,727.0,8495964.0,12421.0,684.0,6926696.0,13372.0,518.0,8627800.0,12050.0,716.0,,-0.013068244669323548,-0.01305246579387731
2020-8-15,8355330.25,12698.75,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9051877.0,12451.0,727.0,8608824.0,12586.0,684.0,7016828.000000001,13546.0,518.0,8743792.0,12212.0,716.0,,-0.016345183384036788,-0.016439470219192898
2020-7-15,8494169.0,12911.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9213998.0,12674.0,727.0,8764092.0,12813.0,684.0,7141666.0,13787.0,518.0,8856920.0,12370.0,716.0,,0.012534665122504451,0.012448783548001385
2020-6-15,8389015.5,12752.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9109310.0,12530.0,727.0,8666964.0,12671.0,684.0,7060340.0,13630.0,518.0,8719448.0,12178.0,716.0,,-0.00032829782463661417,0.0004903499136983402
2020-5-15,8391770.5,12746.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9139844.0,12572.0,727.0,8697744.0,12716.0,684.0,6982122.0,13479.0,518.0,8747372.0,12217.0,716.0,,0.025640240614056564,0.025649278802631237
2020-4-15,8181982.5,12427.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8911566.0,12258.0,727.0,8482284.0,12401.0,684.0,6806520.0,13140.0,518.0,8527560.0,11910.0,716.0,,0.002250014446726123,0.0018138213184466512
2020-3-15,8163614.25,12404.75,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8939919.0,12297.0,727.0,8511012.0,12443.0,684.0,6827758.0,13181.0,518.0,8375768.0,11698.0,716.0,,0.021766443430480065,0.02176598986862155
2020-2-15,7989706.75,12140.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8747991.0,12033.0,727.0,8330436.0,12179.0,684.0,6682200.0,12900.0,518.0,8198200.0,11450.0,716.0,,-0.012050978309457006,-0.012043780770639168
2020-1-15,8087165.0,12288.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8854860.0,12180.0,727.0,8432352.0,12328.0,684.0,6763008.0,13056.0,518.0,8298439.999999999,11590.0,716.0,,0.02649507823612729,0.026500991959903963
2019-12-15,7878425.5,11971.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8626582.0,11866.0,727.0,8214840.0,12010.0,684.0,6587924.000000001,12718.0,518.0,8084356.0,11291.0,716.0,,-0.05053990094537464,-0.050522475363353414
2019-11-15,8297795.25,12608.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9082411.0,12493.0,727.0,8662176.0,12664.0,684.0,6935502.0,13389.0,518.0,8511092.0,11887.0,716.0,,0.04478795273609171,0.044918678131151024
2019-10-15,7942085.5,12066.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8680380.0,11940.0,727.0,8279135.999999999,12104.0,684.0,6627810.0,12795.0,518.0,8181016.0,11426.0,716.0,,-0.015532985627178086,-0.015522375882184969
2019-9-15,8067396.25,12256.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8817783.0,12129.0,727.0,8409780.0,12295.0,684.0,6731410.0,12995.0,518.0,8310612.0,11607.0,716.0,,-0.04002675822237922,-0.039854291925344176
2019-8-15,8403772.0,12765.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9231446.0,12698.0,727.0,8744256.0,12784.0,684.0,6998698.0,13511.0,518.0,8640688.0,12068.0,716.0,,0.012503138555729487,0.012753381728747737
2019-7-15,8299996.0,12604.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9179102.0,12626.0,727.0,8614296.0,12594.0,684.0,6894062.0,13309.0,518.0,8512524.0,11889.0,716.0,,-0.008610283559095544,-0.00855406760663091
2019-6-15,8372082.0,12713.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9245986.0,12718.0,727.0,8723736.0,12754.0,684.0,6943790.0,13405.0,518.0,8574816.0,11976.0,716.0,,0.006984654760220144,0.005974164704951379
2019-5-15,8314011.5,12637.75,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9147114.0,12582.0,727.0,8632764.0,12621.0,684.0,6993000.0,13500.0,518.0,8483168.0,11848.0,716.0,,0.00018655727186445148,0.0001978591638471805
2019-4-15,8312460.75,12635.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9144933.0,12579.0,727.0,8632764.0,12621.0,684.0,6990410.0,13495.0,518.0,8481736.0,11846.0,716.0,,0.046251422357991956,0.04596440397350987
2019-3-15,7944993.5,12080.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8783614.0,12082.0,727.0,8207316.0,11999.0,684.0,6713280.0,12960.0,518.0,8075764.0,11279.0,716.0,,-0.0035014191807006823,-0.003505877500515564
2019-2-15,7972910.0,12122.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8814148.0,12124.0,727.0,8237412.0,12043.0,684.0,6737108.000000001,13006.0,518.0,8102972.0,11317.0,716.0,,0.02566322489499151,0.025592216582064342
2019-1-15,7773419.0,11820.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8607680.0,11840.0,727.0,7995276.0,11689.0,684.0,6579636.0,12702.0,518.0,7911084.0,11049.0,716.0,,0.02753613375041941,0.027401725374301966
2018-12-15,7565105.25,11504.75,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8403393.0,11559.0,727.0,7710732.0,11273.0,684.0,6424236.0,12402.0,518.0,7722060.0,10785.0,716.0,,-0.016358133234940175,-0.016751062966049224
2018-11-15,7690914.25,11700.75,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8359773.0,11499.0,727.0,8007588.0,11707.0,684.0,6538196.0,12622.0,518.0,7858100.0,10975.0,716.0,,0.02756650572821928,0.027553350311759095
2018-10-15,7484590.25,11387.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8135857.000000001,11191.0,727.0,7790760.000000001,11390.0,684.0,6364148.0,12286.0,518.0,7647596.0,10681.0,716.0,,-0.04097275800294231,-0.04085242587601079
2018-9-15,7804356.25,11872.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8470277.0,11651.0,727.0,8108136.0,11854.0,684.0,6626256.0,12792.0,518.0,8012756.0,11191.0,716.0,,-0.07980014157272353,-0.07968992248062012
2018-8-15,8481153.5,12900.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9240170.0,12710.0,727.0,8742204.0,12781.0,684.0,7199164.0,13898.0,518.0,8743076.0,12211.0,716.0,,0.02353721893702687,0.02352521125084306
2018-7-15,8286121.25,12603.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",9027159.0,12417.0,727.0,8539056.0,12484.0,684.0,7034958.0,13581.0,518.0,8543312.0,11932.0,716.0,,0.010883953598836316,0.010867821623355756
2018-6-15,8196906.5,12468.0,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8929014.0,12282.0,727.0,8445348.0,12347.0,684.0,6960884.0,13438.0,518.0,8452380.0,11805.0,716.0,,0.02665835177058007,0.02663757256371202
2018-5-15,7984064.5,12144.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8694920.0,11960.0,727.0,8223732.000000001,12023.0,684.0,6782174.0,13093.0,518.0,8235432.0,11502.0,716.0,,0.011109450004087362,0.010904399217546823
2018-4-15,7896340.5,12013.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8638214.0,11882.0,727.0,8020584.0,11726.0,684.0,6741252.0,13014.0,518.0,8185312.0,11432.0,716.0,,0.06095227781508883,0.06093522320837197
2018-3-15,7442691.5,11323.5,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8139492.0,11196.0,727.0,7558884.0,11051.0,684.0,6355342.0,12269.0,518.0,7717048.0,10778.0,716.0,,-0.04572769949138944,-0.045738965553565825
2018-2-15,7799337.25,11866.25,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8526983.0,11729.0,727.0,7920036.0,11579.0,684.0,6660962.0,12859.0,518.0,8089368.0,11298.0,716.0,,0.04304337105492584,0.04302634759487556
2018-1-15,7477481.25,11376.75,"THE CAPITOL WHISTLER (R WING)(Block 6,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,6座(首都),1 康城路",8172207.0,11241.0,727.0,7592400.0,11100.0,684.0,6387458.0,12331.0,518.0,7757860.0,10835.0,716.0,661.25,,
