,lumpSum_avg,npsf_avg,final_address,lumpSum_RA,npsf_RA,nfa_RA,lumpSum_RB,npsf_RB,nfa_RB,lumpSum_RC,npsf_RC,nfa_RC,lumpSum_RD,npsf_RD,nfa_RD,nfa_avg,lumpSum_change,npsf_change
2022-12-15,6972432.25,10551.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",7533041.0,10277.0,733.0,5952424.999999999,11425.0,521.0,7021943.999999999,10266.0,684.0,7382318.999999999,10239.0,721.0,,0.003148312117325691,0.0031610971146076583
2021-12-15,8235793.0,12452.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8851708.0,12076.0,733.0,6953787.0,13347.0,521.0,8219628.0,12017.0,684.0,8918049.0,12369.0,721.0,,-0.027980805679114096,-0.027965340931267346
2021-11-15,8472870.75,12810.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",9109724.0,12428.0,733.0,7153330.0,13730.0,521.0,8450820.0,12355.0,684.0,9177609.0,12729.0,721.0,,0.030070981823796306,0.03009347673132967
2021-10-15,8225521.25,12436.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8844378.0,12066.0,733.0,6942325.0,13325.0,521.0,8205264.0,11996.0,684.0,8910118.0,12358.0,721.0,,-0.02126725840449839,-0.02124938514510577
2021-9-15,8404256.75,12706.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",9037157.0,12329.0,733.0,7091331.0,13611.0,521.0,8384472.0,12258.0,684.0,9104066.999999998,12627.0,721.0,,0.011421194716219718,0.011442786069651767
2021-8-15,8309354.0,12562.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8935270.0,12190.0,733.0,7009013.0,13453.0,521.0,8291448.0,12122.0,684.0,9001685.0,12485.0,721.0,,0.005423051629644071,0.005241257901896557
2021-7-15,8264535.0,12497.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8908882.0,12154.0,733.0,6986089.0,13409.0,521.0,8268192.0,12088.0,684.0,8894977.0,12337.0,721.0,,0.0007366393082286482,0.0003401973144423476
2021-6-15,8258451.5,12492.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8798199.0,12003.0,733.0,7008492.0,13452.0,521.0,8298972.0,12133.0,684.0,8928143.0,12383.0,721.0,,0.009330757590687577,0.010413296667745042
2021-5-15,8182106.25,12364.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8803330.0,12010.0,733.0,6861049.0,13169.0,521.0,8127972.0,11883.0,684.0,8936074.0,12394.0,721.0,,0.014860184421341849,0.014211594856756049
2021-4-15,8062299.0,12190.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8611284.0,11748.0,733.0,6805823.0,13063.0,521.0,8084196.0,11819.0,684.0,8747893.0,12133.0,721.0,,0.011733800773322756,0.01163852122318576
2021-3-15,7968794.75,12050.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8506465.0,11605.0,733.0,6735488.0,12928.0,521.0,7988436.0,11679.0,684.0,8644790.0,11990.0,721.0,,0.009652412914761266,0.010100586756077057
2021-2-15,7892612.0,11930.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8528455.0,11635.0,733.0,6640665.999999999,12746.0,521.0,7876944.0,11516.0,684.0,8524383.0,11823.0,721.0,,0.009643671199061288,0.009669297336182714
2021-1-15,7817225.25,11815.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8447825.0,11525.0,733.0,6575020.000000001,12620.0,521.0,7801704.0,11406.0,684.0,8444352.0,11712.0,721.0,,-0.0027051338123642577,-0.0026798902722092732
2020-12-15,7838429.25,11847.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8472014.0,11558.0,733.0,6590650.0,12650.0,521.0,7822908.0,11437.0,684.0,8468145.0,11745.0,721.0,,-0.0006735649732190208,-0.0004850990234746
2020-11-15,7843712.5,11853.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8461752.0,11544.0,733.0,6579709.0,12629.0,521.0,7813332.0,11423.0,684.0,8520057.0,11817.0,721.0,,-0.012564208811047362,-0.012537748620222833
2020-10-15,7943516.5,12003.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8570236.0,11692.0,733.0,6660985.0,12785.0,521.0,7913196.0,11569.0,684.0,8629649.0,11969.0,721.0,,0.012157814105533848,0.012184581655669602
2020-9-15,7848100.75,11859.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8468349.0,11553.0,733.0,6578667.0,12627.0,521.0,7818120.0,11430.0,684.0,8527267.0,11827.0,721.0,,-0.013301153299481783,-0.013270930837233519
2020-8-15,7953896.75,12018.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8583430.0,11710.0,733.0,6664632.0,12792.0,521.0,7923456.0,11584.0,684.0,8644069.0,11989.0,721.0,,-0.017963876491612463,-0.01793557085367592
2020-7-15,8099393.25,12238.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8741758.0,11926.0,733.0,6783941.0,13021.0,521.0,8068464.0,11796.0,684.0,8803410.0,12210.0,721.0,,0.0110041062012054,0.011028728391746956
2020-6-15,8011236.75,12104.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8647201.0,11797.0,733.0,6707875.0,12875.0,521.0,7980912.0,11668.0,684.0,8708959.0,12079.0,721.0,,-0.0069279325990383445,-0.006708242727608393
2020-5-15,8067125.25,12186.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8772544.0,11968.0,733.0,6740698.0,12938.0,521.0,8011692.0,11713.0,684.0,8743567.0,12127.0,721.0,,0.025212926632456556,0.0252171535533261
2020-4-15,7868731.5,11886.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8555576.0,11672.0,733.0,6574499.0,12619.0,521.0,7814700.0,11425.0,684.0,8530151.0,11831.0,721.0,,-0.003606904002625755,-0.003604434292420189
2020-3-15,7897216.0,11929.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8584896.0,11712.0,733.0,6597944.0,12664.0,521.0,7843428.0,11467.0,684.0,8562596.0,11876.0,721.0,,0.024285053963345904,0.024056826473239257
2020-2-15,7709978.75,11649.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8402379.0,11463.0,733.0,6458837.0,12397.0,521.0,7679268.0,11227.0,684.0,8299430.999999999,11511.0,721.0,,-0.016359354134158344,-0.015964860413059112
2020-1-15,7838206.75,11838.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8635473.0,11781.0,733.0,6539071.0,12551.0,521.0,7775028.0,11367.0,684.0,8403255.0,11655.0,721.0,,0.026312206792919568,0.02631122670134367
2019-12-15,7637253.75,11535.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8412641.0,11477.0,733.0,6371309.0,12229.0,521.0,7576668.0,11077.0,684.0,8188397.0,11357.0,721.0,,-0.050286864583731994,-0.05028507914291003
2019-11-15,8041642.75,12145.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8856839.0,12083.0,733.0,6708396.0,12876.0,521.0,7978176.0,11664.0,684.0,8623160.0,11960.0,721.0,,0.04614801355902931,0.046145564168819986
2019-10-15,7686907.25,11610.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8464684.0,11548.0,733.0,6412468.0,12308.0,521.0,7627284.0,11151.0,684.0,8243193.0,11433.0,721.0,,-0.019552804437103277,-0.01923929800848978
2019-9-15,7840205.25,11837.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8598090.0,11730.0,733.0,6514584.0,12504.0,521.0,7749720.0,11330.0,684.0,8498427.0,11787.0,721.0,,-0.03697640494278576,-0.03709201830198272
2019-8-15,8141239.0,12293.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8939668.0,12196.0,733.0,6774563.0,13003.0,521.0,8059572.0,11783.0,684.0,8791153.0,12193.0,721.0,,0.015014093800644668,0.015005779392338159
2019-7-15,8020813.75,12112.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8806995.0,12015.0,733.0,6675052.0,12812.0,521.0,7940556.0,11609.0,684.0,8660652.0,12012.0,721.0,,-0.007226429357618747,-0.007233458330771936
2019-6-15,8079197.5,12200.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8871499.0,12103.0,733.0,6724547.0,12907.0,521.0,7996644.0,11691.0,684.0,8724100.0,12100.0,721.0,,0.0158394276131828,0.015671828171828217
2019-5-15,7953223.0,12012.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8775476.0,11972.0,733.0,6652648.999999999,12769.0,521.0,7756560.0,11340.0,684.0,8628207.0,11967.0,721.0,,0.0003367693449463083,0.0003331112591604679
2019-4-15,7950545.5,12008.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8772544.0,11968.0,733.0,6650565.0,12765.0,521.0,7755192.0,11338.0,684.0,8623881.0,11961.0,721.0,,0.04278974466323393,0.04125387500270983
2019-3-15,7624303.5,11532.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8268973.0,11281.0,733.0,6497391.0,12471.0,521.0,7449443.999999999,10891.0,684.0,8281406.0,11486.0,721.0,,-0.003531838448802338,-0.00354265223683925
2019-2-15,7651326.75,11573.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8299026.0,11322.0,733.0,6521357.0,12517.0,521.0,7476120.0,10930.0,684.0,8308804.0,11524.0,721.0,,0.023918126180040744,0.023909581527028267
2019-1-15,7472596.25,11303.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8106247.0,11059.0,733.0,6369746.0,12226.0,521.0,7301700.0,10675.0,684.0,8112692.0,11252.0,721.0,,0.02607212600264308,0.025913319718629424
2018-12-15,7282720.25,11017.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",7915667.0,10799.0,733.0,6219698.0,11938.0,521.0,7127964.0,10421.0,684.0,7867552.0,10912.0,721.0,,-0.017279038264741975,-0.017303661419078575
2018-11-15,7410771.25,11211.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8057136.0,10992.0,733.0,6331192.0,12152.0,521.0,7253820.0,10605.0,684.0,8000937.0,11097.0,721.0,,0.027585191084955385,0.027564557890154218
2018-10-15,7211831.5,10910.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",7843100.0,10700.0,733.0,6162909.0,11829.0,521.0,7059564.0,10321.0,684.0,7781752.999999999,10793.0,721.0,,-0.039335578199587995,-0.03935638660826313
2018-9-15,7507128.75,11357.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8166353.0,11141.0,733.0,6417156.999999999,12317.0,521.0,7348896.0,10744.0,684.0,8096108.999999999,11229.0,721.0,,-0.08320445505899698,-0.08322066390878824
2018-8-15,8188443.75,12388.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8909615.0,12155.0,733.0,7001198.0,13438.0,521.0,8016480.0,11720.0,684.0,8826482.0,12242.0,721.0,,0.02369622698120999,0.02367328389349077
2018-7-15,7998900.0,12102.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8705841.0,11877.0,733.0,6841251.0,13131.0,521.0,7831116.0,11449.0,684.0,8617392.0,11952.0,721.0,,0.011047976526304737,0.011027338610304804
2018-6-15,7911494.0,11970.25,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8612750.0,11750.0,733.0,6768311.0,12991.0,521.0,7746300.0,11325.0,684.0,8518615.0,11815.0,721.0,,0.026738302422580018,0.02671813015975122
2018-5-15,7705463.0,11658.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8390651.0,11447.0,733.0,6593776.0,12656.0,521.0,7545204.0,11031.0,684.0,8292221.0,11501.0,721.0,,0.006425289967434189,0.006409426388709116
2018-4-15,7656269.25,11584.5,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8340074.0,11378.0,733.0,6553138.0,12578.0,521.0,7497324.0,10961.0,684.0,8234541.0,11421.0,721.0,,0.061071225712443944,0.06104597911705434
2018-3-15,7215603.5,10918.0,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",7862158.0,10726.0,733.0,6178018.0,11858.0,521.0,7065719.999999999,10330.0,684.0,7756518.0,10758.0,721.0,,-0.047942885836953275,-0.04860248785482435
2018-2-15,7578960.75,11475.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",8238187.0,11239.0,733.0,6550533.0,12573.0,521.0,7403616.000000001,10824.0,684.0,8123506.999999999,11267.0,721.0,,0.04322532004516089,0.04317887416767041
2018-1-15,7264931.75,11000.75,"THE CAPITOL MONTREAL (R WING)(Block 3,Phase 1,LOHAS PARK),1 LOHAS PARK RD|日出康城,1期,3座(首都),1 康城路",7896609.0,10773.0,733.0,6282739.000000001,12059.0,521.0,7097184.0,10376.0,684.0,7783194.999999999,10795.0,721.0,664.75,,
