,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_A8,npsf_A8,nfa_A8,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,nfa_avg,lumpSum_change,npsf_change
2020-12-15,6412154.636363637,12663.727272727272,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8276590.0,13034.0,635.0,8352344.0,11473.0,728.0,5474056.0,13384.0,409.0,6669040.000000001,11909.0,560.0,5503701.0,13391.0,411.0,6600720.0,11787.0,560.0,5517408.0,13263.0,416.0,5653376.0,12184.0,464.0,4506705.0,14307.0,315.0,7029426.0,12354.0,569.0,6950335.0,12215.0,569.0,,-0.005227675260505049,-0.005248650347053574
2020-1-15,6469174.363636363,12777.181818181818,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8344535.0,13141.0,635.0,8420776.0,11567.0,728.0,5521500.0,13500.0,409.0,6728400.0,12015.0,560.0,5584668.0,13588.0,411.0,6656720.0,11887.0,560.0,5565248.0,13378.0,416.0,5702560.0,12290.0,464.0,4537260.0,14404.0,315.0,7089740.0,12460.0,569.0,7009511.0,12319.0,569.0,,-0.007885922517838151,-0.00786373294367626
2019-12-15,6520595.2727272725,12878.454545454546,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8412480.0,13248.0,635.0,8489936.0,11662.0,728.0,5564445.0,13605.0,409.0,6780480.0,12108.0,560.0,5629056.0,13696.0,411.0,6709920.0,11982.0,560.0,5608928.0,13483.0,416.0,5747104.0,12386.0,464.0,4572855.0,14517.0,315.0,7146071.0,12559.0,569.0,7065273.0,12417.0,569.0,,0.0034787398257880575,0.0034993518407016033
2019-11-15,6497990.454545454,12833.545454545454,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8385175.0,13205.0,635.0,8462272.0,11624.0,728.0,5544404.0,13556.0,409.0,6755840.0,12064.0,560.0,5609739.0,13649.0,411.0,6686400.0,11940.0,560.0,5589376.0,13436.0,416.0,5726688.0,12342.0,464.0,4556160.0,14464.0,315.0,7121035.0,12515.0,569.0,7040806.0,12374.0,569.0,,0.01610459487130389,0.016123343578374527
2019-10-15,6395001.545454546,12629.90909090909,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8253730.0,12998.0,635.0,8329776.0,11442.0,728.0,5455651.0,13339.0,409.0,6647759.999999999,11871.0,560.0,5520963.0,13433.0,411.0,6580560.0,11751.0,560.0,5500352.0,13222.0,416.0,5635744.0,12146.0,464.0,4483395.0,14233.0,315.0,7007804.0,12316.0,569.0,6929282.0,12178.0,569.0,,-0.010492671563783085,-0.01047016004387502
2019-9-15,6462813.7272727275,12763.545454545454,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8343265.0,13139.0,635.0,8420048.0,11566.0,728.0,5512502.0,13478.0,409.0,6717200.0,11995.0,560.0,5579325.0,13575.0,411.0,6650560.0,11876.0,560.0,5558592.0,13362.0,416.0,5694672.0,12273.0,464.0,4530330.0,14382.0,315.0,7081774.0,12446.0,569.0,7002683.0,12307.0,569.0,,-0.036192370067244184,-0.036171293626602985
2019-8-15,6705501.7272727275,13242.545454545454,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8658225.0,13635.0,635.0,8738912.0,12004.0,728.0,5718638.0,13982.0,409.0,6968080.0,12443.0,560.0,5788935.0,14085.0,411.0,6900320.0,12322.0,560.0,5767008.0,13863.0,416.0,5908112.0,12733.0,464.0,4699800.0,14920.0,315.0,7346928.0,12912.0,569.0,7265561.0,12769.0,569.0,,0.04371816830561537,0.0437436856473421
2019-7-15,6424628.7272727275,12687.545454545454,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8297545.0,13067.0,635.0,8374912.0,11504.0,728.0,5478146.0,13394.0,409.0,6675200.000000001,11920.0,560.0,5546445.0,13495.0,411.0,6611360.0,11806.0,560.0,5524896.0,13281.0,416.0,5659872.0,12198.0,464.0,4502295.0,14293.0,315.0,7039099.0,12371.0,569.0,6961146.0,12234.0,569.0,,-0.043080882692349554,-0.043060002879809156
2019-6-15,6713868.090909091,13258.454545454546,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8673465.0,13659.0,635.0,8754200.0,12025.0,728.0,5723546.0,13994.0,409.0,6974240.0,12454.0,560.0,5796333.0,14103.0,411.0,6908720.0,12337.0,560.0,5773248.0,13878.0,416.0,5914144.0,12746.0,464.0,4704525.0,14935.0,315.0,7355463.0,12927.0,569.0,7274665.0,12785.0,569.0,,0.0038982122311388423,0.003923647202164204
2019-5-15,6687797.636363637,13206.636363636364,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8641715.0,13609.0,635.0,8722168.0,11981.0,728.0,5700233.0,13937.0,409.0,6946240.0,12404.0,560.0,5773728.0,14048.0,411.0,6881839.999999999,12289.0,560.0,5750368.0,13823.0,416.0,5890944.0,12696.0,464.0,4685310.0,14874.0,315.0,7326444.0,12876.0,569.0,7246784.0,12736.0,569.0,,-0.005417305756893365,-0.0052111152197433785
2019-4-15,6724224.818181818,13275.818181818182,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8697595.0,13697.0,635.0,8778952.0,12059.0,728.0,5734998.0,14022.0,409.0,6988240.0,12479.0,560.0,5749890.0,13990.0,411.0,6924960.0,12366.0,560.0,5786144.0,13909.0,416.0,5927136.0,12774.0,464.0,4714290.0,14966.0,315.0,7371964.0,12956.0,569.0,7292304.0,12816.0,569.0,,0.06541425380795007,0.06550607051132373
2019-3-15,6311371.181818182,12459.636363636364,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",8160385.0,12851.0,635.0,8237320.0,11315.0,728.0,5378350.0,13150.0,409.0,6553680.0,11703.0,560.0,5393553.0,13123.0,411.0,6538560.0,11676.0,560.0,5427136.0,13046.0,416.0,5559183.999999999,11981.0,464.0,4421340.0,14036.0,315.0,6915057.0,12153.0,569.0,6840518.000000001,12022.0,569.0,,0.027738560262053902,0.027760697091950615
2019-2-15,6141027.909090909,12123.09090909091,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",7941945.0,12507.0,635.0,8016736.000000001,11012.0,728.0,5232337.0,12793.0,409.0,6376160.0,11386.0,560.0,5248059.0,12769.0,411.0,6362160.0,11361.0,560.0,5280288.0,12693.0,416.0,5408848.0,11657.0,464.0,4301325.0,13655.0,315.0,6727856.0,11824.0,569.0,6655593.0,11697.0,569.0,,0.017196446106353624,0.017224019039482563
2019-1-15,6037209.363636363,11917.818181818182,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",7809865.0,12299.0,635.0,7883512.0,10829.0,728.0,5142766.0,12574.0,409.0,6266960.0,11191.0,560.0,5159283.0,12553.0,411.0,6254640.0,11169.0,560.0,5190848.0,12478.0,416.0,5316511.999999999,11458.0,464.0,4227930.0,13422.0,315.0,6613487.0,11623.0,569.0,6543500.0,11500.0,569.0,,0.014893229238621242,0.014918440183016024
2018-12-15,5948615.2727272725,11742.636363636364,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",7697470.0,12122.0,635.0,7769943.999999999,10673.0,728.0,5066283.0,12387.0,409.0,6173440.000000001,11024.0,560.0,5083659.0,12369.0,411.0,6162800.0,11005.0,560.0,5114304.0,12294.0,416.0,5238096.0,11289.0,464.0,4165245.0,13223.0,315.0,6516188.0,11452.0,569.0,6447339.0,11331.0,569.0,,,
2018-11-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-10-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-9-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-8-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-7-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-6-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-5-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-4-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-3-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-2-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-1-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-12-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-11-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-10-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-9-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-8-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-7-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-6-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-5-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-4-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-3-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-2-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-1-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-12-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-11-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-10-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-9-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-8-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-7-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-6-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-5-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-4-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-3-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-2-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-1-15,,,"WETLAND SEASONS PARK(Phase 2),Block 2,WETLAND PARK RD|WETLAND SEASONS PARK2期,2座,濕地公園路",,,635.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,512.3636363636364,,
