,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,nfa_avg,lumpSum_change,npsf_change
2020-12-15,6316604.142857143,13418.57142857143,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",6017085.0,14499.0,415.0,6274350.0,14325.0,438.0,6126562.0,13861.0,442.0,5867898.0,13938.0,421.0,6687876.0,12961.0,516.0,6825831.0,11789.0,579.0,6416627.0,12557.0,511.0,,-0.005190773187708331,-0.00517904235376343
2019-1-15,5949001.571428572,12639.285714285714,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",5678030.0,13682.0,415.0,5928768.0,13536.0,438.0,5777824.0,13072.0,442.0,5512574.0,13094.0,421.0,6296232.0,12202.0,516.0,6414162.0,11078.0,579.0,6035421.0,11811.0,511.0,,0.014834669577858728,0.014819402865237308
2018-12-15,5862040.142857143,12454.714285714286,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",5596275.0,13485.0,415.0,5844233.999999999,13343.0,438.0,5694286.0,12883.0,442.0,5430479.0,12899.0,421.0,6204384.0,12024.0,516.0,6318627.0,10913.0,579.0,5945996.0,11636.0,511.0,,,
2018-11-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-10-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-9-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-8-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-7-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-6-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-5-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-4-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-3-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-2-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2018-1-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-12-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-11-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-10-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-9-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-8-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-7-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-6-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-5-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-4-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-3-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-2-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2017-1-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-12-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-11-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-10-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-9-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-8-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-7-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-6-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-5-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-4-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-3-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-2-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,,,
2016-1-15,,,"WETLAND SEASONS PARK(Phase 2),Block 19,WETLAND PARK RD|WETLAND SEASONS PARK2期,19座,濕地公園路",,,415.0,,,438.0,,,442.0,,,421.0,,,516.0,,,579.0,,,511.0,474.57142857142856,,
