,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_A8,npsf_A8,nfa_A8,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,nfa_avg,lumpSum_change,npsf_change
2020-12-15,7138465.090909091,13723.818181818182,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",8705904.0,10669.0,816.0,10033296.0,13782.0,728.0,5644200.0,13800.0,409.0,8481760.0,15146.0,560.0,6007998.0,14618.0,411.0,7898800.0,14105.0,560.0,5880992.0,14137.0,416.0,6432432.0,13863.0,464.0,4714290.0,14966.0,315.0,7441382.0,13078.0,569.0,7282062.0,12798.0,569.0,,-0.0052491925444687615,-0.005251747837031084
2020-1-15,7197793.0,13837.545454545454,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",8781792.0,10762.0,816.0,10118472.0,13899.0,728.0,5692053.0,13917.0,409.0,8543360.0,15256.0,560.0,6057729.0,14739.0,411.0,7963200.0,14220.0,560.0,5931744.0,14259.0,416.0,6486720.0,13980.0,464.0,4751460.0,15084.0,315.0,7505110.0,13190.0,569.0,7344083.0,12907.0,569.0,,-0.00787974993359708,-0.007873759133365077
2019-12-15,7254960.2727272725,13947.363636363636,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",8851968.0,10848.0,816.0,10199280.0,14010.0,728.0,5737452.0,14028.0,409.0,8610000.0,15375.0,560.0,6105816.0,14856.0,411.0,8026480.0,14333.0,560.0,5979168.0,14373.0,416.0,6538224.0,14091.0,464.0,4788630.0,15202.0,315.0,7564855.0,13295.0,569.0,7402690.0,13010.0,569.0,,0.003496696817335776,0.0034993393770521575
2019-11-15,7229680.2727272725,13898.727272727272,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",8821776.0,10811.0,816.0,10163608.0,13961.0,728.0,5717820.0,13980.0,409.0,8578080.0,15318.0,560.0,6084444.0,14804.0,411.0,7998480.0,14283.0,560.0,5958368.0,14323.0,416.0,6515952.0,14043.0,464.0,4771620.0,15148.0,315.0,7539250.0,13250.0,569.0,7377085.0,12965.0,569.0,,0.016323129443439388,0.016265728966557758
2019-10-15,7113564.636363637,13676.272727272728,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",8682240.0,10640.0,816.0,9986704.0,13718.0,728.0,5627431.0,13759.0,409.0,8440320.0,15072.0,560.0,5987859.0,14569.0,411.0,7871920.0,14057.0,560.0,5864352.0,14097.0,416.0,6412480.0,13820.0,464.0,4695705.0,14907.0,315.0,7419760.0,13040.0,569.0,7260440.0,12760.0,569.0,,-0.010477698888906373,-0.010471548565752942
2019-9-15,7188887.636363637,13821.0,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",8775264.0,10754.0,816.0,10092264.0,13863.0,728.0,5687145.0,13905.0,409.0,8528240.0,15229.0,560.0,6051564.0,14724.0,411.0,7955360.0,14206.0,560.0,5926752.0,14247.0,416.0,6480224.0,13966.0,464.0,4744845.0,15063.0,315.0,7498851.0,13179.0,569.0,7337255.0,12895.0,569.0,,-0.03746293372844722,-0.03699222783158396
2019-8-15,7468686.545454546,14351.90909090909,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",9215088.0,11293.0,816.0,10471552.0,14384.0,728.0,5900643.0,14427.0,409.0,8846880.0,15798.0,560.0,6278436.0,15276.0,411.0,8253840.0,14739.0,560.0,6149312.0,14782.0,416.0,6723824.0,14491.0,464.0,4922820.0,15628.0,315.0,7780506.0,13674.0,569.0,7612651.0,13379.0,569.0,,0.04373054881030192,0.04374070278668474
2019-7-15,7155761.181818182,13750.454545454546,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",8829936.0,10821.0,816.0,10033296.0,13782.0,728.0,5653607.0,13823.0,409.0,8474480.0,15133.0,560.0,6015396.0,14636.0,411.0,7907760.0,14121.0,560.0,5891808.0,14163.0,416.0,6442176.0,13884.0,464.0,4715865.0,14971.0,315.0,7455038.0,13102.0,569.0,7294011.0,12819.0,569.0,,-0.04306193588237772,-0.04305932519723399
2019-6-15,7477768.363636363,14369.181818181818,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",9228144.0,11309.0,816.0,10484656.0,14402.0,728.0,5908414.0,14446.0,409.0,8854160.0,15811.0,560.0,6285834.0,15294.0,411.0,8263920.0,14757.0,560.0,6157216.0,14801.0,416.0,6732176.0,14509.0,464.0,4927860.0,15644.0,315.0,7790748.0,13692.0,569.0,7622324.0,13396.0,569.0,,0.003910879907825349,0.0039188536876602065
2019-5-15,7448637.636363637,14313.09090909091,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",9193056.0,11266.0,816.0,10444616.0,14347.0,728.0,5885510.0,14390.0,409.0,8817760.0,15746.0,560.0,6261174.0,15234.0,411.0,8231440.0,14699.0,560.0,6133504.0,14744.0,416.0,6705728.0,14452.0,464.0,4908330.0,15582.0,315.0,7760591.0,13639.0,569.0,7593305.0,13345.0,569.0,,-0.006216931642085033,-0.006211023303961283
2019-4-15,7495235.0,14402.545454545454,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",9251808.0,11338.0,816.0,10510136.0,14437.0,728.0,5922320.0,14480.0,409.0,8870960.0,15841.0,560.0,6300630.0,15330.0,411.0,8282960.0,14791.0,560.0,6172192.0,14837.0,416.0,6747952.0,14543.0,464.0,4938570.0,15678.0,315.0,7809525.0,13725.0,569.0,7640532.0,13428.0,569.0,,,
2019-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2019-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2019-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2018-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2017-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,,,
2016-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 1,WETLAND PARK RD|WETLAND SEASONS PARK3期,1座,濕地公園路",,,816.0,,,728.0,,,409.0,,,560.0,,,411.0,,,560.0,,,416.0,,,464.0,,,315.0,,,569.0,,,569.0,528.8181818181819,,
