,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_change,npsf_change
2019-12-15,6674603.285714285,12996.714285714286,7,46722223.0,90977.0,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",9187200.0,13200.0,696.0,7410077.0,13697.0,541.0,7966536.0,12526.0,636.0,5258525.0,12373.0,425.0,5561568.0,12874.0,432.0,5557314.0,12894.0,431.0,5781003.0,13413.0,431.0,-0.00038130044590245493,-0.0003735812154574969
2018-9-15,6505620.142857143,12666.714285714286,7,45539341.0,88667.0,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",8948472.0,12857.0,696.0,7217481.0,13341.0,541.0,7784640.0,12240.0,636.0,5134425.0,12081.0,425.0,5415120.0,12535.0,432.0,5410343.0,12553.0,431.0,5628860.0,13060.0,431.0,-0.054798252028098404,-0.05479335230846305
2018-8-15,6882784.714285715,13401.0,7,48179493.0,93807.0,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",9466992.0,13602.0,696.0,7635133.0,14113.0,541.0,8237472.0,12952.0,636.0,5433200.0,12784.0,425.0,5728320.0,13260.0,432.0,5723680.0,13280.0,431.0,5954696.0,13816.0,431.0,0.0029533310370777333,0.0029616165936063865
2018-7-15,6862517.428571428,13361.42857142857,7,48037622.0,93530.0,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",9438456.0,13561.0,696.0,7612411.0,14071.0,541.0,8215212.0,12917.0,636.0,5417900.0,12748.0,425.0,5711040.0,13220.0,432.0,5706009.0,13239.0,431.0,5936594.0,13774.0,431.0,,
2018-6-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2018-5-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2018-4-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2018-3-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2018-2-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2018-1-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-12-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-11-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-10-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-9-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-8-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-7-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-6-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-5-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-4-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-3-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-2-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2017-1-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-12-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-11-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-10-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-9-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-8-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-7-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-6-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-5-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-4-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-3-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-2-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
2016-1-15,,,7,,,3592,"WETLAND SEASONS PARK(Block 21),WETLAND PARK RD|WETLAND SEASONS PARK21座,濕地公園路",,,696.0,,,541.0,,,636.0,,,425.0,,,432.0,,,431.0,,,431.0,,
