,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,nfa_avg,lumpSum_change,npsf_change
2020-12-15,7046027.5,14083.25,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9540949.0,14219.0,671.0,7270592.0,16229.0,448.0,7899744.0,13908.0,568.0,4986018.0,13623.0,366.0,9548448.0,14209.0,672.0,5727995.999999999,13446.0,426.0,5771912.0,13613.0,424.0,5622561.0,13419.0,419.0,,-0.005253844399705776,-0.005253352875217443
2020-1-15,7105426.625,14201.875,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9623482.0,14342.0,671.0,7325696.0,16352.0,448.0,7962792.0,14019.0,568.0,5025912.000000001,13732.0,366.0,9630432.0,14331.0,672.0,5774004.0,13554.0,426.0,5824064.0,13736.0,424.0,5677031.0,13549.0,419.0,,-0.007883709309857156,-0.007885223283675913
2019-12-15,7161888.875,14314.75,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9699976.0,14456.0,671.0,7383040.0,16480.0,448.0,8025840.0,14130.0,568.0,5065806.0,13841.0,366.0,9707040.0,14445.0,672.0,5819160.0,13660.0,426.0,5871128.0,13847.0,424.0,5723121.0,13659.0,419.0,,0.003480570739480937,0.0034787637682809347
2019-11-15,7137047.875,14265.125,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9666426.0,14406.0,671.0,7356608.0,16421.0,448.0,7997440.0,14080.0,568.0,5047872.0,13792.0,366.0,9673440.0,14395.0,672.0,5798712.0,13612.0,426.0,5851200.0,13800.0,424.0,5704685.0,13615.0,419.0,,0.016124569316525506,0.016125011129908273
2019-10-15,7023792.25,14038.75,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9513438.0,14178.0,671.0,7238784.0,16158.0,448.0,7869640.0,13855.0,568.0,4967352.0,13572.0,366.0,9520224.0,14167.0,672.0,5706270.0,13395.0,426.0,5759192.0,13583.0,424.0,5615438.0,13402.0,419.0,,-0.010504124952625427,-0.010502017585593215
2019-9-15,7098354.25,14187.75,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9614759.0,14329.0,671.0,7314496.0,16327.0,448.0,7952568.0,14001.0,568.0,5019690.0,13715.0,366.0,9621696.0,14318.0,672.0,5766336.0,13536.0,426.0,5821096.0,13729.0,424.0,5676193.0,13547.0,419.0,,-0.03616687161072796,-0.03616647277112117
2019-8-15,7364712.875,14720.125,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9975757.0,14867.0,671.0,7587776.0,16937.0,448.0,8250200.0,14525.0,568.0,5207814.0,14229.0,366.0,9983232.0,14856.0,672.0,5982318.0,14043.0,426.0,6040304.0,14246.0,424.0,5890302.0,14058.0,419.0,,0.04375097412583595,0.04374916906713944
2019-7-15,7056005.75,14103.125,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9557724.0,14244.0,671.0,7268800.0,16225.0,448.0,7904288.0,13916.0,568.0,4989312.0,13632.0,366.0,9564575.999999998,14233.0,672.0,5730978.0,13453.0,426.0,5787600.0,13650.0,424.0,5644768.0,13472.0,419.0,,-0.043089485333842825,-0.04308553496459011
2019-6-15,7373736.25,14738.125,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9988506.0,14886.0,671.0,7594944.0,16953.0,448.0,8259288.0,14541.0,568.0,5213304.0,14244.0,366.0,9996000.0,14875.0,672.0,5988282.0,14057.0,426.0,6049208.0,14267.0,424.0,5900358.0,14082.0,419.0,,0.003927663702972817,0.003925275024692532
2019-5-15,7344888.0,14680.5,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",9949588.0,14828.0,671.0,7564032.0,16884.0,448.0,8226344.0,14483.0,568.0,5192808.0,14188.0,366.0,9957024.0,14817.0,672.0,5964426.0,14001.0,426.0,6026312.0,14213.0,424.0,5878570.0,14030.0,419.0,,-0.006233863527039363,-0.0062361970198254735
2019-4-15,7390962.25,14772.625,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",10011991.0,14921.0,671.0,7610624.0,16988.0,448.0,8277464.0,14573.0,568.0,5225016.0,14276.0,366.0,10019520.0,14910.0,672.0,6001488.0,14088.0,426.0,6064896.0,14304.0,424.0,5916699.0,14121.0,419.0,,,
2019-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2019-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2019-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2018-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2017-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,,,
2016-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 8,WETLAND PARK RD|WETLAND SEASONS PARK3期,8座,濕地公園路",,,671.0,,,448.0,,,568.0,,,366.0,,,672.0,,,426.0,,,424.0,,,419.0,499.25,,
