,lumpSum_avg,npsf_avg,final_address,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_A7,npsf_A7,nfa_A7,lumpSum_A9,npsf_A9,nfa_A9,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B7,npsf_B7,nfa_B7,lumpSum_C1,npsf_C1,nfa_C1,lumpSum_C2,npsf_C2,nfa_C2,lumpSum_C3,npsf_C3,nfa_C3,lumpSum_C5,npsf_C5,nfa_C5,lumpSum_C6,npsf_C6,nfa_C6,nfa_avg,lumpSum_change,npsf_change
2022-12-15,6653526.0,14079.933333333332,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",6382086.0,14214.0,449.0,6004128.0,14433.0,416.0,5279468.0,14956.0,353.0,6327622.0,13846.0,457.0,6019570.0,13999.0,430.0,7145542.000000001,14494.0,493.0,7339727.999999999,13901.0,528.0,7889651.0,14267.0,553.0,9013171.0,13513.0,667.0,8634213.0,13263.0,651.0,6259944.0,13668.0,458.0,6208459.0,14207.0,437.0,6185574.0,13869.0,446.0,6068590.0,14113.0,430.0,5045144.0,14456.0,349.0,,-0.01217757761481053,-0.012216396724209821
2021-8-15,7961980.0,16849.266666666666,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",7638388.0,17012.0,449.0,7172672.0,17242.0,416.0,6307404.0,17868.0,353.0,7568834.0,16562.0,457.0,7191750.0,16725.0,430.0,8548127.0,17339.0,493.0,8767968.0,16606.0,528.0,9440816.0,17072.0,553.0,10780721.0,16163.0,667.0,10320954.0,15854.0,651.0,7487384.0,16348.0,458.0,7517711.0,17203.0,437.0,7393788.0,16578.0,446.0,7267000.0,16900.0,430.0,6026183.0,17267.0,349.0,,-0.004690060889819825,-0.004682429665101906
2021-7-15,7999498.133333334,16928.533333333333,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",7674757.0,17093.0,449.0,7205536.0,17321.0,416.0,6336350.0,17950.0,353.0,7604937.0,16641.0,457.0,7225290.0,16803.0,430.0,8589046.0,17422.0,493.0,8808624.0,16683.0,528.0,9486162.0,17154.0,553.0,10832080.0,16240.0,667.0,10369779.0,15929.0,651.0,7522650.0,16425.0,458.0,7552671.0,17283.0,437.0,7428576.0,16656.0,446.0,7302260.0,16982.0,430.0,6053754.0,17346.0,349.0,,0.027655587096474532,0.027661649662273025
2021-6-15,7784220.933333334,16472.866666666665,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",7469115.0,16635.0,449.0,7010848.0,16853.0,416.0,6165145.0,17465.0,353.0,7400201.0,16193.0,457.0,7030070.0,16349.0,430.0,8358322.0,16954.0,493.0,8571024.0,16233.0,528.0,9231782.0,16694.0,553.0,10540601.0,15803.0,667.0,10091151.0,15501.0,651.0,7320672.0,15984.0,458.0,7349029.0,16817.0,437.0,7228322.0,16207.0,446.0,7106610.0,16527.0,430.0,5890422.0,16878.0,349.0,,0.011980517761201348,0.011987746041627334
2021-5-15,7692066.0,16277.733333333334,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",7381111.0,16439.0,449.0,6927232.0,16652.0,416.0,6091721.0,17257.0,353.0,7312914.0,16002.0,457.0,6946220.0,16154.0,430.0,8259722.0,16754.0,493.0,8468592.0,16039.0,528.0,9123394.0,16498.0,553.0,10416539.0,15617.0,667.0,9972018.000000002,15318.0,651.0,7234110.0,15795.0,458.0,7261629.0,16617.0,437.0,7142244.0,16014.0,446.0,7023620.0,16334.0,430.0,5819924.0,16676.0,349.0,,0.011629137415224422,0.011634169988150367
2021-4-15,7603642.2,16090.533333333333,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",7296699.0,16251.0,449.0,6846944.0,16459.0,416.0,6021121.0,17057.0,353.0,7229283.0,15819.0,457.0,6865810.0,15967.0,430.0,8165066.0,16562.0,493.0,8370384.0,15853.0,528.0,9019430.0,16310.0,553.0,10297146.0,15438.0,667.0,9857442.0,15142.0,651.0,7151212.0,15614.0,458.0,7177725.0,16425.0,437.0,7059734.0,15829.0,446.0,6944070.0,16149.0,430.0,5752567.0,16483.0,349.0,,-0.002427313688389998,-0.0038096260127703507
2021-3-15,7622143.533333333,16152.066666666668,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",7361355.0,16395.0,449.0,6906016.0,16601.0,416.0,6073365.0,17205.0,353.0,7292806.0,15958.0,457.0,6925150.0,16105.0,430.0,8034914.0,16298.0,493.0,8442720.0,15990.0,528.0,9099062.0,16454.0,553.0,9869599.0,14797.0,667.0,9944025.0,15275.0,651.0,7213958.0,15751.0,458.0,7240216.0,16568.0,437.0,7121282.0,15967.0,446.0,7005560.0,16292.0,430.0,5802125.0,16625.0,349.0,,,
2021-2-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2021-1-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-12-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-11-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-10-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-9-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-8-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-7-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-6-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-5-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-4-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-3-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-2-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2020-1-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-12-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-11-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-10-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-9-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-8-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-7-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-6-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-5-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-4-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-3-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-2-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2019-1-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2018-12-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2018-11-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2018-10-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2018-9-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2018-8-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2018-7-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
2018-6-15,,,"WETLAND SEASONS BAY(Phase 3),Block T6B,WETLAND PARK RD|WETLAND SEASONS BAY3期,T6B座,濕地公園路",,,449.0,,,416.0,,,353.0,,,457.0,,,430.0,,,493.0,,,528.0,,,553.0,,,667.0,,,651.0,,,458.0,,,437.0,,,446.0,,,430.0,,,349.0,,,
