,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_A8,npsf_A8,nfa_A8,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B8,npsf_B8,nfa_B8,lumpSum_change,npsf_change
2019-12-15,5750941.416666667,13369.916666666666,12,69011297.0,160439.0,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5709270.0,12278.0,465.0,5664582.0,13266.0,427.0,5960955.0,13101.0,455.0,5492487.0,12803.0,429.0,5689320.0,13546.0,420.0,6098940.0,13116.0,465.0,7087684.0,13604.0,521.0,5500427.0,14513.0,379.0,4882332.0,13413.0,364.0,5716832.0,13112.0,436.0,5645232.0,14184.0,398.0,5563236.0,13503.0,412.0,-0.0003801844399331511,-0.00037383410488533997
2019-1-15,5341617.333333333,12417.416666666666,12,64099408.0,149009.0,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5305185.000000001,11409.0,465.0,5258505.0,12315.0,427.0,5533255.0,12161.0,455.0,5109390.0,11910.0,429.0,5281080.000000001,12574.0,420.0,5661375.0,12175.0,465.0,6601591.0,12671.0,521.0,5094896.999999999,13443.0,379.0,4536896.0,12464.0,364.0,5306992.0,12172.0,436.0,5240466.0,13167.0,398.0,5169776.0,12548.0,412.0,0.05632093204950972,0.05632944145523622
2018-12-15,5056812.916666667,11755.25,12,60681755.0,141063.0,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",5022465.0,10801.0,465.0,4977539.0,11657.0,427.0,5237960.0,11512.0,455.0,4837833.0,11277.0,429.0,4999260.0,11903.0,420.0,5359590.0,11526.0,465.0,6251479.0,11999.0,521.0,4822017.0,12723.0,379.0,4295200.0,11800.0,364.0,5023591.999999999,11522.0,436.0,4960672.0,12464.0,398.0,4894148.0,11879.0,412.0,,
2018-11-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-10-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-9-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-8-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-7-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-6-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-5-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-4-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-3-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-2-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2018-1-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-12-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-11-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-10-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-9-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-8-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-7-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-6-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-5-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-4-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-3-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-2-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2017-1-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-12-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-11-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-10-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-9-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-8-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-7-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-6-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-5-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-4-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-3-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-2-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
2016-1-15,,,12,,,5171,"WETLAND SEASONS PARK(Phase 2),Block 5,WETLAND PARK RD|WETLAND SEASONS PARK2期,5座,濕地公園路",,,465.0,,,427.0,,,455.0,,,429.0,,,420.0,,,465.0,,,521.0,,,379.0,,,364.0,,,436.0,,,398.0,,,412.0,,
