,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_15,npsf_15,nfa_15,lumpSum_17,npsf_17,nfa_17,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4819866.5,10209.5,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",4919840.0,10144.0,485.0,4593910.0,10370.0,443.0,4914990.0,10134.0,485.0,4597011.0,10377.0,443.0,4942812.0,10108.0,489.0,4950636.0,10124.0,489.0,,-0.0172464767208399,-0.017246358210870727
2021-12-15,5818253.333333333,12324.333333333334,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5938825.0,12245.0,485.0,5546360.0,12520.0,443.0,5933005.0,12233.0,485.0,5549460.999999999,12527.0,443.0,5965800.0,12200.0,489.0,5976069.0,12221.0,489.0,,0.022639607092417968,0.022638952274267377
2021-11-15,5689446.5,12051.5,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5807390.0,11974.0,485.0,5423649.0,12243.0,443.0,5801570.0,11962.0,485.0,5426750.0,12250.0,443.0,5833770.0,11930.0,489.0,5843550.0,11950.0,489.0,,-0.04362041865652799,-0.043620299707698984
2021-10-15,5948941.833333333,12601.166666666666,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",6072200.0,12520.0,485.0,5670843.0,12801.0,443.0,6066380.0,12508.0,485.0,5674387.0,12809.0,443.0,6099786.0,12474.0,489.0,6110055.0,12495.0,489.0,,0.036364905984692664,0.03636538092496644
2021-9-15,5740200.0,12159.0,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5859285.0,12081.0,485.0,5471936.0,12352.0,443.0,5853465.0,12069.0,485.0,5475037.0,12359.0,443.0,5885604.0,12036.0,489.0,5895873.0,12057.0,489.0,,0.006054784083891596,0.006053919878645786
2021-8-15,5705653.5,12085.833333333334,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5823880.0,12008.0,485.0,5439154.0,12278.0,443.0,5818060.0,11996.0,485.0,5442255.0,12285.0,443.0,5850396.0,11964.0,489.0,5860176.0,11984.0,489.0,,-0.019379263407013236,-0.019431523150151397
2021-7-15,5818410.0,12325.333333333334,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5933005.0,12233.0,485.0,5544588.0,12516.0,443.0,5929610.0,12226.0,485.0,5571168.0,12576.0,443.0,5961888.0,12192.0,489.0,5970201.0,12209.0,489.0,,-0.003064956587206513,-0.0031004825968562466
2021-6-15,5836298.0,12363.666666666666,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5952405.0,12273.0,485.0,5567181.0,12567.0,443.0,5936885.0,12241.0,485.0,5595976.0,12632.0,443.0,5975580.0,12220.0,489.0,5989760.999999999,12249.0,489.0,,0.025832576360512283,0.025831789141798067
2021-5-15,5689328.0,12052.333333333334,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5802540.0,11964.0,485.0,5427193.0,12251.0,443.0,5787505.0,11933.0,485.0,5455102.0,12314.0,443.0,5824968.0,11912.0,489.0,5838660.0,11940.0,489.0,,-0.02361519968498005,-0.02361503044705182
2021-4-15,5826932.166666667,12343.833333333334,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5942705.0,12253.0,485.0,5558321.0,12547.0,443.0,5927670.0,12222.0,485.0,5587116.0,12612.0,443.0,5965800.0,12200.0,489.0,5979981.0,12229.0,489.0,,0.024142082810886478,0.02395962947601271
2021-3-15,5689574.0,12055.0,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",5775380.0,11908.0,485.0,5464405.0,12335.0,443.0,5792355.0,11943.0,485.0,5480796.0,12372.0,443.0,5812254.0,11886.0,489.0,5812254.0,11886.0,489.0,,,
2021-2-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2021-1-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-12-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-11-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-10-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-9-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-8-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-7-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-6-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-5-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-4-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-3-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-2-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2020-1-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-12-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-11-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-10-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-9-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-8-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-7-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-6-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-5-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-4-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-3-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-2-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2019-1-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-12-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-11-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-10-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-9-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-8-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-7-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-6-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-5-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-4-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-3-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-2-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,,,
2018-1-15,,,"CHING NGA COURT(Block A),NGA YING CHAU ST|青雅苑A座,牙鷹洲街",,,485.0,,,443.0,,,485.0,,,443.0,,,489.0,,,489.0,472.3333333333333,,
