,priceIndex_week,change_percent
05/08/2019,0.933196819713224,3.9503133355745623
12/08/2019,0.9050198069594622,-3.0194072845662667
19/08/2019,0.8773806660947485,-3.053981874448819
26/08/2019,0.8769179064316457,-0.05274331666808019
02/09/2019,0.8836596302468798,0.7687975996142571
09/09/2019,0.875036670395922,-0.9758236718982682
16/09/2019,0.8907826070990549,1.799460209594228
23/09/2019,0.8636139858091453,-3.0499721338731134
30/09/2019,0.8798448362443564,1.879410327057629
07/10/2019,0.8615489916754275,-2.079439898405866
14/10/2019,0.8748609052268863,1.5451139378123369
21/10/2019,0.8572988107968285,-2.0074156160290735
28/10/2019,0.8573255104681069,0.003114394997649761
04/11/2019,0.8713426444652581,1.6349838918823023
11/11/2019,0.8846269341428866,1.5245770147954918
18/11/2019,0.8823170922866477,-0.2611091486239836
25/11/2019,0.8608443918498441,-2.43367159318586
02/12/2019,0.8754651413296503,1.6984195538973124
09/12/2019,0.8555579998919441,-2.273893099555202
16/12/2019,0.8412283032011049,-1.6748948280127185
23/12/2019,0.8591789782335253,2.133864845501887
30/12/2019,0.8674899309217392,0.967313318733809
06/01/2020,0.8496602027899264,-2.0553239289899383
13/01/2020,0.8501835889104148,0.06159946279344908
20/01/2020,0.8513836970047288,0.14115869912898482
27/01/2020,0.8626744451267498,1.3261644734029243
03/02/2020,0.8851125621428196,2.6009947486937524
10/02/2020,0.8495685232922485,-4.015764815778966
17/02/2020,0.8433380691525186,-0.7333668761156154
24/02/2020,0.8469247174664597,0.4252918782079007
02/03/2020,0.8371545994576618,-1.153599346825629
09/03/2020,0.8464992076091664,1.116234463450172
16/03/2020,0.8764181415963044,3.534431422758244
23/03/2020,0.869112896307845,-0.8335342391650569
30/03/2020,0.8741502105440272,0.5795926234188453
06/04/2020,0.859647853688193,-1.6590234356642974
13/04/2020,0.844849241597614,-1.7214737438228545
20/04/2020,0.8412000834287735,-0.43193009937961824
27/04/2020,0.867413459246632,3.116187971714357
04/05/2020,0.8608333703335471,-0.7585873660295617
11/05/2020,0.862132454726415,0.15091008755439006
18/05/2020,0.8754033976149951,1.5393160083262858
25/05/2020,0.8688910034663422,-0.7439306457338035
01/06/2020,0.8754404039704065,0.7537654870330313
08/06/2020,0.8584359788749794,-1.9423852290009092
15/06/2020,0.870725561702723,1.4316248538242426
22/06/2020,0.8545547757863063,-1.8571621906670943
29/06/2020,0.8685917484410014,1.6426065423107872
06/07/2020,0.8716134805160437,0.34788864624444304
13/07/2020,0.8670279514693213,-0.5260966184239657
20/07/2020,0.8715338794931938,0.5196981269446344
27/07/2020,0.8710520279253785,-0.05528776094114729
03/08/2020,0.8619161426674451,-1.0488334755034967
10/08/2020,0.8612692037540256,-0.075058219865487
17/08/2020,0.8478251188619722,-1.560961988824694
24/08/2020,0.8500214860723084,0.25905899241158714
31/08/2020,0.85602733076888,0.7065521042677103
07/09/2020,0.8656491884847631,1.1240129105738683
14/09/2020,0.8779149956844816,1.4169489630307064
21/09/2020,0.8605017362592874,-1.9834789826795984
28/09/2020,0.8604729485934773,-0.0033454512172403916
05/10/2020,0.8613016765752991,0.09631075365894581
12/10/2020,0.859258591989304,-0.2372089410203837
19/10/2020,0.8575175822829206,-0.2026176662781709
26/10/2020,0.8556024316359161,-0.22333660400361
02/11/2020,0.8528925762881441,-0.31671898624583417
09/11/2020,0.847960926879638,-0.5782263259892617
16/11/2020,0.8487285260457953,0.09052294060081234
23/11/2020,0.840680004851393,-0.9483033676150998
30/11/2020,0.8374185400346862,-0.3879555595334261
07/12/2020,0.8656714123083346,3.373805441718325
14/12/2020,0.8425868637134911,-2.666664079074521
21/12/2020,0.8456440866241824,0.36283771351683924
28/12/2020,0.8728048806792619,3.2118469796797777
04/01/2021,0.8507325855911426,-2.528892261800997
11/01/2021,0.8501259514436544,-0.07130726596850101
18/01/2021,0.8517523203145393,0.19130916637974948
25/01/2021,0.8529755296784928,0.14361092242187734
01/02/2021,0.8661771758879542,1.5477168746490744
08/02/2021,0.8599101503360418,-0.7235269788179122
15/02/2021,0.8605907969120293,0.07915322033604788
22/02/2021,0.8639747759314718,0.39321580379256815
01/03/2021,0.8524616619756225,-1.3325752413821057
08/03/2021,0.8692283282261636,1.9668528214727532
15/03/2021,0.8695971208969664,0.04242759454875511
22/03/2021,0.8720666382682266,0.2839840785941128
29/03/2021,0.8788195972509087,0.7743627248592233
05/04/2021,0.8813120448914052,0.2836131156261468
12/04/2021,0.8729335838473369,-0.9506804193400886
19/04/2021,0.8707915575613099,-0.24538250396854977
26/04/2021,0.8878921620813911,1.9637999899737357
03/05/2021,0.8832481499501053,-0.5230378563540139
10/05/2021,0.8968312163836807,1.5378539354249154
17/05/2021,0.8640952190510736,-3.650184865844597
