,final_address_floor_unit,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform
0,1 CHING LIN TERR|1 青蓮臺_1_B,1 CHING LIN TERR|1 青蓮臺,1,B,2017-10-20,UNIT 1B KNOWN AS FLAT B OF NO.1 CHING LIN TERR                                  ,blank,"UNIT 1B KNOWN AS FLAT B OF NO.1 CHING LIN TERR                                  ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,
12025,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_51_C","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",51,C,2007-04-12,GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12026,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_51_D","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",51,D,2007-05-03,GFA INCL BW:19 SFAERA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAERA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12027,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_51_E","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",51,E,2012-03-19,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12028,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_51_F","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",51,F,2019-12-31,blank,BW:18 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ,"blank,BW:18 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ",18,False,22,False,,,False,,False,15,15,False,8,False,,False,,False,,False,False,False,False,,15
12029,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_51_G","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",51,G,2005-01-11,GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12030,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_51_H","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",51,H,2011-03-22,GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12031,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_52_A","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",52,A,2005-01-11,GFA INCL BW:25 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12032,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_52_B","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",52,B,2007-11-26,GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12033,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_52_C","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",52,C,2011-01-24,GFA INCL BW:18 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12034,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_52_D","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",52,D,2007-05-09,GFA INCL BW:19 SFAERA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAERA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12035,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_52_E","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",52,E,2010-02-12,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12036,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_52_F","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",52,F,2007-05-10,GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12037,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_52_G","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",52,G,2018-07-16,blank,BW:27 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ,"blank,BW:27 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ",27,False,22,False,,,False,,False,15,15,False,8,False,,False,,False,,False,False,False,False,,15
12038,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_52_H","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",52,H,2005-01-10,GFA INCL BW:25 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12039,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_53_A","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",53,A,2014-08-15,GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12040,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_53_B","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",53,B,2005-01-12,GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12041,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_53_C","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",53,C,2013-03-08,GFA INCL BW:18 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,,,False,8,False,,False,,False,,False,False,False,False,,
12042,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_53_D","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",53,D,2008-05-26,GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SFA/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SFA/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12043,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_53_E","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",53,E,2017-04-21,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12044,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_53_F","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",53,F,2007-03-09,GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12045,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_53_G","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",53,G,2008-01-21,GFA INCL BW:27 SFAREA INCL BAL:22 SF&UTILITY PLATFORM:15SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF&UTILITY PLATFORM:15SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12046,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_53_H","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",53,H,2007-12-14,GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM:15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM:15SFA/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12047,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_55_A","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",55,A,2007-04-27,GFA INCL BW:25 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12048,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_55_B","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",55,B,2016-08-22,GFA INCL BW:27 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12049,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_55_C","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",55,C,2007-04-16,GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12050,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_55_D","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",55,D,2010-08-17,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12051,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_55_E","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",55,E,2007-07-05,GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF+A/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF+A/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12052,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_55_F","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",55,F,2005-01-12,GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12053,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_55_G","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",55,G,2007-04-18,GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12054,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_55_H","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",55,H,2014-09-15,GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12055,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_56_A","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",56,A,2007-08-16,GFA INCL BW:25 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SFA/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12056,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_56_B","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",56,B,2020-05-05,blank,BW:27 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ,"blank,BW:27 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ",27,False,22,False,,,False,,False,15,15,False,8,False,,False,,False,,False,False,False,False,,15
12057,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_56_C","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",56,C,2018-01-24,blank,BW:18 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ,"blank,BW:18 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ",18,False,22,False,,,False,,False,15,15,False,8,False,,False,,False,,False,False,False,False,,15
12058,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_56_D","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",56,D,2010-07-07,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12059,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_56_E","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",56,E,2007-09-17,GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF &A/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:16 SF &A/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,16,,False,7,False,,False,,False,,False,False,False,False,,16
12060,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_56_F","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",56,F,2005-01-12,GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12061,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_56_G","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",56,G,2007-05-16,GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12062,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_56_H","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",56,H,2019-12-31,blank,BW:25 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ,"blank,BW:25 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:15 SF (GI/NI) / PF:8 SF (GI/NI) / ",25,False,22,False,,,False,,False,15,15,False,8,False,,False,,False,,False,False,False,False,,15
12063,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_57_A","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",57,A,2016-11-14,GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12064,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_57_B","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",57,B,2007-04-25,GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12065,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_57_C","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",57,C,2010-07-13,GFA INCL BW:18 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12066,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_57_D","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",57,D,2011-06-20,GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12067,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_57_E","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",57,E,2007-09-27,GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SFA/C PLATFORM:7 SF ,blank,"GFA INCL BW:19 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SFA/C PLATFORM:7 SF ,blank",19,False,22,False,,,False,,False,15,,False,7,False,,False,,False,,False,False,False,False,,15
12068,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_57_F","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",57,F,2008-06-18,GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:18 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",18,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12069,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_57_G","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",57,G,2007-06-04,GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12070,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_57_H","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",57,H,2015-04-10,GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12071,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_58_A","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",58,A,2012-09-19,GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank,"GFA INCL BW:25 SFAREA INCL BAL:22 SFUTILITY PLATFORM15SFA/C PLATFORM:8 SF ,blank",25,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
12072,"THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁_58_B","THE MERTON(Block 1),KENNEDY TOWN NEW PRAYA|泓都1座,堅彌地城新海旁",58,B,2005-01-10,GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank,"GFA INCL BW:27 SFAREA INCL BAL:22 SF &UTILITY PLATFORM:15 SF &A/C PLATFORM:8 SF ,blank",27,False,22,False,,,False,,False,15,,False,8,False,,False,,False,,False,False,False,False,,15
