,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,has_FR,roof,has_roof,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform,final_address_floor_unit
0,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",14,B,1995-11-01,CPS 49 ON G/F ,blank,"CPS 49 ON G/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_14_B"
2576,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",11,C,2015-02-13,CPS L25 ,blank,"CPS L25 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_11_C"
2577,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",11,C,2015-03-09,CPS L25 ,blank,"CPS L25 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_11_C"
2578,"CAVENDISH HEIGHTS(Block 7),PERKINS RD|嘉雲臺7座,白建時道",26,B,2015-03-06,GFA INCL BW:53 SFCPS 306 ON B1/F ,blank,"GFA INCL BW:53 SFCPS 306 ON B1/F ,blank",53,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 7),PERKINS RD|嘉雲臺7座,白建時道_26_B"
2579,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道",15,B,2015-03-06,GFA INCL BW:18 SFCPS A15 ON LG2/F ,blank,"GFA INCL BW:18 SFCPS A15 ON LG2/F ,blank",18,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道_15_B"
2580,"WING ON TOWERS(Block 1),BOYCE RD|永安閣1座,布思道",13,B,2015-03-03,CPS 28 ON LG/F ,blank,"CPS 28 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"WING ON TOWERS(Block 1),BOYCE RD|永安閣1座,布思道_13_B"
2581,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",13,B,2015-03-07,CPS L14 ,blank,"CPS L14 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_13_B"
2582,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道",7,B,2015-03-13,CPS 47 ON 1/F ,blank,"CPS 47 ON 1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道_7_B"
2583,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道",7,B,2015-03-26,CPS 47 ON 1/F ,blank,"CPS 47 ON 1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道_7_B"
2584,"BELLEVUE HEIGHTS,TAI HANG DR|碧蘭閣,大坑徑",18,A,2015-03-19,CPS 22 ON LG/F ,blank,"CPS 22 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BELLEVUE HEIGHTS,TAI HANG DR|碧蘭閣,大坑徑_18_A"
2585,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",13,B,2015-03-27,CPS L14 ,blank,"CPS L14 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_13_B"
2588,"WING ON TOWERS(Block 2),BOYCE RD|永安閣2座,布思道",9,A,2015-03-31,CPS 53 ON LG/F ,blank,"CPS 53 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"WING ON TOWERS(Block 2),BOYCE RD|永安閣2座,布思道_9_A"
2589,"PINEWOOD GARDEN,PERKINS RD|松峰園,白建時道",2,A,2015-04-22,CPS 1 ,blank,"CPS 1 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PINEWOOD GARDEN,PERKINS RD|松峰園,白建時道_2_A"
2590,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",9,2,2015-05-07,CPS 1N21 ON CP1/F ,blank,"CPS 1N21 ON CP1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_9_2"
2591,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道",3,D,2015-05-18,GFA INCL BW:18 SFCPS B88 ON LG1/F ,blank,"GFA INCL BW:18 SFCPS B88 ON LG1/F ,blank",18,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道_3_D"
2592,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",9,D,2015-05-08,CPS 48 ON G/F ,blank,"CPS 48 ON G/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_9_D"
2593,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",9,D,2015-05-22,CPS 48 ,blank,"CPS 48 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_9_D"
2595,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",7,10,2015-06-20,CPS 3N14 ON CP3/F ,blank,"CPS 3N14 ON CP3/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_7_10"
2596,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",7,10,2015-07-06,CPS 3N14 ON CP3/F ,blank,"CPS 3N14 ON CP3/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_7_10"
2598,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",12,12,2015-07-27,CPS 1S29 ON CP1/F ,blank,"CPS 1S29 ON CP1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_12_12"
2599,"WING ON TOWERS(Block 2),BOYCE RD|永安閣2座,布思道",12,B,2015-08-05,CPS 3 ON LG/F ,blank,"CPS 3 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"WING ON TOWERS(Block 2),BOYCE RD|永安閣2座,布思道_12_B"
2600,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道",11,2,2015-07-31,GFA INCL BW:19 SFCPS 17 ON C4/FCPS 14 ON C5/F ,blank,"GFA INCL BW:19 SFCPS 17 ON C4/FCPS 14 ON C5/F ,blank",19,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道_11_2"
2601,"ELM TREE TOWER(Block A),CHUN FAI RD|愉富大廈A座,春暉道",15,1,2015-08-25,CPS 37 ON C2/F ,blank,"CPS 37 ON C2/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block A),CHUN FAI RD|愉富大廈A座,春暉道_15_1"
2602,"CAVENDISH HEIGHTS(Block 3),PERKINS RD|嘉雲臺3座,白建時道",19,A,2015-09-01,GFA INCL BW:47 SFCPS 103 ON B2/F ,blank,"GFA INCL BW:47 SFCPS 103 ON B2/F ,blank",47,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 3),PERKINS RD|嘉雲臺3座,白建時道_19_A"
2603,"CAVENDISH HEIGHTS(Block 3),PERKINS RD|嘉雲臺3座,白建時道",15,A,2015-08-17,GFA INCL BW:47 SFCPS 61 ON B1/F ,blank,"GFA INCL BW:47 SFCPS 61 ON B1/F ,blank",47,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 3),PERKINS RD|嘉雲臺3座,白建時道_15_A"
2604,"ELM TREE TOWER(Block A),CHUN FAI RD|愉富大廈A座,春暉道",14,2,2015-08-25,CPS 50 ON C1/F ,blank,"CPS 50 ON C1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block A),CHUN FAI RD|愉富大廈A座,春暉道_14_2"
2605,"BELLEVUE HEIGHTS,TAI HANG DR|碧蘭閣,大坑徑",10,B,2015-09-01,CPS 9 ON LG/F ,blank,"CPS 9 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BELLEVUE HEIGHTS,TAI HANG DR|碧蘭閣,大坑徑_10_B"
2606,"ELM TREE TOWER(Block A),CHUN FAI RD|愉富大廈A座,春暉道",13,1,2015-08-25,CPS 24 ON C1/F ,blank,"CPS 24 ON C1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block A),CHUN FAI RD|愉富大廈A座,春暉道_13_1"
2607,"FLORA GARDEN(Block 3),CHUN FAI RD|慧景園3座,春暉道",6,D,2015-09-14,GFA INCL BW:18 SFCPS A105 ON LG2/F ,blank,"GFA INCL BW:18 SFCPS A105 ON LG2/F ,blank",18,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 3),CHUN FAI RD|慧景園3座,春暉道_6_D"
2609,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道",9,B,2015-10-01,CPS 8 ON G/FCPS 16 ON B/F ,blank,"CPS 8 ON G/FCPS 16 ON B/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道_9_B"
2611,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",15,7,2015-08-17,CPS 4S5 ON 4/F ,blank,"CPS 4S5 ON 4/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_15_7"
2612,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",4,C,2015-10-19,CPS 81 ON LG/F ,blank,"CPS 81 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_4_C"
2613,"WING ON TOWERS(Block 1),BOYCE RD|永安閣1座,布思道",16,B,2015-10-27,CPS 64 ON LG/F ,blank,"CPS 64 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"WING ON TOWERS(Block 1),BOYCE RD|永安閣1座,布思道_16_B"
2614,"BELLEVUE HEIGHTS,TAI HANG DR|碧蘭閣,大坑徑",13,A,2015-11-06,CPS 18 ON LG/F ,blank,"CPS 18 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BELLEVUE HEIGHTS,TAI HANG DR|碧蘭閣,大坑徑_13_A"
2615,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道",9,B,2015-10-28,CPS 8 ON G/FCPS 16 ON B/F ,blank,"CPS 8 ON G/FCPS 16 ON B/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道_9_B"
2616,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",16,5,2015-12-21,CPS 4N14 ON CP4/F ,blank,"CPS 4N14 ON CP4/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_16_5"
2617,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",12,3,2016-01-08,CPS 2N25 ON 2S/F ,blank,"CPS 2N25 ON 2S/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_12_3"
2618,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道",19,B,2016-01-18,GFA INCL BW:18 SFCPS B62 ON LG/F ,blank,"GFA INCL BW:18 SFCPS B62 ON LG/F ,blank",18,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道_19_B"
2619,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",8,F,2016-01-26,CPS L37 ,blank,"CPS L37 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_8_F"
2620,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",11,F,2016-02-15,CPS L53 ,blank,"CPS L53 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_11_F"
2621,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",12,C,2016-04-13,CPS 72 ON LG/F ,blank,"CPS 72 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_12_C"
2622,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",9,5,2016-04-28,CPS 1S9 ON CP1/F ,blank,"CPS 1S9 ON CP1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_9_5"
2623,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",19,2,2016-04-27,CPS 4S12 ON CP4/F ,blank,"CPS 4S12 ON CP4/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_19_2"
2624,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道",18,1,2016-05-06,GFA INCL BW:19 SFCPS 33 ON C2/F ,blank,"GFA INCL BW:19 SFCPS 33 ON C2/F ,blank",19,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道_18_1"
2625,"CYPRESS COURT,WILSON RD|CYPRESS COURT,衛信道",2,whole floor,2016-05-13,CPS 4 ,blank,"CPS 4 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CYPRESS COURT,WILSON RD|CYPRESS COURT,衛信道_2_whole floor"
2626,"CAVENDISH HEIGHTS(Block 6),PERKINS RD|嘉雲臺6座,白建時道",18,B,2016-05-23,GFA INCL BW:53 SFCPS 273 ON B1/F ,blank,"GFA INCL BW:53 SFCPS 273 ON B1/F ,blank",53,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 6),PERKINS RD|嘉雲臺6座,白建時道_18_B"
2627,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道",18,1,2016-06-03,GFA INCL BW:19 SFCPS 33 ON C2/F ,blank,"GFA INCL BW:19 SFCPS 33 ON C2/F ,blank",19,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道_18_1"
2628,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",5,E,2016-05-26,CPS L130 ,blank,"CPS L130 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_5_E"
2629,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道",2,A,2016-06-10,CPS 22 ON B/F ,blank,"CPS 22 ON B/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道_2_A"
2630,"PINEWOOD GARDEN,PERKINS RD|松峰園,白建時道",4,D,2016-06-20,CPS 14 ,blank,"CPS 14 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PINEWOOD GARDEN,PERKINS RD|松峰園,白建時道_4_D"
2631,"FLORA GARDEN(Block 3),CHUN FAI RD|慧景園3座,春暉道",6,D,2015-09-14,GFA INCL BW:18 SFCPS A105 ON LG2/F ,blank,"GFA INCL BW:18 SFCPS A105 ON LG2/F ,blank",18,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 3),CHUN FAI RD|慧景園3座,春暉道_6_D"
2633,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道",2,A,2016-07-11,CPS 22 ON B/F ,blank,"CPS 22 ON B/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"LINDEN HEIGHTS,BOYCE RD|年達園,布思道_2_A"
2634,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道",12,1,2016-07-05,GFA INCL BW:19 SFCPS 18 ON C5/F ,blank,"GFA INCL BW:19 SFCPS 18 ON C5/F ,blank",19,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道_12_1"
2635,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道",7,C,2016-07-19,GFA INCL BW:18 SFCPS B31 ON LG1/F ,blank,"GFA INCL BW:18 SFCPS B31 ON LG1/F ,blank",18,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道_7_C"
2636,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",18,10,2016-08-08,CPS 2S1 ON CP2/F ,blank,"CPS 2S1 ON CP2/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_18_10"
2637,"ELM TREE TOWER(Block A),CHUN FAI RD|愉富大廈A座,春暉道",28,1,2016-08-17,CPS 49 ON C1/F ,blank,"CPS 49 ON C1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block A),CHUN FAI RD|愉富大廈A座,春暉道_28_1"
2638,"CAVENDISH HEIGHTS(Block 6),PERKINS RD|嘉雲臺6座,白建時道",10,A,2016-08-15,GFA INCL BW:53 SFCPS 265 ON B1/F ,blank,"GFA INCL BW:53 SFCPS 265 ON B1/F ,blank",53,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 6),PERKINS RD|嘉雲臺6座,白建時道_10_A"
2639,"NEW HAVEN COURT,WILSON RD|復園,衛信道",G,whole floor,2016-09-13,CPS 10 ,blank,"CPS 10 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"NEW HAVEN COURT,WILSON RD|復園,衛信道_G_whole floor"
2640,"CAVENDISH HEIGHTS(Block 6),PERKINS RD|嘉雲臺6座,白建時道",10,A,2016-08-29,GFA INCL BW:53 SFCPS 265 ON B1/F ,blank,"GFA INCL BW:53 SFCPS 265 ON B1/F ,blank",53,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 6),PERKINS RD|嘉雲臺6座,白建時道_10_A"
2641,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道",16,1,2016-09-12,GFA INCL BW:19 SFCPS 22 ON C4/F ,blank,"GFA INCL BW:19 SFCPS 22 ON C4/F ,blank",19,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"ELM TREE TOWER(Block B),CHUN FAI RD|愉富大廈B座,春暉道_16_1"
2642,"FLORA GARDEN(Block 1),CHUN FAI RD|慧景園1座,春暉道",18,D,2016-09-12,CPS A76 ON LG2/F ,blank,"CPS A76 ON LG2/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 1),CHUN FAI RD|慧景園1座,春暉道_18_D"
2643,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",5,10,2016-08-31,CPS 1S3 ON CP1/F ,blank,"CPS 1S3 ON CP1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_5_10"
2644,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道",6,D,2016-09-22,GFA INCL BW:18 SFCPS B13 ON LG1/F ,blank,"GFA INCL BW:18 SFCPS B13 ON LG1/F ,blank",18,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道_6_D"
2645,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道",15,C,2016-09-19,GFA INCL BW:18 SFCPS B66 ON LG1/F ,blank,"GFA INCL BW:18 SFCPS B66 ON LG1/F ,blank",18,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"FLORA GARDEN(Block 2),CHUN FAI RD|慧景園2座,春暉道_15_C"
2646,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",7,11,2016-09-17,CPS 3N11 ON 3/F ,blank,"CPS 3N11 ON 3/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_7_11"
2647,"WING ON TOWERS(Block 1),BOYCE RD|永安閣1座,布思道",2,A,2016-09-08,CPS 55 ON LG/FBELOW MARKET VALUE ,blank,"CPS 55 ON LG/FBELOW MARKET VALUE ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,True,,,"WING ON TOWERS(Block 1),BOYCE RD|永安閣1座,布思道_2_A"
2648,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",7,11,2016-09-30,CPS 3N11 ON 3/F ,blank,"CPS 3N11 ON 3/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_7_11"
2649,"CYPRESS COURT,WILSON RD|CYPRESS COURT,衛信道",2,whole floor,2016-09-14,CPS 3 ,blank,"CPS 3 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CYPRESS COURT,WILSON RD|CYPRESS COURT,衛信道_2_whole floor"
2650,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",20,6,2016-09-23,CPS 4S14 ON CP4/F ,blank,"CPS 4S14 ON CP4/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_20_6"
2651,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",5,10,2016-09-30,CPS 1S3 ON CP1/F ,blank,"CPS 1S3 ON CP1/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_5_10"
2652,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",3,4,2016-09-29,CPS 3S24 ON CP3/F ,blank,"CPS 3S24 ON CP3/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_3_4"
2653,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",3,4,2016-10-14,CPS 3S24 ON CP3/F ,blank,"CPS 3S24 ON CP3/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_3_4"
2654,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",19,D,2016-10-11,CPS L107 ,blank,"CPS L107 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_19_D"
2655,"CAVENDISH HEIGHTS(Block 7),PERKINS RD|嘉雲臺7座,白建時道",28,B,2016-10-06,GFA INCL BW:53 SFCPS 280 ON B1/F ,blank,"GFA INCL BW:53 SFCPS 280 ON B1/F ,blank",53,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 7),PERKINS RD|嘉雲臺7座,白建時道_28_B"
2656,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",20,9,2016-10-15,CPS 4S16 ON CP4/F ,blank,"CPS 4S16 ON CP4/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_20_9"
2657,"BUTLER TOWER,BOYCE RD|柏麗園,布思道",12,D,2016-10-24,CPS L33 ,blank,"CPS L33 ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"BUTLER TOWER,BOYCE RD|柏麗園,布思道_12_D"
2658,"CAVENDISH HEIGHTS(Block 4),PERKINS RD|嘉雲臺4座,白建時道",13,A,2016-10-31,GFA INCL BW:47 SFCPS 80 ON B1/F ,blank,"GFA INCL BW:47 SFCPS 80 ON B1/F ,blank",47,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 4),PERKINS RD|嘉雲臺4座,白建時道_13_A"
2659,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",21,A,2016-10-24,CPS 54 ON LG/F ,blank,"CPS 54 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_21_A"
2660,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",21,A,2016-11-04,CPS 54 ON LG/F ,blank,"CPS 54 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_21_A"
2661,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",2,B,2016-11-10,CPS 79 ON LG/F ,blank,"CPS 79 ON LG/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_2_B"
2662,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",16,C,2016-10-25,CPS 40 ON G/F ,blank,"CPS 40 ON G/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_16_C"
2663,"PARK GARDEN,TAI HANG DR|柏園,大坑徑",17,B,2016-10-21,CPS 18 ON G/F ,blank,"CPS 18 ON G/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"PARK GARDEN,TAI HANG DR|柏園,大坑徑_17_B"
2664,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道",17,3,2016-11-18,CPS 3N36 ON S3/F ,blank,"CPS 3N36 ON S3/F ,blank",,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"TAI HANG TERR,CHUN FAI RD|大坑台,春暉道_17_3"
2665,"CAVENDISH HEIGHTS(Block 7),PERKINS RD|嘉雲臺7座,白建時道",28,B,2016-11-02,GFA INCL BW:53 SFCPS 280 ON B1/F ,blank,"GFA INCL BW:53 SFCPS 280 ON B1/F ,blank",53,False,,False,False,,False,False,,False,,False,,False,,False,True,False,False,,,"CAVENDISH HEIGHTS(Block 7),PERKINS RD|嘉雲臺7座,白建時道_28_B"
