,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform,final_address_floor_unit
0,"PROVIDENCE BAY(Block 20),FO CHUN RD|天賦海灣20座,科進路",8,B,2011-11-12,GFA INCL BW:38 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank,"GFA INCL BW:38 SFAREA INCL BAL:29 SFUTILITY PLATFORM16SF ,blank",38,False,29,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"PROVIDENCE BAY(Block 20),FO CHUN RD|天賦海灣20座,科進路_8_B"
6758,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",16,D,2020-05-22,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_16_D"
6759,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",15,B3,2020-06-05,blank,UP:16 SF (NI) / ,"blank,UP:16 SF (NI) / ",,False,,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_15_B3"
6760,"MAYFAIR BY THE SEA II(Block L5),FO CHUN RD|逸瓏灣IIL5座,科進路",G,A,2020-06-08,blank,BW:9 SF (NE) / GDN:455 SF / ,"blank,BW:9 SF (NE) / GDN:455 SF / ",9,False,,False,,,False,,False,,,False,,False,455,False,,False,,False,False,False,False,,,"MAYFAIR BY THE SEA II(Block L5),FO CHUN RD|逸瓏灣IIL5座,科進路_G_A"
6761,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",21,C,2020-06-02,blank,BAL:22 SF (NI) / RF:217 SF / ,"blank,BAL:22 SF (NI) / RF:217 SF / ",,False,22,False,,,False,217,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_21_C"
6762,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路",20,A3,2020-06-01,STAIRHOOD:47 SF                                                                 ,BAL:42 SF (NI) / RF:622 SF / ,"STAIRHOOD:47 SF                                                                 ,BAL:42 SF (NI) / RF:622 SF / ",,False,42,False,,,False,622,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路_20_A3"
6763,"ST MARTIN(Phase 1),Block 2,FO CHUN RD|雲滙1期,2座,科進路",5,B6,2020-05-21,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 2,FO CHUN RD|雲滙1期,2座,科進路_5_B6"
6764,"CENTRA HORIZON(Block 7),CHONG SAN RD|海日灣II7座,創新路",2,D,2020-05-26,blank,BAL:39 SF (NI) / ,"blank,BAL:39 SF (NI) / ",,False,39,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 7),CHONG SAN RD|海日灣II7座,創新路_2_D"
6765,"PROVIDENCE BAY(Block 21),FO CHUN RD|天賦海灣21座,科進路",6,D,2020-06-08,blank,BW:35 SF (NE) / BAL:32 SF (NI) / UP:16 SF (NI) / ,"blank,BW:35 SF (NE) / BAL:32 SF (NI) / UP:16 SF (NI) / ",35,False,32,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"PROVIDENCE BAY(Block 21),FO CHUN RD|天賦海灣21座,科進路_6_D"
6766,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路",8,A3,2020-06-01,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路_8_A3"
6767,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",20,E,2020-06-11,blank,BAL:22 SF (NI) / ,"blank,BAL:22 SF (NI) / ",,False,22,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_20_E"
6768,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路",1,B6,2020-05-26,blank,FR:376 SF / ,"blank,FR:376 SF / ",,False,,False,,376,False,,False,,,False,,False,,False,,False,,False,False,False,False,376,,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路_1_B6"
6769,"CENTRA HORIZON(Block 11),CHONG SAN RD|海日灣II11座,創新路",12,G,2020-06-10,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 11),CHONG SAN RD|海日灣II11座,創新路_12_G"
6770,"PROVIDENCE PEAK(Block 15),FO CHUN RD|(盈)玥15座,科進路",8,C,2020-06-11,blank,BW:38 SF (NE) / BAL:34 SF (NI) / UP:16 SF (NI) / ,"blank,BW:38 SF (NE) / BAL:34 SF (NI) / UP:16 SF (NI) / ",38,False,34,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"PROVIDENCE PEAK(Block 15),FO CHUN RD|(盈)玥15座,科進路_8_C"
6771,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",5,A1,2020-06-08,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_5_A1"
6772,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路",20,B3,2020-06-08,blank,BAL:23 SF (NI) / RF:319 SF / ,"blank,BAL:23 SF (NI) / RF:319 SF / ",,False,23,False,,,False,319,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路_20_B3"
6773,"ST MARTIN(Phase 1),Block 2,FO CHUN RD|雲滙1期,2座,科進路",20,B5,2020-06-08,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:82 SF / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:82 SF / ",,False,22,False,,,False,82,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 2,FO CHUN RD|雲滙1期,2座,科進路_20_B5"
6774,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路",1,A2,2020-06-08,blank,FR:348 SF / ,"blank,FR:348 SF / ",,False,,False,,348,False,,False,,,False,,False,,False,,False,,False,False,False,False,348,,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路_1_A2"
6775,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路",7,A3,2020-06-01,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路_7_A3"
6776,"PROVIDENCE PEAK(Block 16),FO CHUN RD|(盈)玥16座,科進路",12,B,2020-05-29,blank,BW:56 SF (NE) / BAL:53 SF (NI) / UP:17 SF (NI) / ,"blank,BW:56 SF (NE) / BAL:53 SF (NI) / UP:17 SF (NI) / ",56,False,53,False,,,False,,False,,17,False,,False,,False,,False,,False,False,False,False,,17,"PROVIDENCE PEAK(Block 16),FO CHUN RD|(盈)玥16座,科進路_12_B"
6777,"PROVIDENCE PEAK(Block 12),FO CHUN RD|(盈)玥12座,科進路",17,C,2020-06-10,+STAIRHOOD:39 SF                                                                ,BW:10 SF (NE) / BAL:38 SF (NI) / UP:16 SF (NI) / FR:1155 SF / ,"+STAIRHOOD:39 SF                                                                ,BW:10 SF (NE) / BAL:38 SF (NI) / UP:16 SF (NI) / FR:1155 SF / ",10,False,38,False,,1155,False,,False,,16,False,,False,,False,,False,,False,False,False,False,1155,16,"PROVIDENCE PEAK(Block 12),FO CHUN RD|(盈)玥12座,科進路_17_C"
6778,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",3,A1,2020-06-15,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_3_A1"
6779,"MAYFAIR BY THE SEA 8(Block 2),FO YIN RD|逸瓏灣82座,科研路",8,C,2020-06-11,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA 8(Block 2),FO YIN RD|逸瓏灣82座,科研路_8_C"
6780,"ST MARTIN(Phase 1),Block 2,FO CHUN RD|雲滙1期,2座,科進路",1,A2,2020-06-08,blank,FR:297 SF / ,"blank,FR:297 SF / ",,False,,False,,297,False,,False,,,False,,False,,False,,False,,False,False,False,False,297,,"ST MARTIN(Phase 1),Block 2,FO CHUN RD|雲滙1期,2座,科進路_1_A2"
6781,"MAYFAIR BY THE SEA I(Block 3),FO CHUN RD|逸瓏灣I3座,科進路",1,B,2020-06-11,blank,BW:56 SF (NE) / BAL:95 SF (NI) / UP:16 SF (NI) / RM:41 SF (NE) / GDN:967 SF / ,"blank,BW:56 SF (NE) / BAL:95 SF (NI) / UP:16 SF (NI) / RM:41 SF (NE) / GDN:967 SF / ",56,False,95,False,,,False,,False,,16,False,,False,967,False,41,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA I(Block 3),FO CHUN RD|逸瓏灣I3座,科進路_1_B"
6782,"COURT B(Block 1,THE HORIZON),FO CHUN RD|海日灣,1座(COURT B),科進路",12,A,2020-06-01,blank,BAL:33 SF (NI) / ,"blank,BAL:33 SF (NI) / ",,False,33,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"COURT B(Block 1,THE HORIZON),FO CHUN RD|海日灣,1座(COURT B),科進路_12_A"
6783,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",9,A1,2020-06-15,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_9_A1"
6784,"COURT B(Block 2,THE HORIZON),FO CHUN RD|海日灣,2座(COURT B),科進路",1,D,2020-06-01,blank,FR:374 SF / ,"blank,FR:374 SF / ",,False,,False,,374,False,,False,,,False,,False,,False,,False,,False,False,False,False,374,,"COURT B(Block 2,THE HORIZON),FO CHUN RD|海日灣,2座(COURT B),科進路_1_D"
6785,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路",19,B2,2020-06-15,blank,BAL:25 SF (NI) / UP:16 SF (NI) / FR:208 SF / ,"blank,BAL:25 SF (NI) / UP:16 SF (NI) / FR:208 SF / ",,False,25,False,,208,False,,False,,16,False,,False,,False,,False,,False,False,False,False,208,16,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路_19_B2"
6786,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路",1,A5,2020-06-15,blank,FR:253 SF / ,"blank,FR:253 SF / ",,False,,False,,253,False,,False,,,False,,False,,False,,False,,False,False,False,False,253,,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路_1_A5"
6787,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",11,A1,2020-06-15,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_11_A1"
6788,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",10,A1,2020-06-08,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_10_A1"
6789,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路",11,B3,2020-06-22,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路_11_B3"
6790,"MAYFAIR BY THE SEA 8(Block 3C),FO YIN RD|逸瓏灣83C座,科研路",8,F,2020-06-11,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:22 SF (NI) / UP:16 SF (NI) / ",,False,22,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA 8(Block 3C),FO YIN RD|逸瓏灣83C座,科研路_8_F"
6791,"MAYFAIR BY THE SEA II(Block 10),FO CHUN RD|逸瓏灣II10座,科進路",16,A,2020-06-24,blank,BAL:32 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:32 SF (NI) / UP:16 SF (NI) / ",,False,32,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA II(Block 10),FO CHUN RD|逸瓏灣II10座,科進路_16_A"
6792,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",6,A1,2020-06-08,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_6_A1"
6793,"MAYFAIR BY THE SEA I(Block L11),FO CHUN RD|逸瓏灣IL11座,科進路",1,A,2020-06-23,blank,BW:9 SF (NE) / BAL:21 SF (NI) / UP:16 SF (NI) / ,"blank,BW:9 SF (NE) / BAL:21 SF (NI) / UP:16 SF (NI) / ",9,False,21,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA I(Block L11),FO CHUN RD|逸瓏灣IL11座,科進路_1_A"
6794,"SOLARIA(Block 8),FO CHUN RD|嘉熙8座,科進路",12,D,2020-06-19,blank,BAL:25 SF (NI) / ,"blank,BAL:25 SF (NI) / ",,False,25,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 8),FO CHUN RD|嘉熙8座,科進路_12_D"
6795,"MAYFAIR BY THE SEA I(Block 19),FO CHUN RD|逸瓏灣I19座,科進路",1,D,2020-05-18,blank,BW:32 SF (NE) / BAL:27 SF (NI) / UP:16 SF (NI) / ,"blank,BW:32 SF (NE) / BAL:27 SF (NI) / UP:16 SF (NI) / ",32,False,27,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA I(Block 19),FO CHUN RD|逸瓏灣I19座,科進路_1_D"
6796,"SOLARIA(Block 3),FO CHUN RD|嘉熙3座,科進路",9,C,2020-06-29,blank,BAL:24 SF (NI) / ,"blank,BAL:24 SF (NI) / ",,False,24,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 3),FO CHUN RD|嘉熙3座,科進路_9_C"
6797,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",12,B3,2020-06-29,blank,UP:16 SF (NI) / ,"blank,UP:16 SF (NI) / ",,False,,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_12_B3"
6798,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路",20,A3,2020-06-30,blank,BAL:40 SF (NI) / FR:148 SF / ,"blank,BAL:40 SF (NI) / FR:148 SF / ",,False,40,False,,148,False,,False,,,False,,False,,False,,False,,False,False,False,False,148,,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路_20_A3"
6799,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路",10,A1,2020-06-30,blank,BAL:27 SF (NI) / UP:17 SF (NI) / ,"blank,BAL:27 SF (NI) / UP:17 SF (NI) / ",,False,27,False,,,False,,False,,17,False,,False,,False,,False,,False,False,False,False,,17,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路_10_A1"
6800,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",21,A,2020-07-03,blank,BAL:23 SF (NI) / RF:284 SF / ,"blank,BAL:23 SF (NI) / RF:284 SF / ",,False,23,False,,,False,284,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_21_A"
6801,"SOLARIA(Block 3),FO CHUN RD|嘉熙3座,科進路",8,D,2020-06-29,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 3),FO CHUN RD|嘉熙3座,科進路_8_D"
6802,"CENTRA HORIZON(Block 13),CHONG SAN RD|海日灣II13座,創新路",11,E,2020-07-06,blank,BAL:22 SF (NI) / ,"blank,BAL:22 SF (NI) / ",,False,22,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 13),CHONG SAN RD|海日灣II13座,創新路_11_E"
6803,"SOLARIA(Block 5),FO CHUN RD|嘉熙5座,科進路",21,F,2020-07-06,blank,BAL:23 SF (NI) / RF:217 SF / ,"blank,BAL:23 SF (NI) / RF:217 SF / ",,False,23,False,,,False,217,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 5),FO CHUN RD|嘉熙5座,科進路_21_F"
6804,"PROVIDENCE PEAK(Block 12),FO CHUN RD|(盈)玥12座,科進路",16,C,2020-07-02,blank,BW:49 SF (NE) / BAL:38 SF (NI) / UP:16 SF (NI) / ,"blank,BW:49 SF (NE) / BAL:38 SF (NI) / UP:16 SF (NI) / ",49,False,38,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"PROVIDENCE PEAK(Block 12),FO CHUN RD|(盈)玥12座,科進路_16_C"
6805,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路",20,A1,2020-06-30,blank,BAL:23 SF (NI) / RF:188 SF / ,"blank,BAL:23 SF (NI) / RF:188 SF / ",,False,23,False,,,False,188,False,,,False,,False,,False,,False,,False,False,False,False,,,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路_20_A1"
6806,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路",1,A6,2020-06-22,blank,FR:545 SF / ,"blank,FR:545 SF / ",,False,,False,,545,False,,False,,,False,,False,,False,,False,,False,False,False,False,545,,"ST MARTIN(Phase 1),Block 3,FO CHUN RD|雲滙1期,3座,科進路_1_A6"
6807,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路",1,A3,2020-06-30,blank,FR:365 SF / ,"blank,FR:365 SF / ",,False,,False,,365,False,,False,,,False,,False,,False,,False,,False,False,False,False,365,,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路_1_A3"
6808,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",12,A1,2020-07-07,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_12_A1"
6809,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路",8,J,2020-07-06,blank,BAL:24 SF (NI) / ,"blank,BAL:24 SF (NI) / ",,False,24,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 9),FO CHUN RD|嘉熙9座,科進路_8_J"
6810,"MAYFAIR BY THE SEA II(Block 9),FO CHUN RD|逸瓏灣II9座,科進路",6,C,2020-07-08,blank,BW:28 SF (NE) / BAL:27 SF (NI) / UP:16 SF (NI) / ,"blank,BW:28 SF (NE) / BAL:27 SF (NI) / UP:16 SF (NI) / ",28,False,27,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA II(Block 9),FO CHUN RD|逸瓏灣II9座,科進路_6_C"
6811,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路",1,A1,2020-07-07,blank,FR:83 SF / ,"blank,FR:83 SF / ",,False,,False,,83,False,,False,,,False,,False,,False,,False,,False,False,False,False,83,,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路_1_A1"
6812,"CENTRA HORIZON(Block 7),CHONG SAN RD|海日灣II7座,創新路",G,A,2020-07-09,blank,GDN:648 SF / ,"blank,GDN:648 SF / ",,False,,False,,,False,,False,,,False,,False,648,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 7),CHONG SAN RD|海日灣II7座,創新路_G_A"
6813,"ONTOLO(Block 6A),FO YIN RD|朗濤6A座,科研路",15,A,2020-07-08,blank,BW:22 SF (NE) / ,"blank,BW:22 SF (NE) / ",22,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"ONTOLO(Block 6A),FO YIN RD|朗濤6A座,科研路_15_A"
6814,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路",12,A3,2020-06-22,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路_12_A3"
6815,"CENTRA HORIZON(Block 2),CHONG SAN RD|海日灣II2座,創新路",11,A,2020-07-03,blank,BAL:65 SF (NI) / ,"blank,BAL:65 SF (NI) / ",,False,65,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 2),CHONG SAN RD|海日灣II2座,創新路_11_A"
6816,"CENTRA HORIZON(Block 10),CHONG SAN RD|海日灣II10座,創新路",G,B,2020-07-06,blank,GDN:519 SF / ,"blank,GDN:519 SF / ",,False,,False,,,False,,False,,,False,,False,519,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 10),CHONG SAN RD|海日灣II10座,創新路_G_B"
6817,"CENTRA HORIZON(Block 13),CHONG SAN RD|海日灣II13座,創新路",12,F,2020-07-08,blank,BAL:22 SF (NI) / ,"blank,BAL:22 SF (NI) / ",,False,22,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 13),CHONG SAN RD|海日灣II13座,創新路_12_F"
6818,"CENTRA HORIZON(Block 7),CHONG SAN RD|海日灣II7座,創新路",17,G,2020-06-22,blank,BAL:40 SF (NI) / ,"blank,BAL:40 SF (NI) / ",,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 7),CHONG SAN RD|海日灣II7座,創新路_17_G"
6819,"SOLARIA(Block 5),FO CHUN RD|嘉熙5座,科進路",9,G,2020-07-06,blank,BAL:23 SF (NI) / ,"blank,BAL:23 SF (NI) / ",,False,23,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"SOLARIA(Block 5),FO CHUN RD|嘉熙5座,科進路_9_G"
6820,"CENTRA HORIZON(Block 11),CHONG SAN RD|海日灣II11座,創新路",G,D,2020-07-06,blank,GDN:790 SF / ,"blank,GDN:790 SF / ",,False,,False,,,False,,False,,,False,,False,790,False,,False,,False,False,False,False,,,"CENTRA HORIZON(Block 11),CHONG SAN RD|海日灣II11座,創新路_G_D"
6821,"MAYFAIR BY THE SEA I(Block 3),FO CHUN RD|逸瓏灣I3座,科進路",2,B,2020-07-10,blank,BW:56 SF (NE) / BAL:95 SF (NI) / UP:16 SF (NI) / RM:41 SF (NE) / ,"blank,BW:56 SF (NE) / BAL:95 SF (NI) / UP:16 SF (NI) / RM:41 SF (NE) / ",56,False,95,False,,,False,,False,,16,False,,False,,False,41,False,,False,False,False,False,,16,"MAYFAIR BY THE SEA I(Block 3),FO CHUN RD|逸瓏灣I3座,科進路_2_B"
6822,"PROVIDENCE PEAK(Block 16),FO CHUN RD|(盈)玥16座,科進路",16,D,2020-07-07,blank,BW:18 SF (NE) / BAL:31 SF (NI) / UP:16 SF (NI) / ,"blank,BW:18 SF (NE) / BAL:31 SF (NI) / UP:16 SF (NI) / ",18,False,31,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"PROVIDENCE PEAK(Block 16),FO CHUN RD|(盈)玥16座,科進路_16_D"
6823,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路",5,A1,2020-07-16,blank,BAL:27 SF (NI) / UP:17 SF (NI) / ,"blank,BAL:27 SF (NI) / UP:17 SF (NI) / ",,False,27,False,,,False,,False,,17,False,,False,,False,,False,,False,False,False,False,,17,"ST MARTIN(Phase 1),Block 6,FO CHUN RD|雲滙1期,6座,科進路_5_A1"
6824,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路",1,A2,2020-07-16,blank,FR:159 SF / ,"blank,FR:159 SF / ",,False,,False,,159,False,,False,,,False,,False,,False,,False,,False,False,False,False,159,,"ST MARTIN(Phase 1),Block 5,FO CHUN RD|雲滙1期,5座,科進路_1_A2"
6825,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路",2,A1,2020-07-03,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,"blank,BAL:29 SF (NI) / UP:16 SF (NI) / ",,False,29,False,,,False,,False,,16,False,,False,,False,,False,,False,False,False,False,,16,"ST MARTIN(Phase 1),Block 7,FO CHUN RD|雲滙1期,7座,科進路_2_A1"
6826,"COURT C(Block 1,THE HORIZON),FO CHUN RD|海日灣,1座(COURT C),科進路",6,C,2020-07-09,blank,BAL:40 SF (NI) / ,"blank,BAL:40 SF (NI) / ",,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"COURT C(Block 1,THE HORIZON),FO CHUN RD|海日灣,1座(COURT C),科進路_6_C"
