,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,lumpSum_Q,npsf_Q,nfa_Q,lumpSum_R,npsf_R,nfa_R,nfa_avg,lumpSum_change,npsf_change
2020-12-15,5181938.5625,16837.0625,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5392075.0,16591.0,325.0,5392608.0,17284.0,312.0,5398288.0,17584.0,307.0,5117690.0,16670.0,307.0,5062430.0,16490.0,307.0,5137115.0,16843.0,305.0,7375078.0,15998.0,461.0,5046800.0,16280.0,310.0,4956515.0,16145.0,307.0,5382230.0,16715.0,322.0,5471124.0,17044.0,321.0,4015784.0,18008.0,223.0,4046335.0000000005,18145.0,223.0,4207840.0,17680.0,238.0,5112229.0,16333.0,313.0,5796876.0,15583.0,372.0,,0.010176154113926916,0.010180817315264212
2020-1-15,5251907.9375,17069.875,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5539300.0,17044.0,325.0,5262192.0,16866.0,312.0,5336581.0,17383.0,307.0,5202115.0,16945.0,307.0,5176327.0,16861.0,307.0,5204215.0,17063.0,305.0,7381532.0,16012.0,461.0,5199940.0,16774.0,310.0,5044317.0,16431.0,307.0,5568668.0,17294.0,322.0,5426826.0,16906.0,321.0,4080231.0,18297.0,223.0,4110336.0,18432.0,223.0,4252346.0,17867.0,238.0,5353865.0,17105.0,313.0,5891736.0,15838.0,372.0,,0.024956416145454297,0.024952245852237986
2019-12-15,5124030.5,16654.3125,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5404100.0,16628.0,325.0,5134896.0,16458.0,312.0,5206106.0,16958.0,307.0,5075017.0,16531.0,307.0,5050457.0,16451.0,307.0,5077030.0,16646.0,305.0,7201742.0,15622.0,461.0,5073150.0,16365.0,310.0,4920903.0,16029.0,307.0,5433106.0,16873.0,322.0,5294895.0,16495.0,321.0,3981442.0,17854.0,223.0,4010655.0,17985.0,223.0,4148815.9999999995,17432.0,238.0,5223657.0,16689.0,313.0,5748516.0,15453.0,372.0,,-0.023357861616264963,-0.02336142030398436
2019-11-15,5246579.375,17052.6875,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5532800.0,17024.0,325.0,5258448.0,16854.0,312.0,5330134.0,17362.0,307.0,5196282.0,16926.0,307.0,5171415.0,16845.0,307.0,5198115.0,17043.0,305.0,7373695.0,15995.0,461.0,5194670.0,16757.0,310.0,5037563.0,16409.0,307.0,5562872.0,17276.0,322.0,5422011.0,16891.0,321.0,4076886.0000000005,18282.0,223.0,4106991.0000000005,18417.0,223.0,4248062.0,17849.0,238.0,5349170.0,17090.0,313.0,5886156.0,15823.0,372.0,,-0.013152508704144417,-0.013158227870992967
2019-10-15,5316504.75,17280.0625,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5605925.0,17249.0,325.0,5329584.0,17082.0,312.0,5400744.0,17592.0,307.0,5265357.0,17151.0,307.0,5240490.0,17070.0,307.0,5266740.0,17268.0,305.0,7471427.0,16207.0,461.0,5263800.0,16980.0,310.0,5104182.0,16626.0,307.0,5636932.0,17506.0,322.0,5494878.0,17118.0,321.0,4131744.0,18528.0,223.0,4162072.0,18664.0,223.0,4304706.0,18087.0,238.0,5420847.0,17319.0,313.0,5964648.0,16034.0,372.0,,-0.00401679536414401,-0.004020216356805051
2019-9-15,5337946.1875,17349.8125,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5628025.0,17317.0,325.0,5352048.0,17154.0,312.0,5421927.0,17661.0,307.0,5286540.0,17220.0,307.0,5261980.0,17140.0,307.0,5287480.0,17336.0,305.0,7501391.999999999,16272.0,461.0,5285190.0,17049.0,310.0,5124137.0,16691.0,307.0,5659472.0,17576.0,322.0,5517348.0,17188.0,321.0,4148692.0000000005,18604.0,223.0,4179243.0,18741.0,223.0,4322080.0,18160.0,238.0,5442757.0,17389.0,313.0,5988828.0,16099.0,372.0,,-0.045526459745532044,-0.045530344967490644
2019-8-15,5592555.4375,18177.4375,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5896150.0,18142.0,325.0,5608200.0,17975.0,312.0,5679807.0,18501.0,307.0,5538280.0,18040.0,307.0,5513106.0,17958.0,307.0,5539105.0,18161.0,305.0,7859128.0,17048.0,461.0,5537220.0,17862.0,310.0,5367588.0,17484.0,307.0,5929308.0,18414.0,322.0,5781210.0,18010.0,321.0,4347162.0,19494.0,223.0,4379051.0,19637.0,223.0,4528188.0,19026.0,238.0,5702860.0,18220.0,313.0,6274524.0,16867.0,372.0,,0.02533855975805377,0.025333770487179663
2019-7-15,5454350.0625,17728.3125,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5749900.0,17692.0,325.0,5470608.0,17534.0,312.0,5538894.0,18042.0,307.0,5401358.0,17594.0,307.0,5376798.0,17514.0,307.0,5401855.0,17711.0,305.0,7664586.0,16626.0,461.0,5400510.0,17421.0,310.0,5234043.0,17049.0,307.0,5782476.0,17958.0,322.0,5638686.0,17566.0,321.0,4240122.0,19014.0,223.0,4271342.0,19154.0,223.0,4416328.0,18556.0,238.0,5562323.0,17771.0,313.0,6119772.0,16451.0,372.0,,0.0013562030198341901,0.0013520669326083645
2019-6-15,5446962.875,17704.375,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5741450.0,17666.0,325.0,5464056.0,17513.0,312.0,5530912.0,18016.0,307.0,5393683.0,17569.0,307.0,5369737.0,17491.0,307.0,5393925.0,17685.0,305.0,7653983.0,16603.0,461.0,5393070.0,17397.0,310.0,5226368.0,17024.0,307.0,5774748.0,17934.0,322.0,5631624.0,17544.0,321.0,4234770.0,18990.0,223.0,4265990.0,19130.0,223.0,4410378.0,18531.0,238.0,5555124.0,17748.0,313.0,6111588.0,16429.0,372.0,,-0.008528790130216346,-0.00853318773013001
2019-5-15,5493818.5,17856.75,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5790525.0,17817.0,325.0,5512104.0,17667.0,312.0,5577883.0,18169.0,307.0,5440040.0,17720.0,307.0,5416401.0,17643.0,307.0,5439675.0,17835.0,305.0,7719445.0,16745.0,461.0,5439570.0,17547.0,310.0,5270269.0,17167.0,307.0,5824014.0,18087.0,322.0,5680416.0,17696.0,321.0,4271788.0,19156.0,223.0,4303008.0,19296.0,223.0,4448220.0,18690.0,238.0,5603326.0,17902.0,313.0,6164412.0,16571.0,372.0,,0.040876486174579396,0.04087231182306028
2019-4-15,5278069.5625,17155.5625,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5562375.0,17115.0,325.0,5296512.0,16976.0,312.0,5358071.0,17453.0,307.0,5226061.0,17023.0,307.0,5203650.0,16950.0,307.0,5225565.0,17133.0,305.0,7416107.0,16087.0,461.0,5225980.0,16858.0,310.0,5062737.0,16491.0,307.0,5595394.0,17377.0,322.0,5457963.0,17003.0,321.0,4104315.0,18405.0,223.0,4134643.0,18541.0,223.0,4273528.0,17956.0,238.0,5383600.0,17200.0,313.0,5922612.0,15921.0,372.0,,0.009390610682594058,0.009384526563137818
2019-3-15,5228966.375,16996.0625,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5510050.0,16954.0,325.0,5248464.0,16822.0,312.0,5307723.0,17289.0,307.0,5177248.0,16864.0,307.0,5155451.0,16793.0,307.0,5176460.0,16972.0,305.0,7346495.999999999,15936.0,461.0,5177620.0,16702.0,310.0,5014845.0,16335.0,307.0,5543230.0,17215.0,322.0,5407566.0,16846.0,321.0,4066627.9999999995,18236.0,223.0,4096509.9999999995,18370.0,223.0,4233782.0,17789.0,238.0,5333833.0,17041.0,313.0,5867556.0,15773.0,372.0,,0.042213116612468626,0.042207692661464735
2019-2-15,5017175.75,16307.75,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5286450.0,16266.0,325.0,5036616.0,16143.0,312.0,5092209.0,16587.0,307.0,4967260.0,16180.0,307.0,4946998.0,16114.0,307.0,4966315.0,16283.0,305.0,7048690.0,15290.0,461.0,4967750.0,16025.0,310.0,4810997.0,15671.0,307.0,5318474.0,16517.0,322.0,5189286.0,16166.0,321.0,3902277.0,17499.0,223.0,3931044.0,17628.0,223.0,4062422.0000000005,17069.0,238.0,5118176.0,16352.0,313.0,5629848.0,15134.0,372.0,,-0.005139811118766935,-0.005143495518028951
2019-1-15,5043096.3125,16392.0625,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5313425.0,16349.0,325.0,5063760.0,16230.0,312.0,5117690.0,16670.0,307.0,4992741.0,16263.0,307.0,4972479.0,16197.0,307.0,4991325.0,16365.0,305.0,7085109.0,15369.0,461.0,4993480.0,16108.0,310.0,4834943.0,15749.0,307.0,5345844.0,16602.0,322.0,5216250.0,16250.0,321.0,3923015.9999999995,17592.0,223.0,3951782.9999999995,17721.0,223.0,4083366.0,17157.0,238.0,5145094.0,16438.0,313.0,5659236.0,15213.0,372.0,,0.0168195819621606,0.016814248495750972
2018-12-15,4959676.625,16121.0,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5224700.0,16076.0,325.0,4980768.0,15964.0,312.0,5032651.0,16393.0,307.0,4909851.0,15993.0,307.0,4890510.0,15930.0,307.0,4908365.0,16093.0,305.0,6967554.0,15114.0,461.0,4911020.0,15842.0,310.0,4754202.0,15486.0,307.0,5257294.0,16327.0,322.0,5130543.0,15983.0,321.0,3858569.0,17303.0,223.0,3886890.0,17430.0,223.0,4015773.9999999995,16873.0,238.0,5060271.0,16167.0,313.0,5565864.0,14962.0,372.0,,-0.04959792292946241,-0.04960242890515032
2018-11-15,5218503.5625,16962.375,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5497050.0,16914.0,325.0,5241912.0,16801.0,312.0,5294522.0,17246.0,307.0,5165889.0,16827.0,307.0,5145934.0,16762.0,307.0,5163955.0,16931.0,305.0,7330822.000000001,15902.0,461.0,5167390.0,16669.0,310.0,5001337.0,16291.0,307.0,5531316.0,17178.0,322.0,5398899.0,16819.0,321.0,4060384.0000000005,18208.0,223.0,4090043.0,18341.0,223.0,4225452.0,17754.0,238.0,5324756.0,17012.0,313.0,5856396.0,15743.0,372.0,,0.0017515523233244679,0.0017458706284025904
2018-10-15,5209379.0625,16932.8125,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5486650.0,16882.0,325.0,5233800.0,16775.0,312.0,5284698.0,17214.0,307.0,5156679.0,16797.0,307.0,5137338.0,16734.0,307.0,5154195.0,16899.0,305.0,7317452.999999999,15873.0,461.0,5158400.0,16640.0,310.0,4991820.0,16260.0,307.0,5521656.0,17148.0,322.0,5389911.0,16791.0,321.0,4053694.0,18178.0,223.0,4083352.9999999995,18311.0,223.0,4218074.0,17723.0,238.0,5315992.0,16984.0,313.0,5846352.0,15716.0,372.0,,-0.07944312393752939,-0.0794476516018987
2018-9-15,5658943.1875,18394.1875,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",5959850.0,18338.0,325.0,5686512.0,18226.0,312.0,5739979.0,18697.0,307.0,5601522.0,18246.0,307.0,5580646.0,18178.0,307.0,5598580.0,18356.0,305.0,7948562.0,17242.0,461.0,5603560.0,18076.0,310.0,5421620.0,17660.0,307.0,5997894.0,18627.0,322.0,5855682.0,18242.0,321.0,4404027.0,19749.0,223.0,4436362.0,19894.0,223.0,4581976.0,19252.0,238.0,5775163.0,18451.0,313.0,6351156.0,17073.0,372.0,,,
2018-8-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2018-7-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2018-6-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2018-5-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2018-4-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2018-3-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2018-2-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2018-1-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-12-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-11-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-10-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-9-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-8-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-7-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-6-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-5-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-4-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-3-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-2-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2017-1-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
2016-12-15,,,"EMERALD BAY(Phase 2),Block 5A,KWUN CHUI RD|恆大•珺瓏灣2期,5A座,管翠路",,,325.0,,,312.0,,,307.0,,,307.0,,,307.0,,,305.0,,,461.0,,,310.0,,,307.0,,,322.0,,,321.0,,,223.0,,,223.0,,,238.0,,,313.0,,,372.0,,,
