,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2020-12-15,5115434.277777778,15598.166666666666,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7215320.0,14120.0,511.0,4580840.0,15796.0,290.0,4482564.0,15404.0,291.0,3731616.0000000005,17276.0,216.0,7086852.0,14582.0,486.0,4307400.0,14358.0,300.0,4813668.0,14857.0,324.0,5296704.0,15764.0,336.0,5450192.0,15224.0,358.0,4772917.0,15347.0,311.0,4707845.0,15335.0,307.0,5026512.0,16008.0,314.0,4727807.0,15707.0,301.0,4092880.0,18604.0,220.0,6157422.0,14873.0,414.0,6103968.0,14673.0,416.0,4822700.0,16630.0,290.0,4700610.0,16209.0,290.0,,0.01018331268376671,0.010185798169362714
2020-1-15,5197005.722222222,15847.833333333334,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7335916.0,14356.0,511.0,4655660.0,16054.0,290.0,4558224.0,15664.0,291.0,3794256.0000000005,17566.0,216.0,7203006.0,14821.0,486.0,4386300.0,14621.0,300.0,4895964.0,15111.0,324.0,5294688.0,15758.0,336.0,5540408.0,15476.0,358.0,4849734.0,15594.0,311.0,4794112.0,15616.0,307.0,5101872.0,16248.0,314.0,4813893.0,15993.0,301.0,4161300.0,18915.0,220.0,6260094.0,15121.0,414.0,6207136.0,14921.0,416.0,4906800.0,16920.0,290.0,4786740.0,16506.0,290.0,,0.024983206777604794,0.02497574646976397
2019-12-15,5070332.555555556,15461.666666666666,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7156555.0,14005.0,511.0,4541980.0,15662.0,290.0,4447062.0,15282.0,291.0,3701807.9999999995,17138.0,216.0,7027074.0,14459.0,486.0,4279800.0,14266.0,300.0,4776732.0,14743.0,324.0,5165328.0,15373.0,336.0,5405084.0,15098.0,358.0,4730932.0,15212.0,311.0,4678066.0,15238.0,307.0,4976900.0,15850.0,314.0,4697105.0,15605.0,301.0,4059880.0,18454.0,220.0,6107328.0,14752.0,414.0,6055712.0,14557.0,416.0,4787610.0,16509.0,290.0,4671030.0,16107.0,290.0,,-0.023329308942081406,-0.023333181264673097
2019-11-15,5191445.388888889,15831.055555555555,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7327228.999999999,14339.0,511.0,4650150.0,16035.0,290.0,4552986.0,15646.0,291.0,3790152.0000000005,17547.0,216.0,7194257.999999999,14803.0,486.0,4382700.0,14609.0,300.0,4891104.0,15096.0,324.0,5288304.0,15739.0,336.0,5534322.0,15459.0,358.0,4843514.0,15574.0,311.0,4790428.0,15604.0,307.0,5094964.0,16226.0,314.0,4809980.0,15980.0,301.0,4156680.0,18894.0,220.0,6253056.0,15104.0,414.0,6200480.0,14905.0,416.0,4902160.0,16904.0,290.0,4783550.0,16495.0,290.0,,-0.013159813419799105,-0.013163180495913585
2019-10-15,5260674.888888889,16042.222222222223,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7424830.0,14530.0,511.0,4711630.0,16247.0,290.0,4613805.0,15855.0,291.0,3840479.9999999995,17780.0,216.0,7289999.999999999,15000.0,486.0,4441800.0,14806.0,300.0,4956228.0,15297.0,324.0,5358528.0,15948.0,336.0,5608070.0,15665.0,358.0,4907269.0,15779.0,311.0,4855205.0,15815.0,307.0,5162160.0,16440.0,314.0,4874695.0,16195.0,301.0,4212120.0,19146.0,220.0,6336270.0,15305.0,414.0,6282848.0,15103.0,416.0,4967990.0,17131.0,290.0,4848220.0,16718.0,290.0,,-0.003991160598401211,-0.003994232852047697
2019-9-15,5281755.222222222,16106.555555555555,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7454468.000000001,14588.0,511.0,4730190.0,16311.0,290.0,4632138.0,15918.0,291.0,3855816.0000000005,17851.0,216.0,7318673.999999999,15059.0,486.0,4460100.0,14867.0,300.0,4976316.0,15359.0,324.0,5379696.0,16011.0,336.0,5630266.0,15727.0,358.0,4926551.0,15841.0,311.0,4875467.0,15881.0,307.0,5181942.0,16503.0,314.0,4894862.0,16262.0,301.0,4228840.0,19222.0,220.0,6361524.0,15366.0,414.0,6308224.0,15164.0,416.0,4988000.0,17200.0,290.0,4868520.0,16788.0,290.0,,-0.04550490849429967,-0.04550916734981458
2019-8-15,5533559.333333333,16874.5,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7809612.999999999,15283.0,511.0,4955230.0,17087.0,290.0,4853007.0,16677.0,291.0,4039632.0,18702.0,216.0,7667136.000000001,15776.0,486.0,4673400.0,15578.0,300.0,5213484.0,16091.0,324.0,5635728.0,16773.0,336.0,5898766.0,16477.0,358.0,5160734.0,16594.0,311.0,5108787.0,16641.0,307.0,5428118.0,17287.0,314.0,5128739.0,17039.0,301.0,4430360.0,20138.0,220.0,6664572.0,16098.0,414.0,6608992.0,15887.0,416.0,5226090.0,18021.0,290.0,5101680.0,17592.0,290.0,,0.02537354088407051,0.02536568239897119
2019-7-15,5396627.777777778,16457.055555555555,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7615943.999999999,14904.0,511.0,4832270.0,16663.0,290.0,4732824.0,16264.0,291.0,3939624.0,18239.0,216.0,7476623.999999999,15384.0,486.0,4558500.0,15195.0,300.0,5084532.0,15693.0,324.0,5495952.0,16357.0,336.0,5752702.0,16069.0,358.0,5032602.0,16182.0,311.0,4983224.0,16232.0,307.0,5293098.0,16857.0,314.0,5002620.0,16620.0,301.0,4320580.0,19639.0,220.0,6499386.0,15699.0,414.0,6445088.0,15493.0,416.0,5097330.0,17577.0,290.0,4976400.0,17160.0,290.0,,0.001314324716906734,0.001311524173621459
2019-6-15,5389544.166666667,16435.5,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7605213.0,14883.0,511.0,4825310.0,16639.0,290.0,4726422.0,16242.0,291.0,3934008.0,18213.0,216.0,7465932.0,15362.0,486.0,4552800.0,15176.0,300.0,5077728.0,15672.0,324.0,5493264.0,16349.0,336.0,5744826.0,16047.0,358.0,5025138.0,16158.0,311.0,4977391.0,16213.0,307.0,5284934.0,16831.0,314.0,4996299.0,16599.0,301.0,4314640.0,19612.0,220.0,6490278.0,15677.0,414.0,6436352.0,15472.0,416.0,5090660.0,17554.0,290.0,4970600.0,17140.0,290.0,,-0.009256119731934742,-0.009249801574676586
2019-5-15,5439896.5,16588.944444444445,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",7670621.000000001,15011.0,511.0,4866200.0,16780.0,290.0,4766871.0,16381.0,291.0,3967704.0000000005,18369.0,216.0,7529598.0,15493.0,486.0,4592700.0,15309.0,300.0,5121468.0,15807.0,324.0,5627664.0,16749.0,336.0,5779552.0,16144.0,358.0,5067434.0,16294.0,311.0,5020985.0,16355.0,307.0,5329522.0,16973.0,314.0,5039944.0,16744.0,301.0,4351600.0,19780.0,220.0,6545754.0,15811.0,414.0,6491680.0,15605.0,416.0,5134740.0,17706.0,290.0,5014100.0,17290.0,290.0,,,
2019-4-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2019-3-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2019-2-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2019-1-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-12-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-11-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-10-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-9-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-8-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-7-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-6-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-5-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-4-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-3-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-2-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2018-1-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-12-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-11-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-10-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-9-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-8-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
2017-7-15,,,"STARFRONT ROYALE(Block 2,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,2座(帝御•星濤),8 青山公路青山灣段",,,511.0,,,290.0,,,291.0,,,216.0,,,486.0,,,300.0,,,324.0,,,336.0,,,358.0,,,311.0,,,307.0,,,314.0,,,301.0,,,220.0,,,414.0,,,416.0,,,290.0,,,290.0,,,
