,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
16220,19052401230185,ASP,2019-05-06,RES,blank,1966/12,3.75,0,503,0,7455,PORTION OF F/R ABOVE LG/F                                                                                ,blank,5551431,19052401230185,B,,blank,blank,blank,blank,blank,blank,VILLAGE RD,山村道,58,blank,HHV,IL2551sB,||Phase |Block ,山村道|Phase|Block,山村道|Phase|Block|G|B,跑馬地/黃泥涌,1966,54,blankblank,58 VILLAGE RD|山村道,58 VILLAGE RD,58 山村道,58 山村道,58 VILLAGE RD,58 VILLAGE RD|山村道,VILLAGE RDblankblankblank|Phaseblank|Blockblank|G|Bconsid3.75,G,近乎零,高層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
16635,20072700310012,ASP,2020-07-20,RES,blank,1999/06,9.06,645,401,14047,22594,blank,BW:8 SF (GI/NE) / ,5745558,20072700310012,B,28.0,blank,blank,THE GRACEDALE,逸怡居,blank,blank,YUK SAU ST,毓秀街,23,blank,HHV,IL6230 / IL6231 /,|THE GRACEDALE逸怡居|Phase |Block ,毓秀街THE GRACEDALE逸怡居|Phase|Block,毓秀街THE GRACEDALE逸怡居|Phase|Block|28|B,跑馬地/黃泥涌,1999,21,THE GRACEDALE逸怡居,23 YUK SAU ST|毓秀街,23 YUK SAU ST,23 毓秀街,"逸怡居,毓秀街","THE GRACEDALE,YUK SAU ST","THE GRACEDALE,YUK SAU ST|逸怡居,毓秀街",YUK SAU STblankTHE GRACEDALE逸怡居|Phaseblank|Blockblank|28|Bconsid9.06,28,很低,低層,西南,沒資料,有,業主減價 上車筍盤 歡迎約睇
16501,20040302200027,ASP,2020-03-06,RES,blank,1991/11,9.125,788,632,11580,14438,blank,BW:28 SF (GI/NE) / ,5692671,20040302200027,D,29.0,blank,blank,MALIBU GDN,名仕花園,blank,blank,TSUI MAN ST,聚文街,3,blank,HHV,IL7649 / IL7650 /,|MALIBU GDN名仕花園|Phase |Block ,聚文街MALIBU GDN名仕花園|Phase|Block,聚文街MALIBU GDN名仕花園|Phase|Block|29|D,跑馬地/黃泥涌,1991,29,MALIBU GDN名仕花園,3 TSUI MAN ST|聚文街,3 TSUI MAN ST,3 聚文街,"名仕花園,聚文街","MALIBU GDN,TSUI MAN ST","MALIBU GDN,TSUI MAN ST|名仕花園,聚文街",TSUI MAN STblankMALIBU GDN名仕花園|Phaseblank|Blockblank|29|Dconsid9.125,29,低,中層,南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
16043,19011700290016,ASP,2019-01-03,RES,blank,1985/07,9.15,673,645,13596,14186,blank,blank,5486036,19011700290016,4,2.0,A,blank,blank,blank,VILLAGE COURT,山村閣,VILLAGE TERR,山村臺,19,25,HHV,IL2270sAss5sA /,VILLAGE COURT||Phase |Block A,山村臺VILLAGE COURT|Phase|BlockA,山村臺VILLAGE COURT|Phase|BlockA|2|4,跑馬地/黃泥涌,1985,35,blankblank,19-25 VILLAGE TERR|山村臺,19-25 VILLAGE TERR,19-25 山村臺,"山村閣A座,山村臺","VILLAGE COURT(BLOCK A),VILLAGE TERR","VILLAGE COURT(Block A),VILLAGE TERR|山村閣A座,山村臺",VILLAGE TERRVILLAGE COURTblankblank|Phaseblank|BlockA|2|4consid9.15,2,低,中層,西,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16369,19101701450094,ASP,2019-10-15,RES,blank,1991/11,9.18,680,543,13500,16906,blank,BW:13 SF (GI/NE) / ,5627756,19101701450094,F,10.0,blank,blank,MALIBU GDN,名仕花園,blank,blank,TSUI MAN ST,聚文街,3,blank,HHV,IL7649 / IL7650 /,|MALIBU GDN名仕花園|Phase |Block ,聚文街MALIBU GDN名仕花園|Phase|Block,聚文街MALIBU GDN名仕花園|Phase|Block|10|F,跑馬地/黃泥涌,1991,29,MALIBU GDN名仕花園,3 TSUI MAN ST|聚文街,3 TSUI MAN ST,3 聚文街,"名仕花園,聚文街","MALIBU GDN,TSUI MAN ST","MALIBU GDN,TSUI MAN ST|名仕花園,聚文街",TSUI MAN STblankMALIBU GDN名仕花園|Phaseblank|Blockblank|10|Fconsid9.18,10,低,中層,東,呂字型,基本,業主減價 上車筍盤 歡迎約睇
16319,19081902280042,ASP,2019-08-05,RES,blank,1982/03,9.2,719,470,12796,19574,blank,blank,5600565,19081902280042,A,15.0,blank,blank,MAY MANS,美華閣,blank,blank,SHAN KWONG RD,山光道,4,blank,HHV,IL2343sAss1RP /,|MAY MANS美華閣|Phase |Block ,山光道MAY MANS美華閣|Phase|Block,山光道MAY MANS美華閣|Phase|Block|15|A,跑馬地/黃泥涌,1982,38,MAY MANS美華閣,4 SHAN KWONG RD|山光道,4 SHAN KWONG RD,4 山光道,"美華閣,山光道","MAY MANS,SHAN KWONG RD","MAY MANS,SHAN KWONG RD|美華閣,山光道",SHAN KWONG RDblankMAY MANS美華閣|Phaseblank|Blockblank|15|Aconsid9.2,15,低,中層,東南,四正,良好,業主減價 上車筍盤 歡迎約睇
16072,19031500760103,ASP,2019-02-27,RES,blank,1957/02,9.2,0,595,0,15462,blank,blank,5510631,19031500760103,F.P.,1.0,blank,blank,blank,blank,blank,blank,WONG NAI CHUNG RD,黃泥涌道,87,blank,HHV,IL5498,||Phase |Block ,黃泥涌道|Phase|Block,黃泥涌道|Phase|Block|1|F.P.,跑馬地/黃泥涌,1957,63,blankblank,87 WONG NAI CHUNG RD|黃泥涌道,87 WONG NAI CHUNG RD,87 黃泥涌道,87 黃泥涌道,87 WONG NAI CHUNG RD,87 WONG NAI CHUNG RD|黃泥涌道,WONG NAI CHUNG RDblankblankblank|Phaseblank|Blockblank|1|F.P.consid9.2,1,高,高層,西,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16268,19062100540119,ASP,2019-06-12,RES,blank,1985/10,9.35,720,485,12986,19278,blank,blank,5569201,19062100540119,A,12.0,blank,blank,SUN VIEW COURT,山景閣,blank,blank,VILLAGE RD,山村道,31,blank,HHV,IL2915,|SUN VIEW COURT山景閣|Phase |Block ,山村道SUN VIEW COURT山景閣|Phase|Block,山村道SUN VIEW COURT山景閣|Phase|Block|12|A,跑馬地/黃泥涌,1985,35,SUN VIEW COURT山景閣,31 VILLAGE RD|山村道,31 VILLAGE RD,31 山村道,"山景閣,山村道","SUN VIEW COURT,VILLAGE RD","SUN VIEW COURT,VILLAGE RD|山景閣,山村道",VILLAGE RDblankSUN VIEW COURT山景閣|Phaseblank|Blockblank|12|Aconsid9.35,12,低,高層,西北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16559,20060502130102,ASP,2020-05-15,RES,blank,1991/11,9.35,683,547,13690,17093,blank,BW:20 SF (GI/NE) / ,5718661,20060502130102,C,5.0,blank,blank,MALIBU GDN,名仕花園,blank,blank,TSUI MAN ST,聚文街,3,blank,HHV,IL7649 / IL7650 /,|MALIBU GDN名仕花園|Phase |Block ,聚文街MALIBU GDN名仕花園|Phase|Block,聚文街MALIBU GDN名仕花園|Phase|Block|5|C,跑馬地/黃泥涌,1991,29,MALIBU GDN名仕花園,3 TSUI MAN ST|聚文街,3 TSUI MAN ST,3 聚文街,"名仕花園,聚文街","MALIBU GDN,TSUI MAN ST","MALIBU GDN,TSUI MAN ST|名仕花園,聚文街",TSUI MAN STblankMALIBU GDN名仕花園|Phaseblank|Blockblank|5|Cconsid9.35,5,低,低層,西,呂字型,基本,單位實用四正 交通方便 配套完善
16634,20072700160039,ASP,2020-07-16,RES,blank,1992/06,9.38,780,546,12026,17179,blank,blank,5745507,20072700160039,A,2.0,blank,blank,RICHVIEW VILLA,豐盛苑,blank,blank,FUNG FAI TERR,鳳輝臺,20,blank,HHV,IL3279sA,|RICHVIEW VILLA豐盛苑|Phase |Block ,鳳輝臺RICHVIEW VILLA豐盛苑|Phase|Block,鳳輝臺RICHVIEW VILLA豐盛苑|Phase|Block|2|A,跑馬地/黃泥涌,1992,28,RICHVIEW VILLA豐盛苑,20 FUNG FAI TERR|鳳輝臺,20 FUNG FAI TERR,20 鳳輝臺,"豐盛苑,鳳輝臺","RICHVIEW VILLA,FUNG FAI TERR","RICHVIEW VILLA,FUNG FAI TERR|豐盛苑,鳳輝臺",FUNG FAI TERRblankRICHVIEW VILLA豐盛苑|Phaseblank|Blockblank|2|Aconsid9.38,2,低,低層,南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16180,19050900810129,ASP,2019-04-25,RES,blank,1985/07,9.4,673,645,13967,14574,blank,blank,5540250,19050900810129,4,3.0,A,blank,blank,blank,VILLAGE COURT,山村閣,VILLAGE TERR,山村臺,19,25,HHV,IL2270sAss5sA /,VILLAGE COURT||Phase |Block A,山村臺VILLAGE COURT|Phase|BlockA,山村臺VILLAGE COURT|Phase|BlockA|3|4,跑馬地/黃泥涌,1985,35,blankblank,19-25 VILLAGE TERR|山村臺,19-25 VILLAGE TERR,19-25 山村臺,"山村閣A座,山村臺","VILLAGE COURT(BLOCK A),VILLAGE TERR","VILLAGE COURT(Block A),VILLAGE TERR|山村閣A座,山村臺",VILLAGE TERRVILLAGE COURTblankblank|Phaseblank|BlockA|3|4consid9.4,3,低,高層,東北,四正,有,單位實用四正 交通方便 配套完善
16094,19032702200039,ASP,2019-03-15,RES,blank,1985/10,9.4,720,485,13056,19381,blank,blank,5516677,19032702200039,A,23.0,blank,blank,SUN VIEW COURT,山景閣,blank,blank,VILLAGE RD,山村道,31,blank,HHV,IL2915,|SUN VIEW COURT山景閣|Phase |Block ,山村道SUN VIEW COURT山景閣|Phase|Block,山村道SUN VIEW COURT山景閣|Phase|Block|23|A,跑馬地/黃泥涌,1985,35,SUN VIEW COURT山景閣,31 VILLAGE RD|山村道,31 VILLAGE RD,31 山村道,"山景閣,山村道","SUN VIEW COURT,VILLAGE RD","SUN VIEW COURT,VILLAGE RD|山景閣,山村道",VILLAGE RDblankSUN VIEW COURT山景閣|Phaseblank|Blockblank|23|Aconsid9.4,23,低,低層,南,呂字型,基本,單位實用四正 交通方便 配套完善
16089,19032600270036,ASP,2019-03-22,RES,blank,1981/10,9.5,627,500,15152,19000,blank,blank,5515343,19032600270036,A,1.0,blank,blank,ELEGANT COURT,華苑,blank,blank,SHAN KWONG RD,山光道,14,14A,HHV,IL2343RP / IL2343sDRP,|ELEGANT COURT華苑|Phase |Block ,山光道ELEGANT COURT華苑|Phase|Block,山光道ELEGANT COURT華苑|Phase|Block|1|A,跑馬地/黃泥涌,1981,39,ELEGANT COURT華苑,14-14A SHAN KWONG RD|山光道,14-14A SHAN KWONG RD,14-14A 山光道,"華苑,山光道","ELEGANT COURT,SHAN KWONG RD","ELEGANT COURT,SHAN KWONG RD|華苑,山光道",SHAN KWONG RDblankELEGANT COURT華苑|Phaseblank|Blockblank|1|Aconsid9.5,1,低,低層,東南,呂字型,良好,單位實用四正 交通方便 配套完善
16219,19052400430083,ASP,2019-05-17,RES,blank,1976/09,9.5,642,565,14798,16814,blank,FR:212 SF / ,5550984,19052400430083,D,3.0,blank,blank,YUK SING BLDG,毓成大廈,blank,blank,YUK SAU ST,毓秀街,1,9,HHV,IL8378,|YUK SING BLDG毓成大廈|Phase |Block ,毓秀街YUK SING BLDG毓成大廈|Phase|Block,毓秀街YUK SING BLDG毓成大廈|Phase|Block|3|D,跑馬地/黃泥涌,1976,44,YUK SING BLDG毓成大廈,1-9 YUK SAU ST|毓秀街,1-9 YUK SAU ST,1-9 毓秀街,"毓成大廈,毓秀街","YUK SING BLDG,YUK SAU ST","YUK SING BLDG,YUK SAU ST|毓成大廈,毓秀街",YUK SAU STblankYUK SING BLDG毓成大廈|Phaseblank|Blockblank|3|Dconsid9.5,3,近乎零,低層,東南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16468,20021900060022,ASP,2020-02-12,RES,blank,1990/01,9.55,648,476,14738,20063,blank,BW:17 SF (GI/NE) / ,5676160,20021900060022,C,29.0,blank,blank,CLAYMORE LODGE,嘉樂居,blank,blank,VILLAGE RD,山村道,33,blank,HHV,IL2914RP / IL3348RP /,|CLAYMORE LODGE嘉樂居|Phase |Block ,山村道CLAYMORE LODGE嘉樂居|Phase|Block,山村道CLAYMORE LODGE嘉樂居|Phase|Block|29|C,跑馬地/黃泥涌,1990,30,CLAYMORE LODGE嘉樂居,33 VILLAGE RD|山村道,33 VILLAGE RD,33 山村道,"嘉樂居,山村道","CLAYMORE LODGE,VILLAGE RD","CLAYMORE LODGE,VILLAGE RD|嘉樂居,山村道",VILLAGE RDblankCLAYMORE LODGE嘉樂居|Phaseblank|Blockblank|29|Cconsid9.55,29,低,高層,北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16473,20022401100011,ASP,2020-02-07,RES,blank,1990/01,9.55,648,476,14738,20063,blank,BW:17 SF (GI/NE) / ,5677937,20022401100011,C,30.0,blank,blank,CLAYMORE LODGE,嘉樂居,blank,blank,VILLAGE RD,山村道,33,blank,HHV,IL2914RP / IL3348RP /,|CLAYMORE LODGE嘉樂居|Phase |Block ,山村道CLAYMORE LODGE嘉樂居|Phase|Block,山村道CLAYMORE LODGE嘉樂居|Phase|Block|30|C,跑馬地/黃泥涌,1990,30,CLAYMORE LODGE嘉樂居,33 VILLAGE RD|山村道,33 VILLAGE RD,33 山村道,"嘉樂居,山村道","CLAYMORE LODGE,VILLAGE RD","CLAYMORE LODGE,VILLAGE RD|嘉樂居,山村道",VILLAGE RDblankCLAYMORE LODGE嘉樂居|Phaseblank|Blockblank|30|Cconsid9.55,30,低,中層,西,沒資料,有,單位實用四正 交通方便 配套完善
16123,19040801430373,ASP,2019-03-19,RES,PT,1972/03,9.65,0,445,0,21685,blank,blank,5522270,19040801430373,A,12.0,blank,blank,KING'S COURT,金翠樓,blank,blank,VILLAGE RD,山村道,14,16,HHV,IL8184 / IL2270sBRP,|KING'S COURT金翠樓|Phase |Block ,山村道KING'S COURT金翠樓|Phase|Block,山村道KING'S COURT金翠樓|Phase|Block|12|A,跑馬地/黃泥涌,1972,48,KING'S COURT金翠樓,14-16 VILLAGE RD|山村道,14-16 VILLAGE RD,14-16 山村道,"金翠樓,山村道","KING'S COURT,VILLAGE RD","KING'S COURT,VILLAGE RD|金翠樓,山村道",VILLAGE RDblankKING'S COURT金翠樓|Phaseblank|Blockblank|12|Aconsid9.65,12,中,高層,西,四正,有,單位實用四正 交通方便 配套完善
16544,20052902080281,ASP,2020-05-07,RES,blank,1977/01,9.68,750,525,12907,18438,blank,blank,5714781,20052902080281,B,9.0,blank,blank,SHAN SHING BLDG,山勝大廈,blank,blank,VILLAGE RD,山村道,18,20,HHV,IL2270sBss1RP /,|SHAN SHING BLDG山勝大廈|Phase |Block ,山村道SHAN SHING BLDG山勝大廈|Phase|Block,山村道SHAN SHING BLDG山勝大廈|Phase|Block|9|B,跑馬地/黃泥涌,1977,43,SHAN SHING BLDG山勝大廈,18-20 VILLAGE RD|山村道,18-20 VILLAGE RD,18-20 山村道,"山勝大廈,山村道","SHAN SHING BLDG,VILLAGE RD","SHAN SHING BLDG,VILLAGE RD|山勝大廈,山村道",VILLAGE RDblankSHAN SHING BLDG山勝大廈|Phaseblank|Blockblank|9|Bconsid9.68,9,低,中層,北,呂字型,有,業主減價 上車筍盤 歡迎約睇
16277,19062600180090,ASP,2019-06-14,RES,blank,1983/08,9.9,603,440,16418,22500,blank,FR:885 SF / ,5571531,19062600180090,B,1.0,blank,blank,FAIRVIEW COURT,怡景閣,blank,blank,KING KWONG ST,景光街,15,17,HHV,IL3209sARP / IL3209RP,|FAIRVIEW COURT怡景閣|Phase |Block ,景光街FAIRVIEW COURT怡景閣|Phase|Block,景光街FAIRVIEW COURT怡景閣|Phase|Block|1|B,跑馬地/黃泥涌,1983,37,FAIRVIEW COURT怡景閣,15-17 KING KWONG ST|景光街,15-17 KING KWONG ST,15-17 景光街,"怡景閣,景光街","FAIRVIEW COURT,KING KWONG ST","FAIRVIEW COURT,KING KWONG ST|怡景閣,景光街",KING KWONG STblankFAIRVIEW COURT怡景閣|Phaseblank|Blockblank|1|Bconsid9.9,1,低,中層,南,四正,良好,業主減價 上車筍盤 歡迎約睇
16571,20061100830025,ASP,2020-05-22,RES,CP,1982/03,9.95,719,470,13839,21170,blank,blank,5721809,20061100830025,A,17.0,blank,blank,MAY MANS,美華閣,blank,blank,SHAN KWONG RD,山光道,4,blank,HHV,IL2343sAss1RP /,|MAY MANS美華閣|Phase |Block ,山光道MAY MANS美華閣|Phase|Block,山光道MAY MANS美華閣|Phase|Block|17|A,跑馬地/黃泥涌,1982,38,MAY MANS美華閣,4 SHAN KWONG RD|山光道,4 SHAN KWONG RD,4 山光道,"美華閣,山光道","MAY MANS,SHAN KWONG RD","MAY MANS,SHAN KWONG RD|美華閣,山光道",SHAN KWONG RDblankMAY MANS美華閣|Phaseblank|Blockblank|17|Aconsid9.95,17,低,中層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16555,20060401730010,ASP,2020-05-22,RES,blank,1972/09,10.0,0,475,0,21053,blank,blank,5717734,20060401730010,A,9.0,blank,blank,YEE FUNG BLDG,怡豐大廈,blank,blank,VILLAGE RD,山村道,1,blank,HHV,IL8767,|YEE FUNG BLDG怡豐大廈|Phase |Block ,山村道YEE FUNG BLDG怡豐大廈|Phase|Block,山村道YEE FUNG BLDG怡豐大廈|Phase|Block|9|A,跑馬地/黃泥涌,1972,48,YEE FUNG BLDG怡豐大廈,1 VILLAGE RD|山村道,1 VILLAGE RD,1 山村道,"怡豐大廈,山村道","YEE FUNG BLDG,VILLAGE RD","YEE FUNG BLDG,VILLAGE RD|怡豐大廈,山村道",VILLAGE RDblankYEE FUNG BLDG怡豐大廈|Phaseblank|Blockblank|9|Aconsid10.0,9,中,中層,北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16631,20072302010084,ASP,2020-07-06,RES,blank,1982/07,10.0,822,580,12165,17241,blank,blank,5744428,20072302010084,blank,6.0,blank,blank,KING INN MANS,景怡大廈,blank,blank,YIK YAM ST,奕蔭街,13,15,HHV,IL7647RP / IL6305RP,|KING INN MANS景怡大廈|Phase |Block ,奕蔭街KING INN MANS景怡大廈|Phase|Block,奕蔭街KING INN MANS景怡大廈|Phase|Block|6|,跑馬地/黃泥涌,1982,38,KING INN MANS景怡大廈,13-15 YIK YAM ST|奕蔭街,13-15 YIK YAM ST,13-15 奕蔭街,"景怡大廈,奕蔭街","KING INN MANS,YIK YAM ST","KING INN MANS,YIK YAM ST|景怡大廈,奕蔭街",YIK YAM STblankKING INN MANS景怡大廈|Phaseblank|Blockblank|6|blankconsid10.0,6,低,中層,東,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16529,20051501410134,ASP,2020-05-07,RES,CP,1965/10,10.0,0,592,0,16892,blank,blank,5707268,20051501410134,D,6.0,blank,blank,NGA YUEN,雅園,blank,blank,VILLAGE RD,山村道,66,68,HHV,IL7985,|NGA YUEN雅園|Phase |Block ,山村道NGA YUEN雅園|Phase|Block,山村道NGA YUEN雅園|Phase|Block|6|D,跑馬地/黃泥涌,1965,55,NGA YUEN雅園,66-68 VILLAGE RD|山村道,66-68 VILLAGE RD,66-68 山村道,"雅園,山村道","NGA YUEN,VILLAGE RD","NGA YUEN,VILLAGE RD|雅園,山村道",VILLAGE RDblankNGA YUEN雅園|Phaseblank|Blockblank|6|Dconsid10.0,6,近乎零,高層,東南,四正,良好,單位實用四正 交通方便 配套完善
16594,20062602340033,ASP,2020-06-19,RES,blank,1975/10,10.0,631,515,15848,19417,blank,blank,5730052,20062602340033,B,7.0,blank,blank,AMIGO MANS,雅谷大廈,blank,blank,WONG NAI CHUNG RD,黃泥涌道,79A,blank,HHV,IL8372,|AMIGO MANS雅谷大廈|Phase |Block ,黃泥涌道AMIGO MANS雅谷大廈|Phase|Block,黃泥涌道AMIGO MANS雅谷大廈|Phase|Block|7|B,跑馬地/黃泥涌,1975,45,AMIGO MANS雅谷大廈,79A WONG NAI CHUNG RD|黃泥涌道,79A WONG NAI CHUNG RD,79A 黃泥涌道,"雅谷大廈,黃泥涌道","AMIGO MANS,WONG NAI CHUNG RD","AMIGO MANS,WONG NAI CHUNG RD|雅谷大廈,黃泥涌道",WONG NAI CHUNG RDblankAMIGO MANS雅谷大廈|Phaseblank|Blockblank|7|Bconsid10.0,7,中,中層,東南,四正,有,單位實用四正 交通方便 配套完善
16408,19112601660039,ASP,2019-11-20,RES,blank,1976/03,10.0,0,611,0,16367,blank,blank,5645272,19112601660039,D,8.0,blank,blank,SHAN KWONG TOWERS,山光苑,blank,blank,SHAN KWONG RD,山光道,24,blank,HHV,IL4960,|SHAN KWONG TOWERS山光苑|Phase |Block ,山光道SHAN KWONG TOWERS山光苑|Phase|Block,山光道SHAN KWONG TOWERS山光苑|Phase|Block|8|D,跑馬地/黃泥涌,1976,44,SHAN KWONG TOWERS山光苑,24 SHAN KWONG RD|山光道,24 SHAN KWONG RD,24 山光道,"山光苑,山光道","SHAN KWONG TOWERS,SHAN KWONG RD","SHAN KWONG TOWERS,SHAN KWONG RD|山光苑,山光道",SHAN KWONG RDblankSHAN KWONG TOWERS山光苑|Phaseblank|Blockblank|8|Dconsid10.0,8,近乎零,高層,西,呂字型,有,業主減價 上車筍盤 歡迎約睇
16573,20061201520069,ASP,2020-05-25,RES,blank,1981/10,10.0,627,500,15949,20000,blank,blank,5722282,20061201520069,A,21.0,blank,blank,ELEGANT COURT,華苑,blank,blank,SHAN KWONG RD,山光道,14,14A,HHV,IL2343RP / IL2343sDRP,|ELEGANT COURT華苑|Phase |Block ,山光道ELEGANT COURT華苑|Phase|Block,山光道ELEGANT COURT華苑|Phase|Block|21|A,跑馬地/黃泥涌,1981,39,ELEGANT COURT華苑,14-14A SHAN KWONG RD|山光道,14-14A SHAN KWONG RD,14-14A 山光道,"華苑,山光道","ELEGANT COURT,SHAN KWONG RD","ELEGANT COURT,SHAN KWONG RD|華苑,山光道",SHAN KWONG RDblankELEGANT COURT華苑|Phaseblank|Blockblank|21|Aconsid10.0,21,低,中層,東,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16069,19031301020068,ASP,2019-02-28,RES,blank,1963/03,10.2,0,662,0,15408,blank,blank,5509501,19031301020068,A,11.0,blank,blank,PO TAK MANS,寶德大廈,blank,blank,WANG TAK ST,宏德街,3A,3E,HHV,IL2343sBss2 / IL2343sBRP,|PO TAK MANS寶德大廈|Phase |Block ,宏德街PO TAK MANS寶德大廈|Phase|Block,宏德街PO TAK MANS寶德大廈|Phase|Block|11|A,跑馬地/黃泥涌,1963,57,PO TAK MANS寶德大廈,3A-3E WANG TAK ST|宏德街,3A-3E WANG TAK ST,3A-3E 宏德街,"寶德大廈,宏德街","PO TAK MANS,WANG TAK ST","PO TAK MANS,WANG TAK ST|寶德大廈,宏德街",WANG TAK STblankPO TAK MANS寶德大廈|Phaseblank|Blockblank|11|Aconsid10.2,11,高,中層,西北,四正,基本,業主減價 上車筍盤 歡迎約睇
16548,20060100900031,ASP,2020-05-11,RES,blank,1965/01,10.28,0,626,0,16422,blank,blank,5715136,20060100900031,B,3.0,blank,blank,WINNER BLDG,永勝大廈,blank,blank,WONG NAI CHUNG RD,黃泥涌道,11,11A,HHV,IL8692,|WINNER BLDG永勝大廈|Phase |Block ,黃泥涌道WINNER BLDG永勝大廈|Phase|Block,黃泥涌道WINNER BLDG永勝大廈|Phase|Block|3|B,跑馬地/黃泥涌,1965,55,WINNER BLDG永勝大廈,11-11A WONG NAI CHUNG RD|黃泥涌道,11-11A WONG NAI CHUNG RD,11-11A 黃泥涌道,"永勝大廈,黃泥涌道","WINNER BLDG,WONG NAI CHUNG RD","WINNER BLDG,WONG NAI CHUNG RD|永勝大廈,黃泥涌道",WONG NAI CHUNG RDblankWINNER BLDG永勝大廈|Phaseblank|Blockblank|3|Bconsid10.28,3,近乎零,高層,東,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16310,19080901320072,ASP,2019-08-02,RES,blank,1975/08,10.3,575,500,17913,20600,blank,blank,5595293,19080901320072,E,13.0,blank,blank,TSUI MAN COURT,聚文樓,blank,blank,VILLAGE RD,山村道,76,blank,HHV,IL3100sAss1 /,|TSUI MAN COURT聚文樓|Phase |Block ,山村道TSUI MAN COURT聚文樓|Phase|Block,山村道TSUI MAN COURT聚文樓|Phase|Block|13|E,跑馬地/黃泥涌,1975,45,TSUI MAN COURT聚文樓,76 VILLAGE RD|山村道,76 VILLAGE RD,76 山村道,"聚文樓,山村道","TSUI MAN COURT,VILLAGE RD","TSUI MAN COURT,VILLAGE RD|聚文樓,山村道",VILLAGE RDblankTSUI MAN COURT聚文樓|Phaseblank|Blockblank|13|Econsid10.3,13,中,低層,東,四正,有,單位實用四正 交通方便 配套完善
16128,19041000890081,ASP,2019-03-27,RES,blank,1992/08,10.5,704,522,14915,20115,blank,blank,5523400,19041000890081,A,13.0,blank,blank,PANNY COURT,鵬麗閣,blank,blank,VILLAGE RD,山村道,5,blank,HHV,IL2841RP,|PANNY COURT鵬麗閣|Phase |Block ,山村道PANNY COURT鵬麗閣|Phase|Block,山村道PANNY COURT鵬麗閣|Phase|Block|13|A,跑馬地/黃泥涌,1992,28,PANNY COURT鵬麗閣,5 VILLAGE RD|山村道,5 VILLAGE RD,5 山村道,"鵬麗閣,山村道","PANNY COURT,VILLAGE RD","PANNY COURT,VILLAGE RD|鵬麗閣,山村道",VILLAGE RDblankPANNY COURT鵬麗閣|Phaseblank|Blockblank|13|Aconsid10.5,13,低,低層,西,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16456,20020601030134,ASP,2020-01-08,RES,blank,1975/08,10.5,690,595,15217,17647,blank,blank,5670621,20020601030134,D,12.0,blank,blank,TSUI MAN COURT,聚文樓,blank,blank,VILLAGE RD,山村道,76,blank,HHV,IL3100sAss1 /,|TSUI MAN COURT聚文樓|Phase |Block ,山村道TSUI MAN COURT聚文樓|Phase|Block,山村道TSUI MAN COURT聚文樓|Phase|Block|12|D,跑馬地/黃泥涌,1975,45,TSUI MAN COURT聚文樓,76 VILLAGE RD|山村道,76 VILLAGE RD,76 山村道,"聚文樓,山村道","TSUI MAN COURT,VILLAGE RD","TSUI MAN COURT,VILLAGE RD|聚文樓,山村道",VILLAGE RDblankTSUI MAN COURT聚文樓|Phaseblank|Blockblank|12|Dconsid10.5,12,中,高層,東,沒資料,有,業主減價 上車筍盤 歡迎約睇
