,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
37765,19041100720063,ASP,2019-03-12,RES,blank,1987/01,3.8,305,258,12459,14729,blank,blank,5524272,19041100720063,B,4.0,blank,blank,BONITO CASA,太子臺,blank,blank,PRINCE'S TERR,太子臺,4,blank,HMW,IL151sB,|BONITO CASA太子臺|Phase |Block ,太子臺BONITO CASA太子臺|Phase|Block,太子臺BONITO CASA太子臺|Phase|Block|4|B,西半山,1987,33,BONITO CASA太子臺,4 PRINCE'S TERR,4 太子臺,4 PRINCE'S TERR|4 太子臺,"太子臺,太子臺","BONITO CASA,PRINCE'S TERR","BONITO CASA,PRINCE'S TERR|太子臺,太子臺",PRINCE'S TERRblankBONITO CASA太子臺|Phaseblank|Blockblank|4|Bconsid3.8,4,低,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
38316,19121800260208,ASP,2019-12-04,RES,CP,1972/12,23.0,1411,1250,16300,18400,blank,blank,5653990,19121800260208,C,12.0,blank,blank,CONWAY MANS,康威園,blank,blank,CONDUIT RD,干德道,29,blank,HMW,IL7876,|CONWAY MANS康威園|Phase |Block ,干德道CONWAY MANS康威園|Phase|Block,干德道CONWAY MANS康威園|Phase|Block|12|C,西半山,1972,48,CONWAY MANS康威園,29 CONDUIT RD,29 干德道,29 CONDUIT RD|29 干德道,"康威園,干德道","CONWAY MANS,CONDUIT RD","CONWAY MANS,CONDUIT RD|康威園,干德道",CONDUIT RDblankCONWAY MANS康威園|Phaseblank|Blockblank|12|Cconsid23.0,12,中,中層,北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38105,19080501430019,ASP,2019-07-22,RES,blank,1994/12,23.1,1096,910,21077,25385,blank,BW:43 SF (GI/NE) / ,5592418,19080501430019,A,32.0,1,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 1,羅便臣道ROBINSON PLACE|Phase|Block1,羅便臣道ROBINSON PLACE|Phase|Block1|32|A,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺1座,羅便臣道","ROBINSON PLACE(BLOCK 1),ROBINSON RD","ROBINSON PLACE(Block 1),ROBINSON RD|雍景臺1座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block1|32|Aconsid23.1,32,低,低層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37756,19041001850029,ASP,2019-04-02,RES,CP,2001/08,23.5,0,865,0,27168,blank,BW:12 SF (NE) / ,5523646,19041001850029,D,15.0,2,blank,blank,blank,80 ROBINSON RD,80羅便臣道,ROBINSON RD,羅便臣道,80,blank,HMW,IL590RP / IL590sGRP,80 ROBINSON RD||Phase |Block 2,羅便臣道80 ROBINSON RD|Phase|Block2,羅便臣道80 ROBINSON RD|Phase|Block2|15|D,西半山,2001,19,blankblank,80 ROBINSON RD,80 羅便臣道,80 ROBINSON RD|80 羅便臣道,"80羅便臣道2座,羅便臣道","80 ROBINSON RD(BLOCK 2),ROBINSON RD","80 ROBINSON RD(Block 2),ROBINSON RD|80羅便臣道2座,羅便臣道",ROBINSON RD80 ROBINSON RDblankblank|Phaseblank|Block2|15|Dconsid23.5,15,很低,低層,東,呂字型,有,單位實用四正 交通方便 配套完善
38321,19121901570492,ASP,2019-12-06,RES,blank,2015/01,23.5,0,911,0,25796,blank,BW:22 SF (NE) / BAL:24 SF (NI) / UP:16 SF (NI) / ,5654824,19121901570492,C,5.0,blank,blank,AREZZO,瀚然,blank,blank,SEYMOUR RD,西摩道,33,blank,HMW,IL425s7sA / IL425s7sB /,|AREZZO瀚然|Phase |Block ,西摩道AREZZO瀚然|Phase|Block,西摩道AREZZO瀚然|Phase|Block|5|C,西半山,2015,5,AREZZO瀚然,33 SEYMOUR RD,33 西摩道,33 SEYMOUR RD|33 西摩道,"瀚然,西摩道","AREZZO,SEYMOUR RD","AREZZO,SEYMOUR RD|瀚然,西摩道",SEYMOUR RDblankAREZZO瀚然|Phaseblank|Blockblank|5|Cconsid23.5,5,近乎零,中層,東北,四正,良好,單位實用四正 交通方便 配套完善
38345,20011001390011,ASP,2019-12-20,RES,blank,2004/06,23.5,1176,896,19983,26228,blank,BW:38 SF (GI/NE) / BAL:25 SF (GI/NI) / UP:16 SF (GI/NI) / PF:15 SF (GI/NI) / ,5661414,20011001390011,D,32.0,blank,blank,NO.2 PARK RD,柏道2號,blank,blank,PARK RD,柏道,2,blank,HMW,IL605sAss1RP,|NO.2 PARK RD柏道2號|Phase |Block ,柏道NO.2 PARK RD柏道2號|Phase|Block,柏道NO.2 PARK RD柏道2號|Phase|Block|32|D,西半山,2004,16,NO.2 PARK RD柏道2號,2 PARK RD,2 柏道,2 PARK RD|2 柏道,"柏道2號,柏道","NO.2 PARK RD,PARK RD","NO.2 PARK RD,PARK RD|柏道2號,柏道",PARK RDblankNO.2 PARK RD柏道2號|Phaseblank|Blockblank|32|Dconsid23.5,32,很低,高層,東北,四正,基本,單位實用四正 交通方便 配套完善
37617,19021401760470,ASP,2019-01-25,RES,blank,2012/09,23.5,0,675,0,34815,blank,BW:58 SF (NE) / ,5498129,19021401760470,B,25.0,blank,blank,GRAMERCY,臻環,blank,blank,CAINE RD,堅道,38,blank,HMW,IL150sAss4sARP /,|GRAMERCY臻環|Phase |Block ,堅道GRAMERCY臻環|Phase|Block,堅道GRAMERCY臻環|Phase|Block|25|B,西半山,2012,8,GRAMERCY臻環,38 CAINE RD,38 堅道,38 CAINE RD|38 堅道,"臻環,堅道","GRAMERCY,CAINE RD","GRAMERCY,CAINE RD|臻環,堅道",CAINE RDblankGRAMERCY臻環|Phaseblank|Blockblank|25|Bconsid23.5,25,近乎零,高層,北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38379,20020700480087,ASP,2020-01-31,RES,CP,1990/12,23.68,1348,996,17567,23775,blank,BW:50 SF (GI/NE) / ,5671140,20020700480087,A,15.0,1,blank,blank,blank,ELEGANT TERR,慧明苑,CONDUIT RD,干德道,36,blank,HMW,IL1252RP,ELEGANT TERR||Phase |Block 1,干德道ELEGANT TERR|Phase|Block1,干德道ELEGANT TERR|Phase|Block1|15|A,西半山,1990,30,blankblank,36 CONDUIT RD,36 干德道,36 CONDUIT RD|36 干德道,"慧明苑1座,干德道","ELEGANT TERR(BLOCK 1),CONDUIT RD","ELEGANT TERR(Block 1),CONDUIT RD|慧明苑1座,干德道",CONDUIT RDELEGANT TERRblankblank|Phaseblank|Block1|15|Aconsid23.68,15,低,低層,南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37686,19032201740015,ASP,2019-03-11,RES,CP,1976/04,23.8,1300,1070,18308,22243,blank,blank,5514577,19032201740015,A,7.0,blank,blank,GREENLAND COURT,恒翠園,blank,blank,MACDONNELL RD,麥當勞道,56,58,HMW,IL8319,|GREENLAND COURT恒翠園|Phase |Block ,麥當勞道GREENLAND COURT恒翠園|Phase|Block,麥當勞道GREENLAND COURT恒翠園|Phase|Block|7|A,西半山,1976,44,GREENLAND COURT恒翠園,56-58 MACDONNELL RD,56-58 麥當勞道,56-58 MACDONNELL RD|56-58 麥當勞道,"恒翠園,麥當勞道","GREENLAND COURT,MACDONNELL RD","GREENLAND COURT,MACDONNELL RD|恒翠園,麥當勞道",MACDONNELL RDblankGREENLAND COURT恒翠園|Phaseblank|Blockblank|7|Aconsid23.8,7,近乎零,低層,東北,呂字型,有,單位實用四正 交通方便 配套完善
38020,19062401840015,ASP,2019-06-17,RES,CP,1993/11,23.8,1131,894,21043,26622,blank,BW:45 SF (GI/NE) / ,5570453,19062401840015,B,16.0,1,blank,blank,blank,LYTTELTON GDN,俊賢花園,LYTTELTON RD,列堤頓道,29,blank,HMW,IL1216sCRP /,LYTTELTON GDN||Phase |Block 1,列堤頓道LYTTELTON GDN|Phase|Block1,列堤頓道LYTTELTON GDN|Phase|Block1|16|B,西半山,1993,27,blankblank,29 LYTTELTON RD,29 列堤頓道,29 LYTTELTON RD|29 列堤頓道,"俊賢花園1座,列堤頓道","LYTTELTON GDN(BLOCK 1),LYTTELTON RD","LYTTELTON GDN(Block 1),LYTTELTON RD|俊賢花園1座,列堤頓道",LYTTELTON RDLYTTELTON GDNblankblank|Phaseblank|Block1|16|Bconsid23.8,16,低,低層,東,沒資料,良好,單位實用四正 交通方便 配套完善
38669,20052701250011,ASP,2020-05-11,RES,CP,1976/04,23.88,1300,1070,18369,22318,blank,blank,5713377,20052701250011,A,8.0,blank,blank,GREENLAND COURT,恒翠園,blank,blank,MACDONNELL RD,麥當勞道,56,58,HMW,IL8319,|GREENLAND COURT恒翠園|Phase |Block ,麥當勞道GREENLAND COURT恒翠園|Phase|Block,麥當勞道GREENLAND COURT恒翠園|Phase|Block|8|A,西半山,1976,44,GREENLAND COURT恒翠園,56-58 MACDONNELL RD,56-58 麥當勞道,56-58 MACDONNELL RD|56-58 麥當勞道,"恒翠園,麥當勞道","GREENLAND COURT,MACDONNELL RD","GREENLAND COURT,MACDONNELL RD|恒翠園,麥當勞道",MACDONNELL RDblankGREENLAND COURT恒翠園|Phaseblank|Blockblank|8|Aconsid23.88,8,近乎零,高層,東北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38619,20051801220090,ASP,2020-05-04,RES,blank,1996/02,24.0,1289,1024,18619,23438,blank,BW:35 SF (GI/NE) / ,5707836,20051801220090,3,37.0,C,blank,blank,blank,IMPERIAL COURT,帝豪閣,CONDUIT RD,干德道,62G,blank,HMW,IL7956 / IL946sAss1RP /,IMPERIAL COURT||Phase |Block C,干德道IMPERIAL COURT|Phase|BlockC,干德道IMPERIAL COURT|Phase|BlockC|37|3,西半山,1996,24,blankblank,62G CONDUIT RD,62G 干德道,62G CONDUIT RD|62G 干德道,"帝豪閣C座,干德道","IMPERIAL COURT(BLOCK C),CONDUIT RD","IMPERIAL COURT(Block C),CONDUIT RD|帝豪閣C座,干德道",CONDUIT RDIMPERIAL COURTblankblank|Phaseblank|BlockC|37|3consid24.0,37,近乎零,中層,東,沒資料,良好,業主減價 上車筍盤 歡迎約睇
38945,20082702070184,ASP,2020-08-17,RES,blank,2015/01,24.0,0,973,0,24666,blank,BW:21 SF (NE) / BAL:26 SF (NI) / UP:16 SF (NI) / ,5763242,20082702070184,B,17.0,blank,blank,AREZZO,瀚然,blank,blank,SEYMOUR RD,西摩道,33,blank,HMW,IL425s7sA / IL425s7sB /,|AREZZO瀚然|Phase |Block ,西摩道AREZZO瀚然|Phase|Block,西摩道AREZZO瀚然|Phase|Block|17|B,西半山,2015,5,AREZZO瀚然,33 SEYMOUR RD,33 西摩道,33 SEYMOUR RD|33 西摩道,"瀚然,西摩道","AREZZO,SEYMOUR RD","AREZZO,SEYMOUR RD|瀚然,西摩道",SEYMOUR RDblankAREZZO瀚然|Phaseblank|Blockblank|17|Bconsid24.0,17,近乎零,中層,東,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38785,20062301370126,ASP,2020-06-02,RES,blank,1994/12,24.0,1266,1063,18957,22578,blank,BW:36 SF (GI/NE) / ,5728094,20062301370126,F,20.0,2,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 2,羅便臣道ROBINSON PLACE|Phase|Block2,羅便臣道ROBINSON PLACE|Phase|Block2|20|F,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺2座,羅便臣道","ROBINSON PLACE(BLOCK 2),ROBINSON RD","ROBINSON PLACE(Block 2),ROBINSON RD|雍景臺2座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block2|20|Fconsid24.0,20,低,中層,北,呂字型,有,單位實用四正 交通方便 配套完善
38925,20081801320013,ASP,2020-08-03,RES,CP,1990/12,24.0,1433,1111,16748,21602,blank,BW:24 SF (GI/NE) / ,5757621,20081801320013,C,8.0,2,blank,blank,blank,ELEGANT TERR,慧明苑,CONDUIT RD,干德道,36,blank,HMW,IL1252RP,ELEGANT TERR||Phase |Block 2,干德道ELEGANT TERR|Phase|Block2,干德道ELEGANT TERR|Phase|Block2|8|C,西半山,1990,30,blankblank,36 CONDUIT RD,36 干德道,36 CONDUIT RD|36 干德道,"慧明苑2座,干德道","ELEGANT TERR(BLOCK 2),CONDUIT RD","ELEGANT TERR(Block 2),CONDUIT RD|慧明苑2座,干德道",CONDUIT RDELEGANT TERRblankblank|Phaseblank|Block2|8|Cconsid24.0,8,低,中層,南,呂字型,有,單位實用四正 交通方便 配套完善
38789,20062301870126,ASP,2020-06-02,RES,blank,1994/12,24.18,1366,1129,17701,21417,blank,BW:59 SF (GI/NE) / ,5728269,20062301870126,B,21.0,2,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 2,羅便臣道ROBINSON PLACE|Phase|Block2,羅便臣道ROBINSON PLACE|Phase|Block2|21|B,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺2座,羅便臣道","ROBINSON PLACE(BLOCK 2),ROBINSON RD","ROBINSON PLACE(Block 2),ROBINSON RD|雍景臺2座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block2|21|Bconsid24.18,21,低,中層,西北,四正,良好,業主減價 上車筍盤 歡迎約睇
38967,20090801810037,ASP,2020-08-26,RES,blank,1994/12,24.3,1268,1067,19164,22774,blank,BW:33 SF (GI/NE) / ,5769491,20090801810037,D,32.0,2,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 2,羅便臣道ROBINSON PLACE|Phase|Block2,羅便臣道ROBINSON PLACE|Phase|Block2|32|D,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺2座,羅便臣道","ROBINSON PLACE(BLOCK 2),ROBINSON RD","ROBINSON PLACE(Block 2),ROBINSON RD|雍景臺2座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block2|32|Dconsid24.3,32,低,低層,東南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38304,19121000460022,ASP,2019-12-04,RES,blank,1994/12,24.3,1353,1140,17960,21316,blank,BW:34 SF (GI/NE) / ,5651011,19121000460022,E,19.0,1,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 1,羅便臣道ROBINSON PLACE|Phase|Block1,羅便臣道ROBINSON PLACE|Phase|Block1|19|E,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺1座,羅便臣道","ROBINSON PLACE(BLOCK 1),ROBINSON RD","ROBINSON PLACE(Block 1),ROBINSON RD|雍景臺1座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block1|19|Econsid24.3,19,低,低層,北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37875,19050800700307,ASP,2019-04-10,RES,blank,1972/08,24.5,0,1208,0,20281,blank,blank,5539273,19050800700307,D,5.0,blank,blank,VENICE COURT,威尼斯閣,REALTY GDN,聯邦花園,CONDUIT RD,干德道,41,blank,HMW,IL2479sB&EXT,REALTY GDN|VENICE COURT威尼斯閣|Phase |Block ,干德道REALTY GDNVENICE COURT威尼斯閣|Phase|Block,干德道REALTY GDNVENICE COURT威尼斯閣|Phase|Block|5|D,西半山,1972,48,VENICE COURT威尼斯閣,41 CONDUIT RD,41 干德道,41 CONDUIT RD|41 干德道,"威尼斯閣(聯邦花園),干德道","VENICE COURT,REALTY GDN,CONDUIT RD","VENICE COURT,REALTY GDN,CONDUIT RD|威尼斯閣(聯邦花園),干德道",CONDUIT RDREALTY GDNVENICE COURT威尼斯閣|Phaseblank|Blockblank|5|Dconsid24.5,5,中,高層,西北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38579,20050400360015,ASP,2020-04-24,RES,CP,1993/09,24.7,1218,994,20279,24849,blank,BW:56 SF (GI/NE) / ,5701819,20050400360015,A,23.0,blank,blank,FLOURISH COURT,殷榮閣,blank,blank,CONDUIT RD,干德道,30,blank,HMW,IL706sDRP / IL706sCss1RP,|FLOURISH COURT殷榮閣|Phase |Block ,干德道FLOURISH COURT殷榮閣|Phase|Block,干德道FLOURISH COURT殷榮閣|Phase|Block|23|A,西半山,1993,27,FLOURISH COURT殷榮閣,30 CONDUIT RD,30 干德道,30 CONDUIT RD|30 干德道,"殷榮閣,干德道","FLOURISH COURT,CONDUIT RD","FLOURISH COURT,CONDUIT RD|殷榮閣,干德道",CONDUIT RDblankFLOURISH COURT殷榮閣|Phaseblank|Blockblank|23|Aconsid24.7,23,低,中層,東南,沒資料,良好,單位實用四正 交通方便 配套完善
37678,19032002130014,ASP,2019-03-13,RES,CP,1976/04,24.78,1300,1070,19062,23159,blank,blank,5513033,19032002130014,A,5.0,blank,blank,GREENLAND COURT,恒翠園,blank,blank,MACDONNELL RD,麥當勞道,56,58,HMW,IL8319,|GREENLAND COURT恒翠園|Phase |Block ,麥當勞道GREENLAND COURT恒翠園|Phase|Block,麥當勞道GREENLAND COURT恒翠園|Phase|Block|5|A,西半山,1976,44,GREENLAND COURT恒翠園,56-58 MACDONNELL RD,56-58 麥當勞道,56-58 MACDONNELL RD|56-58 麥當勞道,"恒翠園,麥當勞道","GREENLAND COURT,MACDONNELL RD","GREENLAND COURT,MACDONNELL RD|恒翠園,麥當勞道",MACDONNELL RDblankGREENLAND COURT恒翠園|Phaseblank|Blockblank|5|Aconsid24.78,5,近乎零,高層,西南,四正,有,業主減價 上車筍盤 歡迎約睇
37605,19013102070057,ASP,2019-01-16,RES,CP,1995/07,25.0,1105,856,22624,29206,blank,BW:36 SF (GI/NE) / ,5492970,19013102070057,F,20.0,blank,1,blank,blank,BLESSINGS GDN,殷樺花園,ROBINSON RD,羅便臣道,95,blank,HMW,IL703sBss3RP /,BLESSINGS GDN||Phase 1|Block ,羅便臣道BLESSINGS GDN|Phase1|Block,羅便臣道BLESSINGS GDN|Phase1|Block|20|F,西半山,1995,25,blankblank,95 ROBINSON RD,95 羅便臣道,95 ROBINSON RD|95 羅便臣道,"殷樺花園1期,羅便臣道","BLESSINGS GDN(PHASE 1),ROBINSON RD","BLESSINGS GDN(Phase 1),ROBINSON RD|殷樺花園1期,羅便臣道",ROBINSON RDBLESSINGS GDNblankblank|Phase1|Blockblank|20|Fconsid25.0,20,低,低層,北,四正,有,業主減價 上車筍盤 歡迎約睇
38208,19102801430290,ASP,2019-10-10,RES,CP,1966/07,25.0,1350,1150,18519,21739,blank,blank,5632788,19102801430290,B,9.0,blank,blank,CHENYU COURT,燦如閣,blank,blank,KENNEDY RD,堅尼地道,22,24,HMW,IL1219sAss2RP /IL1219sARP,|CHENYU COURT燦如閣|Phase |Block ,堅尼地道CHENYU COURT燦如閣|Phase|Block,堅尼地道CHENYU COURT燦如閣|Phase|Block|9|B,西半山,1966,54,CHENYU COURT燦如閣,22-24 KENNEDY RD,22-24 堅尼地道,22-24 KENNEDY RD|22-24 堅尼地道,"燦如閣,堅尼地道","CHENYU COURT,KENNEDY RD","CHENYU COURT,KENNEDY RD|燦如閣,堅尼地道",KENNEDY RDblankCHENYU COURT燦如閣|Phaseblank|Blockblank|9|Bconsid25.0,9,近乎零,中層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
38963,20090701500033,ASP,2020-08-27,RES,blank,1995/02,25.0,1295,1040,19305,24038,blank,blank,5768645,20090701500033,D,32.0,2,blank,blank,blank,THE GRAND PANORAMA,嘉兆臺,ROBINSON RD,羅便臣道,10,blank,HMW,IL58RP / IL58sBRP /,THE GRAND PANORAMA||Phase |Block 2,羅便臣道THE GRAND PANORAMA|Phase|Block2,羅便臣道THE GRAND PANORAMA|Phase|Block2|32|D,西半山,1995,25,blankblank,10 ROBINSON RD,10 羅便臣道,10 ROBINSON RD|10 羅便臣道,"嘉兆臺2座,羅便臣道","THE GRAND PANORAMA(BLOCK 2),ROBINSON RD","THE GRAND PANORAMA(Block 2),ROBINSON RD|嘉兆臺2座,羅便臣道",ROBINSON RDTHE GRAND PANORAMAblankblank|Phaseblank|Block2|32|Dconsid25.0,32,低,低層,東北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38497,20031700870019,ASP,2020-03-06,RES,blank,1959/12,25.0,0,1587,0,15753,blank,blank,5685302,20031700870019,blank,4.0,blank,blank,ROBINSON GDN APT,羅便臣花園大廈,blank,blank,ROBINSON RD,羅便臣道,3C,blank,HMW,IL645sAss3,|ROBINSON GDN APT羅便臣花園大廈|Phase |Block ,羅便臣道ROBINSON GDN APT羅便臣花園大廈|Phase|Block,羅便臣道ROBINSON GDN APT羅便臣花園大廈|Phase|Block|4|,西半山,1959,61,ROBINSON GDN APT羅便臣花園大廈,3C ROBINSON RD,3C 羅便臣道,3C ROBINSON RD|3C 羅便臣道,"羅便臣花園大廈,羅便臣道","ROBINSON GDN APT,ROBINSON RD","ROBINSON GDN APT,ROBINSON RD|羅便臣花園大廈,羅便臣道",ROBINSON RDblankROBINSON GDN APT羅便臣花園大廈|Phaseblank|Blockblank|4|blankconsid25.0,4,高,低層,東北,四正,良好,業主減價 上車筍盤 歡迎約睇
37651,19030801670059,ASP,2019-02-22,RES,blank,1993/11,25.12,1145,906,21939,27726,blank,BW:45 SF (GI/NE) / RF:762 SF / ,5508007,19030801670059,B,32.0,1,blank,blank,blank,LYTTELTON GDN,俊賢花園,LYTTELTON RD,列堤頓道,29,blank,HMW,IL1216sCRP /,LYTTELTON GDN||Phase |Block 1,列堤頓道LYTTELTON GDN|Phase|Block1,列堤頓道LYTTELTON GDN|Phase|Block1|32|B,西半山,1993,27,blankblank,29 LYTTELTON RD,29 列堤頓道,29 LYTTELTON RD|29 列堤頓道,"俊賢花園1座,列堤頓道","LYTTELTON GDN(BLOCK 1),LYTTELTON RD","LYTTELTON GDN(Block 1),LYTTELTON RD|俊賢花園1座,列堤頓道",LYTTELTON RDLYTTELTON GDNblankblank|Phaseblank|Block1|32|Bconsid25.12,32,低,中層,西南,沒資料,有,業主減價 上車筍盤 歡迎約睇
37632,19022701140010,ASP,2019-02-22,RES,CP,1972/08,25.2,0,1203,0,20948,blank,blank,5504437,19022701140010,B,10.0,blank,blank,VIENNA COURT,維也納閣,REALTY GDN,聯邦花園,CONDUIT RD,干德道,41,blank,HMW,IL2479sB&EXT,REALTY GDN|VIENNA COURT維也納閣|Phase |Block ,干德道REALTY GDNVIENNA COURT維也納閣|Phase|Block,干德道REALTY GDNVIENNA COURT維也納閣|Phase|Block|10|B,西半山,1972,48,VIENNA COURT維也納閣,41 CONDUIT RD,41 干德道,41 CONDUIT RD|41 干德道,"維也納閣(聯邦花園),干德道","VIENNA COURT,REALTY GDN,CONDUIT RD","VIENNA COURT,REALTY GDN,CONDUIT RD|維也納閣(聯邦花園),干德道",CONDUIT RDREALTY GDNVIENNA COURT維也納閣|Phaseblank|Blockblank|10|Bconsid25.2,10,中,低層,西北,呂字型,良好,單位實用四正 交通方便 配套完善
37718,19040101560029,ASP,2019-03-25,RES,CP,1993/09,25.2,1218,994,20690,25352,blank,BW:56 SF (GI/NE) / ,5518832,19040101560029,A,28.0,blank,blank,FLOURISH COURT,殷榮閣,blank,blank,CONDUIT RD,干德道,30,blank,HMW,IL706sDRP / IL706sCss1RP,|FLOURISH COURT殷榮閣|Phase |Block ,干德道FLOURISH COURT殷榮閣|Phase|Block,干德道FLOURISH COURT殷榮閣|Phase|Block|28|A,西半山,1993,27,FLOURISH COURT殷榮閣,30 CONDUIT RD,30 干德道,30 CONDUIT RD|30 干德道,"殷榮閣,干德道","FLOURISH COURT,CONDUIT RD","FLOURISH COURT,CONDUIT RD|殷榮閣,干德道",CONDUIT RDblankFLOURISH COURT殷榮閣|Phaseblank|Blockblank|28|Aconsid25.2,28,低,中層,東南,呂字型,有,業主減價 上車筍盤 歡迎約睇
38499,20031800650024,ASP,2020-03-06,RES,blank,1954/08,25.5,0,1370,0,18613,RF,blank,5685784,20031800650024,blank,4.0,blank,blank,MORNING LIGHT APTS,晨光大廈,blank,blank,MACDONNELL RD,麥當勞道,38A,blank,HMW,IL1388sH / IL1388sG /,|MORNING LIGHT APTS晨光大廈|Phase |Block ,麥當勞道MORNING LIGHT APTS晨光大廈|Phase|Block,麥當勞道MORNING LIGHT APTS晨光大廈|Phase|Block|4|,西半山,1954,66,MORNING LIGHT APTS晨光大廈,38A MACDONNELL RD,38A 麥當勞道,38A MACDONNELL RD|38A 麥當勞道,"晨光大廈,麥當勞道","MORNING LIGHT APTS,MACDONNELL RD","MORNING LIGHT APTS,MACDONNELL RD|晨光大廈,麥當勞道",MACDONNELL RDblankMORNING LIGHT APTS晨光大廈|Phaseblank|Blockblank|4|blankconsid25.5,4,高,低層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
37730,19040400140053,ASP,2019-03-29,RES,blank,1972/08,25.5,0,1208,0,21109,blank,blank,5520604,19040400140053,C,10.0,blank,blank,VENICE COURT,威尼斯閣,REALTY GDN,聯邦花園,CONDUIT RD,干德道,41,blank,HMW,IL2479sB&EXT,REALTY GDN|VENICE COURT威尼斯閣|Phase |Block ,干德道REALTY GDNVENICE COURT威尼斯閣|Phase|Block,干德道REALTY GDNVENICE COURT威尼斯閣|Phase|Block|10|C,西半山,1972,48,VENICE COURT威尼斯閣,41 CONDUIT RD,41 干德道,41 CONDUIT RD|41 干德道,"威尼斯閣(聯邦花園),干德道","VENICE COURT,REALTY GDN,CONDUIT RD","VENICE COURT,REALTY GDN,CONDUIT RD|威尼斯閣(聯邦花園),干德道",CONDUIT RDREALTY GDNVENICE COURT威尼斯閣|Phaseblank|Blockblank|10|Cconsid25.5,10,中,低層,東,呂字型,良好,業主減價 上車筍盤 歡迎約睇
