,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
8795,19042300200178,ASP,2019-03-26,RES,blank,2019/03,2.6875,0,384,0,6999,blank,blank,5529842,19042300200178,1,12.0,C,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block C,沐安街KAI LONG COURT|Phase|BlockC,沐安街KAI LONG COURT|Phase|BlockC|12|1,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑C座,沐安街","KAI LONG COURT(BLOCK C),MUK ON ST","KAI LONG COURT(Block C),MUK ON ST|啟朗苑C座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockC|12|1consid2.6875,12
8796,19042300200185,ASP,2019-04-08,RES,blank,2019/03,2.1321,0,287,0,7429,blank,blank,5529843,19042300200185,8,15.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|15|8,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|15|8consid2.1321,15
8797,19042400360170,ASP,2019-04-12,RES,blank,2017/07,45.4,0,1583,0,28680,blank,BAL:51 SF (NI) / ,5530647,19042400360170,blank,5.0,L12,blank,blank,blank,ONE KAI TAK (II),啟德1號 (II),MUK NING ST,沐寧街,8,blank,KKAI,NKIL6517,ONE KAI TAK (II)||Phase |Block L12,沐寧街ONE KAI TAK (II)|Phase|BlockL12,沐寧街ONE KAI TAK (II)|Phase|BlockL12|5|,啟德,2017,3,blankblank,8 MUK NING ST|沐寧街,8 MUK NING ST,8 沐寧街,"啟德1號 (II)L12座,沐寧街","ONE KAI TAK (II)(BLOCK L12),MUK NING ST","ONE KAI TAK (II)(Block L12),MUK NING ST|啟德1號 (II)L12座,沐寧街",MUK NING STONE KAI TAK (II)blankblank|Phaseblank|BlockL12|5|blankconsid45.4,5
8798,19042500120340,ASP,2019-04-04,RES,blank,2006/11,7.0,585,437,11966,16018,blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5531436,19042500120340,C,7.0,3,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 3,新碼頭街GRAND WATERFRONT|Phase|Block3,新碼頭街GRAND WATERFRONT|Phase|Block3|7|C,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣3座,新碼頭街","GRAND WATERFRONT(BLOCK 3),SAN MA TAU ST","GRAND WATERFRONT(Block 3),SAN MA TAU ST|翔龍灣3座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block3|7|Cconsid7.0,7
8799,19042501170124,ASP,2019-04-08,RES,blank,2018/12,14.608,0,486,0,30058,blank,BAL:22 SF (NI) / ,5531740,19042501170124,D,36.0,1,blank,blank,blank,OASIS KAI TAK,blank,MUK NING ST,沐寧街,10,blank,KKAI,NKIL6541,OASIS KAI TAK||Phase |Block 1,沐寧街OASIS KAI TAK|Phase|Block1,沐寧街OASIS KAI TAK|Phase|Block1|36|D,啟德,2018,2,blankblank,10 MUK NING ST|沐寧街,10 MUK NING ST,10 沐寧街,"blank1座,沐寧街","OASIS KAI TAK(BLOCK 1),MUK NING ST","OASIS KAI TAK(Block 1),MUK NING ST|blank1座,沐寧街",MUK NING STOASIS KAI TAKblankblank|Phaseblank|Block1|36|Dconsid14.608,36
8800,19042600150328,ASP,2019-04-16,RES,blank,2019/03,2.0108,0,288,0,6982,blank,blank,5532313,19042600150328,1,4.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|4|1,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|4|1consid2.0108,4
8801,19042601770014,ASP,2019-04-15,RES,blank,2019/03,1.9873,0,286,0,6949,blank,blank,5532875,19042601770014,12,4.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|4|12,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|4|12consid1.9873,4
8802,19042602430327,ASP,2019-04-15,RES,blank,2019/03,2.1179,0,288,0,7354,blank,blank,5533161,19042602430327,1,18.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|18|1,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|18|1consid2.1179,18
8803,19042900130012,ASP,2019-04-03,RES,blank,2019/03,2.1661,0,287,0,7547,blank,blank,5533387,19042900130012,8,20.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|20|8,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|20|8consid2.1661,20
8804,19042900150182,ASP,2019-04-12,RES,blank,2017/06,40.959,0,1638,0,25005,blank,BAL:54 SF (NI) / ,5533412,19042900150182,blank,5.0,L7,blank,blank,blank,ONE KAI TAK (I),啟德1號 (I),MUK NING ST,沐寧街,2,blank,KKAI,NKIL6516,ONE KAI TAK (I)||Phase |Block L7,沐寧街ONE KAI TAK (I)|Phase|BlockL7,沐寧街ONE KAI TAK (I)|Phase|BlockL7|5|,啟德,2017,3,blankblank,2 MUK NING ST|沐寧街,2 MUK NING ST,2 沐寧街,"啟德1號 (I)L7座,沐寧街","ONE KAI TAK (I)(BLOCK L7),MUK NING ST","ONE KAI TAK (I)(Block L7),MUK NING ST|啟德1號 (I)L7座,沐寧街",MUK NING STONE KAI TAK (I)blankblank|Phaseblank|BlockL7|5|blankconsid40.959,5
8805,19042900700062,ASP,2019-04-11,RES,blank,2019/03,2.1073,0,286,0,7368,blank,blank,5533613,19042900700062,12,20.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|20|12,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|20|12consid2.1073,20
8806,19042901190045,ASP,2019-04-11,RES,blank,2019/03,2.1242,0,286,0,7427,blank,blank,5533693,19042901190045,9,20.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|20|9,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|20|9consid2.1242,20
8808,19042902210121,ASP,2019-04-04,RES,blank,2006/11,13.48,1098,815,12277,16540,blank,BW:32 SF (GI/NE) / BAL:23 SF (GI/NI) / UP:16 SF (GI/NI) / ,5534013,19042902210121,F,49.0,1,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 1,新碼頭街GRAND WATERFRONT|Phase|Block1,新碼頭街GRAND WATERFRONT|Phase|Block1|49|F,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣1座,新碼頭街","GRAND WATERFRONT(BLOCK 1),SAN MA TAU ST","GRAND WATERFRONT(Block 1),SAN MA TAU ST|翔龍灣1座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block1|49|Fconsid13.48,49
8809,19042902250115,ASP,2019-04-10,RES,blank,2006/11,9.4,757,561,12417,16756,blank,BW:27 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5534044,19042902250115,E,9.0,1,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 1,新碼頭街GRAND WATERFRONT|Phase|Block1,新碼頭街GRAND WATERFRONT|Phase|Block1|9|E,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣1座,新碼頭街","GRAND WATERFRONT(BLOCK 1),SAN MA TAU ST","GRAND WATERFRONT(Block 1),SAN MA TAU ST|翔龍灣1座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block1|9|Econsid9.4,9
8810,19050200180462,ASP,2019-04-12,RES,blank,2019/03,2.1417,0,288,0,7436,blank,blank,5535092,19050200180462,1,22.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|22|1,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|22|1consid2.1417,22
8811,19050200330017,ASP,2019-04-25,RES,blank,2006/11,6.8,501,371,13573,18329,blank,BW:22 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5535163,19050200330017,H,27.0,5,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 5,新碼頭街GRAND WATERFRONT|Phase|Block5,新碼頭街GRAND WATERFRONT|Phase|Block5|27|H,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣5座,新碼頭街","GRAND WATERFRONT(BLOCK 5),SAN MA TAU ST","GRAND WATERFRONT(Block 5),SAN MA TAU ST|翔龍灣5座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block5|27|Hconsid6.8,27
8812,19050201690013,ASP,2019-04-08,RES,blank,2017/06,39.6396,0,1638,0,24200,blank,BAL:54 SF (NI) / ,5535524,19050201690013,blank,2.0,L7,blank,blank,blank,ONE KAI TAK (I),啟德1號 (I),MUK NING ST,沐寧街,2,blank,KKAI,NKIL6516,ONE KAI TAK (I)||Phase |Block L7,沐寧街ONE KAI TAK (I)|Phase|BlockL7,沐寧街ONE KAI TAK (I)|Phase|BlockL7|2|,啟德,2017,3,blankblank,2 MUK NING ST|沐寧街,2 MUK NING ST,2 沐寧街,"啟德1號 (I)L7座,沐寧街","ONE KAI TAK (I)(BLOCK L7),MUK NING ST","ONE KAI TAK (I)(Block L7),MUK NING ST|啟德1號 (I)L7座,沐寧街",MUK NING STONE KAI TAK (I)blankblank|Phaseblank|BlockL7|2|blankconsid39.6396,2
8813,19050600630118,ASP,2019-04-23,RES,blank,2006/11,6.78,522,389,12989,17429,blank,BW:19 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5537152,19050600630118,B,28.0,2,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 2,新碼頭街GRAND WATERFRONT|Phase|Block2,新碼頭街GRAND WATERFRONT|Phase|Block2|28|B,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣2座,新碼頭街","GRAND WATERFRONT(BLOCK 2),SAN MA TAU ST","GRAND WATERFRONT(Block 2),SAN MA TAU ST|翔龍灣2座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block2|28|Bconsid6.78,28
8814,19050602360097,ASP,2019-04-24,RES,blank,2018/08,13.18,0,486,0,27119,blank,BAL:23 SF (NI) / ,5537598,19050602360097,D,20.0,2,blank,blank,blank,K. CITY,嘉匯,MUK NING ST,沐寧街,7,blank,KKAI,NKIL6526,K. CITY||Phase |Block 2,沐寧街K. CITY|Phase|Block2,沐寧街K. CITY|Phase|Block2|20|D,啟德,2018,2,blankblank,7 MUK NING ST|沐寧街,7 MUK NING ST,7 沐寧街,"嘉匯2座,沐寧街","K. CITY(BLOCK 2),MUK NING ST","K. CITY(Block 2),MUK NING ST|嘉匯2座,沐寧街",MUK NING STK. CITYblankblank|Phaseblank|Block2|20|Dconsid13.18,20
8815,19050700660080,ASP,2019-04-15,RES,blank,2019/03,1.9248,0,286,0,6730,blank,blank,5538048,19050700660080,11,2.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|2|11,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|2|11consid1.9248,2
8816,19050800700062,ASP,2019-04-27,RES,blank,2015/11,8.642999999999999,0,472,0,18311,blank,BW:1 SF (NE) / BAL:22 SF (NI) / ,5539258,19050800700062,D,14.0,H1,blank,blank,blank,blank,煥然壹居,MUK CHUI ST,沐翠街,3,blank,KKAI,NKIL6515,||Phase |Block H1,沐翠街|Phase|BlockH1,沐翠街|Phase|BlockH1|14|D,啟德,2015,5,blankblank,3 MUK CHUI ST|沐翠街,3 MUK CHUI ST,3 沐翠街,"第H1座,3 沐翠街","Block H1,3 MUK CHUI ST","Block H1,3 MUK CHUI ST|第H1座,3 沐翠街",MUK CHUI STblankblankblank|Phaseblank|BlockH1|14|Dconsid8.642999999999999,14
8817,19050801610047,ASP,2019-04-09,RES,blank,2019/03,2.1247,0,288,0,7377,blank,blank,5539492,19050801610047,1,19.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|19|1,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|19|1consid2.1247,19
8818,19050802490165,ASP,2019-04-26,RES,blank,2006/11,7.03,500,370,14060,19000,blank,BW:22 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5539878,19050802490165,A,18.0,1,blank,blank,blank,GRAND WATERFRONT,翔龍灣,SAN MA TAU ST,新碼頭街,38,blank,KKAI,KML102RP,GRAND WATERFRONT||Phase |Block 1,新碼頭街GRAND WATERFRONT|Phase|Block1,新碼頭街GRAND WATERFRONT|Phase|Block1|18|A,啟德,2006,14,blankblank,38 SAN MA TAU ST|新碼頭街,38 SAN MA TAU ST,38 新碼頭街,"翔龍灣1座,新碼頭街","GRAND WATERFRONT(BLOCK 1),SAN MA TAU ST","GRAND WATERFRONT(Block 1),SAN MA TAU ST|翔龍灣1座,新碼頭街",SAN MA TAU STGRAND WATERFRONTblankblank|Phaseblank|Block1|18|Aconsid7.03,18
8820,19051000860122,ASP,2019-04-29,RES,blank,2018/11,7.8449,0,319,0,24592,blank,BAL:22 SF (NI) / ,5541304,19051000860122,C,8.0,2B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 2B,沐寧街VIBE CENTRO|Phase|Block2B,沐寧街VIBE CENTRO|Phase|Block2B|8|C,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽2B座,沐寧街","VIBE CENTRO(BLOCK 2B),MUK NING ST","VIBE CENTRO(Block 2B),MUK NING ST|龍譽2B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block2B|8|Cconsid7.8449,8
8821,19051000860132,ASP,2019-04-29,RES,blank,2018/11,25.0675,0,865,0,28980,blank,BAL:31 SF (NI) / UP:16 SF (NI) / ,5541305,19051000860132,F,11.0,2B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 2B,沐寧街VIBE CENTRO|Phase|Block2B,沐寧街VIBE CENTRO|Phase|Block2B|11|F,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽2B座,沐寧街","VIBE CENTRO(BLOCK 2B),MUK NING ST","VIBE CENTRO(Block 2B),MUK NING ST|龍譽2B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block2B|11|Fconsid25.0675,11
8823,19051400830039,ASP,2019-04-15,RES,blank,2019/03,1.8404,0,286,0,6435,blank,blank,5542548,19051400830039,11,1.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|1|11,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|1|11consid1.8404,1
8824,19051400870015,ASP,2019-04-16,RES,blank,2019/03,2.0618,0,288,0,7159,blank,blank,5542553,19051400870015,1,10.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|10|1,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|10|1consid2.0618,10
8825,19051500510018,ASP,2019-04-25,RES,blank,2018/11,24.8708,0,865,0,28752,blank,BAL:31 SF (NI) / UP:16 SF (NI) / ,5543423,19051500510018,F,10.0,2B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 2B,沐寧街VIBE CENTRO|Phase|Block2B,沐寧街VIBE CENTRO|Phase|Block2B|10|F,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽2B座,沐寧街","VIBE CENTRO(BLOCK 2B),MUK NING ST","VIBE CENTRO(Block 2B),MUK NING ST|龍譽2B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block2B|10|Fconsid24.8708,10
8826,19051500700519,ASP,2019-04-29,RES,blank,2018/12,50.02,0,1464,0,34167,+STAIRHOOD:45 SF                                                                ,BAL:52 SF (NI) / RF:458 SF / ,5543589,19051500700519,C,2.0,B,blank,blank,blank,OASIS KAI TAK,blank,MUK NING ST,沐寧街,10,blank,KKAI,NKIL6541,OASIS KAI TAK||Phase |Block B,沐寧街OASIS KAI TAK|Phase|BlockB,沐寧街OASIS KAI TAK|Phase|BlockB|2|C,啟德,2018,2,blankblank,10 MUK NING ST|沐寧街,10 MUK NING ST,10 沐寧街,"blankB座,沐寧街","OASIS KAI TAK(BLOCK B),MUK NING ST","OASIS KAI TAK(Block B),MUK NING ST|blankB座,沐寧街",MUK NING STOASIS KAI TAKblankblank|Phaseblank|BlockB|2|Cconsid50.02,2
8828,19051701870069,ASP,2019-04-29,RES,blank,2018/11,8.248,0,319,0,25856,blank,BAL:22 SF (NI) / ,5545960,19051701870069,C,33.0,2B,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 2B,沐寧街VIBE CENTRO|Phase|Block2B,沐寧街VIBE CENTRO|Phase|Block2B|33|C,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽2B座,沐寧街","VIBE CENTRO(BLOCK 2B),MUK NING ST","VIBE CENTRO(Block 2B),MUK NING ST|龍譽2B座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block2B|33|Cconsid8.248,33
8829,19052000570021,ASP,2019-03-27,RES,blank,2019/03,2.3405,0,385,0,6079,blank,blank,5546504,19052000570021,5,1.0,B,blank,blank,blank,KAI LONG COURT,啟朗苑,MUK ON ST,沐安街,18,blank,KKAI,NKIL6581,KAI LONG COURT||Phase |Block B,沐安街KAI LONG COURT|Phase|BlockB,沐安街KAI LONG COURT|Phase|BlockB|1|5,啟德,2019,1,blankblank,18 MUK ON ST|沐安街,18 MUK ON ST,18 沐安街,"啟朗苑B座,沐安街","KAI LONG COURT(BLOCK B),MUK ON ST","KAI LONG COURT(Block B),MUK ON ST|啟朗苑B座,沐安街",MUK ON STKAI LONG COURTblankblank|Phaseblank|BlockB|1|5consid2.3405,1
8830,19052001230104,ASP,2019-04-29,RES,blank,2018/11,6.2917,0,245,0,25680,blank,BAL:22 SF (NI) / ,5546784,19052001230104,C,10.0,1A,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 1A,沐寧街VIBE CENTRO|Phase|Block1A,沐寧街VIBE CENTRO|Phase|Block1A|10|C,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽1A座,沐寧街","VIBE CENTRO(BLOCK 1A),MUK NING ST","VIBE CENTRO(Block 1A),MUK NING ST|龍譽1A座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block1A|10|Cconsid6.2917,10
8831,19052001230112,ASP,2019-04-29,RES,blank,2018/11,24.8178,0,835,0,29722,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,5546785,19052001230112,A,20.0,1A,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 1A,沐寧街VIBE CENTRO|Phase|Block1A,沐寧街VIBE CENTRO|Phase|Block1A|20|A,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽1A座,沐寧街","VIBE CENTRO(BLOCK 1A),MUK NING ST","VIBE CENTRO(Block 1A),MUK NING ST|龍譽1A座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block1A|20|Aconsid24.8178,20
8832,19052001230122,ASP,2019-04-29,RES,blank,2018/11,6.2474,0,245,0,25500,blank,BAL:22 SF (NI) / ,5546786,19052001230122,C,9.0,1A,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 1A,沐寧街VIBE CENTRO|Phase|Block1A,沐寧街VIBE CENTRO|Phase|Block1A|9|C,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽1A座,沐寧街","VIBE CENTRO(BLOCK 1A),MUK NING ST","VIBE CENTRO(Block 1A),MUK NING ST|龍譽1A座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block1A|9|Cconsid6.2474,9
8833,19052001230131,ASP,2019-05-03,RES,blank,2018/11,24.9156,0,835,0,29839,blank,BAL:29 SF (NI) / UP:16 SF (NI) / ,5546787,19052001230131,A,18.0,1A,blank,blank,blank,VIBE CENTRO,龍譽,MUK NING ST,沐寧街,9,blank,KKAI,NKIL6527,VIBE CENTRO||Phase |Block 1A,沐寧街VIBE CENTRO|Phase|Block1A,沐寧街VIBE CENTRO|Phase|Block1A|18|A,啟德,2018,2,blankblank,9 MUK NING ST|沐寧街,9 MUK NING ST,9 沐寧街,"龍譽1A座,沐寧街","VIBE CENTRO(BLOCK 1A),MUK NING ST","VIBE CENTRO(Block 1A),MUK NING ST|龍譽1A座,沐寧街",MUK NING STVIBE CENTROblankblank|Phaseblank|Block1A|18|Aconsid24.9156,18
