,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
94794,19010800220010,ASP,2019-01-02,RES,blank,2002/04,6.2,673,509,9212,12181,blank,BW:33 SF (GI/NE) / ,5481144,19010800220010,F,6.0,10,blank,blank,blank,THE PARCVILLE,采葉庭,YUEN LONG KAU HUI RD,元朗舊墟路,33,blank,NYL,YLTL506,THE PARCVILLE||Phase |Block 10,元朗舊墟路THE PARCVILLE|Phase|Block10,元朗舊墟路THE PARCVILLE|Phase|Block10|6|F,元朗,2002,18,blankblank,33 YUEN LONG KAU HUI RD|元朗舊墟路,33 YUEN LONG KAU HUI RD,33 元朗舊墟路,"采葉庭10座,元朗舊墟路","THE PARCVILLE(BLOCK 10),YUEN LONG KAU HUI RD","THE PARCVILLE(Block 10),YUEN LONG KAU HUI RD|采葉庭10座,元朗舊墟路",YUEN LONG KAU HUI RDTHE PARCVILLEblankblank|Phaseblank|Block10|6|Fconsid6.2,6,中層,南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
97937,19120602300203,ASP,2019-11-15,RES,blank,2016/12,6.3438,0,430,0,14753,blank,BW:38 SF (NE) / ,5650502,19120602300203,E,12.0,3,blank,blank,blank,YUCCIE SQUARE,世宙,YUEN LONG ON NING RD,元朗安寧路,38,blank,NYL,YLTL518,YUCCIE SQUARE||Phase |Block 3,元朗安寧路YUCCIE SQUARE|Phase|Block3,元朗安寧路YUCCIE SQUARE|Phase|Block3|12|E,元朗,2016,4,blankblank,38 YUEN LONG ON NING RD|元朗安寧路,38 YUEN LONG ON NING RD,38 元朗安寧路,"世宙3座,元朗安寧路","YUCCIE SQUARE(BLOCK 3),YUEN LONG ON NING RD","YUCCIE SQUARE(Block 3),YUEN LONG ON NING RD|世宙3座,元朗安寧路",YUEN LONG ON NING RDYUCCIE SQUAREblankblank|Phaseblank|Block3|12|Econsid6.3438,12,中層,西,呂字型,有,單位實用四正 交通方便 配套完善
97938,19120900220119,ASP,2019-11-18,RES,blank,1991/10,8.9,969,763,9185,11664,blank,BW:34 SF (GI/NE) / ,5650573,19120900220119,2,16.0,C,2,blank,blank,MANHATTAN PLAZA,富達廣場,SAI CHING ST,西菁街,23,blank,NYL,YLTL389,MANHATTAN PLAZA||Phase 2|Block C,西菁街MANHATTAN PLAZA|Phase2|BlockC,西菁街MANHATTAN PLAZA|Phase2|BlockC|16|2,元朗,1991,29,blankblank,23 SAI CHING ST|西菁街,23 SAI CHING ST,23 西菁街,"富達廣場C座,西菁街","MANHATTAN PLAZA(BLOCK C),SAI CHING ST","MANHATTAN PLAZA(Block C),SAI CHING ST|富達廣場C座,西菁街",SAI CHING STMANHATTAN PLAZAblankblank|Phase2|BlockC|16|2consid8.9,16,高層,北,沒資料,基本,單位實用四正 交通方便 配套完善
97939,19120900340022,ASP,2019-11-20,RES,blank,1975/08,3.9,0,320,0,12188,blank,blank,5650910,19120900340022,F,13.0,blank,blank,FAR EAST CONSORTIUM YL BLDG,遠東發展元朗大廈,blank,blank,YUEN LONG ON LOK RD,元朗安樂路,29,blank,NYL,YLTL128,|FAR EAST CONSORTIUM YL BLDG遠東發展元朗大廈|Phase |Block ,元朗安樂路FAR EAST CONSORTIUM YL BLDG遠東發展元朗大廈|Phase|Block,元朗安樂路FAR EAST CONSORTIUM YL BLDG遠東發展元朗大廈|Phase|Block|13|F,元朗,1975,45,FAR EAST CONSORTIUM YL BLDG遠東發展元朗大廈,29 YUEN LONG ON LOK RD|元朗安樂路,29 YUEN LONG ON LOK RD,29 元朗安樂路,"遠東發展元朗大廈,元朗安樂路","FAR EAST CONSORTIUM YL BLDG,YUEN LONG ON LOK RD","FAR EAST CONSORTIUM YL BLDG,YUEN LONG ON LOK RD|遠東發展元朗大廈,元朗安樂路",YUEN LONG ON LOK RDblankFAR EAST CONSORTIUM YL BLDG遠東發展元朗大廈|Phaseblank|Blockblank|13|Fconsid3.9,13,高層,東,呂字型,有,單位實用四正 交通方便 配套完善
97940,19120900620028,ASP,2019-11-25,RES,blank,1979/02,3.9,446,380,8744,10263,blank,blank,5650647,19120900620028,5,17.0,B,blank,blank,blank,TAI HANG BLDG,大興大廈,YUEN LONG TUNG TAI ST,元朗東堤街,14,blank,NYL,YLTL261,TAI HANG BLDG||Phase |Block B,元朗東堤街TAI HANG BLDG|Phase|BlockB,元朗東堤街TAI HANG BLDG|Phase|BlockB|17|5,元朗,1979,41,blankblank,14 YUEN LONG TUNG TAI ST|元朗東堤街,14 YUEN LONG TUNG TAI ST,14 元朗東堤街,"大興大廈B座,元朗東堤街","TAI HANG BLDG(BLOCK B),YUEN LONG TUNG TAI ST","TAI HANG BLDG(Block B),YUEN LONG TUNG TAI ST|大興大廈B座,元朗東堤街",YUEN LONG TUNG TAI STTAI HANG BLDGblankblank|Phaseblank|BlockB|17|5consid3.9,17,低層,東,四正,基本,單位實用四正 交通方便 配套完善
97941,19120900620048,ASP,2019-12-02,RES,blank,1999/11,6.88,1150,874,5983,7872,blank,blank,5650649,19120900620048,C,3.0,9,blank,blank,blank,CASA DE ORO,金閣豪園,HUNG SHUI KIU MAIN ST,洪水橋大街,23,blank,NYL,DD124LOT4301,CASA DE ORO||Phase |Block 9,洪水橋大街CASA DE ORO|Phase|Block9,洪水橋大街CASA DE ORO|Phase|Block9|3|C,元朗,1999,21,blankblank,23 HUNG SHUI KIU MAIN ST|洪水橋大街,23 HUNG SHUI KIU MAIN ST,23 洪水橋大街,"金閣豪園9座,洪水橋大街","CASA DE ORO(BLOCK 9),HUNG SHUI KIU MAIN ST","CASA DE ORO(Block 9),HUNG SHUI KIU MAIN ST|金閣豪園9座,洪水橋大街",HUNG SHUI KIU MAIN STCASA DE OROblankblank|Phaseblank|Block9|3|Cconsid6.88,3,高層,南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
97944,19120900780019,ASP,2019-11-22,RES,blank,2019/10,8.6679,0,561,0,15451,blank,BAL:27 SF (NI) / ,5650686,19120900780019,C,12.0,26,2B,PARK YOHO NAPOLI,blank,PARK VISTA,峻巒,CASTLE PEAK RD TAM MI,青山公路潭尾段,18,blank,NYL,DD107LOT1927RP,PARK VISTA|PARK YOHO NAPOLI|Phase 2B|Block 26,青山公路潭尾段PARK VISTAPARK YOHO NAPOLI|Phase2B|Block26,青山公路潭尾段PARK VISTAPARK YOHO NAPOLI|Phase2B|Block26|12|C,元朗,2019,1,PARK YOHO NAPOLIblank,18 CASTLE PEAK RD TAM MI|青山公路潭尾段,18 CASTLE PEAK RD TAM MI,18 青山公路潭尾段,"blank,峻巒,青山公路潭尾段","PARK YOHO NAPOLI,PARK VISTA,CASTLE PEAK RD TAM MI","PARK YOHO NAPOLI,PARK VISTA,CASTLE PEAK RD TAM MI|blank,峻巒,青山公路潭尾段",CASTLE PEAK RD TAM MIPARK VISTAPARK YOHO NAPOLIblank|Phase2B|Block26|12|Cconsid8.6679,12,高層,東北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
97945,19120901390303,ASP,2019-11-29,RES,blank,2013/10,5.098,0,358,0,14240,blank,BW:29 SF (NE) / UP:16 SF (NI) / ,5650772,19120901390303,D,19.0,10,blank,blank,blank,THE REACH,尚悅,SHAP PAT HEUNG RD,十八鄉路,11,blank,NYL,YLTL526RP,THE REACH||Phase |Block 10,十八鄉路THE REACH|Phase|Block10,十八鄉路THE REACH|Phase|Block10|19|D,元朗,2013,7,blankblank,11 SHAP PAT HEUNG RD|十八鄉路,11 SHAP PAT HEUNG RD,11 十八鄉路,"尚悅10座,十八鄉路","THE REACH(BLOCK 10),SHAP PAT HEUNG RD","THE REACH(Block 10),SHAP PAT HEUNG RD|尚悅10座,十八鄉路",SHAP PAT HEUNG RDTHE REACHblankblank|Phaseblank|Block10|19|Dconsid5.098,19,中層,南,沒資料,有,業主減價 上車筍盤 歡迎約睇
97946,19120901470020,ASP,2019-11-22,RES,blank,2021/03,9.983,0,916,0,10898,blank,BAL:24 SF (NI) / UP:16 SF (NI) / ,5650792,19120901470020,B,5.0,5,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 5,高埔徑CRESCENT GREEN|Phase|Block5,高埔徑CRESCENT GREEN|Phase|Block5|5|B,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈5座,高埔徑","CRESCENT GREEN(BLOCK 5),KO PO PATH","CRESCENT GREEN(Block 5),KO PO PATH|山水盈5座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block5|5|Bconsid9.983,5,高層,東北,四正,良好,業主減價 上車筍盤 歡迎約睇
97947,19120901470039,ASP,2019-11-22,RES,blank,2021/03,10.25,0,966,0,10611,blank,BAL:24 SF (NI) / UP:16 SF (NI) / RM:46 SF (NE) / ,5650793,19120901470039,B,3.0,2,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 2,高埔徑CRESCENT GREEN|Phase|Block2,高埔徑CRESCENT GREEN|Phase|Block2|3|B,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈2座,高埔徑","CRESCENT GREEN(BLOCK 2),KO PO PATH","CRESCENT GREEN(Block 2),KO PO PATH|山水盈2座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block2|3|Bconsid10.25,3,低層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
97948,19120901470042,ASP,2019-11-22,RES,blank,2021/03,11.630999999999998,0,967,0,12028,blank,BAL:24 SF (NI) / UP:16 SF (NI) / RM:46 SF (NE) / ,5650794,19120901470042,B,9.0,3,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 3,高埔徑CRESCENT GREEN|Phase|Block3,高埔徑CRESCENT GREEN|Phase|Block3|9|B,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈3座,高埔徑","CRESCENT GREEN(BLOCK 3),KO PO PATH","CRESCENT GREEN(Block 3),KO PO PATH|山水盈3座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block3|9|Bconsid11.630999999999998,9,中層,東,沒資料,有,業主減價 上車筍盤 歡迎約睇
97949,19120901470050,ASP,2019-11-22,RES,blank,2021/03,9.068,0,916,0,9900,blank,BAL:24 SF (NI) / UP:16 SF (NI) / ,5650795,19120901470050,B,2.0,5,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 5,高埔徑CRESCENT GREEN|Phase|Block5,高埔徑CRESCENT GREEN|Phase|Block5|2|B,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈5座,高埔徑","CRESCENT GREEN(BLOCK 5),KO PO PATH","CRESCENT GREEN(Block 5),KO PO PATH|山水盈5座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block5|2|Bconsid9.068,2,高層,西,呂字型,有,業主減價 上車筍盤 歡迎約睇
97950,19120901470061,ASP,2019-11-22,RES,blank,2021/03,11.245,0,967,0,11629,blank,BAL:24 SF (NI) / UP:16 SF (NI) / RM:46 SF (NE) / ,5650796,19120901470061,B,7.0,3,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 3,高埔徑CRESCENT GREEN|Phase|Block3,高埔徑CRESCENT GREEN|Phase|Block3|7|B,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈3座,高埔徑","CRESCENT GREEN(BLOCK 3),KO PO PATH","CRESCENT GREEN(Block 3),KO PO PATH|山水盈3座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block3|7|Bconsid11.245,7,低層,西北,四正,有,業主減價 上車筍盤 歡迎約睇
97951,19120901470077,ASP,2019-11-22,RES,blank,2021/03,12.138,0,968,0,12539,blank,BAL:24 SF (NI) / UP:16 SF (NI) / RM:46 SF (NE) / ,5650797,19120901470077,A,10.0,3,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 3,高埔徑CRESCENT GREEN|Phase|Block3,高埔徑CRESCENT GREEN|Phase|Block3|10|A,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈3座,高埔徑","CRESCENT GREEN(BLOCK 3),KO PO PATH","CRESCENT GREEN(Block 3),KO PO PATH|山水盈3座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block3|10|Aconsid12.138,10,低層,東南,沒資料,良好,單位實用四正 交通方便 配套完善
97952,19120901470083,ASP,2019-11-22,RES,blank,2021/03,10.557,0,966,0,10929,blank,BAL:24 SF (NI) / UP:16 SF (NI) / RM:46 SF (NE) / ,5650798,19120901470083,B,2.0,2,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 2,高埔徑CRESCENT GREEN|Phase|Block2,高埔徑CRESCENT GREEN|Phase|Block2|2|B,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈2座,高埔徑","CRESCENT GREEN(BLOCK 2),KO PO PATH","CRESCENT GREEN(Block 2),KO PO PATH|山水盈2座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block2|2|Bconsid10.557,2,低層,東,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
97953,19120901470090,ASP,2019-11-22,RES,blank,2021/03,11.108,0,946,0,11742,blank,BAL:24 SF (NI) / UP:16 SF (NI) / ,5650799,19120901470090,A,12.0,5,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 5,高埔徑CRESCENT GREEN|Phase|Block5,高埔徑CRESCENT GREEN|Phase|Block5|12|A,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈5座,高埔徑","CRESCENT GREEN(BLOCK 5),KO PO PATH","CRESCENT GREEN(Block 5),KO PO PATH|山水盈5座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block5|12|Aconsid11.108,12,中層,東,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
97954,19120901470107,ASP,2019-11-22,RES,blank,2021/03,10.772,0,966,0,11151,blank,BAL:24 SF (NI) / UP:16 SF (NI) / RM:46 SF (NE) / ,5650800,19120901470107,B,6.0,2,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 2,高埔徑CRESCENT GREEN|Phase|Block2,高埔徑CRESCENT GREEN|Phase|Block2|6|B,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈2座,高埔徑","CRESCENT GREEN(BLOCK 2),KO PO PATH","CRESCENT GREEN(Block 2),KO PO PATH|山水盈2座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block2|6|Bconsid10.772,6,高層,西,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
97955,19120901470114,ASP,2019-11-22,RES,blank,2021/03,11.38,0,967,0,11768,blank,BAL:24 SF (NI) / UP:16 SF (NI) / RM:46 SF (NE) / ,5650801,19120901470114,B,8.0,3,blank,blank,blank,CRESCENT GREEN,山水盈,KO PO PATH,高埔徑,3,blank,NYL,DD103LOT1066,CRESCENT GREEN||Phase |Block 3,高埔徑CRESCENT GREEN|Phase|Block3,高埔徑CRESCENT GREEN|Phase|Block3|8|B,元朗,2021,-1,blankblank,3 KO PO PATH|高埔徑,3 KO PO PATH,3 高埔徑,"山水盈3座,高埔徑","CRESCENT GREEN(BLOCK 3),KO PO PATH","CRESCENT GREEN(Block 3),KO PO PATH|山水盈3座,高埔徑",KO PO PATHCRESCENT GREENblankblank|Phaseblank|Block3|8|Bconsid11.38,8,中層,西北,沒資料,良好,單位實用四正 交通方便 配套完善
97956,19120901670010,ASP,2019-11-25,RES,blank,2021/03,5.377000000000002,0,303,0,17746,blank,BAL:22 SF (NI) / ,5650831,19120901670010,B2,9.0,blank,blank,ATRIUM HSE,瑧頤,blank,blank,SHAP PAT HEUNG RD,十八鄉路,99,blank,NYL,DD120LOT4056,|ATRIUM HSE瑧頤|Phase |Block ,十八鄉路ATRIUM HSE瑧頤|Phase|Block,十八鄉路ATRIUM HSE瑧頤|Phase|Block|9|B2,元朗,2021,-1,ATRIUM HSE瑧頤,99 SHAP PAT HEUNG RD|十八鄉路,99 SHAP PAT HEUNG RD,99 十八鄉路,"瑧頤,十八鄉路","ATRIUM HSE,SHAP PAT HEUNG RD","ATRIUM HSE,SHAP PAT HEUNG RD|瑧頤,十八鄉路",SHAP PAT HEUNG RDblankATRIUM HSE瑧頤|Phaseblank|Blockblank|9|B2consid5.377000000000002,9,中層,北,沒資料,有,單位實用四正 交通方便 配套完善
97958,19121000300071,ASP,2019-11-29,RES,blank,1989/05,5.45,556,465,9802,11720,blank,BW:14 SF (GU/NU) / ,5650984,19121000300071,C,17.0,blank,blank,WAI FAT BLDG,偉發大廈,blank,blank,FUNG CHEUNG RD,鳳翔路,5F,blank,NYL,YLTL434,|WAI FAT BLDG偉發大廈|Phase |Block ,鳳翔路WAI FAT BLDG偉發大廈|Phase|Block,鳳翔路WAI FAT BLDG偉發大廈|Phase|Block|17|C,元朗,1989,31,WAI FAT BLDG偉發大廈,5F FUNG CHEUNG RD|鳳翔路,5F FUNG CHEUNG RD,5F 鳳翔路,"偉發大廈,鳳翔路","WAI FAT BLDG,FUNG CHEUNG RD","WAI FAT BLDG,FUNG CHEUNG RD|偉發大廈,鳳翔路",FUNG CHEUNG RDblankWAI FAT BLDG偉發大廈|Phaseblank|Blockblank|17|Cconsid5.45,17,高層,西南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
97959,19121000500144,ASP,2019-11-28,RES,blank,1979/07,2.35,416,378,5649,6217,blank,blank,5651036,19121000500144,Q,4.0,blank,blank,TAK CHEUNG BLDG,德祥樓,blank,blank,HUNG SHUI KIU MAIN ST,洪水橋大街,1,blank,NYL,DD124LOT4177,|TAK CHEUNG BLDG德祥樓|Phase |Block ,洪水橋大街TAK CHEUNG BLDG德祥樓|Phase|Block,洪水橋大街TAK CHEUNG BLDG德祥樓|Phase|Block|4|Q,元朗,1979,41,TAK CHEUNG BLDG德祥樓,1 HUNG SHUI KIU MAIN ST|洪水橋大街,1 HUNG SHUI KIU MAIN ST,1 洪水橋大街,"德祥樓,洪水橋大街","TAK CHEUNG BLDG,HUNG SHUI KIU MAIN ST","TAK CHEUNG BLDG,HUNG SHUI KIU MAIN ST|德祥樓,洪水橋大街",HUNG SHUI KIU MAIN STblankTAK CHEUNG BLDG德祥樓|Phaseblank|Blockblank|4|Qconsid2.35,4,低層,西南,沒資料,有,業主減價 上車筍盤 歡迎約睇
97960,19121000660134,ASP,2019-11-29,RES,blank,2019/10,5.0962,0,254,0,20064,blank,BAL:22 SF (NI) / ,5651083,19121000660134,E,12.0,26,2B,PARK YOHO NAPOLI,blank,PARK VISTA,峻巒,CASTLE PEAK RD TAM MI,青山公路潭尾段,18,blank,NYL,DD107LOT1927RP,PARK VISTA|PARK YOHO NAPOLI|Phase 2B|Block 26,青山公路潭尾段PARK VISTAPARK YOHO NAPOLI|Phase2B|Block26,青山公路潭尾段PARK VISTAPARK YOHO NAPOLI|Phase2B|Block26|12|E,元朗,2019,1,PARK YOHO NAPOLIblank,18 CASTLE PEAK RD TAM MI|青山公路潭尾段,18 CASTLE PEAK RD TAM MI,18 青山公路潭尾段,"blank,峻巒,青山公路潭尾段","PARK YOHO NAPOLI,PARK VISTA,CASTLE PEAK RD TAM MI","PARK YOHO NAPOLI,PARK VISTA,CASTLE PEAK RD TAM MI|blank,峻巒,青山公路潭尾段",CASTLE PEAK RD TAM MIPARK VISTAPARK YOHO NAPOLIblank|Phase2B|Block26|12|Econsid5.0962,12,低層,西北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
97961,19121001470060,ASP,2019-11-29,RES,blank,2019/10,10.1388,0,589,0,17214,blank,FR:184 SF / ,5651245,19121001470060,D,1.0,25A,2B,PARK YOHO NAPOLI,blank,PARK VISTA,峻巒,CASTLE PEAK RD TAM MI,青山公路潭尾段,18,blank,NYL,DD107LOT1927RP,PARK VISTA|PARK YOHO NAPOLI|Phase 2B|Block 25A,青山公路潭尾段PARK VISTAPARK YOHO NAPOLI|Phase2B|Block25A,青山公路潭尾段PARK VISTAPARK YOHO NAPOLI|Phase2B|Block25A|1|D,元朗,2019,1,PARK YOHO NAPOLIblank,18 CASTLE PEAK RD TAM MI|青山公路潭尾段,18 CASTLE PEAK RD TAM MI,18 青山公路潭尾段,"blank,峻巒,青山公路潭尾段","PARK YOHO NAPOLI,PARK VISTA,CASTLE PEAK RD TAM MI","PARK YOHO NAPOLI,PARK VISTA,CASTLE PEAK RD TAM MI|blank,峻巒,青山公路潭尾段",CASTLE PEAK RD TAM MIPARK VISTAPARK YOHO NAPOLIblank|Phase2B|Block25A|1|Dconsid10.1388,1,中層,西,四正,良好,單位實用四正 交通方便 配套完善
97962,19121001760038,ASP,2019-11-18,RES,blank,2004/04,6.0,525,395,11429,15190,blank,BW:29 SF (GI/NE) / ,5651299,19121001760038,G,10.0,1,blank,blank,blank,YOHO TOWN,新時代廣場,YUEN LUNG ST,元龍街,8,blank,NYL,YLTL503RP&EXT,YOHO TOWN||Phase |Block 1,元龍街YOHO TOWN|Phase|Block1,元龍街YOHO TOWN|Phase|Block1|10|G,元朗,2004,16,blankblank,8 YUEN LUNG ST|元龍街,8 YUEN LUNG ST,8 元龍街,"新時代廣場1座,元龍街","YOHO TOWN(BLOCK 1),YUEN LUNG ST","YOHO TOWN(Block 1),YUEN LUNG ST|新時代廣場1座,元龍街",YUEN LUNG STYOHO TOWNblankblank|Phaseblank|Block1|10|Gconsid6.0,10,低層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
97963,19121002080159,ASP,2019-11-22,RES,blank,2017/03,4.55,0,303,0,15016,blank,BAL:22 SF (NI) / ,5651379,19121002080159,L,19.0,2,blank,blank,blank,TWIN REGENCY,映御,TAK YIP ST,德業街,11,blank,NYL,YLTL528,TWIN REGENCY||Phase |Block 2,德業街TWIN REGENCY|Phase|Block2,德業街TWIN REGENCY|Phase|Block2|19|L,元朗,2017,3,blankblank,11 TAK YIP ST|德業街,11 TAK YIP ST,11 德業街,"映御2座,德業街","TWIN REGENCY(BLOCK 2),TAK YIP ST","TWIN REGENCY(Block 2),TAK YIP ST|映御2座,德業街",TAK YIP STTWIN REGENCYblankblank|Phaseblank|Block2|19|Lconsid4.55,19,高層,北,沒資料,有,單位實用四正 交通方便 配套完善
97964,19121002160183,ASP,2019-11-22,RES,blank,1992/05,5.75,609,442,9442,13009,blank,BW:38 SF (GI/NE) / ,5651425,19121002160183,8,3.0,A,blank,blank,blank,YEE FUNG GDN,怡豐花園,MA TIN RD,馬田路,38,blank,NYL,YLTL429,YEE FUNG GDN||Phase |Block A,馬田路YEE FUNG GDN|Phase|BlockA,馬田路YEE FUNG GDN|Phase|BlockA|3|8,元朗,1992,28,blankblank,38 MA TIN RD|馬田路,38 MA TIN RD,38 馬田路,"怡豐花園A座,馬田路","YEE FUNG GDN(BLOCK A),MA TIN RD","YEE FUNG GDN(Block A),MA TIN RD|怡豐花園A座,馬田路",MA TIN RDYEE FUNG GDNblankblank|Phaseblank|BlockA|3|8consid5.75,3,中層,西南,呂字型,基本,單位實用四正 交通方便 配套完善
97965,19121002210092,ASP,2019-11-28,RES,blank,2019/10,36.0824,0,1702,0,21200,blank,BAL:38 SF (NI) / GDN:932 SF / ,5651448,19121002210092,A,,27B,2B,PARK YOHO NAPOLI,blank,PARK VISTA,峻巒,CASTLE PEAK RD TAM MI,青山公路潭尾段,18,blank,NYL,DD107LOT1927RP,PARK VISTA|PARK YOHO NAPOLI|Phase 2B|Block 27B,青山公路潭尾段PARK VISTAPARK YOHO NAPOLI|Phase2B|Block27B,青山公路潭尾段PARK VISTAPARK YOHO NAPOLI|Phase2B|Block27B|G|A,元朗,2019,1,PARK YOHO NAPOLIblank,18 CASTLE PEAK RD TAM MI|青山公路潭尾段,18 CASTLE PEAK RD TAM MI,18 青山公路潭尾段,"blank,峻巒,青山公路潭尾段","PARK YOHO NAPOLI,PARK VISTA,CASTLE PEAK RD TAM MI","PARK YOHO NAPOLI,PARK VISTA,CASTLE PEAK RD TAM MI|blank,峻巒,青山公路潭尾段",CASTLE PEAK RD TAM MIPARK VISTAPARK YOHO NAPOLIblank|Phase2B|Block27B|G|Aconsid36.0824,G,低層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
97967,19121100420321,ASP,2019-11-28,RES,CP,1993/06,6.16,850,739,7247,8336,blank,BW:29 SF (GI/NE) / ,5651602,19121100420321,D,1.0,10,blank,blank,blank,THE ELDORADO,金碧花園,SHA TSENG RD,沙井路,11,blank,NYL,DD121LOT2030,THE ELDORADO||Phase |Block 10,沙井路THE ELDORADO|Phase|Block10,沙井路THE ELDORADO|Phase|Block10|1|D,元朗,1993,27,blankblank,11 SHA TSENG RD|沙井路,11 SHA TSENG RD,11 沙井路,"金碧花園10座,沙井路","THE ELDORADO(BLOCK 10),SHA TSENG RD","THE ELDORADO(Block 10),SHA TSENG RD|金碧花園10座,沙井路",SHA TSENG RDTHE ELDORADOblankblank|Phaseblank|Block10|1|Dconsid6.16,1,中層,西,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
