,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
49306,19011101170103,ASP,2019-01-07,RES,blank,2011/12,21.08,1272,995,16572,21186,blank,BW:23 SF (GI/NE) / BAL:24 SF (GI/NI) / UP:16 SF (GI/NI) / ,5483492,19011101170103,D,35.0,8,blank,blank,blank,IMPERIAL CULLINAN,瓏璽,HOI FAI RD,海輝道,10,blank,KSWK,KIL11146,IMPERIAL CULLINAN||Phase |Block 8,海輝道IMPERIAL CULLINAN|Phase|Block8,海輝道IMPERIAL CULLINAN|Phase|Block8|35|D,荔枝角南/南昌/奧運,2011,9,blankblank,10 HOI FAI RD|海輝道,10 HOI FAI RD,10 海輝道,"瓏璽8座,海輝道","IMPERIAL CULLINAN(BLOCK 8),HOI FAI RD","IMPERIAL CULLINAN(Block 8),HOI FAI RD|瓏璽8座,海輝道",HOI FAI RDIMPERIAL CULLINANblankblank|Phaseblank|Block8|35|Dconsid21.08,35
51709,19111301670097,ASP,2019-10-24,RES,blank,2019/06,15.789,0,528,0,29903,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5639224,19111301670097,D,49.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|49|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|49|Dconsid15.789,49
51710,19111301670104,ASP,2019-10-24,RES,blank,2019/06,6.2511,0,267,0,23412,blank,BAL:21 SF (NI) / ,5639225,19111301670104,E,12.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|12|E,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|12|Econsid6.2511,12
51711,19111400170065,ASP,2019-11-11,RES,blank,2006/09,9.8,621,484,15781,20248,blank,BW:13 SF (GI/NE) / BAL:21 SF (GI/NI) / UP:16 SF (GI/NI) / ,5639272,19111400170065,D,19.0,6,blank,blank,blank,HARBOUR GREEN,君匯港,SHAM MONG RD,深旺道,8,blank,KSWK,KIL11151,HARBOUR GREEN||Phase |Block 6,深旺道HARBOUR GREEN|Phase|Block6,深旺道HARBOUR GREEN|Phase|Block6|19|D,荔枝角南/南昌/奧運,2006,14,blankblank,8 SHAM MONG RD|深旺道,8 SHAM MONG RD,8 深旺道,"君匯港6座,深旺道","HARBOUR GREEN(BLOCK 6),SHAM MONG RD","HARBOUR GREEN(Block 6),SHAM MONG RD|君匯港6座,深旺道",SHAM MONG RDHARBOUR GREENblankblank|Phaseblank|Block6|19|Dconsid9.8,19
51712,19111400180033,ASP,2019-10-21,RES,blank,2003/10,39.8,1445,1132,27543,35159,blank,BW:41 SF (GI/NE) / BAL:30 SF (GI/NI) / PF:8 SF (GE/NE) / ,5639276,19111400180033,A,78.0,1,2,blank,blank,SORRENTO,擎天半島,AUSTIN RD W,柯士甸道西,1,blank,KSWK,KIL11080 SITE B,SORRENTO||Phase 2|Block 1,柯士甸道西SORRENTO|Phase2|Block1,柯士甸道西SORRENTO|Phase2|Block1|78|A,荔枝角南/南昌/奧運,2003,17,blankblank,1 AUSTIN RD W|柯士甸道西,1 AUSTIN RD W,1 柯士甸道西,"擎天半島1座,柯士甸道西","SORRENTO(BLOCK 1),AUSTIN RD W","SORRENTO(Block 1),AUSTIN RD W|擎天半島1座,柯士甸道西",AUSTIN RD WSORRENTOblankblank|Phase2|Block1|78|Aconsid39.8,78
51713,19111400340168,ASP,2019-11-01,RES,blank,2006/09,9.2,617,476,14911,19328,blank,BW:18 SF (GI/NE) / BAL:21 SF (GI/NI) / UP:16 SF (GI/NI) / ,5639294,19111400340168,G,28.0,3,blank,blank,blank,HARBOUR GREEN,君匯港,SHAM MONG RD,深旺道,8,blank,KSWK,KIL11151,HARBOUR GREEN||Phase |Block 3,深旺道HARBOUR GREEN|Phase|Block3,深旺道HARBOUR GREEN|Phase|Block3|28|G,荔枝角南/南昌/奧運,2006,14,blankblank,8 SHAM MONG RD|深旺道,8 SHAM MONG RD,8 深旺道,"君匯港3座,深旺道","HARBOUR GREEN(BLOCK 3),SHAM MONG RD","HARBOUR GREEN(Block 3),SHAM MONG RD|君匯港3座,深旺道",SHAM MONG RDHARBOUR GREENblankblank|Phaseblank|Block3|28|Gconsid9.2,28
51714,19111400540058,ASP,2019-10-23,RES,blank,2019/06,8.2019,0,371,0,22108,blank,BAL:28 SF (NI) / ,5639375,19111400540058,J,19.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|19|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|19|Jconsid8.2019,19
51715,19111400930105,ASP,2019-11-07,RES,blank,2001/12,25.0,1345,1025,18587,24390,blank,BW:47 SF (GI/NE) / ,5639437,19111400930105,D,20.0,1,blank,blank,blank,CENTRAL PARK,帝柏海灣,HOI TING RD,海庭道,18,blank,KSWK,KIL11090,CENTRAL PARK||Phase |Block 1,海庭道CENTRAL PARK|Phase|Block1,海庭道CENTRAL PARK|Phase|Block1|20|D,荔枝角南/南昌/奧運,2001,19,blankblank,18 HOI TING RD|海庭道,18 HOI TING RD,18 海庭道,"帝柏海灣1座,海庭道","CENTRAL PARK(BLOCK 1),HOI TING RD","CENTRAL PARK(Block 1),HOI TING RD|帝柏海灣1座,海庭道",HOI TING RDCENTRAL PARKblankblank|Phaseblank|Block1|20|Dconsid25.0,20
51717,19111401640072,ASP,2019-11-01,RES,blank,2019/06,6.7617,0,271,0,24951,blank,BAL:21 SF (NI) / ,5639636,19111401640072,F,32.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|32|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|32|Fconsid6.7617,32
51718,19111401790018,ASP,2019-11-01,RES,blank,2019/06,6.6922,0,271,0,24694,blank,BAL:21 SF (NI) / ,5639670,19111401790018,F,31.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|31|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|31|Fconsid6.6922,31
51719,19111401790026,ASP,2019-10-30,RES,blank,2019/06,9.2318,0,378,0,24423,blank,BAL:22 SF (NI) / ,5639671,19111401790026,H,53.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|53|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|53|Hconsid9.2318,53
51720,19111401790034,ASP,2019-11-01,RES,blank,2019/06,6.5078,0,271,0,24014,blank,BAL:21 SF (NI) / ,5639672,19111401790034,F,30.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|30|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|30|Fconsid6.5078,30
51721,19111401790048,ASP,2019-10-24,RES,blank,2019/06,10.3558,0,393,0,26351,blank,BAL:26 SF (NI) / ,5639673,19111401790048,D,31.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|31|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|31|Dconsid10.3558,31
51722,19111401790055,ASP,2019-10-30,RES,blank,2019/06,44.6244,0,1513,0,29494,blank,BAL:51 SF (NI) / ,5639674,19111401790055,A,47.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|47|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|47|Aconsid44.6244,47
51723,19111401970311,ASP,2019-11-05,RES,blank,2019/06,6.8357,0,271,0,25224,blank,BAL:21 SF (NI) / ,5639715,19111401970311,F,39.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|39|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|39|Fconsid6.8357,39
51724,19111401970367,ASP,2019-11-01,RES,blank,2019/06,36.6908,0,1214,0,30223,blank,BAL:41 SF (NI) / UP:16 SF (NI) / ,5639718,19111401970367,A,48.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|48|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|48|Aconsid36.6908,48
51725,19111401970379,ASP,2019-11-06,RES,blank,2019/06,35.96,0,1214,0,29621,blank,BAL:41 SF (NI) / UP:16 SF (NI) / ,5639719,19111401970379,A,39.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|39|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|39|Aconsid35.96,39
51726,19111401970388,ASP,2019-11-07,RES,blank,2019/06,6.519,0,267,0,24416,blank,BAL:21 SF (NI) / ,5639720,19111401970388,E,31.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|31|E,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|31|Econsid6.519,31
51727,19111401970424,ASP,2019-10-24,RES,blank,2019/06,10.1454,0,352,0,28822,blank,BAL:26 SF (NI) / ,5639723,19111401970424,C,35.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|35|C,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|35|Cconsid10.1454,35
51728,19111401970451,ASP,2019-10-24,RES,blank,2019/06,10.1158,0,352,0,28738,blank,BAL:26 SF (NI) / ,5639724,19111401970451,C,33.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|33|C,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|33|Cconsid10.1158,33
51729,19111402030266,ASP,2019-10-24,RES,blank,2019/06,9.8024,0,352,0,27848,blank,BAL:26 SF (NI) / ,5639739,19111402030266,C,23.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|23|C,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|23|Cconsid9.8024,23
51730,19111500280202,ASP,2019-10-30,RES,blank,2019/06,29.398000000000003,0,1221,0,24077,blank,BAL:41 SF (NI) / UP:16 SF (NI) / ,5639826,19111500280202,A,10.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|10|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|10|Aconsid29.398000000000003,10
51731,19111500600533,ASP,2019-11-06,RES,blank,2019/06,29.3,0,1221,0,23997,blank,BAL:41 SF (NI) / UP:16 SF (NI) / ,5639959,19111500600533,A,9.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|9|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|9|Aconsid29.3,9
51732,19111500600651,ASP,2019-10-30,RES,blank,2019/06,9.171,0,378,0,24262,blank,BAL:22 SF (NI) / ,5639966,19111500600651,H,52.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|52|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|52|Hconsid9.171,52
51733,19111500640013,ASP,2019-10-24,RES,blank,2019/06,15.8934,0,528,0,30101,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5639970,19111500640013,D,51.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|51|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|51|Dconsid15.8934,51
51734,19111501020059,ASP,2019-11-01,RES,blank,2006/09,9.73,625,487,15568,19979,blank,BW:13 SF (GI/NE) / BAL:21 SF (GI/NI) / UP:16 SF (GI/NI) / ,5640052,19111501020059,A,26.0,5,blank,blank,blank,HARBOUR GREEN,君匯港,SHAM MONG RD,深旺道,8,blank,KSWK,KIL11151,HARBOUR GREEN||Phase |Block 5,深旺道HARBOUR GREEN|Phase|Block5,深旺道HARBOUR GREEN|Phase|Block5|26|A,荔枝角南/南昌/奧運,2006,14,blankblank,8 SHAM MONG RD|深旺道,8 SHAM MONG RD,8 深旺道,"君匯港5座,深旺道","HARBOUR GREEN(BLOCK 5),SHAM MONG RD","HARBOUR GREEN(Block 5),SHAM MONG RD|君匯港5座,深旺道",SHAM MONG RDHARBOUR GREENblankblank|Phaseblank|Block5|26|Aconsid9.73,26
51736,19111501190028,ASP,2019-11-04,RES,blank,2003/12,8.0,679,511,11782,15656,blank,BW:35 SF (GI/NE) / ,5640099,19111501190028,D,5.0,6,blank,blank,blank,AQUAMARINE,碧海藍天,SHAM SHING RD,深盛路,8,blank,KSWK,NKIL6338,AQUAMARINE||Phase |Block 6,深盛路AQUAMARINE|Phase|Block6,深盛路AQUAMARINE|Phase|Block6|5|D,荔枝角南/南昌/奧運,2003,17,blankblank,8 SHAM SHING RD|深盛路,8 SHAM SHING RD,8 深盛路,"碧海藍天6座,深盛路","AQUAMARINE(BLOCK 6),SHAM SHING RD","AQUAMARINE(Block 6),SHAM SHING RD|碧海藍天6座,深盛路",SHAM SHING RDAQUAMARINEblankblank|Phaseblank|Block6|5|Dconsid8.0,5
51737,19111501240507,ASP,2019-10-24,RES,blank,2019/06,13.8106,0,528,0,26156,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5640121,19111501240507,D,16.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|16|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|16|Dconsid13.8106,16
51738,19111501480020,ASP,2019-10-24,RES,blank,2019/06,10.7992,0,393,0,27479,blank,BAL:26 SF (NI) / ,5640231,19111501480020,D,43.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|43|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|43|Dconsid10.7992,43
51740,19111501550042,ASP,2019-10-25,RES,blank,2003/09,9.2,626,481,14696,19127,blank,BW:17 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:10 SF (GI/NI) / ,5640271,19111501550042,B,18.0,2,blank,blank,blank,HAMPTON PLACE,凱帆軒,HOI FAN RD,海帆道,11,blank,KSWK,KIL11107,HAMPTON PLACE||Phase |Block 2,海帆道HAMPTON PLACE|Phase|Block2,海帆道HAMPTON PLACE|Phase|Block2|18|B,荔枝角南/南昌/奧運,2003,17,blankblank,11 HOI FAN RD|海帆道,11 HOI FAN RD,11 海帆道,"凱帆軒2座,海帆道","HAMPTON PLACE(BLOCK 2),HOI FAN RD","HAMPTON PLACE(Block 2),HOI FAN RD|凱帆軒2座,海帆道",HOI FAN RDHAMPTON PLACEblankblank|Phaseblank|Block2|18|Bconsid9.2,18
51741,19111501550054,ASP,2019-10-28,RES,blank,2001/02,9.3,645,483,14419,19255,blank,BW:33 SF (GI/NE) / ,5640272,19111501550054,F,17.0,6,blank,blank,blank,PARK AVENUE,柏景灣,HOI TING RD,海庭道,18,blank,KSWK,KIL11090,PARK AVENUE||Phase |Block 6,海庭道PARK AVENUE|Phase|Block6,海庭道PARK AVENUE|Phase|Block6|17|F,荔枝角南/南昌/奧運,2001,19,blankblank,18 HOI TING RD|海庭道,18 HOI TING RD,18 海庭道,"柏景灣6座,海庭道","PARK AVENUE(BLOCK 6),HOI TING RD","PARK AVENUE(Block 6),HOI TING RD|柏景灣6座,海庭道",HOI TING RDPARK AVENUEblankblank|Phaseblank|Block6|17|Fconsid9.3,17
51743,19111501700133,ASP,2019-10-24,RES,blank,2019/06,15.789,0,528,0,29903,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5640316,19111501700133,D,48.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|48|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|48|Dconsid15.789,48
51744,19111501700176,ASP,2019-10-28,RES,blank,2005/09,26.0,1087,823,23919,31592,blank,BW:47 SF (GI/NE) / ,5640320,19111501700176,C,25.0,1,blank,SKY TOWER,摩天閣,THE ARCH,凱旋門,AUSTIN RD W,柯士甸道西,1,blank,KSWK,KIL11080 SITE C,THE ARCH|SKY TOWER摩天閣|Phase |Block 1,柯士甸道西THE ARCHSKY TOWER摩天閣|Phase|Block1,柯士甸道西THE ARCHSKY TOWER摩天閣|Phase|Block1|25|C,荔枝角南/南昌/奧運,2005,15,SKY TOWER摩天閣,1 AUSTIN RD W|柯士甸道西,1 AUSTIN RD W,1 柯士甸道西,"摩天閣,凱旋門,柯士甸道西","SKY TOWER,THE ARCH,AUSTIN RD W","SKY TOWER,THE ARCH,AUSTIN RD W|摩天閣,凱旋門,柯士甸道西",AUSTIN RD WTHE ARCHSKY TOWER摩天閣|Phaseblank|Block1|25|Cconsid26.0,25
