,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
105467,19011002080014,ASP,2019-01-03,RES,blank,1982/04,6.0,562,450,10676,13333,blank,BW:18 SF (GI/NE) / ,5483078,19011002080014,E,13.0,19,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,4,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 19,百得街CITY ONE SHATIN|Phase|Block19,百得街CITY ONE SHATIN|Phase|Block19|13|E,沙田,1982,38,blankblank,4 PAK TAK ST|百得街,4 PAK TAK ST,4 百得街,"沙田第一城19座,百得街","CITY ONE SHATIN(BLOCK 19),PAK TAK ST","CITY ONE SHATIN(Block 19),PAK TAK ST|沙田第一城19座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block19|13|Econsid6.0,13,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
105924,19032100560576,ASP,2019-03-13,RES,blank,1985/01,4.65,538,381,8643,12205,blank,blank,5513256,19032100560576,14,3.0,C,blank,FAI SHING HSE,暉城閣,MAY SHING COURT,美城苑,MEI TIN RD,美田路,36,blank,NST,STTL229RP,MAY SHING COURT|FAI SHING HSE暉城閣|Phase |Block C,美田路MAY SHING COURTFAI SHING HSE暉城閣|Phase|BlockC,美田路MAY SHING COURTFAI SHING HSE暉城閣|Phase|BlockC|3|14,沙田,1985,35,FAI SHING HSE暉城閣,36 MEI TIN RD|美田路,36 MEI TIN RD,36 美田路,"暉城閣,美城苑,美田路","FAI SHING HSE,MAY SHING COURT,MEI TIN RD","FAI SHING HSE,MAY SHING COURT,MEI TIN RD|暉城閣,美城苑,美田路",MEI TIN RDMAY SHING COURTFAI SHING HSE暉城閣|Phaseblank|BlockC|3|14consid4.65,3,低層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105926,19032101000071,ASP,2019-03-08,RES,blank,1985/01,5.09,538,381,9461,13360,blank,blank,5513349,19032101000071,24,33.0,C,blank,FAI SHING HSE,暉城閣,MAY SHING COURT,美城苑,MEI TIN RD,美田路,36,blank,NST,STTL229RP,MAY SHING COURT|FAI SHING HSE暉城閣|Phase |Block C,美田路MAY SHING COURTFAI SHING HSE暉城閣|Phase|BlockC,美田路MAY SHING COURTFAI SHING HSE暉城閣|Phase|BlockC|33|24,沙田,1985,35,FAI SHING HSE暉城閣,36 MEI TIN RD|美田路,36 MEI TIN RD,36 美田路,"暉城閣,美城苑,美田路","FAI SHING HSE,MAY SHING COURT,MEI TIN RD","FAI SHING HSE,MAY SHING COURT,MEI TIN RD|暉城閣,美城苑,美田路",MEI TIN RDMAY SHING COURTFAI SHING HSE暉城閣|Phaseblank|BlockC|33|24consid5.09,33,中層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
105927,19032101390034,ASP,2019-03-08,RES,blank,1985/04,4.56,539,381,8460,11968,blank,blank,5513417,19032101390034,22,18.0,A,blank,WING SHING HSE,榮盛閣,FUNG SHING COURT,豐盛苑,FUNG SHEK ST,豐石街,2,blank,NST,STTL249,FUNG SHING COURT|WING SHING HSE榮盛閣|Phase |Block A,豐石街FUNG SHING COURTWING SHING HSE榮盛閣|Phase|BlockA,豐石街FUNG SHING COURTWING SHING HSE榮盛閣|Phase|BlockA|18|22,沙田,1985,35,WING SHING HSE榮盛閣,2 FUNG SHEK ST|豐石街,2 FUNG SHEK ST,2 豐石街,"榮盛閣,豐盛苑,豐石街","WING SHING HSE,FUNG SHING COURT,FUNG SHEK ST","WING SHING HSE,FUNG SHING COURT,FUNG SHEK ST|榮盛閣,豐盛苑,豐石街",FUNG SHEK STFUNG SHING COURTWING SHING HSE榮盛閣|Phaseblank|BlockA|18|22consid4.56,18,中層,東南,呂字型,有,單位實用四正 交通方便 配套完善
105928,19032101490348,ASP,2019-03-12,RES,blank,1982/07,6.68,562,450,11886,14844,blank,BW:18 SF (GI/NE) / ,5513450,19032101490348,A,6.0,20,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK WING ST,得榮街,1,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 20,得榮街CITY ONE SHATIN|Phase|Block20,得榮街CITY ONE SHATIN|Phase|Block20|6|A,沙田,1982,38,blankblank,1 TAK WING ST|得榮街,1 TAK WING ST,1 得榮街,"沙田第一城20座,得榮街","CITY ONE SHATIN(BLOCK 20),TAK WING ST","CITY ONE SHATIN(Block 20),TAK WING ST|沙田第一城20座,得榮街",TAK WING STCITY ONE SHATINblankblank|Phaseblank|Block20|6|Aconsid6.68,6,高層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
105929,19032101490388,ASP,2019-03-11,RES,blank,1984/08,4.4,486,295,9054,14915,blank,BW:53 SF (GI/NE) / ,5513453,19032101490388,G,19.0,2,1,AVON GDN,雅芳苑,SHATINPARK,花園城,SHA KOK ST,沙角街,8,12,NST,STTL131,SHATINPARK|AVON GDN雅芳苑|Phase 1|Block 2,沙角街SHATINPARKAVON GDN雅芳苑|Phase1|Block2,沙角街SHATINPARKAVON GDN雅芳苑|Phase1|Block2|19|G,沙田,1984,36,AVON GDN雅芳苑,8-12 SHA KOK ST|沙角街,8-12 SHA KOK ST,8-12 沙角街,"雅芳苑,花園城,沙角街","AVON GDN,SHATINPARK,SHA KOK ST","AVON GDN,SHATINPARK,SHA KOK ST|雅芳苑,花園城,沙角街",SHA KOK STSHATINPARKAVON GDN雅芳苑|Phase1|Block2|19|Gconsid4.4,19,高層,南,四正,有,單位實用四正 交通方便 配套完善
105932,19032101600058,ASP,2019-03-13,RES,blank,1985/07,2.38,0,381,0,6247,blank,blank,5513486,19032101600058,23,15.0,7,blank,POK TAI HSE,博泰樓,POK HONG EST,博康村,SHA KOK ST,沙角街,6,blank,NST,STTL531,POK HONG EST|POK TAI HSE博泰樓|Phase |Block 7,沙角街POK HONG ESTPOK TAI HSE博泰樓|Phase|Block7,沙角街POK HONG ESTPOK TAI HSE博泰樓|Phase|Block7|15|23,沙田,1985,35,POK TAI HSE博泰樓,6 SHA KOK ST|沙角街,6 SHA KOK ST,6 沙角街,"博泰樓,博康村,沙角街","POK TAI HSE,POK HONG EST,SHA KOK ST","POK TAI HSE,POK HONG EST,SHA KOK ST|博泰樓,博康村,沙角街",SHA KOK STPOK HONG ESTPOK TAI HSE博泰樓|Phaseblank|Block7|15|23consid2.38,15,中層,東,沒資料,有,業主減價 上車筍盤 歡迎約睇
105933,19032101600067,ASP,2019-03-12,RES,blank,2008/12,15.38,0,883,0,17418,blank,BW:29 SF (NE) / BAL:25 SF (NI) / UP:16 SF (NI) / RM:33 SF (NE) / ,5513487,19032101600067,B,17.0,6,blank,blank,blank,THE PALAZZO,御龍山,LOK KING ST,樂景街,28,blank,NST,STTL470,THE PALAZZO||Phase |Block 6,樂景街THE PALAZZO|Phase|Block6,樂景街THE PALAZZO|Phase|Block6|17|B,沙田,2008,12,blankblank,28 LOK KING ST|樂景街,28 LOK KING ST,28 樂景街,"御龍山6座,樂景街","THE PALAZZO(BLOCK 6),LOK KING ST","THE PALAZZO(Block 6),LOK KING ST|御龍山6座,樂景街",LOK KING STTHE PALAZZOblankblank|Phaseblank|Block6|17|Bconsid15.38,17,低層,南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
105934,19032101660012,ASP,2019-03-04,RES,blank,1976/02,5.568,0,380,0,14653,RF                                                                                ,blank,5513494,19032101660012,D2,5.0,blank,blank,TAK ON BLDG,德安樓,blank,blank,TAI WAI RD,大圍道,78,90,NST,DD180LOT949,|TAK ON BLDG德安樓|Phase |Block ,大圍道TAK ON BLDG德安樓|Phase|Block,大圍道TAK ON BLDG德安樓|Phase|Block|5|D2,沙田,1976,44,TAK ON BLDG德安樓,78-90 TAI WAI RD|大圍道,78-90 TAI WAI RD,78-90 大圍道,"德安樓,大圍道","TAK ON BLDG,TAI WAI RD","TAK ON BLDG,TAI WAI RD|德安樓,大圍道",TAI WAI RDblankTAK ON BLDG德安樓|Phaseblank|Blockblank|5|D2consid5.568,5,高層,東北,呂字型,有,單位實用四正 交通方便 配套完善
105936,19032102090034,ASP,2019-03-15,RES,blank,1985/01,4.9,525,340,9333,14412,blank,BW:24 SF (GI/NE) / ,5513595,19032102090034,H,12.0,B,3,ARTLAND GDN,雅蘭苑,SHATINPARK,花園城,KONG PUI ST,崗背街,13,15,NST,STTL127,SHATINPARK|ARTLAND GDN雅蘭苑|Phase 3|Block B,崗背街SHATINPARKARTLAND GDN雅蘭苑|Phase3|BlockB,崗背街SHATINPARKARTLAND GDN雅蘭苑|Phase3|BlockB|12|H,沙田,1985,35,ARTLAND GDN雅蘭苑,13-15 KONG PUI ST|崗背街,13-15 KONG PUI ST,13-15 崗背街,"雅蘭苑,花園城,崗背街","ARTLAND GDN,SHATINPARK,KONG PUI ST","ARTLAND GDN,SHATINPARK,KONG PUI ST|雅蘭苑,花園城,崗背街",KONG PUI STSHATINPARKARTLAND GDN雅蘭苑|Phase3|BlockB|12|Hconsid4.9,12,低層,西,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105939,19032200310189,ASP,2019-03-15,RES,blank,1983/01,5.99,531,434,11281,13802,blank,blank,5513781,19032200310189,7,15.0,E,blank,YUE YAT HSE,愉逸閣,YUE TIN COURT,愉田苑,NGAN SHING ST,銀城街,13,blank,NST,STTL115,YUE TIN COURT|YUE YAT HSE愉逸閣|Phase |Block E,銀城街YUE TIN COURTYUE YAT HSE愉逸閣|Phase|BlockE,銀城街YUE TIN COURTYUE YAT HSE愉逸閣|Phase|BlockE|15|7,沙田,1983,37,YUE YAT HSE愉逸閣,13 NGAN SHING ST|銀城街,13 NGAN SHING ST,13 銀城街,"愉逸閣,愉田苑,銀城街","YUE YAT HSE,YUE TIN COURT,NGAN SHING ST","YUE YAT HSE,YUE TIN COURT,NGAN SHING ST|愉逸閣,愉田苑,銀城街",NGAN SHING STYUE TIN COURTYUE YAT HSE愉逸閣|Phaseblank|BlockE|15|7consid5.99,15,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
105940,19032200380047,ASP,2019-03-15,RES,blank,1985/01,4.45,417,270,10671,16481,blank,BW:18 SF (GI/NE) / ,5513799,19032200380047,G,9.0,C,3,IRIS GDN,雅芝苑,SHATINPARK,花園城,KONG PUI ST,崗背街,13,15,NST,STTL127,SHATINPARK|IRIS GDN雅芝苑|Phase 3|Block C,崗背街SHATINPARKIRIS GDN雅芝苑|Phase3|BlockC,崗背街SHATINPARKIRIS GDN雅芝苑|Phase3|BlockC|9|G,沙田,1985,35,IRIS GDN雅芝苑,13-15 KONG PUI ST|崗背街,13-15 KONG PUI ST,13-15 崗背街,"雅芝苑,花園城,崗背街","IRIS GDN,SHATINPARK,KONG PUI ST","IRIS GDN,SHATINPARK,KONG PUI ST|雅芝苑,花園城,崗背街",KONG PUI STSHATINPARKIRIS GDN雅芝苑|Phase3|BlockC|9|Gconsid4.45,9,低層,東南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105941,19032200430014,ASP,2019-03-13,RES,blank,1986/07,4.85,395,327,12278,14832,blank,blank,5513838,19032200430014,C,1.0,24,blank,blank,blank,CITY ONE SHATIN,沙田第一城,CHEUNG SHING ST,長城街,1,blank,NST,STTL1sC,CITY ONE SHATIN||Phase |Block 24,長城街CITY ONE SHATIN|Phase|Block24,長城街CITY ONE SHATIN|Phase|Block24|1|C,沙田,1986,34,blankblank,1 CHEUNG SHING ST|長城街,1 CHEUNG SHING ST,1 長城街,"沙田第一城24座,長城街","CITY ONE SHATIN(BLOCK 24),CHEUNG SHING ST","CITY ONE SHATIN(Block 24),CHEUNG SHING ST|沙田第一城24座,長城街",CHEUNG SHING STCITY ONE SHATINblankblank|Phaseblank|Block24|1|Cconsid4.85,1,高層,西,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105942,19032200570124,ASP,2019-03-15,RES,blank,1983/09,5.5,565,467,9735,11777,blank,blank,5513912,19032200570124,6,20.0,E,blank,HANG SAM HSE,恆心閣,KING TIN COURT,景田苑,CHUI TIN ST,翠田街,12,blank,NST,STTL230,KING TIN COURT|HANG SAM HSE恆心閣|Phase |Block E,翠田街KING TIN COURTHANG SAM HSE恆心閣|Phase|BlockE,翠田街KING TIN COURTHANG SAM HSE恆心閣|Phase|BlockE|20|6,沙田,1983,37,HANG SAM HSE恆心閣,12 CHUI TIN ST|翠田街,12 CHUI TIN ST,12 翠田街,"恆心閣,景田苑,翠田街","HANG SAM HSE,KING TIN COURT,CHUI TIN ST","HANG SAM HSE,KING TIN COURT,CHUI TIN ST|恆心閣,景田苑,翠田街",CHUI TIN STKING TIN COURTHANG SAM HSE恆心閣|Phaseblank|BlockE|20|6consid5.5,20,中層,東北,沒資料,有,業主減價 上車筍盤 歡迎約睇
105943,19032200980010,ASP,2019-03-11,RES,blank,2008/12,17.0,0,1006,0,16899,blank,BW:29 SF (NE) / BAL:29 SF (NI) / UP:16 SF (NI) / RM:33 SF (NE) / ,5514066,19032200980010,A,9.0,7,blank,blank,blank,THE PALAZZO,御龍山,LOK KING ST,樂景街,28,blank,NST,STTL470,THE PALAZZO||Phase |Block 7,樂景街THE PALAZZO|Phase|Block7,樂景街THE PALAZZO|Phase|Block7|9|A,沙田,2008,12,blankblank,28 LOK KING ST|樂景街,28 LOK KING ST,28 樂景街,"御龍山7座,樂景街","THE PALAZZO(BLOCK 7),LOK KING ST","THE PALAZZO(Block 7),LOK KING ST|御龍山7座,樂景街",LOK KING STTHE PALAZZOblankblank|Phaseblank|Block7|9|Aconsid17.0,9,低層,東北,四正,基本,業主減價 上車筍盤 歡迎約睇
105946,19032201100012,ASP,2019-03-15,RES,blank,1987/05,7.0379999999999985,808,550,8710,12796,blank,BW:40 SF (GE/NE) / ,5514096,19032201100012,G,7.0,M,blank,MANHATTAN HTS,文禧閣,BELAIR GDN,富豪花園,TAI CHUNG KIU RD,大涌橋路,52,blank,NST,STTL11,BELAIR GDN|MANHATTAN HTS文禧閣|Phase |Block M,大涌橋路BELAIR GDNMANHATTAN HTS文禧閣|Phase|BlockM,大涌橋路BELAIR GDNMANHATTAN HTS文禧閣|Phase|BlockM|7|G,沙田,1987,33,MANHATTAN HTS文禧閣,52 TAI CHUNG KIU RD|大涌橋路,52 TAI CHUNG KIU RD,52 大涌橋路,"文禧閣,富豪花園,大涌橋路","MANHATTAN HTS,BELAIR GDN,TAI CHUNG KIU RD","MANHATTAN HTS,BELAIR GDN,TAI CHUNG KIU RD|文禧閣,富豪花園,大涌橋路",TAI CHUNG KIU RDBELAIR GDNMANHATTAN HTS文禧閣|Phaseblank|BlockM|7|Gconsid7.0379999999999985,7,中層,東,呂字型,有,單位實用四正 交通方便 配套完善
105947,19032201110039,ASP,2019-03-15,RES,blank,1980/09,4.038,538,473,7506,8537,blank,blank,5514098,19032201110039,7,1.0,E,1,HING SING HSE,慶盛閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,17,blank,NST,STTL43RP,SUI WO COURT|HING SING HSE慶盛閣|Phase 1|Block E,穗禾路SUI WO COURTHING SING HSE慶盛閣|Phase1|BlockE,穗禾路SUI WO COURTHING SING HSE慶盛閣|Phase1|BlockE|1|7,沙田,1980,40,HING SING HSE慶盛閣,17 SUI WO RD|穗禾路,17 SUI WO RD,17 穗禾路,"慶盛閣,穗禾苑,穗禾路","HING SING HSE,SUI WO COURT,SUI WO RD","HING SING HSE,SUI WO COURT,SUI WO RD|慶盛閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTHING SING HSE慶盛閣|Phase1|BlockE|1|7consid4.038,1,中層,南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
105948,19032201440057,ASP,2019-03-18,RES,blank,1986/05,3.325,0,490,0,6786,blank,blank,5514196,19032201440057,5,24.0,3,blank,HIN YEUNG HSE,顯楊樓,HIN KENG EST,顯徑村,CHE KUNG MIU RD,車公廟路,69,blank,NST,STTL503,HIN KENG EST|HIN YEUNG HSE顯楊樓|Phase |Block 3,車公廟路HIN KENG ESTHIN YEUNG HSE顯楊樓|Phase|Block3,車公廟路HIN KENG ESTHIN YEUNG HSE顯楊樓|Phase|Block3|24|5,沙田,1986,34,HIN YEUNG HSE顯楊樓,69 CHE KUNG MIU RD|車公廟路,69 CHE KUNG MIU RD,69 車公廟路,"顯楊樓,顯徑村,車公廟路","HIN YEUNG HSE,HIN KENG EST,CHE KUNG MIU RD","HIN YEUNG HSE,HIN KENG EST,CHE KUNG MIU RD|顯楊樓,顯徑村,車公廟路",CHE KUNG MIU RDHIN KENG ESTHIN YEUNG HSE顯楊樓|Phaseblank|Block3|24|5consid3.325,24,低層,南,呂字型,基本,單位實用四正 交通方便 配套完善
105949,19032201440737,ASP,2019-03-15,RES,blank,1987/05,7.3,808,550,9035,13273,blank,BW:40 SF (GE/NE) / ,5514224,19032201440737,H,26.0,I,blank,IMPERIAL HTS,帝皇閣,BELAIR GDN,富豪花園,TAI CHUNG KIU RD,大涌橋路,52,blank,NST,STTL11,BELAIR GDN|IMPERIAL HTS帝皇閣|Phase |Block I,大涌橋路BELAIR GDNIMPERIAL HTS帝皇閣|Phase|BlockI,大涌橋路BELAIR GDNIMPERIAL HTS帝皇閣|Phase|BlockI|26|H,沙田,1987,33,IMPERIAL HTS帝皇閣,52 TAI CHUNG KIU RD|大涌橋路,52 TAI CHUNG KIU RD,52 大涌橋路,"帝皇閣,富豪花園,大涌橋路","IMPERIAL HTS,BELAIR GDN,TAI CHUNG KIU RD","IMPERIAL HTS,BELAIR GDN,TAI CHUNG KIU RD|帝皇閣,富豪花園,大涌橋路",TAI CHUNG KIU RDBELAIR GDNIMPERIAL HTS帝皇閣|Phaseblank|BlockI|26|Hconsid7.3,26,中層,東南,呂字型,有,業主減價 上車筍盤 歡迎約睇
105951,19032500220054,ASP,2019-03-08,RES,blank,2010/02,9.5,901,678,10544,14012,blank,BW:38 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5514631,19032500220054,NC-A,27.0,2,1,blank,blank,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY||Phase 1|Block 2,美田路FESTIVAL CITY|Phase1|Block2,美田路FESTIVAL CITY|Phase1|Block2|27|NC-A,沙田,2010,10,blankblank,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城2座,美田路","FESTIVAL CITY(BLOCK 2),MEI TIN RD","FESTIVAL CITY(Block 2),MEI TIN RD|名城2座,美田路",MEI TIN RDFESTIVAL CITYblankblank|Phase1|Block2|27|NC-Aconsid9.5,27,低層,西南,沒資料,有,單位實用四正 交通方便 配套完善
105952,19032500300063,ASP,2019-03-15,RES,blank,1984/09,4.5,368,246,12228,18293,blank,BW:35 SF (GI/NE) / ,5514638,19032500300063,8,25.0,D,blank,blank,blank,GARDEN RIVERA,河畔花園,TAI CHUNG KIU RD,大涌橋路,20,30,NST,STTL202,GARDEN RIVERA||Phase |Block D,大涌橋路GARDEN RIVERA|Phase|BlockD,大涌橋路GARDEN RIVERA|Phase|BlockD|25|8,沙田,1984,36,blankblank,20-30 TAI CHUNG KIU RD|大涌橋路,20-30 TAI CHUNG KIU RD,20-30 大涌橋路,"河畔花園D座,大涌橋路","GARDEN RIVERA(BLOCK D),TAI CHUNG KIU RD","GARDEN RIVERA(Block D),TAI CHUNG KIU RD|河畔花園D座,大涌橋路",TAI CHUNG KIU RDGARDEN RIVERAblankblank|Phaseblank|BlockD|25|8consid4.5,25,高層,北,呂字型,良好,單位實用四正 交通方便 配套完善
105953,19032500310189,ASP,2019-03-13,RES,blank,1986/05,3.1,0,490,0,6327,blank,blank,5514649,19032500310189,21,12.0,3,blank,HIN YEUNG HSE,顯楊樓,HIN KENG EST,顯徑村,CHE KUNG MIU RD,車公廟路,69,blank,NST,STTL503,HIN KENG EST|HIN YEUNG HSE顯楊樓|Phase |Block 3,車公廟路HIN KENG ESTHIN YEUNG HSE顯楊樓|Phase|Block3,車公廟路HIN KENG ESTHIN YEUNG HSE顯楊樓|Phase|Block3|12|21,沙田,1986,34,HIN YEUNG HSE顯楊樓,69 CHE KUNG MIU RD|車公廟路,69 CHE KUNG MIU RD,69 車公廟路,"顯楊樓,顯徑村,車公廟路","HIN YEUNG HSE,HIN KENG EST,CHE KUNG MIU RD","HIN YEUNG HSE,HIN KENG EST,CHE KUNG MIU RD|顯楊樓,顯徑村,車公廟路",CHE KUNG MIU RDHIN KENG ESTHIN YEUNG HSE顯楊樓|Phaseblank|Block3|12|21consid3.1,12,低層,南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105954,19032500350059,ASP,2019-03-18,RES,blank,1988/03,5.85,584,469,10017,12473,blank,BW:8 SF (GI/NE) / ,5514676,19032500350059,2,25.0,E,blank,KA YEE HSE,嘉怡閣,KA TIN COURT,嘉田苑,HIN TIN ST,顯田街,6,blank,NST,STTL290RP,KA TIN COURT|KA YEE HSE嘉怡閣|Phase |Block E,顯田街KA TIN COURTKA YEE HSE嘉怡閣|Phase|BlockE,顯田街KA TIN COURTKA YEE HSE嘉怡閣|Phase|BlockE|25|2,沙田,1988,32,KA YEE HSE嘉怡閣,6 HIN TIN ST|顯田街,6 HIN TIN ST,6 顯田街,"嘉怡閣,嘉田苑,顯田街","KA YEE HSE,KA TIN COURT,HIN TIN ST","KA YEE HSE,KA TIN COURT,HIN TIN ST|嘉怡閣,嘉田苑,顯田街",HIN TIN STKA TIN COURTKA YEE HSE嘉怡閣|Phaseblank|BlockE|25|2consid5.85,25,低層,東北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
105955,19032500430011,ASP,2019-03-12,RES,blank,1985/01,4.3,538,381,7993,11286,blank,blank,5514726,19032500430011,7,7.0,B,blank,YAT SHING HSE,逸城閣,MAY SHING COURT,美城苑,MEI TIN RD,美田路,34,blank,NST,STTL229RP,MAY SHING COURT|YAT SHING HSE逸城閣|Phase |Block B,美田路MAY SHING COURTYAT SHING HSE逸城閣|Phase|BlockB,美田路MAY SHING COURTYAT SHING HSE逸城閣|Phase|BlockB|7|7,沙田,1985,35,YAT SHING HSE逸城閣,34 MEI TIN RD|美田路,34 MEI TIN RD,34 美田路,"逸城閣,美城苑,美田路","YAT SHING HSE,MAY SHING COURT,MEI TIN RD","YAT SHING HSE,MAY SHING COURT,MEI TIN RD|逸城閣,美城苑,美田路",MEI TIN RDMAY SHING COURTYAT SHING HSE逸城閣|Phaseblank|BlockB|7|7consid4.3,7,中層,南,呂字型,良好,單位實用四正 交通方便 配套完善
105956,19032500430172,ASP,2019-03-18,RES,blank,2008/12,8.55,0,499,0,17134,blank,BW:17 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / RM:19 SF (NI) / ,5514735,19032500430172,D,7.0,11,blank,blank,blank,THE PALAZZO,御龍山,LOK KING ST,樂景街,28,blank,NST,STTL470,THE PALAZZO||Phase |Block 11,樂景街THE PALAZZO|Phase|Block11,樂景街THE PALAZZO|Phase|Block11|7|D,沙田,2008,12,blankblank,28 LOK KING ST|樂景街,28 LOK KING ST,28 樂景街,"御龍山11座,樂景街","THE PALAZZO(BLOCK 11),LOK KING ST","THE PALAZZO(Block 11),LOK KING ST|御龍山11座,樂景街",LOK KING STTHE PALAZZOblankblank|Phaseblank|Block11|7|Dconsid8.55,7,高層,西南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105957,19032501330011,ASP,2019-03-12,RES,blank,1986/12,4.4,492,330,8943,13333,blank,BW:36 SF (GI/NE) / ,5514937,19032501330011,6,6.0,C,1,GOLDEN HARMONY COURT,金祥閣,GOLDEN LION GDN,金獅花園,CHUI TIN ST,翠田街,5,7,NST,STTL287,GOLDEN LION GDN|GOLDEN HARMONY COURT金祥閣|Phase 1|Block C,翠田街GOLDEN LION GDNGOLDEN HARMONY COURT金祥閣|Phase1|BlockC,翠田街GOLDEN LION GDNGOLDEN HARMONY COURT金祥閣|Phase1|BlockC|6|6,沙田,1986,34,GOLDEN HARMONY COURT金祥閣,5-7 CHUI TIN ST|翠田街,5-7 CHUI TIN ST,5-7 翠田街,"金祥閣,金獅花園,翠田街","GOLDEN HARMONY COURT,GOLDEN LION GDN,CHUI TIN ST","GOLDEN HARMONY COURT,GOLDEN LION GDN,CHUI TIN ST|金祥閣,金獅花園,翠田街",CHUI TIN STGOLDEN LION GDNGOLDEN HARMONY COURT金祥閣|Phase1|BlockC|6|6consid4.4,6,中層,西,四正,良好,單位實用四正 交通方便 配套完善
105958,19032501330022,ASP,2019-03-12,RES,blank,1987/06,8.0,1046,862,7648,9281,blank,BW:16 SF (GI/NE) / ,5514938,19032501330022,1,6.0,A,blank,RICHMOND TOWER,金星閣,SHATIN PLAZA,沙田廣場,SHA TIN CTR ST,沙田正街,21,27,NST,STTL189,SHATIN PLAZA|RICHMOND TOWER金星閣|Phase |Block A,沙田正街SHATIN PLAZARICHMOND TOWER金星閣|Phase|BlockA,沙田正街SHATIN PLAZARICHMOND TOWER金星閣|Phase|BlockA|6|1,沙田,1987,33,RICHMOND TOWER金星閣,21-27 SHA TIN CTR ST|沙田正街,21-27 SHA TIN CTR ST,21-27 沙田正街,"金星閣,沙田廣場,沙田正街","RICHMOND TOWER,SHATIN PLAZA,SHA TIN CTR ST","RICHMOND TOWER,SHATIN PLAZA,SHA TIN CTR ST|金星閣,沙田廣場,沙田正街",SHA TIN CTR STSHATIN PLAZARICHMOND TOWER金星閣|Phaseblank|BlockA|6|1consid8.0,6,低層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
105959,19032501330134,ASP,2019-03-08,RES,blank,1985/05,5.09,395,285,12886,17860,blank,BW:33 SF (GI/NE) / ,5514948,19032501330134,F,14.0,39,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,16,blank,NST,STTL1sF,CITY ONE SHATIN||Phase |Block 39,百得街CITY ONE SHATIN|Phase|Block39,百得街CITY ONE SHATIN|Phase|Block39|14|F,沙田,1985,35,blankblank,16 PAK TAK ST|百得街,16 PAK TAK ST,16 百得街,"沙田第一城39座,百得街","CITY ONE SHATIN(BLOCK 39),PAK TAK ST","CITY ONE SHATIN(Block 39),PAK TAK ST|沙田第一城39座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block39|14|Fconsid5.09,14,中層,南,呂字型,有,單位實用四正 交通方便 配套完善
