,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
15623,20031200200107,ASP,2020-03-06,RES,blank,2016/09,54.85,0,2201,0,24920,blank,BAL:62 SF (NI) / RM:33 SF (NE) / GDN:564 SF / ,5683613,20031200200107,G2,,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|LG|G2,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|LG|G2consid54.85,LG
15624,20031201430019,ASP,2020-02-25,RES,blank,2016/09,65.654,0,2619,0,25068,blank,BAL:28 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:350 SF / RF:642 SF / ,5683825,20031201430019,P5,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P5,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P5consid65.654,1
15625,20031601420016,ASP,2020-03-06,RES,blank,2016/09,72.186,0,3174,0,22743,blank,BAL:64 SF (NI) / RM:66 SF (NE) / GDN:737 SF / ,5684704,20031601420016,G2,,B,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block B,清水灣道MOUNT PAVILIA|Phase|BlockB,清水灣道MOUNT PAVILIA|Phase|BlockB|LG|G2,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧B座,清水灣道","MOUNT PAVILIA(BLOCK B),CLEAR WATER BAY RD","MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockB|LG|G2consid72.186,LG
15626,20031601680012,ASP,2020-02-28,RES,blank,2016/09,64.354,0,2619,0,24572,blank,BAL:28 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:350 SF / RF:639 SF / ,5684742,20031601680012,P10,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P10,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P10consid64.354,1
15627,20031801990062,ASP,2020-03-11,RES,blank,2016/09,64.354,0,2619,0,24572,blank,BAL:28 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:350 SF / RF:642 SF / ,5685714,20031801990062,P11,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P11,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P11consid64.354,1
15628,20032300610011,ASP,2020-03-13,RES,blank,2016/09,77.156,0,3189,0,24194,blank,BAL:64 SF (NI) / RM:50 SF (NE) / GDN:892 SF / ,5687087,20032300610011,G2,,A,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block A,清水灣道MOUNT PAVILIA|Phase|BlockA,清水灣道MOUNT PAVILIA|Phase|BlockA|LG|G2,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧A座,清水灣道","MOUNT PAVILIA(BLOCK A),CLEAR WATER BAY RD","MOUNT PAVILIA(Block A),CLEAR WATER BAY RD|傲瀧A座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockA|LG|G2consid77.156,LG
15629,20032400450222,ASP,2020-03-06,RES,blank,2016/09,53.252,0,2201,0,24194,blank,BAL:62 SF (NI) / RM:33 SF (NE) / GDN:564 SF / ,5687573,20032400450222,G11,,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|LG|G11,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|LG|G11consid53.252,LG
15630,20032401580022,ASP,2020-03-12,RES,blank,2017/10,6.8,0,424,0,16038,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5687810,20032401580022,E,3.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|3|E,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|3|Econsid6.8,3
15631,20032401780097,ASP,2020-02-28,RES,blank,2016/09,62.57,0,2206,0,28364,blank,BAL:67 SF (NI) / UP:38 SF (NI) / RM:44 SF (NE) / FR:320 SF / RF:916 SF / ,5687887,20032401780097,P2,1.0,C,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block C,清水灣道MOUNT PAVILIA|Phase|BlockC,清水灣道MOUNT PAVILIA|Phase|BlockC|1|P2,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧C座,清水灣道","MOUNT PAVILIA(BLOCK C),CLEAR WATER BAY RD","MOUNT PAVILIA(Block C),CLEAR WATER BAY RD|傲瀧C座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockC|1|P2consid62.57,1
15633,20032501420010,ASP,2020-03-06,RES,blank,2016/09,67.604,0,2619,0,25813,blank,BAL:28 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:350 SF / RF:642 SF / ,5688322,20032501420010,P2,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P2,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P2consid67.604,1
15634,20032701160072,ASP,2020-03-06,RES,blank,2016/09,56.293,0,2699,0,20857,blank,BAL:54 SF (NI) / UP:25 SF (NI) / RM:42 SF (NE) / GDN:444 SF / ,5689372,20032701160072,G6,,C,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block C,清水灣道MOUNT PAVILIA|Phase|BlockC,清水灣道MOUNT PAVILIA|Phase|BlockC|LG|G6,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧C座,清水灣道","MOUNT PAVILIA(BLOCK C),CLEAR WATER BAY RD","MOUNT PAVILIA(Block C),CLEAR WATER BAY RD|傲瀧C座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockC|LG|G6consid56.293,LG
15635,20033000530068,ASP,2020-03-13,RES,blank,2017/10,9.1,0,590,0,15424,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:514 SF / ,5689904,20033000530068,C,8.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|8|C,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|8|Cconsid9.1,8
15636,20033001050027,ASP,2020-03-13,RES,blank,2017/10,10.224,0,852,0,12000,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5689996,20033001050027,G,1.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|1|G,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|1|Gconsid10.224,1
15639,20033101910114,ASP,2020-03-06,RES,blank,2017/10,13.8,0,888,0,15541,blank,BAL:31 SF (NI) / UP:16 SF (NI) / ,5690777,20033101910114,C,2.0,3,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 3,大網仔路THE MEDITERRANEAN|Phase|Block3,大網仔路THE MEDITERRANEAN|Phase|Block3|2|C,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園3座,大網仔路","THE MEDITERRANEAN(BLOCK 3),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 3),TAI MONG TSAI RD|逸瓏園3座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block3|2|Cconsid13.8,2
15640,20040101550030,ASP,2020-03-20,RES,blank,2016/09,56.377,0,2703,0,20857,blank,BAL:51 SF (NI) / UP:25 SF (NI) / RM:38 SF (NE) / GDN:537 SF / ,5691211,20040101550030,G5,,C,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block C,清水灣道MOUNT PAVILIA|Phase|BlockC,清水灣道MOUNT PAVILIA|Phase|BlockC|LG|G5,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧C座,清水灣道","MOUNT PAVILIA(BLOCK C),CLEAR WATER BAY RD","MOUNT PAVILIA(Block C),CLEAR WATER BAY RD|傲瀧C座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockC|LG|G5consid56.377,LG
15641,20040700800013,ASP,2020-03-25,RES,CP,1999/01,11.5,1151,1021,9991,11263,blank,blank,5693547,20040700800013,D,1.0,3,blank,blank,blank,HILLVIEW COURT,曉嵐閣,KA SHUE RD,嘉澍路,11,blank,NSK,DD253LOT1119,HILLVIEW COURT||Phase |Block 3,嘉澍路HILLVIEW COURT|Phase|Block3,嘉澍路HILLVIEW COURT|Phase|Block3|1|D,西貢,1999,21,blankblank,11 KA SHUE RD|嘉澍路,11 KA SHUE RD,11 嘉澍路,"曉嵐閣3座,嘉澍路","HILLVIEW COURT(BLOCK 3),KA SHUE RD","HILLVIEW COURT(Block 3),KA SHUE RD|曉嵐閣3座,嘉澍路",KA SHUE RDHILLVIEW COURTblankblank|Phaseblank|Block3|1|Dconsid11.5,1
15643,20040902170115,ASP,2020-03-23,RES,blank,2017/10,11.655,0,852,0,13680,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5695187,20040902170115,G,2.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|2|G,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|2|Gconsid11.655,2
15644,20042000030254,ASP,2020-04-06,RES,blank,1997/07,3.5,585,448,5983,7812,blank,BW:26 SF (GI/NE) / ,5697610,20042000030254,B,11.0,6,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 6,翠塘路LAKESIDE GDN|Phase|Block6,翠塘路LAKESIDE GDN|Phase|Block6|11|B,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園6座,翠塘路","LAKESIDE GDN(BLOCK 6),CHUI TONG RD","LAKESIDE GDN(Block 6),CHUI TONG RD|翠塘花園6座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block6|11|Bconsid3.5,11
15645,20042200340028,ASP,2020-03-27,RES,blank,1997/06,4.73,754,570,6273,8298,blank,BW:48 SF (GI/NE) / ,5698735,20042200340028,E,3.0,7,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 7,翠塘路LAKESIDE GDN|Phase|Block7,翠塘路LAKESIDE GDN|Phase|Block7|3|E,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園7座,翠塘路","LAKESIDE GDN(BLOCK 7),CHUI TONG RD","LAKESIDE GDN(Block 7),CHUI TONG RD|翠塘花園7座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block7|3|Econsid4.73,3
15646,20042200530114,ASP,2020-04-16,RES,blank,2017/10,7.6,0,542,0,14022,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5698793,20042200530114,H,3.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|3|H,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|3|Hconsid7.6,3
15648,20042401470088,ASP,2020-04-16,RES,blank,2017/10,8.0,0,531,0,15066,blank,BAL:22 SF (NI) / UP:16 SF (NI) / GDN:124 SF / ,5699966,20042401470088,B,,3,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 3,大網仔路THE MEDITERRANEAN|Phase|Block3,大網仔路THE MEDITERRANEAN|Phase|Block3|G|B,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園3座,大網仔路","THE MEDITERRANEAN(BLOCK 3),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 3),TAI MONG TSAI RD|逸瓏園3座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block3|G|Bconsid8.0,G
15651,20050700660115,ASP,2020-04-20,RES,blank,2017/10,11.93,0,699,0,17067,blank,BAL:22 SF (NI) / UP:16 SF (NI) / GDN:128 SF / ,5703202,20050700660115,L,,5,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 5,大網仔路THE MEDITERRANEAN|Phase|Block5,大網仔路THE MEDITERRANEAN|Phase|Block5|G|L,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園5座,大網仔路","THE MEDITERRANEAN(BLOCK 5),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 5),TAI MONG TSAI RD|逸瓏園5座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block5|G|Lconsid11.93,G
15652,20050800860424,ASP,2020-04-24,RES,blank,2017/10,11.48,0,699,0,16423,blank,BAL:22 SF (NI) / UP:16 SF (NI) / GDN:160 SF / ,5703833,20050800860424,A,,1,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 1,大網仔路THE MEDITERRANEAN|Phase|Block1,大網仔路THE MEDITERRANEAN|Phase|Block1|G|A,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園1座,大網仔路","THE MEDITERRANEAN(BLOCK 1),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 1),TAI MONG TSAI RD|逸瓏園1座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block1|G|Aconsid11.48,G
15653,20050801510013,ASP,2020-04-09,RES,blank,2016/09,80.368,0,2614,0,30745,blank,BAL:24 SF (NI) / UP:19 SF (NI) / RM:37 SF (NE) / FR:349 SF / RF:622 SF / ,5704003,20050801510013,P1,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P1consid80.368,1
15654,20050802050306,ASP,2020-04-20,RES,blank,2016/09,65.683,0,2205,0,29788,blank,BAL:62 SF (NI) / RM:29 SF (NE) / GDN:568 SF / ,5704162,20050802050306,G1,,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|LG|G1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|LG|G1consid65.683,LG
15657,20051900760136,ASP,2020-04-23,RES,blank,2016/09,57.597,0,2357,0,24437,blank,BAL:62 SF (NI) / RM:30 SF (NE) / GDN:689 SF / ,5708357,20051900760136,G7,,E,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block E,清水灣道MOUNT PAVILIA|Phase|BlockE,清水灣道MOUNT PAVILIA|Phase|BlockE|LG|G7,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧E座,清水灣道","MOUNT PAVILIA(BLOCK E),CLEAR WATER BAY RD","MOUNT PAVILIA(Block E),CLEAR WATER BAY RD|傲瀧E座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockE|LG|G7consid57.597,LG
15658,20051901020047,ASP,2020-05-06,RES,blank,2016/09,13.0,0,682,0,19062,blank,GDN:318 SF / ,5708428,20051901020047,C,,23,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 23,清水灣道MOUNT PAVILIA|Phase|Block23,清水灣道MOUNT PAVILIA|Phase|Block23|G|C,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧23座,清水灣道","MOUNT PAVILIA(BLOCK 23),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 23),CLEAR WATER BAY RD|傲瀧23座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block23|G|Cconsid13.0,G
15660,20052101050040,ASP,2020-05-05,RES,blank,1987/01,4.35,398,299,10930,14548,blank,blank,5709912,20052101050040,D,6.0,F,blank,blank,blank,SAI KUNG TOWN CTR,西貢苑,FUK MAN RD,福民路,22,40,NSK,DD215LOT986,SAI KUNG TOWN CTR||Phase |Block F,福民路SAI KUNG TOWN CTR|Phase|BlockF,福民路SAI KUNG TOWN CTR|Phase|BlockF|6|D,西貢,1987,33,blankblank,22-40 FUK MAN RD|福民路,22-40 FUK MAN RD,22-40 福民路,"西貢苑F座,福民路","SAI KUNG TOWN CTR(BLOCK F),FUK MAN RD","SAI KUNG TOWN CTR(Block F),FUK MAN RD|西貢苑F座,福民路",FUK MAN RDSAI KUNG TOWN CTRblankblank|Phaseblank|BlockF|6|Dconsid4.35,6
15661,20052200720192,ASP,2020-05-05,RES,blank,2016/09,56.228,0,2324,0,24194,blank,BAL:62 SF (NI) / RM:30 SF (NE) / GDN:426 SF / ,5710440,20052200720192,G2,,E,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block E,清水灣道MOUNT PAVILIA|Phase|BlockE,清水灣道MOUNT PAVILIA|Phase|BlockE|LG|G2,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧E座,清水灣道","MOUNT PAVILIA(BLOCK E),CLEAR WATER BAY RD","MOUNT PAVILIA(Block E),CLEAR WATER BAY RD|傲瀧E座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockE|LG|G2consid56.228,LG
15662,20052200720222,ASP,2020-05-08,RES,blank,2016/09,66.105,0,2598,0,25445,blank,BAL:24 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:351 SF / RF:633 SF / ,5710443,20052200720222,P6,1.0,E,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block E,清水灣道MOUNT PAVILIA|Phase|BlockE,清水灣道MOUNT PAVILIA|Phase|BlockE|1|P6,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧E座,清水灣道","MOUNT PAVILIA(BLOCK E),CLEAR WATER BAY RD","MOUNT PAVILIA(Block E),CLEAR WATER BAY RD|傲瀧E座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockE|1|P6consid66.105,1
15664,20052500350010,ASP,2020-05-14,RES,blank,2016/09,81.65100000000002,0,3219,0,25365,blank,BAL:65 SF (NI) / RM:39 SF (NE) / GDN:630 SF / ,5711222,20052500350010,G1,,B,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block B,清水灣道MOUNT PAVILIA|Phase|BlockB,清水灣道MOUNT PAVILIA|Phase|BlockB|LG|G1,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧B座,清水灣道","MOUNT PAVILIA(BLOCK B),CLEAR WATER BAY RD","MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockB|LG|G1consid81.65100000000002,LG
