,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,2497487.0,5736.058823529412,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",2217446.0,5929.0,374.0,2489858.0,5737.0,434.0,2539240.0,5771.0,440.0,2112167.0,5573.0,379.0,2069342.0,5533.0,374.0,3105780.0,5596.0,555.0,3414360.0000000005,6152.0,555.0,2585292.0,5916.0,437.0,2227424.0,5924.0,376.0,2221919.0,5989.0,371.0,2591847.0,5931.0,437.0,3345539.9999999995,6028.0,555.0,3079140.0,5548.0,555.0,1503072.0,5526.0,272.0,1481292.0,5367.0,276.0,2401080.0,5457.0,440.0,3072479.9999999995,5536.0,555.0,,0.03333213508449018,0.03341458245019058
2021-9-15,2847869.470588235,6542.764705882353,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",2524126.0,6749.0,374.0,2834888.0,6532.0,434.0,2900480.0,6592.0,440.0,2401344.0,6336.0,379.0,2355826.0,6299.0,374.0,3535350.0,6370.0,555.0,3886665.0,7003.0,555.0,2943195.0,6735.0,437.0,2536120.0,6745.0,376.0,2529478.0,6818.0,371.0,2951061.0,6753.0,437.0,3809519.9999999995,6864.0,555.0,3505380.0,6316.0,555.0,1703264.0,6262.0,272.0,1721964.0,6239.0,276.0,2776400.0,6310.0,440.0,3498720.0,6304.0,555.0,,-0.004649738083580157,-0.005427687465350384
2021-8-15,2861173.1764705884,6578.470588235294,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",2532728.0,6772.0,374.0,2844436.0,6554.0,434.0,2910600.0,6615.0,440.0,2409303.0,6357.0,379.0,2363680.0,6320.0,374.0,3547005.0,6391.0,555.0,3899985.0000000005,7027.0,555.0,2953246.0,6758.0,437.0,2544392.0,6767.0,376.0,2538011.0,6841.0,371.0,2960675.0000000005,6775.0,437.0,3822285.0,6887.0,555.0,3517035.0,6337.0,555.0,1772624.0,6517.0,272.0,1727484.0,6259.0,276.0,2786080.0,6332.0,440.0,3510375.0,6325.0,555.0,,0.005533022112511166,0.004292539243507365
2021-7-15,2845429.3529411764,6550.35294117647,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",2511784.0,6716.0,374.0,2821000.0,6500.0,434.0,2886400.0000000005,6560.0,440.0,2432801.0,6419.0,379.0,2344232.0,6268.0,374.0,3517590.0,6338.0,555.0,3867795.0,6969.0,555.0,2928774.0,6702.0,437.0,2523336.0,6711.0,376.0,2516864.0,6784.0,371.0,2936203.0,6719.0,437.0,3790650.0,6830.0,555.0,3488175.0,6285.0,555.0,1806896.0,6643.0,272.0,1755084.0,6359.0,276.0,2763200.0,6280.0,440.0,3481515.0,6273.0,555.0,,-0.0019411600371227467,-0.0014616343403366372
2021-6-15,2850963.529411765,6559.941176470588,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",2524126.0,6749.0,374.0,2834888.0,6532.0,434.0,2899160.0,6589.0,440.0,2442655.0,6445.0,379.0,2355826.0,6299.0,374.0,3535350.0000000005,6370.0,555.0,3886665.0,7003.0,555.0,2943195.0,6735.0,437.0,2536120.0,6745.0,376.0,2529478.0,6818.0,371.0,2951061.0,6753.0,437.0,3755130.0,6766.0,555.0,3505380.0,6316.0,555.0,1767728.0,6499.0,272.0,1745148.0,6323.0,276.0,2776840.0,6311.0,440.0,3477630.0,6266.0,555.0,,,
2021-5-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2021-4-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2021-3-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2021-2-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2021-1-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-12-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-11-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-10-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-9-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-8-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-7-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-6-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-5-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-4-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-3-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-2-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2020-1-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-12-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-11-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-10-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-9-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-8-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-7-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-6-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-5-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-4-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-3-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-2-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2019-1-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-12-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-11-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-10-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-9-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-8-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-7-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-6-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-5-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-4-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-3-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-2-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,,,
2018-1-15,,,"YU NGA COURT(Block E),YI TUNG RD|裕雅苑E座,怡東路",,,374.0,,,434.0,,,440.0,,,379.0,,,374.0,,,555.0,,,555.0,,,437.0,,,376.0,,,371.0,,,437.0,,,555.0,,,555.0,,,272.0,,,276.0,,,440.0,,,555.0,434.4117647058824,,
