,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,nfa_avg,lumpSum_change,npsf_change
2022-12-15,7665588.375,11083.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",7971388.0,10246.0,778.0,10080398.0,11114.0,907.0,9051860.0,9980.0,907.0,7983544.000000001,10328.0,773.0,7286247.000000001,11367.0,641.0,6623132.0,11764.0,563.0,5570353.0,12031.0,463.0,6757785.000000001,11835.0,571.0,,0.03257368380827996,0.03254920228252001
2022-1-15,8523070.0,12337.0,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9096376.0,11692.0,778.0,11015515.0,12145.0,907.0,10016908.0,11044.0,907.0,8855488.0,11456.0,773.0,7997115.999999999,12476.0,641.0,7390501.0,13127.0,563.0,6280595.0,13565.0,463.0,7532061.0,13191.0,571.0,,-0.024383236241776074,-0.024396030208374553
2021-12-15,8736084.0,12645.5,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9325108.0,11986.0,778.0,11288521.999999998,12446.0,907.0,10268147.0,11321.0,907.0,9075020.0,11740.0,773.0,8197749.0,12789.0,641.0,7575727.999999999,13456.0,563.0,6438478.0,13906.0,463.0,7719920.0,13520.0,571.0,,0.014150063773388233,0.01394164753991567
2021-11-15,8614192.625,12471.625,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9213076.0,11842.0,778.0,11148843.999999998,12292.0,907.0,10142981.0,11183.0,907.0,8839255.0,11435.0,773.0,8099035.0,12635.0,641.0,7484522.0,13294.0,563.0,6360694.000000001,13738.0,463.0,7625134.0,13354.0,571.0,,0.006726724742069923,0.002713486025546885
2021-10-15,8556634.5,12437.875,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9305658.0,11961.0,778.0,10111236.0,11148.0,907.0,10243658.0,11294.0,907.0,8928150.0,11550.0,773.0,8180442.0,12762.0,641.0,7558838.0,13426.0,563.0,6424588.0,13876.0,463.0,7700506.0,13486.0,571.0,,-0.003668837372642675,-0.003165729971247977
2021-9-15,8588143.0,12477.375,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9350782.0,12019.0,778.0,10157493.0,11199.0,907.0,10291729.0,11347.0,907.0,8971438.0,11606.0,773.0,8219543.0,12823.0,641.0,7594870.0,13490.0,563.0,6383381.000000001,13787.0,463.0,7735908.000000001,13548.0,571.0,,-0.0032938599070039265,-0.00330504243634544
2021-8-15,8616524.625,12518.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9381902.0,12059.0,778.0,10188331.0,11233.0,907.0,10324381.0,11383.0,907.0,9003131.0,11647.0,773.0,8249670.000000001,12870.0,641.0,7619642.0,13534.0,563.0,6404678.999999999,13833.0,463.0,7760461.0,13591.0,571.0,,0.003442470952409016,0.0032757981627480337
2021-7-15,8586964.25,12477.875,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9304102.0,11959.0,778.0,10036862.0,11066.0,907.0,10345242.0,11406.0,907.0,8931242.0,11554.0,773.0,8476584.0,13224.0,641.0,7556023.0,13421.0,563.0,6351433.999999999,13718.0,463.0,7694225.0,13475.0,571.0,,-0.0048070384437328695,-0.004835107867767308
2021-6-15,8628441.5,12538.5,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9350004.0,12018.0,778.0,10083119.0,11117.0,907.0,10389685.0,11455.0,907.0,8978395.0,11615.0,773.0,8518890.0,13290.0,641.0,7593181.0,13487.0,563.0,6382918.0,13786.0,463.0,7731340.0,13540.0,571.0,,0.02968378851021547,0.03036403977319413
2021-5-15,8379700.25,12169.0,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9055920.0,11640.0,778.0,9952511.0,10973.0,907.0,10056816.0,11088.0,907.0,8698569.0,11253.0,773.0,8250952.0,12872.0,641.0,7353906.0,13062.0,563.0,6181976.0,13352.0,463.0,7486952.0,13112.0,571.0,,0.005349734677304818,0.0043951055444360065
2021-4-15,8335109.625,12115.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9087818.0,11681.0,778.0,9986977.0,11011.0,907.0,9749343.0,10749.0,907.0,8731808.0,11296.0,773.0,8030448.000000001,12528.0,641.0,7379241.0,13107.0,563.0,6203737.0,13399.0,463.0,7511505.0,13155.0,571.0,,-0.001380601615046495,-0.001349722328116476
2021-3-15,8346633.0,12132.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9101822.0,11699.0,778.0,10001489.0,11027.0,907.0,9763855.0,10765.0,907.0,8747268.0,11316.0,773.0,8038139.999999999,12540.0,641.0,7388812.0,13124.0,563.0,6211608.0,13416.0,463.0,7520069.999999999,13170.0,571.0,,0.010137215632267216,0.00963268872684142
2021-2-15,8262870.5,12016.375,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8743942.0,11239.0,778.0,9948883.0,10969.0,907.0,9713063.0,10709.0,907.0,8703980.0,11260.0,773.0,7991346.999999999,12467.0,641.0,7346587.0,13049.0,563.0,6177346.000000001,13342.0,463.0,7477816.000000001,13096.0,571.0,,0.028298837372839447,0.02832600579784561
2021-1-15,8035475.875,11685.375,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8503540.0,10930.0,778.0,9674062.0,10666.0,907.0,9448219.0,10417.0,907.0,8468988.0,10956.0,773.0,7768920.000000001,12120.0,641.0,7142218.0,12686.0,563.0,6007888.0,12976.0,463.0,7269972.0,12732.0,571.0,,0.006211595551249172,0.006221408966148312
2020-12-15,7985870.875,11613.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8450636.0,10862.0,778.0,9610572.0,10596.0,907.0,9392892.0,10356.0,907.0,8421835.0,10895.0,773.0,7718922.000000001,12042.0,641.0,7096615.0,12605.0,563.0,5971774.0,12898.0,463.0,7223721.0,12651.0,571.0,,-0.004477291172069631,-0.005534028387317758
2020-11-15,8021786.75,11677.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8528436.0,10962.0,778.0,9409218.0,10374.0,907.0,9479964.0,10452.0,907.0,8499135.0,10995.0,773.0,7785585.999999999,12146.0,641.0,7157982.0,12714.0,563.0,6026871.0,13017.0,463.0,7287101.999999999,12762.0,571.0,,0.012003143764989899,0.012035402064759282
2020-10-15,7926642.125,11538.875,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8431964.0,10838.0,778.0,9298564.0,10252.0,907.0,9368403.0,10329.0,907.0,8399418.0,10866.0,773.0,7688794.999999999,11995.0,641.0,7072969.0,12563.0,563.0,5955569.0,12863.0,463.0,7197455.0,12605.0,571.0,,0.011095027117483669,0.010995871072316366
2020-9-15,7839660.875,11413.375,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8347940.0,10730.0,778.0,9201515.0,10145.0,907.0,9239609.0,10187.0,907.0,8312069.0,10753.0,773.0,7604183.0,11863.0,641.0,6999216.000000001,12432.0,563.0,5893527.000000001,12729.0,463.0,7119228.0,12468.0,571.0,,0.003426211976748972,0.0034508148978493747
2020-8-15,7812892.25,11374.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8323822.0,10699.0,778.0,9170677.0,10111.0,907.0,9208771.0,10153.0,907.0,8284241.0,10717.0,773.0,7574056.0,11816.0,641.0,6976133.0,12391.0,563.0,5873618.0,12686.0,463.0,7091820.000000001,12420.0,571.0,,-0.020872508868334916,-0.020959533467468594
2020-7-15,7979443.25,11617.625,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8515210.0,10945.0,778.0,9376566.0,10338.0,907.0,9416474.0,10382.0,907.0,8402510.0,10870.0,773.0,7739434.0,12074.0,641.0,7132647.0,12669.0,563.0,6005573.0,12971.0,463.0,7247132.0,12692.0,571.0,,0.000876094229965263,0.0008938379030347665
2020-6-15,7972458.625,11607.25,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8508986.0,10937.0,778.0,9369310.0,10330.0,907.0,9409218.0,10374.0,907.0,8397099.0,10863.0,773.0,7728537.0,12057.0,641.0,7127579.999999999,12660.0,563.0,6000942.999999999,12961.0,463.0,7237996.0,12676.0,571.0,,0.010261637738286478,0.01028146181715317
2020-5-15,7891479.125,11489.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8424184.0,10828.0,778.0,9274982.0,10226.0,907.0,9314890.0,10270.0,907.0,8313615.0,10755.0,773.0,7645847.999999999,11928.0,641.0,7056079.0,12533.0,563.0,5940753.0,12831.0,463.0,7161482.0,12542.0,571.0,,0.0052379609251640424,0.0051398138731231224
2020-4-15,7850359.25,11430.375,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8376726.0,10767.0,778.0,9223283.0,10169.0,907.0,9262284.0,10212.0,907.0,8267235.0,10695.0,773.0,7597773.0,11853.0,641.0,7052138.0,12526.0,563.0,5906490.999999999,12757.0,463.0,7116944.0,12464.0,571.0,,0.00715510866072866,0.007369951748297909
2020-3-15,7794588.125,11346.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8320710.0,10695.0,778.0,9161607.0,10101.0,907.0,9201515.0,10145.0,907.0,8212352.0,10624.0,773.0,7541365.0,11765.0,641.0,7016669.0,12463.0,563.0,5837504.0,12608.0,463.0,7064983.0,12373.0,571.0,,-0.0178280248537922,-0.017778114416178825
2020-2-15,7936072.625,11552.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8473976.0,10892.0,778.0,9330309.0,10287.0,907.0,9370217.0,10331.0,907.0,8363860.0,10820.0,773.0,7674693.0,11973.0,641.0,7142781.0,12687.0,563.0,5942142.0,12834.0,463.0,7190603.0,12593.0,571.0,,0.03833017141727657,0.03838159121807627
2020-1-15,7643110.875,11125.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8162775.999999999,10492.0,778.0,8987463.0,9909.0,907.0,9026464.0,9952.0,907.0,8057752.0,10424.0,773.0,7388166.000000001,11526.0,641.0,6878171.0,12217.0,563.0,5721291.000000001,12357.0,463.0,6922804.0,12124.0,571.0,,-0.027380533293591802,-0.02734336579128549
2019-12-15,7858274.625,11437.875,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8394620.0,10790.0,778.0,9242330.0,10190.0,907.0,9282238.0,10234.0,907.0,8285787.0,10719.0,773.0,7592004.0,11844.0,641.0,7073532.000000001,12564.0,563.0,5881026.0,12702.0,463.0,7114660.0,12460.0,571.0,,-0.030785080741704718,-0.030585867146943557
2019-11-15,8107876.25,11798.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8643580.0,11110.0,778.0,9514430.0,10490.0,907.0,9556152.0,10536.0,907.0,8701661.0,11257.0,773.0,7811226.0,12186.0,641.0,7216533.999999999,12818.0,563.0,6098636.0,13172.0,463.0,7320791.0,12821.0,571.0,,0.05062383767173384,0.050668981945279246
2019-10-15,7717201.875,11229.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8228906.0,10577.0,778.0,9058209.0,9987.0,907.0,9097210.0,10030.0,907.0,8285014.000000001,10718.0,773.0,7431113.0,11593.0,641.0,6867474.0,12198.0,563.0,5804631.0,12537.0,463.0,6965058.0,12198.0,571.0,,-0.03487504478765491,-0.03239773388191203
2019-9-15,7996065.0,11605.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8589120.0,11040.0,778.0,9157072.0,10096.0,907.0,9781088.0,10784.0,907.0,8648324.0,11188.0,773.0,7750331.0,12091.0,641.0,7164175.0,12725.0,563.0,5796297.0,12519.0,463.0,7082113.0,12403.0,571.0,,-0.04088694446304053,-0.04084710743801656
2019-8-15,8336936.875,12100.0,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8957114.0,11513.0,778.0,9543454.0,10522.0,907.0,10205564.0,11252.0,907.0,9020137.0,11669.0,773.0,8075959.0,12599.0,641.0,7468195.0,13265.0,563.0,6042613.0,13051.0,463.0,7382459.000000001,12929.0,571.0,,-0.000817437479718186,-0.0009185769282374912
2019-7-15,8343757.375,12111.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8961004.0,11518.0,778.0,9540733.0,10519.0,907.0,10214634.0,11262.0,907.0,9024002.0,11674.0,773.0,8073394.999999999,12595.0,641.0,7471572.999999999,13271.0,563.0,6044002.0,13054.0,463.0,7420716.0,12996.0,571.0,,-0.008488813661850503,-0.008595196922100867
2019-6-15,8415192.375,12216.125,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8978120.0,11540.0,778.0,9627805.0,10615.0,907.0,10318939.0,11377.0,907.0,9112897.0,11789.0,773.0,8145187.0,12707.0,641.0,7547015.0,13405.0,563.0,6102340.0,13180.0,463.0,7489236.0,13116.0,571.0,,0.014961030880131787,0.016771226734084488
2019-5-15,8291148.25,12014.625,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8826410.0,11345.0,778.0,9789251.0,10793.0,907.0,10152051.0,11193.0,907.0,8961389.0,11593.0,773.0,8002885.0,12485.0,641.0,7424280.999999999,13187.0,563.0,6000017.0,12959.0,463.0,7172902.0,12562.0,571.0,,0.03133316615362158,0.030104599819951172
2019-4-15,8039253.0,11663.5,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8600012.0,11054.0,778.0,9214213.0,10159.0,907.0,9898091.0,10913.0,907.0,8734127.0,11299.0,773.0,7793278.0,12158.0,641.0,7237928.0,12856.0,563.0,5846763.999999999,12628.0,463.0,6989611.0,12241.0,571.0,,0.01868620225423001,0.019124698275391205
2019-3-15,7891785.5,11444.625,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8404734.0,10803.0,778.0,9000161.0,9923.0,907.0,9902626.0,10918.0,907.0,8538558.0,11046.0,773.0,7611234.0,11874.0,641.0,7077473.0,12571.0,563.0,5768054.0,12458.0,463.0,6831444.000000001,11964.0,571.0,,0.042154062374490486,0.04255294921430197
2019-2-15,7572570.875,10977.5,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8070194.0,10373.0,778.0,8638268.0,9524.0,907.0,9513523.0,10489.0,907.0,8200757.000000001,10609.0,773.0,7306759.0,11399.0,641.0,6799913.999999999,12078.0,563.0,5489791.0,11857.0,463.0,6561361.0,11491.0,571.0,,0.01768075247060774,0.01807305734920761
2019-1-15,7441008.25,10782.625,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8123098.0,10441.0,778.0,8450519.0,9317.0,907.0,9315797.0,10271.0,907.0,8028378.0,10386.0,773.0,7150996.0,11156.0,641.0,6658601.000000001,11827.0,563.0,5376356.0,11612.0,463.0,6424321.0,11251.0,571.0,,-0.03802805277608057,-0.03808153798117664
2018-12-15,7735161.375,11209.5,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8440522.0,10849.0,778.0,8777946.0,9678.0,907.0,9687667.0,10681.0,907.0,8346081.0,10797.0,773.0,7432395.0,11595.0,641.0,6924899.999999999,12300.0,563.0,5591651.0,12077.0,463.0,6680129.000000001,11699.0,571.0,,0.024696305096396642,0.025407642875111547
2018-11-15,7548735.5,10931.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8323043.999999999,10698.0,778.0,8657315.0,9545.0,907.0,9559780.0,10540.0,907.0,8234769.0,10653.0,773.0,6622171.000000001,10331.0,641.0,6834257.0,12139.0,563.0,5518960.0,11920.0,463.0,6639588.0,11628.0,571.0,,-0.07378387696807887,-0.0737571225825584
2018-10-15,8150080.0,11802.25,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8987456.0,11552.0,778.0,9352077.0,10311.0,907.0,10331637.0,11391.0,907.0,8897230.0,11510.0,773.0,7108049.0,11089.0,641.0,7385997.0,13119.0,563.0,5965292.0,12884.0,463.0,7172902.0,12562.0,571.0,,-0.007687424850562508,-0.007713973431982546
2018-9-15,8213218.5,11894.0,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9052808.0,11636.0,778.0,9423730.0,10390.0,907.0,10415081.0,11483.0,907.0,8966800.0,11600.0,773.0,7157406.0,11166.0,641.0,7446801.0,13227.0,563.0,6014833.0,12991.0,463.0,7228289.0,12659.0,571.0,,0.012881164363051756,0.012858724346419104
2018-8-15,8108768.125,11743.0,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",8933774.0,11483.0,778.0,9303099.0,10257.0,907.0,10286287.0,11341.0,907.0,8853942.0,11454.0,773.0,7059974.0,11014.0,641.0,7355031.999999999,13064.0,563.0,5941679.0,12833.0,463.0,7136358.0,12498.0,571.0,,-0.04297411350345903,-0.03987899352043012
2018-7-15,8472882.75,12230.75,"LA ROSSA A(Block 7,Phase 3,COASTAL SKYLINE),12 TUNG CHUNG WATERFRONT RD|藍天海岸,3期,7座(影岸.紅 A),12 東涌海濱路",9223968.0,11856.0,778.0,10459524.0,11532.0,907.0,10630040.000000002,11720.0,907.0,9146909.0,11833.0,773.0,7296503.0,11383.0,641.0,7509294.0,13338.0,563.0,6148640.000000001,13280.0,463.0,7368184.0,12904.0,571.0,,0.000682095400969196,-1.0220037405361815e-05
