,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,2307437.736842105,5590.736842105263,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2502280.0,5687.0,440.0,2375095.0,5435.0,437.0,2098005.0,5655.0,371.0,1992298.0,5327.0,374.0,2394480.0,5442.0,440.0,2391264.0,5472.0,437.0,1550923.0,5599.0,277.0,2921520.0,5264.0,555.0,3241200.0,5840.0,555.0,1578959.9999999998,5805.0,272.0,1588104.0000000002,5754.0,276.0,3170715.0,5713.0,555.0,3068595.0,5529.0,555.0,2422200.0,5505.0,440.0,2111604.0,5646.0,374.0,2112352.0,5648.0,374.0,2131052.0,5698.0,374.0,2129556.0,5694.0,374.0,2061114.0,5511.0,374.0,,0.032867889233900716,0.03287535369446637
2022-1-15,2557929.1052631577,6199.1578947368425,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2770240.0,6296.0,440.0,2644287.0,6051.0,437.0,2336929.0,6299.0,371.0,2206600.0,5900.0,374.0,2652320.0,6028.0,440.0,2657834.0,6082.0,437.0,1731249.9999999998,6250.0,277.0,3240090.0,5838.0,555.0,3568095.0,6429.0,555.0,1748960.0,6430.0,272.0,1759224.0000000002,6374.0,276.0,3511485.0,6327.0,555.0,3399375.0,6125.0,555.0,2687960.0,6109.0,440.0,2341988.0,6262.0,374.0,2342362.0,6263.0,374.0,2360314.0,6311.0,374.0,2358444.0,6306.0,374.0,2282896.0,6104.0,374.0,,-0.02457417866185141,-0.024571225083022008
2021-12-15,2622371.736842105,6355.315789473684,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2839760.0,6454.0,440.0,2711147.9999999995,6204.0,437.0,2395918.0,6458.0,371.0,2262326.0,6049.0,374.0,2718760.0,6179.0,440.0,2725132.0000000005,6236.0,437.0,1774738.9999999998,6407.0,277.0,3322230.0,5986.0,555.0,3658005.0,6591.0,555.0,1793024.0,6592.0,272.0,1803384.0,6534.0,276.0,3599730.0,6486.0,555.0,3484845.0000000005,6279.0,555.0,2755720.0,6263.0,440.0,2401080.0,6420.0,374.0,2401454.0,6421.0,374.0,2419780.0,6470.0,374.0,2417910.0,6465.0,374.0,2340118.0,6257.0,374.0,,0.012161010286752427,0.012162615255657983
2021-11-15,2590864.210526316,6278.9473684210525,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2805880.0,6377.0,440.0,2678810.0,6130.0,437.0,2366980.0,6380.0,371.0,2235024.0,5976.0,374.0,2686200.0,6105.0,440.0,2692357.0,6161.0,437.0,1753409.9999999998,6330.0,277.0,3282825.0,5915.0,555.0,3613605.0,6511.0,555.0,1771264.0,6512.0,272.0,1781580.0,6455.0,276.0,3556440.0,6408.0,555.0,3442665.0,6203.0,555.0,2722280.0,6187.0,440.0,2372656.0,6344.0,374.0,2373030.0,6345.0,374.0,2390608.0,6392.0,374.0,2388738.0,6387.0,374.0,2312068.0,6182.0,374.0,,-0.010825824785202554,-0.010902458234879675
2021-10-15,2619219.4210526315,6348.1578947368425,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2834040.0,6441.0,440.0,2705904.0,6192.0,437.0,2390724.0,6444.0,371.0,2298230.0,6145.0,374.0,2713480.0,6167.0,440.0,2719451.0,6223.0,437.0,1771138.0,6394.0,277.0,3316680.0,5976.0,555.0,3650235.0,6577.0,555.0,1789216.0000000002,6578.0,272.0,1799520.0000000002,6520.0,276.0,3592515.0,6473.0,555.0,3477630.0,6266.0,555.0,2750000.0,6250.0,440.0,2396592.0,6408.0,374.0,2397340.0,6410.0,374.0,2414544.0,6456.0,374.0,2412674.0,6451.0,374.0,2335256.0,6244.0,374.0,,-0.004795304497606123,-0.004802099061857912
2021-9-15,2631839.8947368423,6378.789473684211,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2847679.9999999995,6472.0,440.0,2719014.0,6222.0,437.0,2402225.0,6475.0,371.0,2309450.0,6175.0,374.0,2726240.0,6196.0,440.0,2732561.0000000005,6253.0,437.0,1779725.0,6425.0,277.0,3332775.0,6005.0,555.0,3667440.0,6608.0,555.0,1797920.0000000002,6610.0,272.0,1808352.0,6552.0,276.0,3609719.9999999995,6504.0,555.0,3494280.0,6296.0,555.0,2763200.0,6280.0,440.0,2408560.0,6440.0,374.0,2408934.0,6441.0,374.0,2426138.0,6487.0,374.0,2424268.0,6482.0,374.0,2346476.0,6274.0,374.0,,-0.0033014359626963863,-0.003027187101550588
2021-8-15,2640557.5263157897,6398.1578947368425,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2856920.0,6493.0,440.0,2728191.0,6243.0,437.0,2410387.0,6497.0,371.0,2317304.0,6196.0,374.0,2735480.0,6217.0,440.0,2741738.0,6274.0,437.0,1765875.0,6375.0,277.0,3344430.0,6026.0,555.0,3679650.0,6630.0,555.0,1803904.0,6632.0,272.0,1814424.0,6574.0,276.0,3621375.0,6525.0,555.0,3522585.0,6347.0,555.0,2772440.0,6301.0,440.0,2417162.0,6463.0,374.0,2417536.0,6464.0,374.0,2434366.0,6509.0,374.0,2432496.0,6504.0,374.0,2354330.0,6295.0,374.0,,0.007618081069980187,0.007258325116622055
2021-7-15,2620593.6315789474,6352.0526315789475,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2833160.0,6439.0,440.0,2705467.0,6191.0,437.0,2390353.0,6443.0,371.0,2298230.0,6145.0,374.0,2713040.0,6166.0,440.0,2719013.9999999995,6222.0,437.0,1787481.0,6453.0,277.0,3317235.0,5977.0,555.0,3649125.0,6575.0,555.0,1788944.0,6577.0,272.0,1799244.0,6519.0,276.0,3590850.0,6470.0,555.0,3493170.0,6294.0,555.0,2749560.0,6249.0,440.0,2397340.0,6410.0,374.0,2397714.0,6411.0,374.0,2414170.0,6455.0,374.0,2412300.0,6450.0,374.0,2334882.0,6243.0,374.0,,-0.004848694718406543,-0.00337742985020395
2021-6-15,2633362.0,6373.578947368421,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2847680.0,6472.0,440.0,2728628.0,6244.0,437.0,2379594.0,6414.0,371.0,2288880.0,6120.0,374.0,2726679.9999999995,6197.0,440.0,2742175.0,6275.0,437.0,1708259.0,6167.0,277.0,3334440.0,6008.0,555.0,3676875.0,6625.0,555.0,1797920.0,6610.0,272.0,1808352.0,6552.0,276.0,3609165.0,6503.0,555.0,3595290.0,6478.0,555.0,2773320.0,6303.0,440.0,2409682.0,6443.0,374.0,2410056.0,6444.0,374.0,2426138.0,6487.0,374.0,2424268.0,6482.0,374.0,2346476.0,6274.0,374.0,,0.03943842682395049,0.03928047304777671
2021-5-15,2533446.8421052634,6132.684210526316,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",2757920.0,6268.0,440.0,2601461.0,5953.0,437.0,2269778.0,6118.0,371.0,2225674.0,5951.0,374.0,2610960.0,5934.0,440.0,2618941.0,5993.0,437.0,1617403.0,5839.0,277.0,3230100.0,5820.0,555.0,3566985.0,6427.0,555.0,1728288.0,6354.0,272.0,1751496.0,6346.0,276.0,3495390.0000000005,6298.0,555.0,3369960.0,6072.0,555.0,2651880.0,6027.0,440.0,2334134.0,6241.0,374.0,2334508.0,6242.0,374.0,2349842.0,6283.0,374.0,2347972.0,6278.0,374.0,2272798.0,6077.0,374.0,,,
2021-4-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-3-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-2-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-1-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-12-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-11-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-10-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-9-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-8-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-7-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-6-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-5-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-4-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-3-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-2-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-1-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-12-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-11-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-10-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-9-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-8-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-7-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-6-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-5-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-4-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-3-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-2-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-1-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-12-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-11-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-10-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-9-15,,,"YU NGA COURT(Block A),YI TUNG RD|裕雅苑A座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
