,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,2267488.263157895,5496.0,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2424840.0,5511.0,440.0,2390390.0,5470.0,437.0,2058679.0,5549.0,371.0,2031942.0,5433.0,374.0,2385240.0,5421.0,440.0,2372473.0,5429.0,437.0,1512973.9999999998,5462.0,277.0,3013095.0,5429.0,555.0,3178485.0,5727.0,555.0,1593920.0,5860.0,272.0,1611012.0,5837.0,276.0,3020310.0,5442.0,555.0,3017535.0000000005,5437.0,555.0,2316160.0,5264.0,440.0,2051015.9999999998,5484.0,374.0,2038300.0,5450.0,374.0,2010624.0,5376.0,374.0,2046528.0000000002,5472.0,374.0,2008754.0,5371.0,374.0,,0.03286286614797551,0.032868121977032816
2022-1-15,2513349.789473684,6093.631578947368,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2686199.9999999995,6105.0,440.0,2647783.0,6059.0,437.0,2279795.0,6145.0,371.0,2255220.0,6030.0,374.0,2645720.0,6013.0,440.0,2629866.0,6018.0,437.0,1702996.0,6148.0,277.0,3337215.0,6013.0,555.0,3519810.0,6342.0,555.0,1765280.0000000002,6490.0,272.0,1784064.0,6464.0,276.0,3344985.0,6027.0,555.0,3342210.0,6022.0,555.0,2565200.0,5830.0,440.0,2271676.0,6074.0,374.0,2257464.0,6036.0,374.0,2227170.0,5955.0,374.0,2266440.0,6060.0,374.0,2224552.0,5948.0,374.0,,-0.023950766889247577,-0.02417254544994818
2021-12-15,2575023.5789473685,6244.578947368421,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2753960.0,6259.0,440.0,2714207.0,6211.0,437.0,2336929.0,6299.0,371.0,2312068.0,6182.0,374.0,2712600.0,6165.0,440.0,2696290.0,6170.0,437.0,1745931.0,6303.0,277.0,3421019.9999999995,6164.0,555.0,3569760.0,6432.0,555.0,1809616.0,6653.0,272.0,1829052.0,6627.0,276.0,3428790.0,6178.0,555.0,3426015.0,6173.0,555.0,2629440.0,5976.0,440.0,2328524.0,6226.0,374.0,2314312.0,6188.0,374.0,2283270.0,6105.0,374.0,2323288.0,6212.0,374.0,2290376.0,6124.0,374.0,,0.012136905028500289,0.012139152392001584
2021-11-15,2544145.5263157897,6169.684210526316,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2720960.0,6184.0,440.0,2681432.0,6136.0,437.0,2309104.0,6224.0,371.0,2284018.0,6107.0,374.0,2680480.0,6092.0,440.0,2664389.0000000005,6097.0,437.0,1724879.0,6227.0,277.0,3379950.0,6090.0,555.0,3526470.0,6354.0,555.0,1787856.0,6573.0,272.0,1806972.0,6547.0,276.0,3387720.0,6104.0,555.0,3384945.0,6099.0,555.0,2598200.0,5905.0,440.0,2300848.0,6152.0,374.0,2286636.0,6114.0,374.0,2255594.0,6031.0,374.0,2295238.0,6137.0,374.0,2263074.0,6051.0,374.0,,-0.009981318603401346,-0.009982602232994853
2021-10-15,2569795.4736842103,6231.894736842105,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2748240.0,6246.0,440.0,2708526.0,6198.0,437.0,2332106.0,6286.0,371.0,2307206.0,6169.0,374.0,2707760.0,6154.0,440.0,2691483.0,6159.0,437.0,1742330.0,6290.0,277.0,3413805.0,6151.0,555.0,3561990.0,6418.0,555.0,1805808.0,6639.0,272.0,1825188.0,6613.0,276.0,3421575.0000000005,6165.0,555.0,3419355.0,6161.0,555.0,2624160.0,5964.0,440.0,2323662.0,6213.0,374.0,2309450.0,6175.0,374.0,2278408.0,6092.0,374.0,2319174.0,6201.0,374.0,2285888.0,6112.0,374.0,,-0.0048039407601074835,-0.0048076114912001255
2021-9-15,2582200.210526316,6262.0,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2761440.0,6276.0,440.0,2721636.0,6228.0,437.0,2343236.0,6316.0,371.0,2318052.0,6198.0,374.0,2721400.0,6185.0,440.0,2704592.9999999995,6189.0,437.0,1750916.9999999998,6321.0,277.0,3430455.0,6181.0,555.0,3578639.9999999995,6448.0,555.0,1814512.0000000002,6671.0,272.0,1834020.0,6645.0,276.0,3438225.0,6195.0,555.0,3435450.0,6190.0,555.0,2636920.0,5993.0,440.0,2334882.0,6243.0,374.0,2320670.0,6205.0,374.0,2289628.0,6122.0,374.0,2330394.0,6231.0,374.0,2296734.0,6141.0,374.0,,-0.0032866561832096686,-0.003250506844495127
2021-8-15,2590715.0,6282.421052631579,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2770680.0,6297.0,440.0,2730813.0,6249.0,437.0,2351398.0,6338.0,371.0,2325158.0,6217.0,374.0,2731080.0,6207.0,440.0,2713770.0,6210.0,437.0,1753410.0,6330.0,277.0,3442110.0,6202.0,555.0,3590295.0,6469.0,555.0,1820496.0,6693.0,272.0,1840092.0,6667.0,276.0,3449880.0,6216.0,555.0,3447105.0,6211.0,555.0,2645720.0000000005,6013.0,440.0,2342736.0,6264.0,374.0,2328524.0,6226.0,374.0,2297108.0,6142.0,374.0,2338248.0,6252.0,374.0,2304962.0,6163.0,374.0,,0.008799319280154982,0.009224265482984606
2021-7-15,2568117.3157894737,6225.0,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2747800.0,6245.0,440.0,2708089.0,6197.0,437.0,2331735.0,6285.0,371.0,2313938.0,6187.0,374.0,2708639.9999999995,6156.0,440.0,2691483.0,6159.0,437.0,1690254.0,6102.0,277.0,3413250.0,6150.0,555.0,3560325.0,6415.0,555.0,1805536.0,6638.0,272.0,1824912.0000000002,6612.0,276.0,3421020.0,6164.0,555.0,3418245.0,6159.0,555.0,2623720.0,5963.0,440.0,2323288.0,6212.0,374.0,2309076.0,6174.0,374.0,2278034.0,6091.0,374.0,2326280.0,6220.0,374.0,2298604.0,6146.0,374.0,,-0.004639479394253132,-0.004695665345484823
2021-6-15,2580087.5789473685,6254.368421052632,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",2752640.0,6256.0,440.0,2721636.0,6228.0,437.0,2343236.0,6316.0,371.0,2342362.0,6263.0,374.0,2722720.0,6188.0,440.0,2699786.0,6178.0,437.0,1678620.0,6060.0,277.0,3423795.0,6169.0,555.0,3575865.0,6443.0,555.0,1814512.0000000002,6671.0,272.0,1834020.0,6645.0,276.0,3418799.9999999995,6160.0,555.0,3435450.0,6190.0,555.0,2636920.0,5993.0,440.0,2334882.0,6243.0,374.0,2320670.0,6205.0,374.0,2305710.0,6165.0,374.0,2355452.0,6298.0,374.0,2304588.0,6162.0,374.0,,,
2021-5-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-4-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-3-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-2-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-1-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-12-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-11-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-10-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-9-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-8-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-7-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-6-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-5-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-4-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-3-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-2-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-1-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-12-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-11-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-10-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-9-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-8-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-7-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-6-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-5-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-4-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-3-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-2-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-1-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-12-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-11-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-10-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-9-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-8-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-7-15,,,"YU NGA COURT(Block B),YI TUNG RD|裕雅苑B座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
