,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_13,npsf_13,nfa_13,lumpSum_14,npsf_14,nfa_14,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,2285574.8421052634,5530.1578947368425,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2403720.0,5463.0,440.0,2400441.0,5493.0,437.0,2101715.0,5665.0,371.0,2072334.0,5541.0,374.0,2391840.0,5436.0,440.0,2405685.0,5505.0,437.0,1475579.0,5327.0,277.0,3000330.0000000005,5406.0,555.0,3191805.0,5751.0,555.0,1529184.0,5622.0,272.0,1529591.9999999998,5542.0,276.0,3111885.0,5607.0,555.0,2973690.0000000005,5358.0,555.0,2417360.0,5494.0,440.0,2089911.9999999998,5588.0,374.0,2059244.0,5506.0,374.0,2058496.0,5504.0,374.0,2084675.9999999998,5574.0,374.0,2128434.0,5691.0,374.0,,0.032927384641527224,0.032922417521922265
2022-1-15,2532018.6315789474,6126.578947368421,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2662000.0,6050.0,440.0,2659581.9999999995,6086.0,437.0,2328396.0,6276.0,371.0,2295238.0,6137.0,374.0,2650120.0,6023.0,440.0,2669196.0,6108.0,437.0,1634300.0,5900.0,277.0,3322785.0,5987.0,555.0,3534794.9999999995,6369.0,555.0,1693744.0,6227.0,272.0,1694364.0,6139.0,276.0,3445995.0,6209.0,555.0,3292815.0,5933.0,555.0,2677399.9999999995,6085.0,440.0,2314686.0,6189.0,374.0,2281774.0,6101.0,374.0,2279530.0,6095.0,374.0,2314312.0,6188.0,374.0,2357322.0,6303.0,374.0,,-0.02519444905533641,-0.025026592848826912
2021-12-15,2597460.210526316,6283.8421052631575,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2728880.0,6202.0,440.0,2726443.0,6239.0,437.0,2387014.0,6434.0,371.0,2352834.0,6291.0,374.0,2716560.0,6174.0,440.0,2736057.0,6261.0,437.0,1675573.0,6049.0,277.0,3406035.0,6137.0,555.0,3624150.0,6530.0,555.0,1736448.0,6384.0,272.0,1736868.0,6293.0,276.0,3532575.0,6365.0,555.0,3409365.0,6143.0,555.0,2744720.0,6238.0,440.0,2372656.0,6344.0,374.0,2339370.0,6255.0,374.0,2337126.0,6249.0,374.0,2372282.0,6343.0,374.0,2416788.0,6462.0,374.0,,0.012357483924136492,0.012457175808147536
2021-11-15,2565753.947368421,6206.526315789473,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2695880.0,6127.0,440.0,2693231.0,6163.0,437.0,2358447.0,6357.0,371.0,2324784.0,6216.0,374.0,2684000.0,6100.0,440.0,2703282.0,6186.0,437.0,1655352.0,5976.0,277.0,3365520.0,6064.0,555.0,3580305.0,6451.0,555.0,1715504.0,6307.0,272.0,1706508.0,6183.0,276.0,3490395.0,6289.0,555.0,3368294.9999999995,6069.0,555.0,2711720.0,6163.0,440.0,2344232.0,6268.0,374.0,2311320.0,6180.0,374.0,2309076.0,6174.0,374.0,2343858.0,6267.0,374.0,2387616.0,6384.0,374.0,,-0.009962715593504146,-0.009965494370797079
2021-10-15,2591573.052631579,6269.0,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2723160.0,6189.0,440.0,2720325.0,6225.0,437.0,2382191.0,6421.0,371.0,2347972.0,6278.0,374.0,2711280.0,6162.0,440.0,2730375.9999999995,6248.0,437.0,1672249.0,6037.0,277.0,3399375.0,6125.0,555.0,3616380.0,6516.0,555.0,1732912.0,6371.0,272.0,1723620.0,6245.0,276.0,3525360.0,6352.0,555.0,3402150.0,6130.0,555.0,2739000.0,6225.0,440.0,2367794.0,6331.0,374.0,2334508.0,6242.0,374.0,2332264.0,6236.0,374.0,2367420.0,6330.0,374.0,2411552.0,6448.0,374.0,,-0.004818435946136956,-0.00482086758906497
2021-9-15,2604120.8421052634,6299.368421052632,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2736360.0,6219.0,440.0,2733435.0,6255.0,437.0,2394063.0,6453.0,371.0,2359566.0,6309.0,374.0,2724480.0,6192.0,440.0,2743486.0,6278.0,437.0,1680282.0,6066.0,277.0,3415470.0,6154.0,555.0,3633585.0000000005,6547.0,555.0,1741344.0,6402.0,272.0,1731900.0,6275.0,276.0,3542565.0,6383.0,555.0,3418800.0,6160.0,555.0,2752200.0,6255.0,440.0,2379014.0,6361.0,374.0,2346102.0,6273.0,374.0,2343484.0,6266.0,374.0,2379014.0,6361.0,374.0,2423146.0,6479.0,374.0,,-0.0031976136518762077,-0.003198081151309151
2021-8-15,2612474.5263157897,6319.578947368421,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2745160.0,6239.0,440.0,2742612.0000000005,6276.0,437.0,2401854.0,6474.0,371.0,2367420.0,6330.0,374.0,2733720.0,6213.0,440.0,2752663.0,6299.0,437.0,1685822.0,6086.0,277.0,3427125.0,6175.0,555.0,3645795.0,6569.0,555.0,1735904.0000000002,6382.0,272.0,1751772.0,6347.0,276.0,3554220.0,6404.0,555.0,3430455.0,6181.0,555.0,2761439.9999999995,6276.0,440.0,2387242.0,6383.0,374.0,2353956.0,6294.0,374.0,2351338.0,6287.0,374.0,2377144.0,6356.0,374.0,2431374.0,6501.0,374.0,,0.007441224732488427,0.007332337790902477
2021-7-15,2593178.1052631577,6273.578947368421,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2722720.0,6188.0,440.0,2719888.0,6224.0,437.0,2397031.0,6461.0,371.0,2347598.0,6277.0,374.0,2711280.0,6162.0,440.0,2729939.0,6247.0,437.0,1663939.0,6007.0,277.0,3398265.0,6123.0,555.0,3615825.0,6515.0,555.0,1721488.0,6329.0,272.0,1746528.0,6328.0,276.0,3524804.9999999995,6351.0,555.0,3402149.9999999995,6130.0,555.0,2738560.0,6224.0,440.0,2367420.0,6330.0,374.0,2334508.0,6242.0,374.0,2331516.0,6234.0,374.0,2385746.0,6379.0,374.0,2411178.0,6447.0,374.0,,-0.0063257651791632785,-0.0062029981157559755
2021-6-15,2609686.3684210526,6312.736842105263,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",2736360.0000000005,6219.0,440.0,2726880.0,6240.0,437.0,2396660.0,6460.0,371.0,2360314.0,6311.0,374.0,2724920.0,6193.0,440.0,2798984.9999999995,6405.0,437.0,1672248.9999999998,6037.0,277.0,3415470.0,6154.0,555.0,3633585.0,6547.0,555.0,1730192.0,6361.0,272.0,1741836.0,6311.0,276.0,3542565.0,6383.0,555.0,3419355.0,6161.0,555.0,2752200.0,6255.0,440.0,2379388.0,6362.0,374.0,2346476.0,6274.0,374.0,2343484.0,6266.0,374.0,2439976.0,6524.0,374.0,2423146.0,6479.0,374.0,,,
2021-5-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-4-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-3-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-2-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2021-1-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-12-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-11-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-10-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-9-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-8-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-7-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-6-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-5-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-4-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-3-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-2-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2020-1-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-12-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-11-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-10-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-9-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-8-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-7-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-6-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-5-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-4-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-3-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-2-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2019-1-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-12-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-11-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-10-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-9-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
2018-8-15,,,"YU NGA COURT(Block C),YI TUNG RD|裕雅苑C座,怡東路",,,440.0,,,437.0,,,371.0,,,374.0,,,440.0,,,437.0,,,277.0,,,555.0,,,555.0,,,272.0,,,276.0,,,555.0,,,555.0,,,440.0,,,374.0,,,374.0,,,374.0,,,374.0,,,374.0,,,
