,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_addr_google,st_address,ch_address,en_address,ch_addr_google,en_addr_google,final_address,final_address_consid,floor_copy,time_adj_npsf
1351,7071002650028,ASP,2007-06-29,RES,blank,1965/04,22.23,0,2138,0,10397.567820392891,CPS 230 ,blank,2183758,7071002650028,1,14.0,B,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block B,司徒拔道VILLA MONTE ROSA|Phase|BlockB,司徒拔道VILLA MONTE ROSA|Phase|BlockB|14|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村B座,司徒拔道","VILLA MONTE ROSA(Block B),STUBBS RD","玫瑰新村,B座,司徒拔道,香港","VILLA MONTE ROSA,Block B,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道","VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道|14|1consid22.23",14,31797.769789792223
1352,7071200490174,ASP,2007-07-04,RES,blank,1990/11,21.72,1993,1662,10898,13068.592057761733,CPS 1 ON CPL1/F ,blank,2186907,7071200490174,1,6.0,B,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL8666,NICHOLSON TOWER||Phase |Block B,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB|6|1,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD","蔚豪苑,B座,黃泥涌峽道,香港","NICHOLSON TOWER,Block B,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道|6|1consid21.72",6,39526.8524754517
1353,7071301170018,PRO-ASP,2007-06-14,RES,blank,1965/04,21.5,2217,2062,9698,10426.770126091174,blank,blank,2187275,7071301170018,2,4.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|4|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|4|2consid21.5",4,31887.076078528702
1356,7071301330058,ASP,2007-06-25,RES,blank,2003/01,127.7,0,5524,0,23117.306299782766,CPS 2447-49 ON 2/F ,blank,2188500,7071301330058,A & B,51.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|51|A & B,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,"41D STUBBS RD,Hong Kong",41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","曉廬,司徒拔道,香港","HIGHCLIFF,STUBBS RD,Hong Kong","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|51|A & Bconsid127.7",51,70697.18578212934
1357,7071902700326,ASP,2007-07-09,RES,blank,2003/01,64.5,0,2810,0,22953.73665480427,CPS 1516 ON 5/F ,blank,2193915,7071902700326,A,47.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|47|A,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,"41D STUBBS RD,Hong Kong",41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","曉廬,司徒拔道,香港","HIGHCLIFF,STUBBS RD,Hong Kong","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|47|Aconsid64.5",47,69425.14989408955
1362,7080100400012,ASP,2007-07-20,RES,blank,1990/11,24.68,1993,1662,12383,14849.578820697954,GFA INCL BW:63 SFCPS 13 ON CPL2/F ,blank,2205774,7080100400012,2,15.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL8666,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|15|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|15|2consid24.68",15,44913.56901906758
1365,7080301710376,ASP,2007-07-19,RES,blank,2003/01,57.9,0,2714,0,21333.82461311717,CPS 45 ON 4/F ,blank,2208409,7080301710376,B,39.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|39|B,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,"41D STUBBS RD,Hong Kong",41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","曉廬,司徒拔道,香港","HIGHCLIFF,STUBBS RD,Hong Kong","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|39|Bconsid57.9",39,64525.61488588299
1368,7080802100146,ASP,2007-08-01,RES,blank,1972/08,16.7,1720,1520,9709,10986.842105263158,CPS G142 ON G/F ,blank,2212281,7080802100146,2,14.0,E,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block E,司徒拔道EVERGREEN VILLA|Phase|BlockE,司徒拔道EVERGREEN VILLA|Phase|BlockE|14|2,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村E座,司徒拔道","EVERGREEN VILLA(Block E),STUBBS RD","松柏新村,E座,司徒拔道,香港","EVERGREEN VILLA,Block E,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道","EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道|14|2consid16.7",14,32951.5888727753
1372,7081300820138,PRO-ASP,2007-07-19,RES,blank,1970/11,22.5,2600,2380,8654,9453.781512605043,CPS 126 ON 1/F ,blank,2215816,7081300820138,2,1.0,A,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block A,司徒拔道EVERGREEN VILLA|Phase|BlockA,司徒拔道EVERGREEN VILLA|Phase|BlockA|1|2,山頂,1970,50,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村A座,司徒拔道","EVERGREEN VILLA(Block A),STUBBS RD","松柏新村,A座,司徒拔道,香港","EVERGREEN VILLA,Block A,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道","EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道|1|2consid22.5",1,28593.610201640364
1379,7082101290070,ASP,2007-08-02,RES,blank,2003/01,66.5,0,2810,0,23665.480427046263,CPS 67 ON 5/F ,blank,2224040,7082101290070,A,49.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|49|A,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,"41D STUBBS RD,Hong Kong",41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","曉廬,司徒拔道,香港","HIGHCLIFF,STUBBS RD,Hong Kong","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|49|Aconsid66.5",49,70977.19017325052
1390,7100401460017,ASP,2007-09-14,RES,blank,2003/01,70.0,0,2810,0,24911.032028469752,CPS 3132 ON 6/F ,blank,2263700,7100401460017,A,54.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|54|A,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,"41D STUBBS RD,Hong Kong",41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","曉廬,司徒拔道,香港","HIGHCLIFF,STUBBS RD,Hong Kong","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|54|Aconsid70.0",54,73300.56671877285
1400,7103002500115,ASP,2007-10-18,RES,blank,1971/11,38.3,0,2308,0,16594.454072790293,CPS A2 ,blank,2285762,7103002500115,A3,2.0,blank,blank,GUILDFORD COURT,GUILDFORD COURT,blank,,GUILDFORD RD,僑福道,5,blank,HP,RBL874,|GUILDFORD COURT|Phase |Block ,僑福道GUILDFORD COURT|Phase|Block,僑福道GUILDFORD COURT|Phase|Block|2|A3,山頂,1971,49,GUILDFORD COURTGUILDFORD COURT,5 GUILDFORD RD,5 僑福道,"5 GUILDFORD RD,Hong Kong",5 GUILDFORD RD|5 僑福道,"GUILDFORD COURT,僑福道","GUILDFORD COURT,GUILDFORD RD","GUILDFORD COURT,僑福道,香港","GUILDFORD COURT,GUILDFORD RD,Hong Kong","GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道","GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道|2|A3consid38.3",2,45876.265239624714
1402,7110201910177,ASP,2007-10-22,RES,blank,1990/11,24.68,1993,1662,12383,14849.578820697954,CPS 22 ON CPL3/F ,blank,2289995,7110201910177,2,6.0,B,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL8666,NICHOLSON TOWER||Phase |Block B,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB,黃泥涌峽道NICHOLSON TOWER|Phase|BlockB|6|2,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD","蔚豪苑,B座,黃泥涌峽道,香港","NICHOLSON TOWER,Block B,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道","NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道|6|2consid24.68",6,41052.46329206325
1403,7110202200019,ASP,2007-10-10,RES,blank,1976/07,28.5,0,1920,0,14843.75,CPS 35 ,blank,2290022,7110202200019,A,2.0,blank,blank,blank,,blank,,STUBBS RD,司徒拔道,47A,blank,HP,IL8369,||Phase |Block ,司徒拔道|Phase|Block,司徒拔道|Phase|Block|2|A,山頂,1976,44,,47A STUBBS RD,47A 司徒拔道,"47A STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A 司徒拔道,47A STUBBS RD,"司徒拔道,香港","STUBBS RD,Hong Kong",47A STUBBS RD|47A 司徒拔道,47A STUBBS RD|47A 司徒拔道|2|Aconsid28.5,2,41036.34920218716
1404,7110202530014,PRO-ASP,2007-10-04,RES,blank,1965/04,30.0,0,2590,0,11583.011583011583,CPS 59142 ,blank,2289256,7110202530014,2,12.0,A,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block A,司徒拔道VILLA MONTE ROSA|Phase|BlockA,司徒拔道VILLA MONTE ROSA|Phase|BlockA|12|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD","玫瑰新村,A座,司徒拔道,香港","VILLA MONTE ROSA,Block A,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道|12|2consid30.0",12,32021.86160056872
1406,7110601590034,ASP,2007-10-15,RES,blank,1972/09,46.5,0,2213,0,21012.200632625394,CPS 21 ,blank,2292800,7110601590034,B,11.0,blank,blank,MOUNTAIN LODGE,崑廬,blank,,MOUNT KELLETT RD,加列山道,44,blank,HP,RBL199,|MOUNTAIN LODGE崑廬|Phase |Block ,加列山道MOUNTAIN LODGE崑廬|Phase|Block,加列山道MOUNTAIN LODGE崑廬|Phase|Block|11|B,山頂,1972,48,MOUNTAIN LODGE崑廬,44 MOUNT KELLETT RD,44 加列山道,"44 MOUNT KELLETT RD,Hong Kong",44 MOUNT KELLETT RD|44 加列山道,"崑廬,加列山道","MOUNTAIN LODGE,MOUNT KELLETT RD","崑廬,加列山道,香港","MOUNTAIN LODGE,MOUNT KELLETT RD,Hong Kong","MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道","MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道|11|Bconsid46.5",11,58089.36439018668
1408,7110902190057,ASP,2007-10-24,RES,blank,1965/04,31.0,0,2590,0,11969.11196911197,CPS 326 ,blank,2296269,7110902190057,2,14.0,A,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block A,司徒拔道VILLA MONTE ROSA|Phase|BlockA,司徒拔道VILLA MONTE ROSA|Phase|BlockA|14|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD","玫瑰新村,A座,司徒拔道,香港","VILLA MONTE ROSA,Block A,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道|14|2consid31.0",14,33089.256987254346
1413,7111502250050,ASP,2007-11-09,RES,blank,2003/01,85.0,0,2739,0,31033.22380430814,CPS 2728 ON 6/F ,blank,2303783,7111502250050,A,55.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|55|A,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,"41D STUBBS RD,Hong Kong",41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","曉廬,司徒拔道,香港","HIGHCLIFF,STUBBS RD,Hong Kong","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|55|Aconsid85.0",55,83309.42711733376
1418,7111902670128,ASP,2007-11-13,RES,blank,1972/03,33.5,2547,2353,13153,14237.144071398216,CPS 139 ON 1/FCPS C113 ON G/F ,blank,2307326,7111902670128,1,7.0,C,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block C,司徒拔道EVERGREEN VILLA|Phase|BlockC,司徒拔道EVERGREEN VILLA|Phase|BlockC|7|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD","松柏新村,C座,司徒拔道,香港","EVERGREEN VILLA,Block C,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道|7|1consid33.5",7,38219.95174766449
1419,7112000130058,ASP,2007-11-12,RES,blank,1965/04,25.5,2217,2062,11502,12366.63433559651,blank,blank,2307520,7112000130058,2,19.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|19|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|19|2consid25.5",19,33198.52389054955
1421,7112002230385,PRO-ASP,2007-10-12,RES,blank,1990/11,28.0,1993,1662,14049,16847.17208182912,GFA INCL BW:63 SFCPS 15 ON CPL1/FCPS 28 ON CPL2/F ,blank,2308805,7112002230385,1,28.0,A,blank,blank,,NICHOLSON TOWER,蔚豪苑,WONG NAI CHUNG GAP RD,黃泥涌峽道,8,blank,HP,IL8666,NICHOLSON TOWER||Phase |Block A,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA,黃泥涌峽道NICHOLSON TOWER|Phase|BlockA|28|1,山頂,1990,30,,8 WONG NAI CHUNG GAP RD,8 黃泥涌峽道,"8 WONG NAI CHUNG GAP RD,Hong Kong",8 WONG NAI CHUNG GAP RD|8 黃泥涌峽道,"蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD","蔚豪苑,A座,黃泥涌峽道,香港","NICHOLSON TOWER,Block A,WONG NAI CHUNG GAP RD,Hong Kong","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道","NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道|28|1consid28.0",28,46574.917835404005
1422,7112100450207,PRO-ASP,2007-10-18,RES,blank,1965/04,23.35,2217,2074,10532,11258.437801350048,CPS 118178 ,blank,2310322,7112100450207,1,3.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|3|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|3|1consid23.35",3,31124.559837460532
1423,7112601140019,ASP,2007-11-08,RES,blank,1965/04,23.0,0,2062,0,11154.219204655674,CPS 181 ,blank,2315408,7112601140019,1,4.0,E,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block E,司徒拔道VILLA MONTE ROSA|Phase|BlockE,司徒拔道VILLA MONTE ROSA|Phase|BlockE|4|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村E座,司徒拔道","VILLA MONTE ROSA(Block E),STUBBS RD","玫瑰新村,E座,司徒拔道,香港","VILLA MONTE ROSA,Block E,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道","VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道|4|1consid23.0",4,29943.76664637802
1427,7113002610014,ASP,2007-11-14,RES,blank,1965/04,23.4,0,2062,0,11348.205625606208,CPS 149 ,blank,2322644,7113002610014,2,1.0,E,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550,VILLA MONTE ROSA||Phase |Block E,司徒拔道VILLA MONTE ROSA|Phase|BlockE,司徒拔道VILLA MONTE ROSA|Phase|BlockE|1|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村E座,司徒拔道","VILLA MONTE ROSA(Block E),STUBBS RD","玫瑰新村,E座,司徒拔道,香港","VILLA MONTE ROSA,Block E,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道","VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道|1|2consid23.4",1,30464.52780544546
1428,7120300590012,PRO-ASP,2007-11-07,RES,blank,1972/03,30.1,2547,2353,11818,12792.180195495113,CPS G120 ON G/F ,blank,2324345,7120300590012,1,2.0,C,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block C,司徒拔道EVERGREEN VILLA|Phase|BlockC,司徒拔道EVERGREEN VILLA|Phase|BlockC|2|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD","松柏新村,C座,司徒拔道,香港","EVERGREEN VILLA,Block C,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道|2|1consid30.1",2,34340.91186879705
1430,7120302490062,ASP,2007-11-27,RES,blank,1970/11,33.0,0,2363,0,13965.29834955565,CPS 217 ON 2/F ,blank,2324489,7120302490062,B1,2.0,B,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block B,司徒拔道EVERGREEN VILLA|Phase|BlockB,司徒拔道EVERGREEN VILLA|Phase|BlockB|2|B1,山頂,1970,50,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村B座,司徒拔道","EVERGREEN VILLA(Block B),STUBBS RD","松柏新村,B座,司徒拔道,香港","EVERGREEN VILLA,Block B,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道","EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道|2|B1consid33.0",2,37490.175444248074
1432,7120602090192,ASP,2007-11-07,RES,blank,1972/08,19.5,1720,1520,11337,12828.947368421053,CPS 128 ON 1/F ,blank,2329146,7120602090192,1,19.0,E,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block E,司徒拔道EVERGREEN VILLA|Phase|BlockE,司徒拔道EVERGREEN VILLA|Phase|BlockE|19|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村E座,司徒拔道","EVERGREEN VILLA(Block E),STUBBS RD","松柏新村,E座,司徒拔道,香港","EVERGREEN VILLA,Block E,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道","EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道|19|1consid19.5",19,34439.614218655996
1433,7120702590098,PRO-ASP,2007-11-21,RES,blank,1965/04,37.1,0,2920,0,12705.479452054795,blank,blank,2330020,7120702590098,2,4.0,F,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550SA,VILLA MONTE ROSA||Phase |Block F,司徒拔道VILLA MONTE ROSA|Phase|BlockF,司徒拔道VILLA MONTE ROSA|Phase|BlockF|4|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD","玫瑰新村,F座,司徒拔道,香港","VILLA MONTE ROSA,Block F,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道","VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道|4|2consid37.1",4,34108.16166172198
