,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5152971.5,13971.3,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",6126372.0,12684.0,483.0,5999070.0,12985.0,462.0,4122744.0,14568.0,283.0,4201800.0,14900.0,282.0,8870492.0,12286.0,722.0,4040469.0,15363.0,263.0,4177646.0000000005,14762.0,283.0,4165826.0,15661.0,266.0,3979976.0,14014.0,284.0,5845320.0,12490.0,468.0,,-0.037918954725742804,-0.03696019300361886
2022-1-15,6307621.0,17062.3,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7549773.000000001,15631.0,483.0,7392924.000000001,16002.0,462.0,5080699.0,17953.0,283.0,5177802.0,18361.0,282.0,10931802.0,15141.0,722.0,4826576.0,18352.0,263.0,4893070.0,17290.0,283.0,5115712.0,19232.0,266.0,4904396.0,17269.0,284.0,7203456.0,15392.0,468.0,,0.0025520360618718207,0.0025501060585582103
2021-12-15,6291564.7,17018.9,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7529970.0,15590.0,483.0,7374444.0,15962.0,462.0,5067964.0,17908.0,283.0,5164830.0,18315.0,282.0,10903644.0,15102.0,722.0,4814478.0,18306.0,263.0,4880901.0,17247.0,283.0,5102412.0,19182.0,266.0,4891332.0,17223.0,284.0,7185672.0,15354.0,468.0,,-0.020477561125526123,-0.020478051419592802
2021-11-15,6423094.0,17374.7,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7686462.0,15914.0,483.0,7528752.0,16296.0,462.0,5174372.0,18284.0,283.0,5272836.0,18698.0,282.0,11131796.0,15418.0,722.0,4915207.0,18689.0,263.0,4982781.0,17607.0,283.0,5209078.0,19583.0,266.0,4993288.0,17582.0,284.0,7336367.999999999,15676.0,468.0,,0.024732186740261675,0.024693323897145625
2021-10-15,6268070.9,16956.0,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7499541.000000001,15527.0,483.0,7346262.0,15901.0,462.0,5049003.0,17841.0,283.0,5145090.0,18245.0,282.0,10862490.0,15045.0,722.0,4802906.0,18262.0,263.0,4862223.0,17181.0,283.0,5082462.0,19107.0,266.0,4871736.0,17154.0,284.0,7158996.0,15297.0,468.0,,-0.02064363921957235,-0.020648626794120162
2021-9-15,6400194.2,17313.5,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7656999.000000001,15853.0,483.0,7501032.0,16236.0,462.0,5155977.0,18219.0,283.0,5253660.0,18630.0,282.0,11091364.0,15362.0,722.0,4904161.0,18647.0,263.0,4964669.0,17543.0,283.0,5189660.0,19510.0,266.0,4974260.0,17515.0,284.0,7310160.000000001,15620.0,468.0,,-0.009269120688319088,-0.009264451743593916
2021-8-15,6460073.4,17475.4,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7728000.0,16000.0,483.0,7571256.000000001,16388.0,462.0,5204370.0,18390.0,283.0,5302728.0,18804.0,282.0,11195332.0,15506.0,722.0,4950186.0,18822.0,263.0,5011364.0,17708.0,283.0,5237806.0,19691.0,266.0,5020268.0,17677.0,284.0,7379424.000000001,15768.0,468.0,,0.009539082666012444,0.00954350614088817
2021-7-15,6399032.5,17310.2,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7654101.000000001,15847.0,483.0,7500107.999999999,16234.0,462.0,5155411.0,18217.0,283.0,5252814.0,18627.0,282.0,11089920.0,15360.0,722.0,4903372.0,18644.0,263.0,4964103.0,17541.0,283.0,5188064.0,19504.0,266.0,4972272.0,17508.0,284.0,7310160.000000001,15620.0,468.0,,0.045051211985414064,0.04504950495049509
2021-6-15,6123176.0,16564.0,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7323729.000000001,15163.0,483.0,7176708.000000001,15534.0,462.0,4933539.0,17433.0,283.0,5026368.0,17824.0,282.0,10611956.0,14698.0,722.0,4692183.0,17841.0,263.0,4750155.0,16785.0,283.0,4964358.0,18663.0,266.0,4757568.0,16752.0,284.0,6995196.0,14947.0,468.0,,-0.01594092909637923,-0.0159395923314104
2021-5-15,6222366.3,16832.3,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7441580.999999999,15407.0,483.0,7293132.0,15786.0,462.0,5013911.0,17717.0,283.0,5107866.0,18113.0,282.0,10783792.0,14936.0,722.0,4768190.0,18130.0,263.0,4827131.0,17057.0,283.0,5044424.0,18964.0,266.0,4834248.0,17022.0,284.0,7109388.000000001,15191.0,468.0,,0.005285678682499961,0.005285538527693756
2021-4-15,6189649.8,16743.8,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7401492.0,15324.0,483.0,7254785.999999999,15703.0,462.0,4987875.0,17625.0,283.0,5081076.0,18018.0,282.0,10727476.0,14858.0,722.0,4743205.0,18035.0,263.0,4801944.0,16968.0,283.0,5017824.0,18864.0,266.0,4808404.0,16931.0,284.0,7072416.0,15112.0,468.0,,0.016810871693270002,0.016815551196642797
2021-3-15,6087316.7,16466.9,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7278327.0,15069.0,483.0,7135128.000000001,15444.0,462.0,4905522.0,17334.0,283.0,4997040.0,17720.0,282.0,10550586.0,14613.0,722.0,4665094.0,17738.0,263.0,4722704.0,16688.0,283.0,4934566.0,18551.0,266.0,4728316.0,16649.0,284.0,6955884.0,14863.0,468.0,,0.014518864585960856,0.014521415545369454
2021-2-15,6000200.6,16231.2,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7173516.0,14852.0,483.0,7033026.0,15223.0,462.0,4835621.0,17087.0,283.0,4925694.0,17467.0,282.0,10399688.0,14404.0,722.0,4598292.0,17484.0,263.0,4655067.0,16449.0,283.0,4863810.0,18285.0,266.0,4660156.0,16409.0,284.0,6857136.0,14652.0,468.0,,-0.005658080380377517,-0.005660516062633181
2021-1-15,6034343.4,16323.6,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",7213605.0,14935.0,483.0,7073220.0,15310.0,462.0,4863638.0,17186.0,283.0,4953612.0,17566.0,282.0,10458892.0,14486.0,722.0,4624592.0,17584.0,263.0,4681669.0,16543.0,283.0,4891474.0,18389.0,266.0,4686284.0,16501.0,284.0,6896448.0,14736.0,468.0,,,
2020-12-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-11-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-10-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-9-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-8-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-7-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-6-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-5-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-4-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-3-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-2-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2020-1-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-12-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-11-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-10-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-9-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-8-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-7-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-6-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-5-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-4-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-3-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-2-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2019-1-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-12-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-11-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-10-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-9-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-8-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-7-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-6-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-5-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-4-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-3-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-2-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,,,
2018-1-15,,,"GRAND JETE(Phase 1),Block 2,CASTLE PEAK RD TAI LAM|飛揚1期,2座,青山公路大欖段",,,483.0,,,462.0,,,283.0,,,282.0,,,722.0,,,263.0,,,283.0,,,266.0,,,284.0,,,468.0,379.6,,
