,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5053129.1875,12770.625,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",8114028.0,12003.0,676.0,7115724.0,12684.0,561.0,8227929.0,11771.0,699.0,5284847.0,12613.0,419.0,3150880.0,13408.0,235.0,3190125.0,13575.0,235.0,3006120.0,12792.0,235.0,3084140.0,13124.0,235.0,3026565.0,12879.0,235.0,3023748.0,12922.0,234.0,6091516.0,12638.0,482.0,5503724.0,13042.0,422.0,5327984.0,12566.0,424.0,5639400.0,12532.0,450.0,5500593.0,12473.0,441.0,5562744.0,13308.0,418.0,,-0.04016730873108676,-0.04018150729975012
2022-1-15,6223773.9375,15720.8125,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",10002096.0,14796.0,676.0,8776284.0,15644.0,561.0,10139694.0,14506.0,699.0,6514193.0,15547.0,419.0,3884080.0000000005,16528.0,235.0,3859405.0,16423.0,235.0,3705715.0,15769.0,235.0,3801125.0,16175.0,235.0,3728745.0000000005,15867.0,235.0,3725280.0,15920.0,234.0,7509078.0,15579.0,482.0,6782806.0,16073.0,422.0,6568184.0,15491.0,424.0,6950700.0,15446.0,450.0,6779052.0,15372.0,441.0,6853946.0,16397.0,418.0,,0.0024510124922654253,0.0024589902596885427
2021-12-15,6208556.6875,15682.25,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",9977760.0,14760.0,676.0,8757771.0,15611.0,561.0,10113831.0,14469.0,699.0,6498690.0,15510.0,419.0,3874679.9999999995,16488.0,235.0,3850240.0,16384.0,235.0,3697020.0000000005,15732.0,235.0,3791725.0,16135.0,235.0,3719110.0,15826.0,235.0,3715452.0000000005,15878.0,234.0,7490761.999999999,15541.0,482.0,6765504.0,16032.0,422.0,6552496.0,15454.0,424.0,6933600.000000001,15408.0,450.0,6762294.0,15334.0,441.0,6835972.0,16354.0,418.0,,-0.02058588672771411,-0.02057863756303968
2021-11-15,6339051.6875,16011.75,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",10187996.0,15071.0,676.0,8944023.0,15943.0,561.0,10325628.0,14772.0,699.0,6635284.0,15836.0,419.0,3956225.0,16835.0,235.0,3931550.0,16730.0,235.0,3775040.0,16064.0,235.0,3871390.0000000005,16474.0,235.0,3796660.0,16156.0,235.0,3792906.0,16209.0,234.0,7648376.0,15868.0,482.0,6907296.0,16368.0,422.0,6690720.0,15780.0,424.0,7078950.0,15731.0,450.0,6903855.0,15655.0,441.0,6978928.0,16696.0,418.0,,0.02473495666310943,0.024743802049583596
2021-10-15,6186040.25,15625.125,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",9941932.0,14707.0,676.0,8730843.0,15563.0,561.0,10075386.0,14414.0,699.0,6475226.0,15454.0,419.0,3861050.0,16430.0,235.0,3836845.0,16327.0,235.0,3684330.0,15678.0,235.0,3777860.0000000005,16076.0,235.0,3704305.0,15763.0,235.0,3700475.9999999995,15814.0,234.0,7464252.000000001,15486.0,482.0,6739762.0,15971.0,422.0,6529600.0,15400.0,424.0,6908399.999999999,15352.0,450.0,6737157.0,15277.0,441.0,6809220.0,16290.0,418.0,,-0.020744884410735187,-0.020732877651344572
2021-9-15,6317087.5,15955.9375,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",10152844.0,15019.0,676.0,8918778.0,15898.0,561.0,10287882.0,14718.0,699.0,6612239.0,15781.0,419.0,3942830.0000000005,16778.0,235.0,3918390.0,16674.0,235.0,3762585.0,16011.0,235.0,3857760.0000000005,16416.0,235.0,3782089.9999999995,16094.0,235.0,3778164.0000000005,16146.0,234.0,7622348.0,15814.0,482.0,6882397.999999999,16309.0,422.0,6668248.0,15727.0,424.0,7054650.0,15677.0,450.0,6879600.000000001,15600.0,441.0,6952594.0,16633.0,418.0,,-0.009378615684401126,-0.009367154426116242
2021-8-15,6376893.9375,16106.8125,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",10249512.0,15162.0,676.0,9005733.0,16053.0,561.0,10384344.0,14856.0,699.0,6675089.0,15931.0,419.0,3980195.0,16937.0,235.0,3955754.9999999995,16833.0,235.0,3798540.0,16164.0,235.0,3894185.0000000005,16571.0,235.0,3817104.9999999995,16243.0,235.0,3813263.9999999995,16296.0,234.0,7695129.999999999,15965.0,482.0,6946542.0,16461.0,422.0,6731847.999999999,15877.0,424.0,7121250.0,15825.0,450.0,6944427.000000001,15747.0,441.0,7017384.0,16788.0,418.0,,0.00943941275672966,0.009451773627475513
2021-7-15,6317262.6875,15956.0,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",10154196.0,15021.0,676.0,8924388.0,15908.0,561.0,10286484.0,14716.0,699.0,6612658.0,15782.0,419.0,3943300.0,16780.0,235.0,3918860.0000000005,16676.0,235.0,3763525.0,16015.0,235.0,3857525.0000000005,16415.0,235.0,3780680.0,16088.0,235.0,3776760.0,16140.0,234.0,7623312.0,15816.0,482.0,6881132.000000001,16306.0,422.0,6669520.0,15730.0,424.0,7054199.999999999,15676.0,450.0,6879159.0,15599.0,441.0,6950504.0,16628.0,418.0,,0.044923224307605425,0.04493324274101784
2021-6-15,6045671.625,15269.875,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",9717500.0,14375.0,676.0,8543469.0,15229.0,561.0,9843318.0,14082.0,699.0,6328576.0,15104.0,419.0,3773865.0000000005,16059.0,235.0,3750600.0000000005,15960.0,235.0,3602079.9999999995,15328.0,235.0,3691615.0,15709.0,235.0,3617355.0,15393.0,235.0,3613662.0,15443.0,234.0,7295552.0,15136.0,482.0,6584888.0,15604.0,422.0,6383320.0,15055.0,424.0,6750900.0,15002.0,450.0,6583248.0,14928.0,441.0,6650798.0,15911.0,418.0,,-0.016056425458518153,-0.016044977487092327
2021-5-15,6144327.5625,15518.875,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",9876360.0,14610.0,676.0,8685963.0,15483.0,561.0,10002690.0,14310.0,699.0,6432069.0,15351.0,419.0,3835435.0,16321.0,235.0,3812169.9999999995,16222.0,235.0,3661064.9999999995,15579.0,235.0,3751775.0,15965.0,235.0,3675634.9999999995,15641.0,235.0,3671928.0000000005,15692.0,234.0,7415088.0,15384.0,482.0,6691654.0,15857.0,422.0,6487624.0,15301.0,424.0,6861150.0,15247.0,450.0,6690411.0,15171.0,441.0,6758224.0,16168.0,418.0,,0.00517560541132811,0.005189863168974185
2021-4-15,6112690.6875,15438.75,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",9826336.0,14536.0,676.0,8643888.0,15408.0,561.0,9950265.0,14235.0,699.0,6398968.0,15272.0,419.0,3815930.0,16238.0,235.0,3792665.0,16139.0,235.0,3642499.9999999995,15500.0,235.0,3732270.0,15882.0,235.0,3655895.0000000005,15557.0,235.0,3652272.0000000005,15608.0,234.0,7377010.000000001,15305.0,482.0,6656628.0,15774.0,422.0,6454976.0,15224.0,424.0,6825600.0,15168.0,450.0,6655572.0,15092.0,441.0,6722276.0,16082.0,418.0,,0.01670686258530374,0.016714754341267346
2021-3-15,6012244.9375,15184.9375,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",9664772.0,14297.0,676.0,8504760.0,15160.0,561.0,9786000.0,14000.0,699.0,6294218.0,15022.0,419.0,3753420.0,15972.0,235.0,3730625.0,15875.0,235.0,3583044.9999999995,15247.0,235.0,3670935.0,15621.0,235.0,3595265.0,15299.0,235.0,3591432.0,15348.0,234.0,7256028.0,15054.0,482.0,6546486.0,15513.0,422.0,6349400.0,14975.0,424.0,6713100.0,14918.0,450.0,6545763.0,14843.0,441.0,6610670.0,15815.0,418.0,,0.014392873606727141,0.014408704510914028
2021-2-15,5926939.25,14969.25,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",9528220.0,14095.0,676.0,8386949.999999999,14950.0,561.0,9646200.0,13800.0,699.0,6204971.0,14809.0,419.0,3700075.0000000005,15745.0,235.0,3677985.0,15651.0,235.0,3532520.0,15032.0,235.0,3618529.9999999995,15398.0,235.0,3543565.0,15079.0,235.0,3539718.0,15127.0,234.0,7153362.0,14841.0,482.0,6453224.0,15292.0,422.0,6259512.0,14763.0,424.0,6617700.0,14706.0,450.0,6452712.0,14632.0,441.0,6515784.0,15588.0,418.0,,,
2021-1-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-12-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-11-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-10-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-9-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-8-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-7-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-6-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-5-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-4-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-3-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-2-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2020-1-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-12-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-11-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-10-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-9-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-8-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-7-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-6-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-5-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-4-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-3-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-2-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2019-1-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-12-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-11-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
