,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,nfa_avg,lumpSum_change,npsf_change
2022-12-15,6953125.444444444,13304.777777777777,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",10265628.0,13044.0,787.0,8515772.0,12062.0,706.0,8907490.0,12835.0,694.0,6121321.0,14137.0,433.0,5646762.0,13509.0,418.0,5985015.0,12871.0,465.0,5919394.0,14027.0,422.0,5649030.0,13645.0,414.0,5567717.0,13613.0,409.0,,-0.04024769098131309,-0.04024398063543966
2021-9-15,8679271.0,16617.333333333332,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",12704541.0,16143.0,787.0,10651422.0,15087.0,706.0,11130372.0,16038.0,694.0,7652409.0,17673.0,433.0,7060438.0,16891.0,418.0,7486964.999999999,16101.0,465.0,7408210.0,17555.0,422.0,7060355.999999999,17054.0,414.0,6958726.0,17014.0,409.0,,-0.009289176049489534,-0.009293914241615409
2021-8-15,8760650.222222222,16773.222222222223,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",12823378.0,16294.0,787.0,10751674.0,15229.0,706.0,11233778.0,16187.0,694.0,7723854.0,17838.0,433.0,7126899.999999999,17050.0,418.0,7557645.0,16253.0,465.0,7478684.0,17722.0,422.0,7126182.0,17213.0,414.0,7023757.000000001,17173.0,409.0,,0.009556243845512125,0.009549859226515078
2021-7-15,8677723.777777778,16614.555555555555,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",12701393.0,16139.0,787.0,10650010.0,15085.0,706.0,11126902.0,16033.0,694.0,7650677.0,17669.0,433.0,7059602.0,16889.0,418.0,7486499.999999999,16100.0,465.0,7409053.999999999,17557.0,422.0,7058285.999999999,17049.0,414.0,6957090.0,17010.0,409.0,,0.04502616234594492,0.04502823437325287
2021-6-15,8303834.0,15898.666666666666,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",12154428.0,15444.0,787.0,10191816.0,14436.0,706.0,10646654.0,15341.0,694.0,7320731.0,16907.0,433.0,6755298.0,16161.0,418.0,7164255.0,15407.0,465.0,7090443.999999999,16802.0,422.0,6753996.0,16314.0,414.0,6656884.0,16276.0,409.0,,-0.01595147475660197,-0.01595510563380287
2021-5-15,8438439.555555556,16156.444444444445,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",12351178.0,15694.0,787.0,10357726.0,14671.0,706.0,10818072.0,15588.0,694.0,7439372.999999999,17181.0,433.0,6864814.0,16423.0,418.0,7280969.999999999,15658.0,465.0,7206494.0,17077.0,422.0,6862878.0,16577.0,414.0,6764451.0,16539.0,409.0,,0.0052873251588820835,0.005281933574845965
2021-4-15,8394057.444444444,16071.555555555555,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",12285857.0,15611.0,787.0,10303364.0,14594.0,706.0,10760470.0,15505.0,694.0,7399970.000000001,17090.0,433.0,6828866.0,16337.0,418.0,7243304.999999999,15577.0,465.0,7169780.0,16990.0,422.0,6826446.0,16489.0,414.0,6728459.0,16451.0,409.0,,0.01678135358559074,0.01677949064017925
2021-3-15,8255518.666666667,15806.333333333334,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",12082811.0,15353.0,787.0,10133924.0,14354.0,706.0,10582112.0,15248.0,694.0,7277864.0,16808.0,433.0,6716424.0,16068.0,418.0,7124264.999999999,15321.0,465.0,7052041.999999999,16711.0,422.0,6713424.0,16216.0,414.0,6616802.0,16178.0,409.0,,0.04306658679052622,0.034852254375627556
2021-2-15,7914661.222222222,15274.0,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",10106654.0,12842.0,787.0,9989194.0,14149.0,706.0,10429432.0,15028.0,694.0,6972166.0,16102.0,433.0,6620284.0,15838.0,418.0,7022895.0,15103.0,465.0,6952450.0,16475.0,422.0,6616962.0,15983.0,414.0,6521914.0,15946.0,409.0,,-0.005714549009957937,-0.00572122930484531
2021-1-15,7960149.888888889,15361.888888888889,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",10164105.0,12915.0,787.0,10047086.0,14231.0,706.0,10488422.0,15113.0,694.0,7012868.0,16196.0,433.0,6658322.0,15929.0,418.0,7063815.0,15191.0,465.0,6992962.0,16571.0,422.0,6654636.0,16074.0,414.0,6559133.0,16037.0,409.0,,,
2020-12-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-11-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-10-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-9-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-8-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-7-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-6-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-5-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-4-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-3-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-2-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2020-1-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-12-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-11-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-10-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-9-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-8-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-7-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-6-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-5-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-4-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-3-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-2-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2019-1-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-12-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-11-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-10-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-9-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-8-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-7-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-6-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-5-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-4-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-3-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-2-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,,,
2018-1-15,,,"BERGEN TOWER 2(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第2座),欣寶路",,,787.0,,,706.0,,,694.0,,,433.0,,,418.0,,,465.0,,,422.0,,,414.0,,,409.0,527.5555555555555,,
