,lumpSum_avg,npsf_avg,final_address,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,lumpSum_Q,npsf_Q,nfa_Q,nfa_avg,lumpSum_change,npsf_change
2020-12-15,4666022.714285715,16952.428571428572,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5060130.0,16323.0,310.0,5230456.0,16982.0,308.0,4907980.0,15935.0,308.0,5358660.0,17286.0,310.0,4368480.0,19160.0,228.0,5463990.0,15930.0,343.0,4983273.0,15921.0,313.0,3964940.0000000005,17780.0,223.0,4998411.0,15669.0,319.0,5223306.0,16374.0,319.0,3876120.0000000005,17460.0,222.0,3692880.0,16560.0,223.0,4049457.0000000005,18159.0,223.0,4146234.9999999995,17795.0,233.0,,0.00819919513919598,0.008537129501752894
2020-1-15,4722067.428571428,17145.571428571428,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5234350.0,16885.0,310.0,5268956.0,17107.0,308.0,5056744.0,16418.0,308.0,5302550.0,17105.0,310.0,4423428.0,19401.0,228.0,5554542.0,16194.0,343.0,5005183.0,15991.0,313.0,4028272.0,18064.0,223.0,5145470.0,16130.0,319.0,5291891.0,16589.0,319.0,3941388.0,17754.0,222.0,3754873.9999999995,16838.0,223.0,4117695.0000000005,18465.0,223.0,3983601.0000000005,17097.0,233.0,,0.02497482290761499,0.02497993065400439
2019-12-15,4607008.214285715,16727.714285714286,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5106630.0,16473.0,310.0,5140212.0,16689.0,308.0,4932928.0,16016.0,308.0,5174830.0,16693.0,310.0,4315356.0,18927.0,228.0,5419400.0,15800.0,343.0,4884052.0,15604.0,313.0,3929483.0,17621.0,223.0,5019465.0,15735.0,319.0,5163015.0,16185.0,319.0,3845262.0,17321.0,222.0,3663444.0,16428.0,223.0,4016898.9999999995,18013.0,223.0,3887139.0,16683.0,233.0,,-0.02334991774018913,-0.02334581668654545
2019-11-15,4717153.357142857,17127.571428571428,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5228460.0,16866.0,310.0,5263104.0,17088.0,308.0,5049660.0,16395.0,308.0,5300070.0,17097.0,310.0,4418412.0,19379.0,228.0,5549054.0,16178.0,343.0,5001740.0,15980.0,313.0,4022919.9999999995,18040.0,223.0,5138771.0,16109.0,319.0,5286787.0,16573.0,319.0,3936948.0,17734.0,222.0,3750859.9999999995,16820.0,223.0,4112789.0,18443.0,223.0,3980572.0000000005,17084.0,233.0,,-0.013163759461144342,-0.013157299070305495
2019-10-15,4780077.142857143,17355.928571428572,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5297900.0,17090.0,310.0,5333020.0,17315.0,308.0,5116188.0,16611.0,308.0,5372300.0,17330.0,310.0,4477236.0,19637.0,228.0,5623485.0,16395.0,343.0,5069661.0,16197.0,313.0,4075771.0,18277.0,223.0,5206718.0,16322.0,319.0,5357286.0,16794.0,319.0,3989340.0,17970.0,222.0,3800811.9999999995,17044.0,223.0,4167200.9999999995,18687.0,223.0,4034162.0,17314.0,233.0,,-0.004017338093553535,-0.004012920044924928
2019-9-15,4799357.785714285,17425.85714285714,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5319290.0,17159.0,310.0,5354272.0,17384.0,308.0,5135900.0,16675.0,308.0,5395550.0,17405.0,310.0,4495248.0,19716.0,228.0,5646466.0,16462.0,343.0,5090945.0,16265.0,313.0,4091604.0,18348.0,223.0,5226815.0,16385.0,319.0,5378978.0,16862.0,319.0,4005324.0,18042.0,222.0,3815976.0,17112.0,223.0,4183702.9999999995,18761.0,223.0,4050938.0000000005,17386.0,233.0,,-0.045511295541489694,-0.04550594108602368
2019-8-15,5028197.571428572,18256.64285714286,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5572560.0,17976.0,310.0,5609604.0,18213.0,308.0,5379528.0,17466.0,308.0,5654400.0,18240.0,310.0,4709340.0,20655.0,228.0,5915721.0,17247.0,343.0,5335085.0,17045.0,313.0,4286060.0,19220.0,223.0,5475316.0,17164.0,319.0,5635773.0,17667.0,319.0,4196022.0,18901.0,222.0,3997721.0000000005,17927.0,223.0,4382842.0,19654.0,223.0,4244794.0,18218.0,233.0,,0.025347513778549047,0.025353728642893536
2019-7-15,4903896.0,17805.214285714286,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5434610.0,17531.0,310.0,5470696.0,17762.0,308.0,5245548.0,17031.0,308.0,5516140.0,17794.0,310.0,4592832.0,20144.0,228.0,5769946.0,16822.0,343.0,5204251.0,16627.0,313.0,4179465.9999999995,18742.0,223.0,5339103.0,16737.0,319.0,5496689.0,17231.0,319.0,4092126.0,18433.0,222.0,3898709.0,17483.0,223.0,4274018.0,19166.0,223.0,4140410.0,17770.0,233.0,,0.0013492890248851808,0.0013537616094096983
2019-6-15,4897288.142857143,17781.14285714286,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5427170.0,17507.0,310.0,5462996.0,17737.0,308.0,5237540.0,17005.0,308.0,5510250.0,17775.0,310.0,4586448.0,20116.0,228.0,5762400.0,16800.0,343.0,5198304.0,16608.0,313.0,4172999.0,18713.0,223.0,5331128.0,16712.0,319.0,5489352.0,17208.0,319.0,4086576.0000000005,18408.0,222.0,3893357.0,17459.0,223.0,4267997.0,19139.0,223.0,4135517.0,17749.0,233.0,,-0.00852928735818348,-0.008523315649444752
2019-5-15,4939417.857142857,17934.0,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5473670.0,17657.0,310.0,5509812.0,17889.0,308.0,5281276.0,17147.0,308.0,5559540.0,17934.0,310.0,4625664.0,20288.0,228.0,5812135.0,16945.0,343.0,5244315.0,16755.0,313.0,4208233.0,18871.0,223.0,5376107.0,16853.0,319.0,5536883.0,17357.0,319.0,4121430.0000000005,18565.0,222.0,3926807.0,17609.0,223.0,4304346.0,19302.0,223.0,4171632.0,17904.0,233.0,,0.04086189548539032,0.04086759694550168
2019-4-15,4745507.428571428,17229.85714285714,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5258530.0,16963.0,310.0,5293288.0,17186.0,308.0,5073068.0,16471.0,308.0,5342850.0,17235.0,310.0,4443948.0,19491.0,228.0,5584383.0,16281.0,343.0,5039300.0,16100.0,313.0,4042321.0,18127.0,223.0,5164291.0,16189.0,319.0,5319644.0,16676.0,319.0,3959592.0,17836.0,222.0,3772491.0,16917.0,223.0,4134866.0,18542.0,223.0,4008532.0,17204.0,233.0,,0.00940384842116515,0.009411262548698618
2019-3-15,4701297.142857143,17069.214285714286,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5209550.0,16805.0,310.0,5243700.0,17025.0,308.0,5024712.0,16314.0,308.0,5294800.0,17080.0,310.0,4402224.0,19308.0,228.0,5532590.0,16130.0,343.0,4993602.0,15954.0,313.0,4003965.0,17955.0,223.0,5115484.0,16036.0,319.0,5270199.0,16521.0,319.0,3922518.0,17669.0,222.0,3737033.9999999995,16758.0,223.0,4096064.0000000005,18368.0,223.0,3971718.0,17046.0,233.0,,0.04221472418216532,0.04221746355036671
2019-2-15,4510871.928571428,16377.785714285714,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",4998130.0,16123.0,310.0,5031180.0,16335.0,308.0,4820200.0,15650.0,308.0,5081830.0,16393.0,310.0,4223928.0,18526.0,228.0,5308611.0,15477.0,343.0,4792343.0,15311.0,313.0,3841175.0,17225.0,223.0,4907496.0,15384.0,319.0,5056788.0,15852.0,319.0,3763566.0,16953.0,222.0,3585617.0,16079.0,223.0,3929929.0,17623.0,223.0,3811414.0000000005,16358.0,233.0,,-0.005137595532006212,-0.005128627896785365
2019-1-15,4534166.642857143,16462.214285714286,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5023860.0,16206.0,310.0,5057052.0,16419.0,308.0,4843916.0,15727.0,308.0,5109730.0,16483.0,310.0,4245360.0,18620.0,228.0,5336394.0,15558.0,343.0,4818322.0,15394.0,313.0,3860352.9999999995,17311.0,223.0,4932059.0,15461.0,319.0,5083265.0,15935.0,319.0,3782658.0,17039.0,222.0,3603903.0,16161.0,223.0,3949776.0,17712.0,223.0,3831685.0,16445.0,233.0,,0.016837870907280283,0.01684064697733101
2018-12-15,4459085.142857143,16189.57142857143,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",4940470.0,15937.0,310.0,4972968.0,16146.0,308.0,4762604.0,15463.0,308.0,5026650.0,16215.0,310.0,4175135.9999999995,18312.0,228.0,5248243.0,15301.0,343.0,4739759.0,15143.0,313.0,3795683.0,17021.0,223.0,4849438.0,15202.0,319.0,4999049.0,15671.0,319.0,3720054.0,16757.0,222.0,3544139.0,15893.0,223.0,3883991.0000000005,17417.0,223.0,3769008.0,16176.0,233.0,,-0.04974448347522209,-0.04972056030488903
2018-11-15,4692511.714285715,17036.64285714286,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",5207690.0,16799.0,310.0,5232304.0,16988.0,308.0,5010236.0,16267.0,308.0,5290770.0,17067.0,310.0,4392648.0,19266.0,228.0,5522643.0,16101.0,343.0,4988281.0,15937.0,313.0,3993038.0,17906.0,223.0,5101767.0,15993.0,319.0,5260310.0,16490.0,319.0,3913860.0,17630.0,222.0,3729006.0,16722.0,223.0,4086251.9999999995,18324.0,223.0,3966359.0000000005,17023.0,233.0,,,
2018-10-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-9-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-8-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-7-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-6-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-5-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-4-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-3-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-2-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-1-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-12-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-11-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-10-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-9-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-8-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-7-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-6-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-5-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-4-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-3-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-2-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-1-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-12-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-11-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-10-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-9-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-8-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-7-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-6-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-5-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-4-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-3-15,,,"EMERALD BAY(Phase 2),Block 3A,KWUN CHUI RD|恆大•珺瓏灣2期,3A座,管翠路",,,310.0,,,308.0,,,308.0,,,310.0,,,228.0,,,343.0,,,313.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
