,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,lumpSum_Q,npsf_Q,nfa_Q,lumpSum_R,npsf_R,nfa_R,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5061419.117647059,13237.588235294117,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",8118124.0,11834.0,686.0,8513700.0,12025.0,708.0,5696520.0,12830.0,444.0,4096224.0,13792.0,297.0,5404230.0,13410.0,403.0,4022597.0,13729.0,293.0,4130700.0,14050.0,294.0,4143342.0,14093.0,294.0,5643289.0,13033.0,433.0,5391558.0,12746.0,423.0,4067895.0,13605.0,299.0,5572712.0,13526.0,412.0,4078683.0,13461.0,303.0,4068306.0,13698.0,297.0,3989400.0,13298.0,300.0,3950991.0,13303.0,297.0,5155854.0,12606.0,409.0,,-0.04019612926220484,-0.04021444290905374
2018-11-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-10-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-9-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-8-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-7-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-6-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-5-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-4-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-3-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-2-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-1-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,387.7647058823529,,
