,lumpSum_avg,npsf_avg,final_address,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4521847.555555556,13363.222222222223,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",5928846.0,12833.0,462.0,4130102.0,14594.0,283.0,4314600.0,15300.0,282.0,6161253.0,13137.0,469.0,3662835.0,13035.0,281.0,3666440.0,12910.0,284.0,3829868.0,14398.0,266.0,3659232.0,12976.0,282.0,5343452.0,11086.0,482.0,,-0.0402805461741953,-0.04028184524047018
2022-1-15,5553229.111111111,16397.444444444445,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7304220.0,15810.0,462.0,5089472.0,17984.0,283.0,5316828.0,18854.0,282.0,7592171.999999999,16188.0,469.0,4480826.0,15946.0,281.0,4517020.0,15905.0,284.0,4586106.0,17241.0,266.0,4509744.0,15992.0,282.0,6582674.0,13657.0,482.0,,0.0025389504624333536,0.002540709088809434
2021-12-15,5539165.444444444,16355.888888888889,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7286202.0,15771.0,462.0,5075888.0,17936.0,283.0,5303574.0,18807.0,282.0,7573412.0,16148.0,469.0,4469867.0,15907.0,281.0,4505092.0,15863.0,284.0,4574668.0,17198.0,266.0,4498464.0,15952.0,282.0,6565322.0,13621.0,482.0,,-0.020460449415458437,-0.020462076950718
2021-11-15,5654866.555555556,16697.555555555555,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7438662.000000001,16101.0,462.0,5181730.0,18310.0,283.0,5414400.0,19200.0,282.0,7731465.0,16485.0,469.0,4563440.0,16240.0,281.0,4598812.0,16193.0,284.0,4670428.0,17558.0,266.0,4592652.0,16286.0,282.0,6702210.0,13905.0,482.0,,0.024848991044124746,0.024844000409179223
2021-10-15,5517755.888888889,16292.777777777777,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7258482.000000001,15711.0,462.0,5055512.0,17864.0,283.0,5283270.0,18735.0,282.0,7544334.000000001,16086.0,469.0,4453007.0,15847.0,281.0,4486916.0,15799.0,284.0,4557644.0,17134.0,266.0,4481826.0,15893.0,282.0,6538812.0,13566.0,482.0,,-0.020642844225388757,-0.020644377062100205
2021-9-15,5634058.888888889,16636.222222222223,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7411866.000000001,16043.0,462.0,5161637.0,18239.0,283.0,5394660.0,19130.0,282.0,7703325.000000001,16425.0,469.0,4547142.0,16182.0,281.0,4581204.0,16131.0,284.0,4653936.0,17496.0,266.0,4576578.0,16229.0,282.0,6676182.0,13851.0,482.0,,-0.007673570327381918,-0.0073589859184809425
2021-8-15,5677626.555555556,16759.555555555555,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7481166.0,16193.0,462.0,5209464.0,18408.0,283.0,5364204.0,19022.0,282.0,7775550.999999999,16579.0,469.0,4589854.0,16334.0,281.0,4623520.0,16280.0,284.0,4697560.0,17660.0,266.0,4619442.0,16381.0,282.0,6737878.0,13979.0,482.0,,0.0095413683534058,0.009544207215045786
2021-7-15,5623966.222222222,16601.11111111111,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7410942.000000001,16041.0,462.0,5159656.0,18232.0,283.0,5313444.0,18842.0,282.0,7702386.999999999,16423.0,469.0,4546861.0,16181.0,281.0,4579216.0,16124.0,284.0,4653404.0,17494.0,266.0,4576014.0,16227.0,282.0,6673772.0,13846.0,482.0,,0.045065391515156206,0.04505903418946877
2021-6-15,5381449.111111111,15885.333333333334,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7091700.0,15350.0,462.0,4936935.0,17445.0,283.0,5084178.0,18029.0,282.0,7370335.0,15715.0,469.0,4351004.0,15484.0,281.0,4381552.0,15428.0,284.0,4453106.0,16741.0,266.0,4379178.0,15529.0,282.0,6385054.0,13247.0,482.0,,-0.01592994153836924,-0.01592764416789416
2021-5-15,5468563.0,16142.444444444445,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7206738.0,15599.0,462.0,5016175.0,17725.0,283.0,5166522.0,18321.0,282.0,7489930.0,15970.0,469.0,4421816.0,15736.0,281.0,4451984.0,15676.0,284.0,4525458.0,17013.0,266.0,4450242.0,15781.0,282.0,6488202.0,13461.0,482.0,,0.005313547834247423,0.005307407535549924
2021-4-15,5439659.111111111,16057.222222222223,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7168853.999999999,15517.0,462.0,4989290.0,17630.0,283.0,5139168.0,18224.0,282.0,7450534.0,15886.0,469.0,4398774.0,15654.0,281.0,4428128.0,15592.0,284.0,4502050.0,16925.0,266.0,4427118.0,15699.0,282.0,6453016.0,13388.0,482.0,,0.01667539353888059,0.016716031490301653
2021-3-15,5350438.444444444,15793.222222222223,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",7051044.0,15262.0,462.0,4906371.0,17337.0,283.0,5054004.0,17922.0,282.0,7333752.999999999,15637.0,469.0,4326276.0,15396.0,281.0,4354288.0,15332.0,284.0,4427836.0,16646.0,266.0,4354362.0,15441.0,282.0,6346012.0,13166.0,482.0,,0.014520421454764953,0.014517683166196838
2021-2-15,5273859.777777778,15567.222222222223,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",6950328.0,15044.0,462.0,4835621.0,17087.0,283.0,4981530.0,17665.0,282.0,7229166.0,15414.0,469.0,4264737.0,15177.0,281.0,4291808.0,15112.0,284.0,4364794.0,16409.0,266.0,4292322.0,15221.0,282.0,6254432.0,12976.0,482.0,,-0.007544646884987127,-0.008485251656004111
2021-1-15,5313951.666666667,15700.444444444445,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",6932310.0,15005.0,462.0,4862789.0,17183.0,283.0,5158908.0,18294.0,282.0,7270437.999999999,15502.0,469.0,4289184.0,15264.0,281.0,4315664.0,15196.0,284.0,4389798.0,16503.0,266.0,4316856.0,15308.0,282.0,6289618.0,13049.0,482.0,,,
2020-12-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-11-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-10-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-9-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-8-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-7-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-6-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-5-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-4-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-3-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-2-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2020-1-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-12-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-11-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-10-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-9-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-8-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-7-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-6-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-5-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-4-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-3-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-2-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2019-1-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-12-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-11-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-10-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-9-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-8-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-7-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-6-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-5-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-4-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-3-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-2-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,,,
2018-1-15,,,"GRAND JETE(Phase 1),Block 1,CASTLE PEAK RD TAI LAM|飛揚1期,1座,青山公路大欖段",,,462.0,,,283.0,,,282.0,,,469.0,,,281.0,,,284.0,,,266.0,,,282.0,,,482.0,343.44444444444446,,
