,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,lumpSum_Q,npsf_Q,nfa_Q,nfa_avg,lumpSum_change,npsf_change
2020-12-15,4721858.866666666,16920.133333333335,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5108466.0,16014.0,319.0,5442360.0,17556.0,310.0,5219060.0,16945.0,308.0,5159616.0,16752.0,308.0,5015180.0,16178.0,310.0,3995426.9999999995,17601.0,227.0,5810000.0,16600.0,350.0,5146774.0,16391.0,314.0,3949553.0,17711.0,223.0,5125692.0,16068.0,319.0,5062211.0,15869.0,319.0,3857694.0,17377.0,222.0,4017791.0,18017.0,223.0,3844519.9999999995,17240.0,223.0,4073539.0,17483.0,233.0,,0.010163420602575579,0.010157213930348297
2020-1-15,4796891.6,17202.8,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5235428.0,16412.0,319.0,5503740.0,17754.0,310.0,5160848.0,16756.0,308.0,5280044.0,17143.0,308.0,5143520.0,16592.0,310.0,4231507.0,18641.0,227.0,5908350.0,16881.0,350.0,5232496.0,16664.0,314.0,4018906.0,18022.0,223.0,5058383.0,15857.0,319.0,5155997.0,16163.0,319.0,3924072.0,17676.0,222.0,4139995.0000000005,18565.0,223.0,3910081.9999999995,17534.0,223.0,4050006.0,17382.0,233.0,,0.02497217996972334,0.024980834389262574
2019-12-15,4680021.266666667,16783.533333333333,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5107190.0,16010.0,319.0,5369820.0,17322.0,310.0,5035492.0,16349.0,308.0,5151608.0,16726.0,308.0,5018900.0,16190.0,310.0,4127995.0,18185.0,227.0,5764150.0,16469.0,350.0,5105012.0,16258.0,314.0,3920340.0000000005,17580.0,223.0,4936206.0,15474.0,319.0,5030630.0,15770.0,319.0,3828168.0,17244.0,222.0,4039422.0,18114.0,223.0,3814637.9999999995,17106.0,223.0,3950748.0,16956.0,233.0,,-0.023342522404865895,-0.023331147897131976
2019-11-15,4791875.733333333,17184.466666666667,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5228729.0,16391.0,319.0,5498470.0,17737.0,310.0,5156228.0,16741.0,308.0,5274808.0,17126.0,308.0,5139800.0,16580.0,310.0,4226059.0,18617.0,227.0,5901700.0,16862.0,350.0,5227158.0,16647.0,314.0,4013108.0000000005,17996.0,223.0,5055193.0,15847.0,319.0,5151212.0,16148.0,319.0,3919188.0000000005,17654.0,222.0,4136204.0000000005,18548.0,223.0,3905399.0,17513.0,223.0,4044880.0000000005,17360.0,233.0,,-0.01315119963245659,-0.013143185298621685
2019-10-15,4855734.466666667,17413.333333333332,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5297633.0,16607.0,319.0,5571940.0,17974.0,310.0,5225220.0,16965.0,308.0,5345340.0,17355.0,308.0,5209240.0,16804.0,310.0,4282128.0,18864.0,227.0,5980100.0,17086.0,350.0,5296866.0,16869.0,314.0,4065736.0,18232.0,223.0,5123459.0,16061.0,319.0,5220116.0,16364.0,319.0,3971136.0,17888.0,222.0,4191731.0,18797.0,223.0,3957134.9999999995,17745.0,223.0,4098237.0000000005,17589.0,233.0,,-0.00399593957097244,-0.003984823352208844
2019-9-15,4875215.533333333,17483.0,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5318368.0,16672.0,319.0,5594260.0,18046.0,310.0,5246780.0,17035.0,308.0,5366900.0,17425.0,308.0,5231250.0,16875.0,310.0,4298699.0,18937.0,227.0,6003900.0,17154.0,350.0,5318218.0,16937.0,314.0,4081123.0000000005,18301.0,223.0,5144832.0,16128.0,319.0,5241489.0,16431.0,319.0,3986675.9999999995,17958.0,222.0,4208902.0,18874.0,223.0,3972522.0,17814.0,223.0,4114314.0000000005,17658.0,233.0,,-0.04551199612097556,-0.04550368156886153
2019-8-15,5107676.066666666,18316.466666666667,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5571016.0,17464.0,319.0,5861170.0,18907.0,310.0,5497492.0,17849.0,308.0,5623156.0,18257.0,308.0,5481730.0,17683.0,310.0,4503226.0,19838.0,227.0,6289850.0,17971.0,350.0,5571616.0,17744.0,314.0,4274910.0,19170.0,223.0,5391419.0,16901.0,319.0,5491585.0,17215.0,319.0,4176486.0,18813.0,222.0,4409825.0,19775.0,223.0,4161626.0000000005,18662.0,223.0,4310034.0,18498.0,233.0,,0.025352971573571415,0.025362846192027666
2019-7-15,4981383.2,17863.4,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5432570.0,17030.0,319.0,5716400.0,18440.0,310.0,5361972.0,17409.0,308.0,5484248.0,17806.0,308.0,5346880.0,17248.0,310.0,4391315.0,19345.0,227.0,6134100.0,17526.0,350.0,5434084.0,17306.0,314.0,4168316.0000000005,18692.0,223.0,5259034.0,16486.0,319.0,5356329.0,16791.0,319.0,4072812.0,18346.0,222.0,4301224.0,19288.0,223.0,4058376.9999999995,18199.0,223.0,4203087.0,18039.0,233.0,,0.0013638218940568159,0.0013752742139823138
2019-6-15,4974598.733333333,17838.866666666665,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5424595.0,17005.0,319.0,5708960.0,18416.0,310.0,5355196.0,17387.0,308.0,5477164.0,17783.0,308.0,5340680.0,17228.0,310.0,4384959.0,19317.0,227.0,6125350.0,17501.0,350.0,5426548.0,17282.0,314.0,4161626.0,18662.0,223.0,5252973.0,16467.0,319.0,5349311.0,16769.0,319.0,4066818.0,18319.0,222.0,4295649.0,19263.0,223.0,4052356.0000000005,18172.0,223.0,4196796.0,18012.0,233.0,,-0.00852150333897106,-0.008511190158589144
2019-5-15,5017354.133333334,17992.0,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5470212.0,17148.0,319.0,5758250.0,18575.0,310.0,5401396.0,17537.0,308.0,5524596.0,17937.0,308.0,5387800.0,17380.0,310.0,4421960.0,19480.0,227.0,6177850.0,17651.0,350.0,5473334.0,17431.0,314.0,4196414.0,18818.0,223.0,5299228.0,16612.0,319.0,5395566.0,16914.0,319.0,4101450.0000000005,18475.0,222.0,4332890.0,19430.0,223.0,4086921.0,18327.0,223.0,4232445.0,18165.0,233.0,,0.04087973916762788,0.04089047277439661
2019-4-15,4820301.466666667,17285.2,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5254887.0,16473.0,319.0,5532260.0,17846.0,310.0,5189800.0,16850.0,308.0,5307764.0,17233.0,308.0,5177000.0,16700.0,310.0,4247851.0,18713.0,227.0,5934950.0,16957.0,350.0,5258244.0,16746.0,314.0,4030724.9999999995,18075.0,223.0,5092197.0,15963.0,319.0,5184069.0,16251.0,319.0,3940056.0,17748.0,222.0,4163187.0,18669.0,223.0,3925915.0000000005,17605.0,223.0,4065617.0,17449.0,233.0,,0.009422248704132441,0.009433337875454972
2019-3-15,4775307.333333333,17123.666666666668,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5205123.0,16317.0,319.0,5480800.0,17680.0,310.0,5141752.0,16694.0,308.0,5258484.0,17073.0,308.0,5129880.0,16548.0,310.0,4207672.0,18536.0,227.0,5879300.0,16798.0,350.0,5209260.0,16590.0,314.0,3992146.0000000005,17902.0,223.0,5045623.0,15817.0,319.0,5135900.0,16100.0,319.0,3902760.0,17580.0,222.0,4124608.0,18496.0,223.0,3888896.9999999995,17439.0,223.0,4027405.0000000005,17285.0,233.0,,0.042201383416016425,0.04221105935435698
2019-2-15,4581943.0,16430.133333333335,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",4993626.0,15654.0,319.0,5258840.0,16964.0,310.0,4934160.0,16020.0,308.0,5045656.0,16382.0,308.0,4923110.0,15881.0,310.0,4036968.0,17784.0,227.0,5640950.0,16117.0,350.0,4998252.0,15918.0,314.0,3829579.0,17173.0,223.0,4842420.0,15180.0,319.0,4928231.0,15449.0,319.0,3744474.0,16867.0,222.0,3958027.0000000005,17749.0,223.0,3731013.0,16731.0,223.0,3863838.9999999995,16583.0,233.0,,-0.005112998233716914,-0.005102617513604302
2019-1-15,4605490.866666666,16514.4,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5018508.0,15732.0,319.0,5286120.0,17052.0,310.0,4959724.0,16103.0,308.0,5072144.0,16468.0,308.0,4949150.0,15965.0,310.0,4057171.0000000005,17873.0,227.0,5669650.0,16199.0,350.0,5024000.0,16000.0,314.0,3848311.0,17257.0,223.0,4868259.0,15261.0,319.0,4954070.0,15530.0,319.0,3763344.0,16952.0,222.0,3978766.0000000005,17842.0,223.0,3749968.0,16816.0,223.0,3883178.0000000005,16666.0,233.0,,0.016834092898217357,0.016846460765479687
2018-12-15,4529245.133333334,16240.8,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",4934611.0,15469.0,319.0,5199010.0,16771.0,310.0,4878104.0,15838.0,308.0,4988368.0,16196.0,308.0,4868240.0,15704.0,310.0,3989525.0000000005,17575.0,227.0,5575500.0,15930.0,350.0,4940790.0,15735.0,314.0,3783641.0,16967.0,223.0,4788828.0,15012.0,319.0,4872406.0,15274.0,319.0,3700518.0,16669.0,222.0,3913203.9999999995,17548.0,223.0,3687528.0,16536.0,223.0,3818404.0,16388.0,233.0,,-0.04957863155991138,-0.049567527709828085
2018-11-15,4765512.733333333,17087.8,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5191406.0,16274.0,319.0,5470260.0,17646.0,310.0,5133128.0,16666.0,308.0,5248936.0,17042.0,308.0,5123370.0,16527.0,310.0,4197003.0,18489.0,227.0,5866000.0,16760.0,350.0,5198584.0,16556.0,314.0,3980104.0000000005,17848.0,223.0,5039881.0,15799.0,319.0,5126649.0,16071.0,319.0,3893214.0000000005,17537.0,222.0,4117694.9999999995,18465.0,223.0,3879308.0,17396.0,223.0,4017153.0,17241.0,233.0,,0.0017531281044349534,0.0017665565825726315
2018-10-15,4757172.8,17057.666666666668,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5181517.0,16243.0,319.0,5460960.0,17616.0,310.0,5124812.0,16639.0,308.0,5240004.0,17013.0,308.0,5115620.0,16502.0,310.0,4189058.0000000005,18454.0,227.0,5855500.0,16730.0,350.0,5189478.0,16527.0,314.0,3972076.0,17812.0,223.0,5032225.0,15775.0,319.0,5118036.0,16044.0,319.0,3885888.0,17504.0,222.0,4110782.0,18434.0,223.0,3872172.0,17364.0,223.0,4009463.9999999995,17208.0,233.0,,-0.07943658327653691,-0.07942692873667434
2018-9-15,5167675.266666667,18529.4,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",5627479.0,17641.0,319.0,5932160.0,19136.0,310.0,5567408.0,18076.0,308.0,5692456.0,18482.0,308.0,5558300.0,17930.0,310.0,4549988.0,20044.0,227.0,6360550.0,18173.0,350.0,5637556.0,17954.0,314.0,4313712.0,19344.0,223.0,5467660.0,17140.0,319.0,5560170.0,17430.0,319.0,4220886.0,19013.0,222.0,4466021.0,20027.0,223.0,4205780.0,18860.0,223.0,4355003.0,18691.0,233.0,,,
2018-8-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-7-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-6-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-5-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-4-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-3-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-2-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2018-1-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-12-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-11-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-10-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-9-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-8-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-7-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-6-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-5-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-4-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-3-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-2-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2017-1-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-12-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-11-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-10-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
2016-9-15,,,"EMERALD BAY(Phase 2),Block 5,KWUN CHUI RD|恆大•珺瓏灣2期,5座,管翠路",,,319.0,,,310.0,,,308.0,,,308.0,,,310.0,,,227.0,,,350.0,,,314.0,,,223.0,,,319.0,,,319.0,,,222.0,,,223.0,,,223.0,,,233.0,,,
