,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2020-12-15,4759637.176470588,15431.29411764706,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,5787072.0,14184.0,408.0,3583424.0,17228.0,208.0,3547232.0,17054.0,208.0,5814828.0,14796.0,393.0,3584790.0,16830.0,213.0,3447808.0,16576.0,208.0,3241888.0,15586.0,208.0,3567111.0,16747.0,213.0,9996812.0,12236.0,817.0,3578640.0,16120.0,222.0,5932212.0,13828.0,429.0,5713321.0,13969.0,409.0,3617136.0,16746.0,216.0,5097510.0,14905.0,342.0,5075714.0,14798.0,343.0,4808234.0,15662.0,307.0,4520100.0,15067.0,300.0,,0.010122909694831872,0.010115323155118316
2020-1-15,4839120.647058823,15688.0,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,5886216.0,14427.0,408.0,3644160.0,17520.0,208.0,3604016.0000000005,17327.0,208.0,5920938.0,15066.0,393.0,3643578.0,17106.0,213.0,3506672.0,16859.0,208.0,3294096.0,15837.0,208.0,3624621.0000000005,17017.0,213.0,10164297.0,12441.0,817.0,3633474.0,16367.0,222.0,6030882.0,14058.0,429.0,5806982.0,14198.0,409.0,3681720.0,17045.0,216.0,5184036.0,15158.0,342.0,5161121.0,15047.0,343.0,4883142.0,15906.0,307.0,4595100.0,15317.0,300.0,,0.025017539545012513,0.025028441410694047
2019-12-15,4721012.529411765,15304.941176470587,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,5742600.0,14075.0,408.0,3555344.0,17093.0,208.0,3515616.0,16902.0,208.0,5777493.0,14701.0,393.0,3554544.0,16688.0,213.0,3421184.0,16448.0,208.0,3213392.0,15449.0,208.0,3536013.0,16601.0,213.0,9916746.0,12138.0,817.0,3544230.0,15965.0,222.0,5883306.0,13714.0,429.0,5665059.0,13851.0,409.0,3592296.0,16631.0,216.0,5057838.0,14789.0,342.0,5035240.0,14680.0,343.0,4763412.0,15516.0,307.0,4482900.0,14943.0,300.0,,-0.02330780527926901,-0.023296670295431587
2019-11-15,4833674.882352941,15670.0,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,5880096.0,14412.0,408.0,3640208.0,17501.0,208.0,3599232.0000000005,17304.0,208.0,5916615.0,15055.0,393.0,3639105.0,17085.0,213.0,3503136.0,16842.0,208.0,3289728.0,15816.0,208.0,3620148.0,16996.0,213.0,10153676.0,12428.0,817.0,3628145.9999999995,16343.0,222.0,6023589.0,14041.0,429.0,5800029.0,14181.0,409.0,3678480.0,17030.0,216.0,5178564.0,15142.0,342.0,5155633.0,15031.0,343.0,4876388.0,15884.0,307.0,4589700.0,15299.0,300.0,,-0.013117195729780762,-0.013110855076705397
2019-10-15,4897921.882352941,15878.176470588236,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,5958432.0,14604.0,408.0,3688880.0000000005,17735.0,208.0,3646656.0,17532.0,208.0,5996394.0,15258.0,393.0,3687456.0,17312.0,213.0,3549728.0,17066.0,208.0,3333200.0,16025.0,208.0,3667859.9999999995,17220.0,213.0,10288481.0,12593.0,817.0,3675876.0,16558.0,222.0,6103812.0,14228.0,429.0,5876921.0,14369.0,409.0,3727943.9999999995,17259.0,216.0,5247648.0,15344.0,342.0,5224233.0,15231.0,343.0,4940551.0,16093.0,307.0,4650600.0,15502.0,300.0,,-0.003969424462282101,-0.003963055759530265
2019-9-15,4917441.294117647,15941.35294117647,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,5982504.0,14663.0,408.0,3703648.0,17806.0,208.0,3660800.0,17600.0,208.0,6021546.0,15322.0,393.0,3701940.0,17380.0,213.0,3564080.0,17135.0,208.0,3346304.0,16088.0,208.0,3682344.0,17288.0,213.0,10329331.0,12643.0,817.0,3689862.0,16621.0,222.0,6127836.0,14284.0,429.0,5900234.0,14426.0,409.0,3743279.9999999995,17330.0,216.0,5268852.0,15406.0,342.0,5245156.0,15292.0,343.0,4959585.0,16155.0,307.0,4669200.0,15564.0,300.0,,-0.045470307894608264,-0.045458227812432916
2019-8-15,5151690.235294118,16700.529411764706,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,6267696.0,15362.0,408.0,3880032.0,18654.0,208.0,3834896.0,18437.0,208.0,6309615.0,16055.0,393.0,3878091.0,18207.0,213.0,3734016.0,17952.0,208.0,3505423.9999999995,16853.0,208.0,3857430.0,18110.0,213.0,10821982.0,13246.0,817.0,3864798.0,17409.0,222.0,6419556.0,14964.0,429.0,6181217.0,15113.0,409.0,3922344.0000000005,18159.0,216.0,5519880.0,16140.0,342.0,5495203.0,16021.0,343.0,5195054.0,16922.0,307.0,4891500.0,16305.0,300.0,,0.025407933966802076,0.025416076743043803
2019-7-15,5024039.764705882,16286.588235294117,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,6112656.0,14982.0,408.0,3784143.9999999995,18193.0,208.0,3739424.0,17978.0,208.0,6154380.0,15660.0,393.0,3781815.0,17755.0,213.0,3641663.9999999995,17508.0,208.0,3418272.0,16434.0,208.0,3761580.0000000005,17660.0,213.0,10554006.0,12918.0,817.0,3768450.0,16975.0,222.0,6260397.0,14593.0,429.0,6027842.0,14738.0,409.0,3825792.0,17712.0,216.0,5383422.0,15741.0,342.0,5359032.0,15624.0,343.0,5065500.0,16500.0,307.0,4770300.0,15901.0,300.0,,0.003066876659817419,0.0027161906693418114
2019-6-15,5008678.764705882,16242.470588235294,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,6104496.0,14962.0,408.0,3778944.0,18168.0,208.0,3733808.0,17951.0,208.0,6004647.0,15279.0,393.0,3776489.9999999995,17730.0,213.0,3636879.9999999995,17485.0,208.0,3413072.0,16409.0,208.0,3756042.0,17634.0,213.0,10539300.0,12900.0,817.0,3762456.0000000005,16948.0,222.0,6251817.0,14573.0,429.0,6019253.0,14717.0,409.0,3821040.0,17690.0,216.0,5376240.0,15720.0,342.0,5351829.0,15603.0,343.0,5057825.0,16475.0,307.0,4763400.0,15878.0,300.0,,-0.010131754167096552,-0.009761730573367267
2019-5-15,5059944.882352941,16402.58823529412,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,6157128.0,15091.0,408.0,3811392.0,18324.0,208.0,3765424.0000000005,18103.0,208.0,6201147.0,15779.0,393.0,3808440.0,17880.0,213.0,3668080.0,17635.0,208.0,3441984.0,16548.0,208.0,3787778.9999999995,17783.0,213.0,10629987.0,13011.0,817.0,3793757.9999999995,17089.0,222.0,6305013.0,14697.0,429.0,6070378.0,14842.0,409.0,3854304.0,17844.0,216.0,5422410.0,15855.0,342.0,5397448.0,15736.0,343.0,5100191.0,16613.0,307.0,4804200.0,16014.0,300.0,,,
2019-4-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2019-3-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2019-2-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2019-1-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-12-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-11-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-10-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-9-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-8-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-7-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-6-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-5-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-4-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-3-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-2-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2018-1-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-12-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-11-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-10-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-9-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-8-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-7-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
2017-6-15,,,"STARFRONT ROYALE(Block 1,Phase 2,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,2期,1座(帝御•星濤),8 青山公路青山灣段",,,996.0,,,408.0,,,208.0,,,208.0,,,393.0,,,213.0,,,208.0,,,208.0,,,213.0,,,817.0,,,222.0,,,429.0,,,409.0,,,216.0,,,342.0,,,343.0,,,307.0,,,300.0,,,
