,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2020-12-15,4606435.153846154,15090.538461538461,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6305102.0,14941.0,422.0,3290790.0,15306.0,215.0,3331959.0,15643.0,213.0,3242034.0,15662.0,207.0,3218550.0,14970.0,215.0,5369616.0,13698.0,392.0,5363926.0,15458.0,347.0,6223275.0,14643.0,425.0,4677750.0,14850.0,315.0,4491600.0,14775.0,304.0,4745839.0,14693.0,323.0,3476376.0,16398.0,212.0,6146840.0,15140.0,406.0,,0.010151094901998947,0.010159419991349283
2020-1-15,4684089.692307692,15345.538461538461,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6413134.0,15197.0,422.0,3346045.0,15563.0,215.0,3389043.0,15911.0,213.0,3297924.0,15932.0,207.0,3273375.0,15225.0,215.0,5458600.0,13925.0,392.0,5455534.0,15722.0,347.0,6326550.0,14886.0,425.0,4755870.0,15098.0,315.0,4569120.0,15030.0,304.0,4825943.0,14941.0,323.0,3535312.0,16676.0,212.0,6246716.0,15386.0,406.0,,0.02496607764226888,0.02495966788947457
2019-12-15,4569994.846153846,14971.846153846154,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6257416.0,14828.0,422.0,3264345.0,15183.0,215.0,3306612.0,15524.0,213.0,3217815.0,15545.0,207.0,3193825.0,14855.0,215.0,5325320.0,13585.0,392.0,5322980.0,15340.0,347.0,6171850.0,14522.0,425.0,4639635.0,14729.0,315.0,4458464.0,14666.0,304.0,4708371.0,14577.0,323.0,3449240.0,16270.0,212.0,6094060.0,15010.0,406.0,,-0.02333651342512688,-0.023348236462990557
2019-11-15,4679190.846153846,15329.76923076923,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6407226.0,15183.0,422.0,3342390.0,15546.0,215.0,3385848.0,15896.0,213.0,3295026.0,15918.0,207.0,3270365.0,15211.0,215.0,5451936.0,13908.0,392.0,5450329.0,15707.0,347.0,6318900.0,14868.0,425.0,4750200.0,15080.0,315.0,4565776.0,15019.0,304.0,4820775.0,14925.0,323.0,3531708.0,16659.0,212.0,6239002.0,15367.0,406.0,,-0.013155257197003611,-0.01316199955433417
2019-10-15,4741567.384615385,15534.23076923077,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6493314.0,15387.0,422.0,3386680.0,15752.0,215.0,3431217.0,16109.0,213.0,3339324.0,16132.0,207.0,3314010.0,15414.0,215.0,5524064.0,14092.0,392.0,5523199.0,15917.0,347.0,6402625.0,15065.0,425.0,4813515.0,15281.0,315.0,4627184.0,15221.0,304.0,4885052.0,15124.0,323.0,3578772.0,16881.0,212.0,6321420.0,15570.0,406.0,,-0.003992440600807834,-0.00400479391586972
2019-9-15,4760573.692307692,15596.692307692309,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6519478.0,15449.0,422.0,3400225.0,15815.0,215.0,3445275.0,16175.0,213.0,3352986.0,16198.0,207.0,3327555.0,15477.0,215.0,5545624.0,14147.0,392.0,5545754.0,15982.0,347.0,6427700.0,15124.0,425.0,4832415.0,15341.0,315.0,4646640.0,15285.0,304.0,4904432.0,15184.0,323.0,3593188.0000000005,16949.0,212.0,6346186.0,15631.0,406.0,,-0.045521576486188486,-0.04553050666340286
2019-8-15,4987617.923076923,16340.692307692309,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6830914.0,16187.0,422.0,3562334.9999999995,16569.0,215.0,3609711.0,16947.0,213.0,3513204.0,16972.0,207.0,3486440.0,16216.0,215.0,5809440.0,14820.0,392.0,5810515.0,16745.0,347.0,6733700.0,15844.0,425.0,5062680.0,16072.0,315.0,4868864.0,16016.0,304.0,5138284.0,15908.0,323.0,3764695.9999999995,17758.0,212.0,6648250.0,16375.0,406.0,,0.02535981628643258,0.025350304329148532
2019-7-15,4864261.153846154,15936.692307692309,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6662536.0,15788.0,422.0,3473969.9999999995,16158.0,215.0,3520676.9999999995,16529.0,213.0,3426678.0,16554.0,207.0,3400440.0,15816.0,215.0,5665576.0,14453.0,392.0,5667204.0,16332.0,347.0,6566250.0,15450.0,425.0,4936995.0,15673.0,315.0,4749088.0,15622.0,304.0,5011345.0,15515.0,323.0,3671627.9999999995,17319.0,212.0,6483008.0,15968.0,406.0,,0.001347214118541773,0.001338811019816477
2019-6-15,4857716.769230769,15915.384615384615,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6654096.0,15768.0,422.0,3469239.9999999995,16136.0,215.0,3516204.0,16508.0,213.0,3422331.0,16533.0,207.0,3395925.0,15795.0,215.0,5657344.0,14432.0,392.0,5659917.0,16311.0,347.0,6556900.0,15428.0,425.0,4930065.0,15651.0,315.0,4743312.0,15603.0,304.0,5004562.0,15494.0,323.0,3666752.0000000005,17296.0,212.0,6473670.0,15945.0,406.0,,-0.00850815046942699,-0.008520304009047464
2019-5-15,4899401.615384615,16052.153846153846,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6711488.0,15904.0,422.0,3498910.0,16274.0,215.0,3546663.0,16651.0,213.0,3451931.9999999995,16676.0,207.0,3425380.0,15932.0,215.0,5705168.0,14554.0,392.0,5708844.0,16452.0,347.0,6612575.0,15559.0,425.0,4971960.0,15784.0,315.0,4784960.0,15740.0,304.0,5047521.0,15627.0,323.0,3698339.9999999995,17445.0,212.0,6528480.0,16080.0,406.0,,0.04088087449640199,0.04087109195746286
2019-4-15,4706976.307692308,15421.846153846154,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6448582.0,15281.0,422.0,3361310.0,15634.0,215.0,3407574.0,15998.0,213.0,3316761.0,16023.0,207.0,3291005.0,15307.0,215.0,5480552.0,13981.0,392.0,5484682.0,15806.0,347.0,6352475.0,14947.0,425.0,4776660.0,15164.0,315.0,4597696.0,15124.0,304.0,4849199.0,15013.0,323.0,3553120.0,16760.0,212.0,6271076.0,15446.0,406.0,,0.009403928894161862,0.009394918889526815
2019-3-15,4663124.615384615,15278.307692307691,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6389080.0,15140.0,422.0,3329920.0,15488.0,215.0,3376050.0,15850.0,213.0,3286125.0,15875.0,207.0,3260475.0,15165.0,215.0,5428808.0,13849.0,392.0,5434020.0,15660.0,347.0,6292550.0,14806.0,425.0,4731615.0,15021.0,315.0,4555744.0,14986.0,304.0,4803979.0,14873.0,323.0,3520048.0,16604.0,212.0,6212206.0,15301.0,406.0,,0.04826177599044401,0.047121467735132816
2019-2-15,4448435.230769231,14590.76923076923,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",6130394.0,14527.0,422.0,3194900.0,14860.0,215.0,3239517.0,15209.0,213.0,3153438.0,15234.0,207.0,3128680.0,14552.0,215.0,5115208.0,13049.0,392.0,5068629.0,14607.0,347.0,6037125.0,14205.0,425.0,4539780.0,14412.0,315.0,4371824.0,14381.0,304.0,4609533.0,14271.0,323.0,3377584.0,15932.0,212.0,5863046.0,14441.0,406.0,,,
2019-1-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-12-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-11-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-10-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-9-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-8-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-7-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-6-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-5-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-4-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-3-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-2-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2018-1-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-12-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-11-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-10-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-9-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-8-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-7-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-6-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-5-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-4-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-3-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-2-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2017-1-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2016-12-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2016-11-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2016-10-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2016-9-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2016-8-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
2016-7-15,,,"SEACOAST ROYALE(Block 5,Phase 1,THE ROYALE),8 CASTLE PEAK RD CASTLE PEAK BAY|帝御,1期,5座(帝御•金灣),8 青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,347.0,,,425.0,,,315.0,,,304.0,,,323.0,,,212.0,,,406.0,,,
