,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_H,npsf_H,nfa_H,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,nfa_avg,lumpSum_change,npsf_change
2020-12-15,5252046.916666667,22259.0,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",5769472.0,22537.0,256.0,5379328.0,21013.0,256.0,5664512.0,22127.0,256.0,5691648.0,22233.0,256.0,5757440.0,22490.0,256.0,5585594.0,21566.0,259.0,4809222.0,24289.0,198.0,5901731.0,23327.0,253.0,5457255.0,21401.0,255.0,4291645.0,21785.0,197.0,4171116.0,21612.0,193.0,4545600.0,22728.0,200.0,,-0.05588679598982571,-0.05588525337640804
2020-1-15,5485740.166666667,23254.833333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6046464.0,23619.0,256.0,5635328.0,22013.0,256.0,5932544.0,23174.0,256.0,5953536.0,23256.0,256.0,5844992.0,22832.0,256.0,5850551.0,22589.0,259.0,5036724.0,25438.0,198.0,6183320.0,24440.0,253.0,5716590.0,22418.0,255.0,4495934.0,22822.0,197.0,4370099.0,22643.0,193.0,4762800.0,23814.0,200.0,,-0.035111260318240634,-0.03510919325615813
2019-12-15,5685360.333333333,24101.0,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6266880.0,24480.0,256.0,5840384.0,22814.0,256.0,6149120.0,24020.0,256.0,6170880.0,24105.0,256.0,6057216.0,23661.0,256.0,6063449.0,23411.0,259.0,5220072.0,26364.0,198.0,6407478.0,25326.0,253.0,5924670.0,23234.0,255.0,4659444.0,23652.0,197.0,4529131.0,23467.0,193.0,4935600.0,24678.0,200.0,,-0.03433263521508212,-0.034331238689255805
2019-11-15,5887493.5,24957.833333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6490112.0,25352.0,256.0,6048000.0,23625.0,256.0,6368256.0,24876.0,256.0,6390784.0,24964.0,256.0,6272256.0,24501.0,256.0,6278937.0,24243.0,259.0,5405598.0,27301.0,198.0,6634672.0,26224.0,253.0,6135300.0,24060.0,255.0,4825121.0,24493.0,197.0,4690286.0,24302.0,193.0,5110600.0,25553.0,200.0,,0.08171223431055052,0.08171343952035248
2019-10-15,5442753.916666667,23072.5,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6000128.0,23438.0,256.0,5591296.0,21841.0,256.0,5887744.0,22999.0,256.0,5908480.0,23080.0,256.0,5797888.0,22648.0,256.0,5804449.0,22411.0,259.0,4997322.0,25239.0,198.0,6132973.0,24241.0,253.0,5671965.0,22243.0,255.0,4460671.0,22643.0,197.0,4336131.0,22467.0,193.0,4724000.0,23620.0,200.0,,-0.06238405331944841,-0.06238253113030867
2019-9-15,5804886.25,24607.583333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6399744.0,24999.0,256.0,5963264.0,23294.0,256.0,6280192.0,24532.0,256.0,6302208.0,24618.0,256.0,6183168.0,24153.0,256.0,6190618.0,23902.0,259.0,5329764.0,26918.0,198.0,6540303.0,25851.0,253.0,6049365.0,23723.0,255.0,4757550.0,24150.0,197.0,4624859.0,23963.0,193.0,5037600.0,25188.0,200.0,,-0.043896208356530075,-0.043895378956638864
2019-8-15,6071397.583333333,25737.333333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6693888.0,26148.0,256.0,6237184.0,24364.0,256.0,6569216.0,25661.0,256.0,6592000.0,25750.0,256.0,6466560.0,25260.0,256.0,6474741.0,24999.0,259.0,5574492.0,28154.0,198.0,6839855.0,27035.0,253.0,6327060.0,24812.0,255.0,4976023.0,25259.0,197.0,4837352.0,25064.0,193.0,5268400.0,26342.0,200.0,,0.033082436031836915,0.033085025605689156
2019-7-15,5876973.0,24913.083333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6480128.0,25313.0,256.0,6037504.0,23584.0,256.0,6359552.0,24842.0,256.0,6381568.0,24928.0,256.0,6258944.0,24449.0,256.0,6267282.0,24198.0,259.0,5395896.0,27252.0,198.0,6620251.0,26167.0,253.0,6124335.0,24017.0,255.0,4816650.0,24450.0,197.0,4682566.0,24262.0,193.0,5099000.0,25495.0,200.0,,-0.0007731702594758749,-0.0007720897896974499
2019-6-15,5881520.416666667,24932.333333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6485504.0,25334.0,256.0,6042112.0,23602.0,256.0,6365184.0,24864.0,256.0,6387200.0,24950.0,256.0,6263296.0,24466.0,256.0,6271944.0,24216.0,259.0,5400054.0,27273.0,198.0,6624552.0,26184.0,253.0,6129180.0,24036.0,255.0,4820393.0,24469.0,197.0,4686426.0,24282.0,193.0,5102400.0,25512.0,200.0,,0.006054681130038819,0.006056081805862368
2019-5-15,5846124.0,24782.25,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6446848.0,25183.0,256.0,6005760.0,23460.0,256.0,6327552.0,24717.0,256.0,6349312.0,24802.0,256.0,6225152.0,24317.0,256.0,6234130.0,24070.0,259.0,5367582.0,27109.0,198.0,6584072.0,26024.0,253.0,6092205.0,23891.0,255.0,4791434.0,24322.0,197.0,4658441.0,24137.0,193.0,5071000.0,25355.0,200.0,,-0.013090149078298863,-0.012951020448805028
2019-4-15,5923665.666666667,25107.416666666668,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6521344.0,25474.0,256.0,6074624.0,23729.0,256.0,6400768.0,25003.0,256.0,6422528.0,25088.0,256.0,6422528.0,25088.0,256.0,6305355.0,24345.0,259.0,5429160.0,27420.0,198.0,6658707.0,26319.0,253.0,6162075.0,24165.0,255.0,4846397.0,24601.0,197.0,4711902.0,24414.0,193.0,5128600.0,25643.0,200.0,,0.048970447815895435,0.04882633684115256
2019-3-15,5647123.5,23938.583333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6228224.0,24329.0,256.0,5801472.0,22662.0,256.0,6113536.0,23881.0,256.0,6134272.0,23962.0,256.0,6012160.0,23485.0,256.0,6021750.0,23250.0,259.0,5184828.0,26186.0,198.0,6358396.0,25132.0,253.0,5885145.0,23079.0,255.0,4628318.0,23494.0,197.0,4500181.0,23317.0,193.0,4897200.0,24486.0,200.0,,-0.023483846788306395,-0.023482940194648694
2019-2-15,5782928.916666667,24514.25,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",6378496.0,24916.0,256.0,5940992.0,23207.0,256.0,6261248.0,24458.0,256.0,6282496.0,24541.0,256.0,6156288.0,24048.0,256.0,6166272.0,23808.0,259.0,5309568.0,26816.0,198.0,6510702.0,25734.0,253.0,6026415.0,23633.0,255.0,4739623.0,24059.0,197.0,4608647.0,23879.0,193.0,5014400.0,25072.0,200.0,,0.07211212160196068,0.07211426322234549
2019-1-15,5393959.083333333,22865.333333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",5949952.0,23242.0,256.0,5541376.0,21646.0,256.0,5840896.0,22816.0,256.0,5860352.0,22892.0,256.0,5741824.0,22429.0,256.0,5751354.0,22206.0,259.0,4952376.0,25012.0,198.0,6072000.0,24000.0,253.0,5621220.0,22044.0,255.0,4420877.0,22441.0,197.0,4298882.0,22274.0,193.0,4676400.0,23382.0,200.0,,0.04049711795479727,0.04049995449443311
2018-12-15,5184021.166666667,21975.333333333332,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",5718784.0,22339.0,256.0,5325824.0,20804.0,256.0,5614080.0,21930.0,256.0,5633024.0,22004.0,256.0,5517824.0,21554.0,256.0,5527578.0,21342.0,259.0,4759524.0,24038.0,198.0,5834939.0,23063.0,253.0,5402430.0,21186.0,255.0,4248896.0,21568.0,197.0,4131551.0,21407.0,193.0,4493800.0,22469.0,200.0,,,
2018-11-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-10-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-9-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-8-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-7-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-6-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-5-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-4-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-3-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-2-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2018-1-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-12-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-11-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-10-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-9-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-8-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-7-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-6-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-5-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-4-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-3-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-2-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2017-1-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-12-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-11-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-10-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-9-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-8-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-7-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-6-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-5-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-4-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-3-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-2-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,,,
2016-1-15,,,"AQUILA.SQUARE MILE(Block 1),FUK CHAK ST|利奧坊•曦岸1座,福澤街",,,256.0,,,256.0,,,256.0,,,256.0,,,256.0,,,259.0,,,198.0,,,253.0,,,255.0,,,197.0,,,193.0,,,200.0,236.25,,
