,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,nfa_avg,lumpSum_change,npsf_change
2020-12-15,38394094.0,31013.0,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",38394094.0,31013.0,1238.0,,0.08642191550479916,0.08642191550479916
2019-2-15,37226660.0,30070.0,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",37226660.0,30070.0,1238.0,,-0.15171518844504628,-0.15171518844504628
2019-1-15,43884624.0,35448.0,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",43884624.0,35448.0,1238.0,,-0.07009443861490028,-0.07009443861490028
2018-12-15,47192560.0,38120.0,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",47192560.0,38120.0,1238.0,,,
2018-11-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-10-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-9-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-8-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-7-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-6-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-5-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-4-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-3-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-2-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2018-1-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-12-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-11-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-10-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-9-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-8-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-7-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-6-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-5-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-4-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-3-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-2-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2017-1-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-12-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-11-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-10-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-9-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-8-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-7-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-6-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-5-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-4-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-3-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-2-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,,,
2016-1-15,,,"133 PORTOFINO(Block 3),HONG KIN RD|133 PORTOFINO3座,康健路",,,1238.0,1238.0,,
