,lumpSum_avg,npsf_avg,final_address,lumpSum_G1,npsf_G1,nfa_G1,lumpSum_G2,npsf_G2,nfa_G2,lumpSum_G3,npsf_G3,nfa_G3,lumpSum_G5,npsf_G5,nfa_G5,lumpSum_P1,npsf_P1,nfa_P1,lumpSum_P2,npsf_P2,nfa_P2,lumpSum_P5,npsf_P5,nfa_P5,nfa_avg,lumpSum_change,npsf_change
2020-12-15,99051877.42857143,31508.571428571428,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",100632378.0,31262.0,3219.0,92071391.99999999,29008.0,3174.0,103024185.0,32185.0,3201.0,102521517.0,32619.0,3143.0,106821588.0,31679.0,3372.0,94687386.0,32141.0,2946.0,93604696.0,31666.0,2956.0,,0.08660515211147124,0.08660416492183987
2020-1-15,109923376.57142857,34967.42857142857,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",110344101.0,34279.0,3219.0,107084412.0,33738.0,3174.0,109672662.0,34262.0,3201.0,119210847.0,37929.0,3143.0,116907240.0,34670.0,3372.0,106730634.0,36229.0,2946.0,99513740.0,33665.0,2956.0,,-0.0055734716160636966,-0.005573972958918372
2019-12-15,110539465.14285715,35163.42857142857,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",110962149.0,34471.0,3219.0,107684298.0,33927.0,3174.0,110284053.0,34453.0,3201.0,119880306.0,38142.0,3143.0,117561408.0,34864.0,3372.0,107331618.0,36433.0,2946.0,100072424.0,33854.0,2956.0,,0.2593448411080712,0.2593449097997482
2019-11-15,87775374.57142857,27922.0,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",88110468.0,27372.0,3219.0,85507560.0,26940.0,3174.0,87572958.0,27358.0,3201.0,95188898.0,30286.0,3143.0,93353820.0,27685.0,3372.0,85230726.0,28931.0,2946.0,79463192.0,26882.0,2956.0,,-0.009275336192718253,-0.009275967640558824
2019-10-15,88597142.85714285,28183.428571428572,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",88934532.0,27628.0,3219.0,86304234.00000001,27191.0,3174.0,88392414.0,27614.0,3201.0,96081510.0,30570.0,3143.0,94227168.0,27944.0,3372.0,86032038.0,29203.0,2946.0,80208104.0,27134.0,2956.0,,0.06568572121488314,0.0656857025561246
2019-9-15,83136276.57142857,26446.285714285714,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",83452575.0,25925.0,3219.0,80984610.0,25515.0,3174.0,82944312.0,25912.0,3201.0,90156955.0,28685.0,3143.0,88420583.99999999,26222.0,3372.0,80732184.0,27404.0,2946.0,75262716.0,25461.0,2956.0,,0.9693218581227896,0.9693204544487468
2019-8-15,42215687.71428572,13429.142857142857,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",42378135.0,13165.0,3219.0,41122344.0,12956.0,3174.0,42115557.0,13157.0,3201.0,45780938.0,14566.0,3143.0,44898180.0,13315.0,3372.0,40996536.0,13916.0,2946.0,38218124.0,12929.0,2956.0,,-0.5555935281130935,-0.5555933757865427
2019-7-15,94993413.42857143,30218.14285714286,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",95356437.0,29623.0,3219.0,92531622.0,29153.0,3174.0,94772007.0,29607.0,3201.0,103014968.0,32776.0,3143.0,101031864.0,29962.0,3372.0,92251044.0,31314.0,2946.0,85995952.0,29092.0,2956.0,,-0.14156100521893378,-0.14156138777398553
2019-6-15,110658315.85714285,35201.28571428572,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",111081252.0,34508.0,3219.0,107789040.0,33960.0,3174.0,110399289.0,34489.0,3201.0,119999740.0,38180.0,3143.0,117692916.0,34903.0,3372.0,107467134.0,36479.0,2946.0,100178840.0,33890.0,2956.0,,1.621345206360354,1.6213444537824069
2019-5-15,42214324.0,13428.714285714286,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",42374916.0,13164.0,3219.0,41119170.0,12955.0,3174.0,42115557.0,13157.0,3201.0,45777795.0,14565.0,3143.0,44898180.0,13315.0,3372.0,40999482.0,13917.0,2946.0,38215168.0,12928.0,2956.0,,-0.6230324085977588,-0.6231261752123902
2019-4-15,111983960.85714285,35631.857142857145,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",111741147.0,34713.0,3219.0,108036612.0,34038.0,3174.0,111897357.0,34957.0,3201.0,121627814.0,38698.0,3143.0,118488708.0,35139.0,3372.0,110557488.0,37528.0,2946.0,101538600.0,34350.0,2956.0,,-0.07189362921295717,-0.0718936980918643
2019-3-15,120658541.28571428,38392.0,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",120397038.00000001,37402.0,3219.0,116403276.0,36674.0,3174.0,120562463.99999999,37664.0,3201.0,131047385.00000001,41695.0,3143.0,127670663.99999999,37862.0,3372.0,119127402.0,40437.0,2946.0,109401560.0,37010.0,2956.0,,0.3247899784799413,0.3247887684981612
2019-2-15,91077486.42857143,28979.714285714286,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",91088043.0,28297.0,3219.0,88065804.0,27746.0,3174.0,91212495.0,28495.0,3201.0,97681297.0,31079.0,3143.0,96590939.99999999,28645.0,3372.0,90132870.0,30595.0,2946.0,82770956.0,28001.0,2956.0,,-0.15169042236991448,-0.15169027984544092
2019-1-15,107363501.28571428,34161.71428571428,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",107376183.0,33357.0,3219.0,103812018.0,32707.0,3174.0,107521590.0,33590.0,3201.0,115146948.0,36636.0,3143.0,113865696.0,33768.0,3372.0,106253382.0,36067.0,2946.0,97568692.0,33007.0,2956.0,,-0.0283359087435896,-0.027250428139656946
2018-12-15,110494462.28571428,35118.71428571428,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",113566320.0,35280.0,3219.0,109087206.0,34369.0,3174.0,114480564.0,35764.0,3201.0,109055814.0,34698.0,3143.0,122444064.0,36312.0,3372.0,100982988.0,34278.0,2946.0,103844280.0,35130.0,2956.0,,1.7457630956220282,1.7457640370374503
2018-11-15,40241804.71428572,12790.142857142857,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",41360931.0,12849.0,3219.0,39728958.0,12517.0,3174.0,41693025.0,13025.0,3201.0,39718091.0,12637.0,3143.0,44594700.0,13225.0,3372.0,36777864.0,12484.0,2946.0,37819064.0,12794.0,2956.0,,-0.6406549141957806,-0.640498389829828
2018-10-15,111986517.42857143,35577.42857142857,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",118249965.0,36735.0,3219.0,108490494.0,34181.0,3174.0,117687966.0,36766.0,3201.0,107229731.0,34117.0,3143.0,126240936.00000001,37438.0,3372.0,99294930.0,33705.0,2946.0,106711600.0,36100.0,2956.0,,-0.16982659684924872,-0.16982679307172288
2018-9-15,134895332.7142857,42855.42857142857,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",142440750.0,44250.0,3219.0,130686276.0,41174.0,3174.0,141756285.0,44285.0,3201.0,129164728.0,41096.0,3143.0,152067084.0,45097.0,3372.0,119610546.0,40601.0,2946.0,128541660.0,43485.0,2956.0,,,
2018-8-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2018-7-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2018-6-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2018-5-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2018-4-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2018-3-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2018-2-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2018-1-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-12-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-11-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-10-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-9-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-8-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-7-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-6-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-5-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-4-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-3-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-2-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2017-1-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-12-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-11-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-10-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-9-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-8-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-7-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-6-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-5-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-4-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-3-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-2-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,,,
2016-1-15,,,"MOUNT PAVILIA(Block B),CLEAR WATER BAY RD|傲瀧B座,清水灣道",,,3219.0,,,3174.0,,,3201.0,,,3143.0,,,3372.0,,,2946.0,,,2956.0,3144.4285714285716,,
