,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_25,npsf_25,nfa_25,lumpSum_26,npsf_26,nfa_26,lumpSum_27,npsf_27,nfa_27,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,lumpSum_change,npsf_change
2019-12-15,4694515.130434782,14538.869565217392,23,107973848.0,334394.0,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",6021940.0,14270.0,422.0,3301755.0,15357.0,215.0,3261456.0,15312.0,213.0,3157578.0,15254.0,207.0,3165445.0,14723.0,215.0,5293568.0,13504.0,392.0,4668768.0,13416.0,348.0,4829724.0,14122.0,342.0,6576935.0,13505.0,487.0,5324021.0,15343.0,347.0,5122300.0,14150.0,362.0,4506840.0,14445.0,312.0,4762344.0,13764.0,346.0,5118372.0,14966.0,342.0,5235720.0,15176.0,345.0,4795419.0,14939.0,321.0,4322586.0,13466.0,321.0,5823350.0,13702.0,425.0,4508630.0,15547.0,290.0,4288230.0,14787.0,290.0,4624391.0,14317.0,323.0,3332004.0,15717.0,212.0,5932472.0,14612.0,406.0,-0.030821193268729896,-0.030817878021140332
2019-1-15,4640745.739130435,14372.304347826086,23,106737152.0,330563.0,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",5864956.0,13898.0,422.0,3266280.0,15192.0,215.0,3230145.0,15165.0,213.0,3120732.0,15076.0,207.0,3126745.0,14543.0,215.0,5238296.0,13363.0,392.0,4627008.0,13296.0,348.0,4777056.0,13968.0,342.0,6513138.0,13374.0,487.0,5272665.0,15195.0,347.0,5069448.0,14004.0,362.0,4457544.0,14287.0,312.0,4704908.0,13598.0,346.0,5064336.0,14808.0,342.0,5169480.0,14984.0,345.0,4737960.0,14760.0,321.0,4275078.0,13318.0,321.0,5809325.0,13669.0,425.0,4446570.0,15333.0,290.0,4243570.0,14633.0,290.0,4569158.0,14146.0,323.0,3287272.0,15506.0,212.0,5865482.0,14447.0,406.0,0.010095948426762424,0.01009597902578685
2018-12-15,4594361.304347826,14228.652173913044,23,105670310.0,327259.0,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",5804610.0,13755.0,422.0,3233815.0,15041.0,215.0,3198408.0,15016.0,213.0,3089475.0,14925.0,207.0,3095355.0,14397.0,215.0,5186160.0,13230.0,392.0,4582116.0,13167.0,348.0,4729518.0,13829.0,342.0,6449341.0,13243.0,487.0,5220615.0,15045.0,347.0,5019130.0,13865.0,362.0,4413240.0,14145.0,312.0,4657506.0,13461.0,346.0,5014062.0,14661.0,342.0,5117040.0,14832.0,345.0,4690452.0,14612.0,321.0,4232706.0,13186.0,321.0,5749825.0,13529.0,425.0,4401040.0,15176.0,290.0,4201810.0,14489.0,290.0,4523292.0,14004.0,323.0,3253776.0,15348.0,212.0,5807018.0,14303.0,406.0,,
2018-11-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-10-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-9-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-8-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-7-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-6-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-5-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-4-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-3-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-2-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2018-1-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-12-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-11-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-10-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-9-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-8-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-7-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-6-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-5-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-4-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-3-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-2-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2017-1-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2016-12-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2016-11-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2016-10-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2016-9-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
2016-8-15,,,23,,,7483,"SEACOAST ROYALE,THE ROYALE,CASTLE PEAK RD CASTLE PEAK BAY|帝御•金灣(帝御),青山公路青山灣段",,,422.0,,,215.0,,,213.0,,,207.0,,,215.0,,,392.0,,,348.0,,,342.0,,,487.0,,,347.0,,,362.0,,,312.0,,,346.0,,,342.0,,,345.0,,,321.0,,,321.0,,,425.0,,,290.0,,,290.0,,,323.0,,,212.0,,,406.0,,
