,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_change,npsf_change
2019-12-15,22094824.25,20123.25,4,88379297.0,80493.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",34940704.0,28384.0,1231.0,35087481.0,28457.0,1233.0,9336810.0,12110.0,771.0,9014302.0,11542.0,781.0,-0.02018329813426356,-0.020182347141239898
2019-1-15,21296262.75,19395.75,4,85185051.0,77583.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",33678929.0,27359.0,1231.0,33819957.0,27429.0,1233.0,8999883.0,11673.0,771.0,8686282.0,11122.0,781.0,0.011763217594428887,0.011763018218333032
2018-12-15,21048662.75,19170.25,4,84194651.0,76681.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",33287471.0,27041.0,1231.0,33426630.0,27110.0,1233.0,8895798.0,11538.0,771.0,8584752.0,10992.0,781.0,-0.03713453388861343,-0.03713051558301317
2018-11-15,21860440.0,19909.5,4,87441760.0,79638.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",34571404.0,28084.0,1231.0,34716348.0,28156.0,1233.0,9238893.0,11983.0,771.0,8915115.0,11415.0,781.0,-0.022283952164036003,-0.0222827888475563
2018-10-15,22358679.75,20363.25,4,89434719.0,81453.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",35359244.0,28724.0,1231.0,35507934.0,28798.0,1233.0,9450147.0,12257.0,771.0,9117394.0,11674.0,781.0,-0.03678536177108149,-0.03677731395527595
2018-9-15,23212562.25,21140.75,4,92850249.0,84563.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",36710881.99999999,29822.0,1231.0,36864234.0,29898.0,1233.0,9810975.0,12725.0,771.0,9464158.0,12118.0,781.0,-0.02672565402681404,-0.026724981297116868
2018-8-15,23849968.25,21721.25,4,95399873.0,86885.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",37719071.0,30641.0,1231.0,37876527.0,30719.0,1233.0,10080825.0,13075.0,771.0,9723450.0,12450.0,781.0,0.010485634852479775,0.010490445785794833
2018-7-15,23602481.25,21495.75,4,94409925.0,85983.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",37327613.0,30323.0,1231.0,37484433.0,30401.0,1233.0,9976740.0,12940.0,771.0,9621139.0,12319.0,781.0,0.008525212146186956,0.008527259078539906
2018-6-15,23402966.0,21314.0,4,93611864.0,85256.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",37012477.0,30067.0,1231.0,37167552.0,30144.0,1233.0,9892701.0,12831.0,771.0,9539134.0,12214.0,781.0,0.04620658588963744,0.044061818805261055
2018-5-15,22369354.5,20414.5,4,89477418.0,81658.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",35202907.0,28597.0,1231.0,35350110.0,28670.0,1233.0,9635187.0,12497.0,771.0,9289214.0,11894.0,781.0,0.02183217489036715,0.021836246918523816
2018-4-15,21891417.25,19978.25,4,87565669.0,79913.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",34450766.0,27986.0,1231.0,34595514.0,28058.0,1233.0,9429330.0,12230.0,771.0,9090059.0,11639.0,781.0,0.020709407959379034,0.02071757928752982
2018-3-15,21447257.25,19572.75,4,85789029.0,78291.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",33752789.0,27419.0,1231.0,33893937.0,27489.0,1233.0,9238122.0,11982.0,771.0,8904181.0,11401.0,781.0,0.011120625922691918,0.011119721038357122
2018-2-15,21211373.5,19357.5,4,84845494.0,77430.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",33381027.0,27117.0,1231.0,33521571.0,27187.0,1233.0,9137121.0,11851.0,771.0,8805775.0,11275.0,781.0,,
2018-1-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-12-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-11-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-10-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-9-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-8-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-7-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-6-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-5-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-4-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-3-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-2-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2017-1-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-12-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-11-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-10-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-9-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-8-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-7-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-6-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-5-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-4-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-3-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-2-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
2016-1-15,,,4,,,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",,,1231.0,,,1233.0,,,771.0,,,781.0,,
