,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_change,npsf_change
2019-12-15,6602895.625,12922.125,8,52823165.0,103377.0,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",6586360.0,14969.0,440.0,6712320.0,14592.0,460.0,7369072.0,11098.0,664.0,5917188.0,13327.0,444.0,7195812.0,12428.0,579.0,5911257.000000001,13107.0,451.0,7542711.0,11241.0,671.0,5588445.0,12615.0,443.0,-0.0003193600913247163,-0.00029978338233016544
2019-1-15,6109680.75,11948.0,8,48877446.0,95584.0,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",5941320.0,13503.0,440.0,6233920.0,13552.0,460.0,6859120.0,10330.0,664.0,5481180.0,12345.0,444.0,6681660.0,11540.0,579.0,5494082.0,12182.0,451.0,7009266.0,10446.0,671.0,5176898.0,11686.0,443.0,0.056342522869670786,0.05636355598779885
2018-12-15,5783806.5,11310.5,8,46270452.0,90484.0,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",5623200.0,12780.0,440.0,5901800.0,12830.0,460.0,6495248.0,9782.0,664.0,5187696.0,11684.0,444.0,6325575.0,10925.0,579.0,5201834.000000001,11534.0,451.0,6635519.0,9889.0,671.0,4899580.0,11060.0,443.0,,
2018-11-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-10-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-9-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-8-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-7-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-6-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-5-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-4-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-3-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-2-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2018-1-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-12-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-11-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-10-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-9-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-8-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-7-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-6-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-5-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-4-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-3-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-2-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2017-1-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-12-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-11-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-10-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-9-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-8-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-7-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-6-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-5-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-4-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-3-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-2-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
2016-1-15,,,8,,,4152,"WETLAND SEASONS PARK(Phase 2),Block 11,WETLAND PARK RD|WETLAND SEASONS PARK2期,11座,濕地公園路",,,440.0,,,460.0,,,664.0,,,444.0,,,579.0,,,451.0,,,671.0,,,443.0,,
