,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_25,npsf_25,nfa_25,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4767124.333333333,14150.714285714286,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",6725052.0,15354.0,438.0,4606056.0,14763.0,312.0,4925700.0,15156.0,325.0,3273623.9999999995,14358.0,228.0,3045380.0,13780.0,221.0,3989128.0,13948.0,286.0,3956832.0,13739.0,288.0,4581736.0,13319.0,344.0,4577926.0,13231.0,346.0,4622904.0,14817.0,312.0,5895674.0,13219.0,446.0,4339182.0,13434.0,323.0,4039789.0,13511.0,299.0,3999084.0,13242.0,302.0,5348030.0,13855.0,386.0,4572633.0,14703.0,311.0,6522978.0,14119.0,462.0,4837735.0,14441.0,335.0,4884635.0,14581.0,335.0,6734432.0,14704.0,458.0,4631101.0,14891.0,311.0,,0.023012349077245586,0.02301011081619797
2022-1-15,5411309.095238095,16063.52380952381,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7630398.0,17421.0,438.0,5226000.0,16750.0,312.0,5587075.0,17191.0,325.0,3713892.0,16289.0,228.0,3454450.9999999995,15631.0,221.0,4525664.0,15824.0,286.0,4489632.0,15589.0,288.0,5199904.0,15116.0,344.0,5193460.0,15010.0,346.0,5243784.0,16807.0,312.0,6688215.999999999,14996.0,446.0,4940608.0,15296.0,323.0,4582474.0,15326.0,299.0,4536644.0,15022.0,302.0,6067920.0,15720.0,386.0,5231642.0,16822.0,311.0,7398468.0,16014.0,462.0,5488975.0,16385.0,335.0,5541570.0,16542.0,335.0,7640814.0,16683.0,458.0,5255900.0,16900.0,311.0,,0.020528541101854758,0.020529544876992212
2021-12-15,5302457.380952381,15740.380952380952,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7477098.0,17071.0,438.0,5120856.0,16413.0,312.0,5474300.0,16844.0,325.0,3639108.0,15961.0,228.0,3384836.0,15316.0,221.0,4434716.0,15506.0,286.0,4399200.0,15275.0,288.0,5095672.0,14813.0,344.0,5088968.0,14708.0,346.0,5138328.0,16469.0,312.0,6553524.0,14694.0,446.0,4841124.0,14988.0,323.0,4490382.0,15018.0,299.0,4445440.0,14720.0,302.0,5945944.0,15404.0,386.0,5126213.0,16483.0,311.0,7249242.0,15691.0,462.0,5378760.0,16056.0,335.0,5430350.0,16210.0,335.0,7487384.0,16348.0,458.0,5150160.0,16560.0,311.0,,-0.032230290793527905,-0.03222897562917948
2021-11-15,5479048.714285715,16264.57142857143,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7726320.0,17640.0,438.0,5291520.0,16960.0,312.0,5656300.0,17404.0,325.0,3760403.9999999995,16493.0,228.0,3497546.0,15826.0,221.0,4582292.0,16022.0,286.0,4545792.0,15784.0,288.0,5265608.0,15307.0,344.0,5258508.0,15198.0,346.0,5309304.0,17017.0,312.0,6772064.0,15184.0,446.0,5002301.0,15487.0,323.0,4639583.0,15517.0,299.0,4593722.0,15211.0,302.0,6143962.0,15917.0,386.0,5296641.000000001,17031.0,311.0,7490406.0,16213.0,462.0,5557985.0,16591.0,335.0,5611250.0,16750.0,335.0,7736994.0,16893.0,458.0,5321521.0,17111.0,311.0,,0.06049835928788716,0.06049908250044256
2021-10-15,5166484.857142857,15336.714285714286,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7285692.0,16634.0,438.0,4989816.0,15993.0,312.0,5333575.0,16411.0,325.0,3545856.0,15552.0,228.0,3297983.0,14923.0,221.0,4320888.0,15108.0,286.0,4286592.0,14884.0,288.0,4965640.0,14435.0,344.0,4958526.000000001,14331.0,346.0,5006040.0,16045.0,312.0,6385382.0,14317.0,446.0,4716769.0,14603.0,323.0,4374968.0,14632.0,299.0,4331586.0,14343.0,302.0,5793474.0,15009.0,386.0,4994349.0,16059.0,311.0,7063055.999999999,15288.0,462.0,5241075.0,15645.0,335.0,5290990.0,15794.0,335.0,7295940.0,15930.0,458.0,5017985.0,16135.0,311.0,,-0.04968590356941782,-0.04968575728069402
2021-9-15,5436607.619047619,16138.57142857143,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7666752.0,17504.0,438.0,5250648.0,16829.0,312.0,5612100.0,17268.0,325.0,3731220.0,16365.0,228.0,3470363.0,15703.0,221.0,4546828.0,15898.0,286.0,4510944.0,15663.0,288.0,5225704.0,15191.0,344.0,5217680.0,15080.0,346.0,5267808.000000001,16884.0,312.0,6719436.0,15066.0,446.0,4963541.0,15367.0,323.0,4603404.0,15396.0,299.0,4558086.0,15093.0,302.0,6096484.0,15794.0,386.0,5254967.0,16897.0,311.0,7431732.0,16086.0,462.0,5515440.0,16464.0,335.0,5567700.0,16620.0,335.0,7677454.0,16763.0,458.0,5280469.0,16979.0,311.0,,-0.014080179494106004,-0.01407999999999987
2021-8-15,5514249.238095238,16369.047619047618,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7776252.0,17754.0,438.0,5325840.0,17070.0,312.0,5692050.0,17514.0,325.0,3784572.0,16599.0,228.0,3519867.0,15927.0,221.0,4611750.0,16125.0,286.0,4575456.0,15887.0,288.0,5301040.0,15410.0,344.0,5292070.0,15295.0,346.0,5343000.0,17125.0,312.0,6815326.0,15281.0,446.0,5034278.0,15586.0,323.0,4669184.0,15616.0,299.0,4623016.0,15308.0,302.0,6183720.0,16020.0,386.0,5329918.0,17138.0,311.0,7537530.0,16315.0,462.0,5594165.0,16699.0,335.0,5647095.000000001,16857.0,335.0,7787374.0,17003.0,458.0,5355731.0,17221.0,311.0,,0.033885056916686196,0.033887446876983196
2021-7-15,5333522.523809524,15832.52380952381,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7521773.999999999,17173.0,438.0,5151432.0,16511.0,312.0,5505175.0,16939.0,325.0,3660540.0,16055.0,228.0,3404284.0,15404.0,221.0,4460456.0,15596.0,286.0,4425408.0,15366.0,288.0,5127664.000000001,14906.0,344.0,5118724.0,14794.0,346.0,5167656.0,16563.0,312.0,6591880.0,14780.0,446.0,4869225.0,15075.0,323.0,4516096.0,15104.0,299.0,4471714.0,14807.0,302.0,5981069.999999999,15495.0,386.0,5154825.0,16575.0,311.0,7290360.0,15780.0,462.0,5410920.0,16152.0,335.0,5462175.0,16305.0,335.0,7532268.0,16446.0,458.0,5180327.0,16657.0,311.0,,-0.013824987650797205,-0.013810327491034835
2021-6-15,5408292.095238095,16054.238095238095,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7628646.0,17417.0,438.0,5224440.0,16745.0,312.0,5583175.0,17179.0,325.0,3712524.0,16283.0,228.0,3452683.0,15623.0,221.0,4523948.0,15818.0,286.0,4488480.0,15585.0,288.0,5200936.0,15119.0,344.0,5191384.0,15004.0,346.0,5240976.0,16798.0,312.0,6685540.0,14990.0,446.0,4938347.0,15289.0,323.0,4580082.0,15318.0,299.0,4535134.0,15017.0,302.0,6066376.0,15716.0,386.0,5227599.0,16809.0,311.0,7393386.000000001,16003.0,462.0,5487970.000000001,16382.0,335.0,5539560.0,16536.0,335.0,7639440.0,16680.0,458.0,5233508.0,16828.0,311.0,,0.016025639878727516,0.016026713197778264
2021-5-15,5322987.80952381,15801.0,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7508634.0,17143.0,438.0,5142384.0,16482.0,312.0,5494775.0,16907.0,325.0,3653928.0,16026.0,228.0,3398096.0,15376.0,221.0,4452448.0,15568.0,286.0,4417632.0,15339.0,288.0,5119408.0,14882.0,344.0,5109728.0,14768.0,346.0,5158296.0,16533.0,312.0,6579838.0,14753.0,446.0,4860504.0,15048.0,323.0,4507724.0,15076.0,299.0,4463560.0,14780.0,302.0,5970647.999999999,15468.0,386.0,5144873.0,16543.0,311.0,7276500.0,15750.0,462.0,5401540.0,16124.0,335.0,5452460.0,16276.0,335.0,7518986.0,16417.0,458.0,5150782.0,16562.0,311.0,,0.011693882340971129,0.01169257224393716
2021-4-15,5261460.904761905,15618.380952380952,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",7421472.0,16944.0,438.0,5082792.0,16291.0,312.0,5430750.0,16710.0,325.0,3611520.0,15840.0,228.0,3358537.0,15197.0,221.0,4400682.0,15387.0,286.0,4366368.0,15161.0,288.0,5060240.0,14710.0,344.0,5050216.0,14596.0,346.0,5098080.0,16340.0,312.0,6503572.0,14582.0,446.0,4810762.0,14894.0,323.0,4455100.0,14900.0,299.0,4411616.0,14608.0,302.0,5901554.0,15289.0,386.0,5084850.0,16350.0,311.0,7191492.0,15566.0,462.0,5338895.0,15937.0,335.0,5389144.999999999,16087.0,335.0,7431966.0,16227.0,458.0,5091070.0,16370.0,311.0,,,
2021-3-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2021-2-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2021-1-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-12-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-11-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-10-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-9-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-8-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-7-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-6-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-5-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-4-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-3-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-2-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2020-1-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-12-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-11-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-10-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-9-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-8-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
2019-7-15,,,"ONE INNOVALE(Phase 2),Block C,MA SIK RD|ONE INNOVALE2期,C座,馬適路",,,438.0,,,312.0,,,325.0,,,228.0,,,221.0,,,286.0,,,288.0,,,344.0,,,346.0,,,312.0,,,446.0,,,323.0,,,299.0,,,302.0,,,386.0,,,311.0,,,462.0,,,335.0,,,335.0,,,458.0,,,311.0,,,
