,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4459124.894736842,13703.894736842105,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",4599609.0,14329.0,321.0,4162466.0,13783.0,302.0,4257402.0,13778.0,309.0,4318526.0,12374.0,349.0,4271544.0,13023.0,328.0,4277987.0,13003.0,329.0,4257280.0,13304.0,320.0,4157410.0,13411.0,310.0,4234230.0,13442.0,315.0,4373480.0,14108.0,310.0,4166190.0,13226.0,315.0,4344445.0,13205.0,329.0,4396840.0,13405.0,328.0,4565990.0,14729.0,310.0,6294752.0,13744.0,458.0,6332308.0,13826.0,458.0,3172844.0,14228.0,223.0,4280745.0,14511.0,295.0,4259325.0,14945.0,285.0,,0.02301991764148137,0.02302025420898568
2019-2-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2019-1-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-12-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-11-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-10-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-9-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-8-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-7-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-6-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-5-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-4-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-3-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-2-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,,,
2018-1-15,,,"ONE INNOVALE(Phase 1),Block B,MA SIK RD|ONE INNOVALE1期,B座,馬適路",,,321.0,,,302.0,,,309.0,,,349.0,,,328.0,,,329.0,,,320.0,,,310.0,,,315.0,,,310.0,,,315.0,,,329.0,,,328.0,,,310.0,,,458.0,,,458.0,,,223.0,,,295.0,,,285.0,326.0,,
