,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_25,npsf_25,nfa_25,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4921286.761904762,14596.333333333334,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",8700054.0,12738.0,683.0,3530688.0,15762.0,224.0,4783440.0,15735.0,304.0,4732596.0,15466.0,306.0,4406300.0,13900.0,317.0,4431584.0,14024.0,316.0,4509008.0,14224.0,317.0,4487452.0,14156.0,317.0,4326399.0,14567.0,297.0,5306686.0,14189.0,374.0,4334435.0,14693.0,295.0,4328052.0,14284.0,303.0,4332895.0,14395.0,301.0,4427396.0,14236.0,311.0,3970239.0,14543.0,273.0,8609664.0,12812.0,672.0,2905320.0,15620.0,186.0,4479678.0,15237.0,294.0,3471552.0000000005,15498.0,224.0,6604527.999999999,15148.0,436.0,6669056.0,15296.0,436.0,,0.025823017154022132,0.02424933002746732
2019-4-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-3-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-2-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-1-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-12-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-11-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-10-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-9-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-8-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-7-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-6-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-5-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-4-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-3-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-2-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2018-1-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,342.1904761904762,,
