,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_17,npsf_17,nfa_17,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4793175.0,14308.214285714286,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",6898854.0,15063.0,458.0,4594238.0,14402.0,319.0,4275510.0,13445.0,318.0,4286856.0,13566.0,316.0,4572568.0,14846.0,308.0,4870071.0,15363.0,317.0,5104603.0,13909.0,367.0,6939856.0,14672.0,473.0,3597594.0,15574.0,231.0,5598544.0,14504.0,386.0,2752424.9999999995,14115.0,195.0,4542423.0,13479.0,337.0,4537176.0,13384.0,339.0,4533732.0,13993.0,324.0,,0.023024404465865622,0.02302267028247207
2020-1-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-12-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-11-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-10-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-9-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-8-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-7-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-6-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-5-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-4-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-3-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-2-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2019-1-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-12-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-11-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-10-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-9-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-8-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-7-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-6-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-5-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-4-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-3-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-2-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,,,
2018-1-15,,,"ONE INNOVALE(Phase 3),Block D,MA SIK RD|ONE INNOVALE3期,D座,馬適路",,,458.0,,,319.0,,,318.0,,,316.0,,,308.0,,,317.0,,,367.0,,,473.0,,,231.0,,,386.0,,,195.0,,,337.0,,,339.0,,,324.0,334.85714285714283,,
