,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5644853.5,8164.833333333333,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",6384573.0,7683.0,831.0,5713773.0,7969.0,717.0,5574675.0,7775.0,717.0,6979569.0,8399.0,831.0,4530669.0,8437.0,537.0,4685862.0,8726.0,537.0,,0.05157175868810371,0.051559447914654166
2022-1-15,6308354.5,9135.5,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7179840.0,8640.0,831.0,6356922.0,8866.0,717.0,6203484.0,8652.0,717.0,7694229.0,9259.0,831.0,5202456.0,9688.0,537.0,5213196.0,9708.0,537.0,,-0.007914379078234668,-0.007855630169964045
2021-12-15,6358679.5,9207.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7218066.0,8686.0,831.0,6389904.0,8912.0,717.0,6341865.0,8845.0,717.0,7729131.0,9301.0,831.0,5230917.0,9741.0,537.0,5242194.0,9762.0,537.0,,-0.04231446863320132,-0.042512998266897584
2021-11-15,6639632.0,9616.666666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7506423.0,9033.0,831.0,6678855.0,9315.0,717.0,6629382.0,9246.0,717.0,8073165.0,9715.0,831.0,5468808.0,10184.0,537.0,5481159.0,10207.0,537.0,,0.03355930464689272,0.03299496929659651
2021-10-15,6424045.5,9309.5,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7269588.0,8748.0,831.0,6582777.0,9181.0,717.0,6419301.0,8953.0,717.0,7668468.0,9228.0,831.0,5295894.0,9862.0,537.0,5308245.0,9885.0,537.0,,-0.014135560004327696,-0.01354549307714048
2021-9-15,6516155.0,9437.333333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7390914.0,8894.0,831.0,6690327.000000001,9331.0,717.0,6524700.0,9100.0,717.0,7793949.0,9379.0,831.0,5300727.0,9871.0,537.0,5396313.0,10049.0,537.0,,-0.002622187164147749,-0.001886094022668261
2021-8-15,6533286.5,9455.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7551297.0,9087.0,831.0,6677421.0,9313.0,717.0,6513228.0,9084.0,717.0,7778991.0,9361.0,831.0,5290524.0,9852.0,537.0,5388258.0,10034.0,537.0,,-0.010524435400438348,-0.010517319566051508
2021-7-15,6602777.0,9555.666666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7634397.0,9187.0,831.0,6746970.0,9410.0,717.0,6582777.0,9181.0,717.0,7860429.0,9459.0,831.0,5345835.000000001,9955.0,537.0,5446253.999999999,10142.0,537.0,,0.009157230493533897,0.008957325120985349
2021-6-15,6542862.5,9470.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7562100.0,9100.0,831.0,6680289.0,9317.0,717.0,6518247.0,9091.0,717.0,7782315.0,9365.0,831.0,5341539.0,9947.0,537.0,5372685.0,10005.0,537.0,,0.008188642330590357,0.00819686673881792
2021-5-15,6489720.5,9393.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7503099.0,9029.0,831.0,6624363.0,9239.0,717.0,6464472.0,9016.0,717.0,7719159.0,9289.0,831.0,5298042.0,9866.0,537.0,5329188.0,9924.0,537.0,,-0.0023547133775391194,-0.0024600899083218053
2021-4-15,6505038.0,9417.0,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7505592.0,9032.0,831.0,6690327.0,9331.0,717.0,6463755.0,9015.0,717.0,7719159.0,9289.0,831.0,5321133.0,9909.0,537.0,5330262.0,9926.0,537.0,,-0.0022864454925275446,-0.0031931972549088528
2021-3-15,6519945.5,9447.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7515564.0,9044.0,831.0,6698214.0,9342.0,717.0,6399225.0,8925.0,717.0,7727469.0,9299.0,831.0,5325966.0,9918.0,537.0,5453235.0,10155.0,537.0,,0.029029934683672876,0.029047074414973784
2021-2-15,6336011.5,9180.5,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7305320.999999999,8791.0,831.0,6509643.0,9079.0,717.0,6218541.0,8673.0,717.0,7508916.0,9036.0,831.0,5175069.000000001,9637.0,537.0,5298579.0,9867.0,537.0,,0.0040955327972249655,0.0028949093292549577
2021-1-15,6310168.0,9154.0,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7246320.0,8720.0,831.0,6455868.0,9004.0,717.0,6166917.0,8601.0,717.0,7445759.999999999,8960.0,831.0,5292672.0,9856.0,537.0,5253471.0,9783.0,537.0,,0.006012879332286669,0.006284238104834916
2020-12-15,6272452.5,9096.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7184826.0,8646.0,831.0,6399942.0,8926.0,717.0,6234315.0,8695.0,717.0,7380111.0,8881.0,831.0,5228769.0,9737.0,537.0,5206752.0,9696.0,537.0,,0.007218062715997453,0.0072525282350335285
2020-11-15,6227502.0,9031.333333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7134965.999999999,8586.0,831.0,6353337.0,8861.0,717.0,6191295.0,8635.0,717.0,7327758.0,8818.0,831.0,5190105.0,9665.0,537.0,5167551.0,9623.0,537.0,,-0.008048384604724679,-0.008018159850620599
2020-10-15,6278030.0,9104.333333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7193967.0,8657.0,831.0,6404961.0,8933.0,717.0,6242918.999999999,8707.0,717.0,7387590.0,8890.0,831.0,5231454.0,9742.0,537.0,5207289.0,9697.0,537.0,,-0.025744024699241752,-0.025701392976260506
2020-9-15,6443922.5,9344.5,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7385928.0,8888.0,831.0,6574173.0,9169.0,717.0,6409263.0,8939.0,717.0,7583706.0,9126.0,831.0,5368926.000000001,9998.0,537.0,5341539.0,9947.0,537.0,,0.03724626476592707,0.037355683836589604
2020-8-15,6212529.0,9008.0,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7108374.0,8554.0,831.0,6326091.0,8823.0,717.0,6238617.0,8701.0,717.0,7298673.0,8783.0,831.0,5165940.0,9620.0,537.0,5137479.0,9567.0,537.0,,-0.005122494271574074,-0.005867529935438709
2020-7-15,6244516.5,9061.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7107543.0,8553.0,831.0,6387753.0,8909.0,717.0,6302430.0,8790.0,717.0,7268757.0,8747.0,831.0,5215344.0,9712.0,537.0,5185271.999999999,9656.0,537.0,,-0.006672828052013302,-0.006705155844630495
2020-6-15,6286465.0,9122.333333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7193967.0,8657.0,831.0,6365526.0,8878.0,717.0,6240051.0,8703.0,717.0,7396731.000000001,8901.0,831.0,5196548.999999999,9677.0,537.0,5325966.0,9918.0,537.0,,-0.024138370234478956,-0.024192829509190328
2020-5-15,6441963.5,9348.5,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7380942.0,8882.0,831.0,6485982.0,9046.0,717.0,6402810.0,8930.0,717.0,7586199.0,9129.0,831.0,5331336.0,9928.0,537.0,5464512.0,10176.0,537.0,,0.003805350724206402,0.004476997188445742
2020-4-15,6417542.5,9306.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7225544.999999999,8695.0,831.0,6348318.0,8854.0,717.0,6941276.999999999,9681.0,717.0,7422492.0,8932.0,831.0,5218565.999999999,9718.0,537.0,5349057.0,9961.0,537.0,,-0.00018975626213191266,-0.00021484969473439808
2020-3-15,6418760.5,9308.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7229700.0,8700.0,831.0,6351902.999999999,8859.0,717.0,6934107.0,9671.0,717.0,7423323.0,8933.0,831.0,5220714.0,9722.0,537.0,5352816.0,9968.0,537.0,,0.04026135049890733,0.039880099048612117
2020-2-15,6170334.5,8951.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7012809.000000001,8439.0,831.0,6159747.0,8591.0,717.0,6394923.0,8919.0,717.0,7197291.0,8661.0,831.0,5063373.0,9429.0,537.0,5193864.000000001,9672.0,537.0,,-0.043849816009177256,-0.04387994873255474
2020-1-15,6453311.0,9362.666666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7335237.0,8827.0,831.0,6442245.0,8985.0,717.0,6688176.0,9328.0,717.0,7523874.0,9054.0,831.0,5295894.0,9862.0,537.0,5434440.0,10120.0,537.0,,-0.007878552845447251,-0.007894318563128055
2019-12-15,6504557.5,9437.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7394238.000000001,8898.0,831.0,6493869.0,9057.0,717.0,6741234.0,9402.0,717.0,7581213.0,9123.0,831.0,5339391.0,9943.0,537.0,5477400.0,10200.0,537.0,,0.004290565580659544,0.004256602167320045
2019-11-15,6476768.5,9397.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7362660.0,8860.0,831.0,6466623.0,9019.0,717.0,6712554.000000001,9362.0,717.0,7545480.000000001,9080.0,831.0,5318985.000000001,9905.0,537.0,5454309.0,10157.0,537.0,,0.016681263897553977,0.01666095674281909
2019-10-15,6370500.5,9243.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7243827.0,8717.0,831.0,6362658.0,8874.0,717.0,6592815.000000001,9195.0,717.0,7423322.999999999,8933.0,831.0,5234676.0,9748.0,537.0,5365704.0,9992.0,537.0,,-0.025869169522376168,-0.02592429963994025
2019-9-15,6539676.5,9489.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7444097.999999999,8958.0,831.0,6494585.999999999,9058.0,717.0,6777801.0,9453.0,717.0,7626918.0,9178.0,831.0,5380740.0,10020.0,537.0,5513916.0,10268.0,537.0,,0.004693950321725371,0.004747114671937114
2019-8-15,6509123.0,9444.333333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7398392.999999999,8903.0,831.0,6509643.0,9079.0,717.0,6739083.0,9399.0,717.0,7579551.000000001,9121.0,831.0,5349057.0,9961.0,537.0,5479011.0,10203.0,537.0,,-0.020405180993992245,-0.02041592476705778
2019-7-15,6644709.5,9641.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7552128.0,9088.0,831.0,6643722.000000001,9266.0,717.0,6882483.0,9599.0,717.0,7735779.0,9309.0,831.0,5461827.0,10171.0,537.0,5592318.0,10414.0,537.0,,0.027132794599626697,0.026620760643867536
2019-6-15,6469182.5,9391.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7257954.0,8734.0,831.0,6487416.0,9048.0,717.0,6723309.0,9377.0,717.0,7553790.0,9090.0,831.0,5334558.0,9934.0,537.0,5458068.0,10164.0,537.0,,-0.023107632109300114,-0.023110263522885033
2019-5-15,6622206.0,9613.333333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7429971.0,8941.0,831.0,6639420.0,9260.0,717.0,6885351.0,9603.0,717.0,7730793.0,9303.0,831.0,5462364.0,10172.0,537.0,5585337.0,10401.0,537.0,,0.02307588501151625,0.02307596800227052
2019-4-15,6472839.5,9396.5,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7262109.0,8739.0,831.0,6488849.999999999,9050.0,717.0,6732630.0,9390.0,717.0,7555452.0,9092.0,831.0,5339928.0,9944.0,537.0,5458068.0,10164.0,537.0,,0.0038702616338739393,0.0045614097607040716
2019-3-15,6447884.5,9353.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7364322.0,8862.0,831.0,6440094.0,8982.0,717.0,6658779.0,9287.0,717.0,7505592.0,9032.0,831.0,5301801.0,9873.0,537.0,5416719.0,10087.0,537.0,,0.04785515743135682,0.047931137500933696
2019-2-15,6153412.0,8926.0,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7027767.0,8457.0,831.0,6146841.000000001,8573.0,717.0,6358356.0,8868.0,717.0,7165713.0,8623.0,831.0,5052633.0,9409.0,537.0,5169162.0,9626.0,537.0,,-0.01837813521083398,-0.017519399754178044
2019-1-15,6268617.5,9085.166666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7173192.0,8632.0,831.0,6273750.0,8750.0,717.0,6523983.0,9099.0,717.0,7316955.0,8805.0,831.0,5157347.999999999,9604.0,537.0,5166477.0,9621.0,537.0,,-0.008013364231485465,-0.008025185616538089
2018-12-15,6319256.0,9158.666666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7230531.0,8701.0,831.0,6323940.0,8820.0,717.0,6575607.0,9171.0,717.0,7376787.000000001,8877.0,831.0,5198697.0,9681.0,537.0,5209974.0,9702.0,537.0,,-0.017374155048313744,-0.0173104434907011
2018-11-15,6430989.0,9320.0,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7369308.000000001,8868.0,831.0,6432207.0,8971.0,717.0,6688893.0,9329.0,717.0,7506423.0,9033.0,831.0,5287839.0,9847.0,537.0,5301264.0,9872.0,537.0,,-0.009563252223442675,-0.009564293304994642
2018-10-15,6493084.0,9410.0,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7441605.0,8955.0,831.0,6493152.0,9056.0,717.0,6751989.0,9417.0,717.0,7579551.0,9121.0,831.0,5338317.0,9941.0,537.0,5353890.0,9970.0,537.0,,-0.038772937655764395,-0.038782389594470335
2018-9-15,6754995.0,9789.666666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7741596.0,9316.0,831.0,6753423.0,9419.0,717.0,7023732.0,9796.0,717.0,7886190.0,9490.0,831.0,5554728.0,10344.0,537.0,5570301.0,10373.0,537.0,,0.02585389111376757,0.02457743899248177
2018-8-15,6584753.5,9554.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7601157.0,9147.0,831.0,6628664.999999999,9245.0,717.0,6894672.0,9616.0,717.0,7458225.0,8975.0,831.0,5455383.0,10159.0,537.0,5470419.0,10187.0,537.0,,-0.02659527014027241,-0.026787987845247607
2018-7-15,6764661.5,9817.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7775667.0,9357.0,831.0,6815802.0,9506.0,717.0,7089696.0,9888.0,717.0,7668468.0,9228.0,831.0,5611650.0,10450.0,537.0,5626686.000000001,10478.0,537.0,,0.027799219821093235,0.027740460945269385
2018-6-15,6581695.5,9552.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7562931.0,9101.0,831.0,6630816.0,9248.0,717.0,6898974.0,9622.0,717.0,7458225.0,8975.0,831.0,5462364.0,10172.0,537.0,5476863.0,10199.0,537.0,,0.035350062671307914,0.035238232850485884
2018-5-15,6356976.0,9227.666666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7309476.0,8796.0,831.0,6409980.0,8940.0,717.0,6630816.0,9248.0,717.0,7208925.0,8675.0,831.0,5284617.0,9841.0,537.0,5298042.0,9866.0,537.0,,-0.005140985059687075,-0.005210579272675098
2018-4-15,6389826.0,9276.0,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7345209.0,8839.0,831.0,6442961.999999999,8986.0,717.0,6663081.0,9293.0,717.0,7243827.0,8717.0,831.0,5315226.0,9898.0,537.0,5328651.0,9923.0,537.0,,0.016698979693311244,0.015361039150582068
2018-3-15,6284875.0,9135.666666666666,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",7000344.0,8424.0,831.0,6382733.999999999,8902.0,717.0,6599268.0,9204.0,717.0,7174854.0,8634.0,831.0,5270118.000000001,9814.0,537.0,5281932.0,9836.0,537.0,,0.02772988105159535,0.027653311835617256
2018-2-15,6115298.5,8889.833333333334,"CARMEL HEIGHTS(Block 7,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,7座(嘉美閣),100 青山公路青龍頭段",6809214.0,8194.0,831.0,6210654.0,8662.0,717.0,6419301.0,8953.0,717.0,6978738.0,8398.0,831.0,5132109.0,9557.0,537.0,5141774.999999999,9575.0,537.0,,0.047311687265217284,0.04719740846176523
