,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5095308.339631215,10597.2,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6362858.562051966,10457.0,552.0,6371744.330767447,10415.0,555.0,4585083.112770856,11092.0,375.0,4107140.9716396653,10585.0,352.0,4049714.72092614,10437.0,352.0,,0.05338326532668658,0.04165765624078488
2022-1-15,5781033.856040359,12732.8,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7304710.710382739,12732.0,552.0,7219234.524606518,12515.0,555.0,5317511.776096075,13643.0,375.0,4565514.870683149,12479.0,352.0,4498197.398433314,12295.0,352.0,,-0.005302702169367013,-0.007962602259446894
2021-12-15,5811852.37825457,12835.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7344104.187632793,12835.0,552.0,7257451.072344948,12615.0,555.0,5345267.308106789,13751.0,375.0,4590518.10382927,12581.0,352.0,4521921.219359046,12393.0,352.0,,-0.04048022765948922,-0.013481522474328211
2021-11-15,6057042.851840349,13010.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7677517.746571981,13057.0,552.0,7586224.334499136,12832.0,555.0,5495324.619706256,13757.0,375.0,4799444.570094936,12800.0,352.0,4726702.988329434,12606.0,352.0,,0.03696005813319081,-0.006323893318669338
2021-10-15,5841153.479666968,13093.2,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7317931.269636692,12977.0,552.0,7345229.069849549,12955.0,555.0,5319270.74148878,13885.0,375.0,4647448.187670407,12924.0,352.0,4575888.129689409,12725.0,352.0,,-0.01607770317030055,-0.03859370869680134
2021-9-15,5936600.378391439,13618.8,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7437558.081575978,13498.0,552.0,7465237.4436344495,13475.0,555.0,5405306.557994356,14440.0,375.0,4724168.05699472,13445.0,352.0,4650731.751757688,13236.0,352.0,,0.0018684079525979058,0.018685017577978913
2021-8-15,5925529.072748566,13369.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7424040.966837242,13251.0,552.0,7450869.633155618,13227.0,555.0,5394431.502246356,14173.0,375.0,4716307.603081212,13201.0,352.0,4641995.658422407,12993.0,352.0,,-0.011721534538705392,-0.02902255857530911
2021-7-15,5995809.156868284,13768.6,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7502274.693391647,13625.0,552.0,7529761.0887082815,13601.0,555.0,5450520.769715282,14571.0,375.0,4805828.888766775,13687.0,352.0,4690660.343759432,13359.0,352.0,,0.010003225962541551,0.027737553183548647
2021-6-15,5936425.748694245,13397.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7428346.325455734,13258.0,552.0,7455197.692430993,13234.0,555.0,5395851.92562471,14176.0,375.0,4758353.742062715,13318.0,352.0,4644379.057897075,12999.0,352.0,,0.008389313727351855,0.03411810111925906
2021-5-15,5887037.543814486,12955.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7366737.270171643,12821.0,552.0,7393486.638334733,12798.0,555.0,5350420.111654597,13707.0,375.0,4718880.832185179,12879.0,352.0,4605662.8667262755,12570.0,352.0,,0.00024126403416202535,-0.005160418362488706
2021-4-15,5885617.555979395,13022.2,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7366705.2085994445,12891.0,552.0,7392952.044830769,12867.0,555.0,5344636.646501169,13767.0,375.0,4718380.487680549,12948.0,352.0,4605413.392285046,12638.0,352.0,,0.0360868091725679,0.02758707763205659
2021-3-15,5680622.032703731,12672.6,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6728880.0,12190.0,552.0,7400920.384545553,12752.0,555.0,5349238.008536334,13641.0,375.0,4314816.0,12258.0,352.0,4609255.770436767,12522.0,352.0,,0.029039472730697513,0.02815278769390539
2021-2-15,5520314.995914997,12325.6,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6542856.0,11853.0,552.0,7191241.296574768,12409.0,555.0,5198043.280053385,13275.0,375.0,4192672.0,11911.0,352.0,4476762.402946829,12180.0,352.0,,0.0220948357446773,0.03232939126938916
2021-1-15,5400981.203366524,11939.6,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6492072.0,11761.0,552.0,7130230.106677791,11866.0,555.0,5153899.91015483,12694.0,375.0,4157120.0,11810.0,352.0,4071583.9999999995,11567.0,352.0,,0.009042946501935045,0.004729286231213381
2020-12-15,5352578.125728136,11883.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6439080.0,11665.0,552.0,7062048.72356791,11875.0,555.0,5105569.905072766,12706.0,375.0,4119808.0,11704.0,352.0,4036384.0,11467.0,352.0,,0.007524506380141904,0.006266194726235019
2020-11-15,5312603.407493289,11809.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6396023.999999999,11587.0,552.0,7005251.983370365,11815.0,555.0,5065389.05409608,12644.0,375.0,4089184.0000000005,11617.0,352.0,4007168.0,11384.0,352.0,,-0.02272643503969851,-0.011732610296579016
2020-10-15,5436147.6642511,11949.6,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6451224.0,11687.0,552.0,7055795.427745615,11453.0,555.0,5102518.893509888,12258.0,375.0,4531648.0,12874.0,352.0,4039552.0,11476.0,352.0,,-0.025573152883278216,-0.00263746536240117
2020-9-15,5578815.567670757,11981.2,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6625104.0,12002.0,552.0,7235869.413148164,11063.0,555.0,5233808.425205622,11843.0,375.0,4653088.0,13219.0,352.0,4146208.0,11779.0,352.0,,0.039370229517789346,0.01957246919463551
2020-8-15,5367496.017524978,11751.2,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6378360.0,11555.0,552.0,6956805.701698994,11175.0,555.0,5032842.3859259,11965.0,375.0,4479552.0,12726.0,352.0,3989920.0,11335.0,352.0,,-0.009570000576426874,-0.010875054711962484
2020-7-15,5419359.289045003,11880.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6444600.0,11675.0,552.0,7018867.201684977,11311.0,555.0,5078321.243540039,12112.0,375.0,4525664.0,12857.0,352.0,4029344.0,11447.0,352.0,,0.009980488915811492,0.019216910881575844
2020-6-15,5365805.922510986,11656.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6425279.999999999,11640.0,552.0,6902582.963341733,10848.0,555.0,4974318.649213198,11570.0,375.0,4511584.0,12817.0,352.0,4015264.0,11407.0,352.0,,-0.025232142982020256,-0.010777873958280337
2020-5-15,5504701.333634571,11783.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6596400.0,11950.0,552.0,7077011.293393386,10698.0,555.0,5098671.374779471,11407.0,375.0,4631264.0,13157.0,352.0,4120160.0,11705.0,352.0,,0.007997763525383395,0.042926432061176856
2020-4-15,5461025.344324538,11298.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6909528.091712007,11066.0,552.0,6921968.434823406,11026.0,555.0,4985808.5423957575,11754.0,375.0,4454253.652691516,11187.0,352.0,4033568.0,11459.0,352.0,,0.0019839857604375677,-0.06338390118544313
2020-3-15,5450212.200926536,12063.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6842040.0,12395.0,552.0,6894210.0,12422.0,555.0,5023500.0,13396.0,375.0,4455279.004632678,10636.0,352.0,4036032.0000000005,11466.0,352.0,,0.030827008134113543,0.033198006064032004
2020-2-15,5287222.936457489,11675.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6637248.0,12024.0,552.0,6688860.0,12052.0,555.0,4875000.0,13000.0,375.0,4320062.6822874425,10179.0,352.0,3914944.0,11122.0,352.0,,-0.056767422214003105,0.12328266307485092
2020-1-15,5605428.67260578,10394.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7000057.921260566,10257.0,552.0,7010654.695828646,10217.0,555.0,5046171.438527136,10884.0,375.0,4517334.155392113,10380.0,352.0,4452925.152020434,10232.0,352.0,,-0.0073758043208547175,-0.019156365008964782
2019-12-15,5647080.432862703,10597.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7051387.999505276,10456.0,552.0,7061910.632103669,10415.0,555.0,5081724.171951441,11092.0,375.0,4552012.9166383725,10585.0,352.0,4488366.444114756,10437.0,352.0,,0.005792743746194651,0.04163799712976979
2019-11-15,5614556.74439396,10173.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7018214.904958825,10051.0,552.0,7027573.111775596,10010.0,555.0,5055746.565954606,10658.0,375.0,4531932.38731386,10178.0,352.0,4439316.751966907,9970.0,352.0,,0.016730714856338258,0.031805918984157966
2019-10-15,5522166.943867023,9859.8,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6901525.994570416,9739.0,552.0,6910534.301211409,9699.0,555.0,4970166.618299086,10324.0,375.0,4458363.3416920705,9866.0,352.0,4370244.463562134,9671.0,352.0,,-0.047778166701960445,-0.25722077413328115
2019-9-15,5799244.2,13274.2,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7328904.0,13277.0,552.0,7246635.0,13057.0,555.0,5342250.0,14246.0,375.0,4577056.000000001,13003.0,352.0,4501376.0,12788.0,352.0,,0.006193337208955096,0.006200539704678487
2019-8-15,5763548.6,13192.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7284192.0,13196.0,552.0,7202235.0,12977.0,555.0,5308500.0,14156.0,375.0,4549600.0,12925.0,352.0,4473216.0,12708.0,352.0,,-0.020360488662878096,-0.020361486938054174
2019-7-15,5883336.2,13466.6,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7435992.0,13471.0,552.0,7351530.0,13246.0,555.0,5418375.0,14449.0,375.0,4644992.0,13196.0,352.0,4565792.0,12971.0,352.0,,0.02405737624165316,0.024060470563185277
2019-6-15,5745123.6,13150.2,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7261560.0,13155.0,552.0,7178925.0,12935.0,555.0,5290125.0,14107.0,375.0,4536576.0,12888.0,352.0,4458432.0,12666.0,352.0,,-0.023060214280032243,-0.02305989331827707
2019-5-15,5880734.6,13460.6,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7433232.0,13466.0,552.0,7348200.0,13240.0,555.0,5414625.0,14439.0,375.0,4644288.0,13194.0,352.0,4563328.0,12964.0,352.0,,0.023099714848318964,0.02310627365732798
2019-4-15,5747958.4,13156.6,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7265976.0,13163.0,552.0,7182255.0,12941.0,555.0,5291625.0,14111.0,375.0,4540096.0,12898.0,352.0,4459840.0,12670.0,352.0,,0.0069235781516043815,0.006795328976568538
2019-3-15,5708435.6,13067.8,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7212432.0,13066.0,552.0,7128975.0,12845.0,555.0,5251875.0,14005.0,375.0,4507008.0,12804.0,352.0,4441888.0,12619.0,352.0,,0.04768550748927858,0.04768700392848557
2019-2-15,5448615.6,12473.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6884544.0,12472.0,552.0,6804300.0,12260.0,555.0,5012250.0,13366.0,375.0,4302496.0,12223.0,352.0,4239488.0,12044.0,352.0,,-0.02040181856741552,-0.02040399597888909
2019-1-15,5562092.4,12732.8,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7028064.0,12732.0,552.0,6945825.0,12515.0,555.0,5116125.0,13643.0,375.0,4392608.0,12479.0,352.0,4327840.0,12295.0,352.0,,-0.007963838403453827,-0.007962602259446894
2018-12-15,5606743.6,12835.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7084920.0,12835.0,552.0,7001325.0,12615.0,555.0,5156625.0,13751.0,375.0,4428512.0,12581.0,352.0,4362336.0,12393.0,352.0,,-0.013973931493326153,-0.013481522474328211
2018-11-15,5686202.2,13010.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7207464.0,13057.0,552.0,7121760.0,12832.0,555.0,5158875.0,13757.0,375.0,4505600.0,12800.0,352.0,4437312.0,12606.0,352.0,,-0.005526355517666781,-0.00633907159332181
2018-10-15,5717800.8,13093.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7163303.999999999,12977.0,552.0,7190025.0,12955.0,555.0,5206875.0,13885.0,375.0,4549248.0,12924.0,352.0,4479552.0,12726.0,352.0,,-0.038580172545728986,-0.038579023115105526
2018-9-15,5947246.6,13618.8,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7450896.0,13498.0,552.0,7478625.0,13475.0,555.0,5415000.0,14440.0,375.0,4732640.0,13445.0,352.0,4659072.0,13236.0,352.0,,0.01868858917394922,0.018685017577978913
2018-8-15,5838140.0,13369.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7314552.000000001,13251.0,552.0,7340984.999999999,13227.0,555.0,5314875.0,14173.0,375.0,4646752.0,13201.0,352.0,4573536.0,12993.0,352.0,,-0.028732200838058497,-0.029036662599500218
2018-7-15,6010844.8,13768.8,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7521000.0,13625.0,552.0,7548555.0,13601.0,555.0,5464125.0,14571.0,375.0,4818175.999999999,13688.0,352.0,4702368.0,13359.0,352.0,,0.027745361518893397,0.027752481898932535
2018-6-15,5848574.0,13397.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7318416.0,13258.0,552.0,7344870.0,13234.0,555.0,5315999.999999999,14176.0,375.0,4687936.0,13318.0,352.0,4575648.0,12999.0,352.0,,0.03411154613323908,0.03411810111925906
2018-5-15,5655651.0,12955.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7077192.0,12821.0,552.0,7102890.0,12798.0,555.0,5140125.0,13707.0,375.0,4533408.0,12879.0,352.0,4424640.0,12570.0,352.0,,-0.005206839336548863,-0.005175697260105583
2018-4-15,5685253.2,13022.4,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7115832.0,12891.0,552.0,7141185.0,12867.0,555.0,5162625.0,13767.0,375.0,4558048.0,12949.0,352.0,4448576.0,12638.0,352.0,,0.009776797225850231,0.009958120055839847
2018-3-15,5630207.8,12894.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",7052352.0,12776.0,552.0,7077360.0,12752.0,555.0,5115375.0,13641.0,375.0,4498208.0,12779.0,352.0,4407744.0,12522.0,352.0,,0.027772078285083657,0.027819848545237225
2018-2-15,5478070.4,12545.0,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6863568.0,12434.0,552.0,6886995.0,12409.0,555.0,4978125.0,13275.0,375.0,4374656.0,12428.0,352.0,4287008.0,12179.0,352.0,,0.04638265504171746,0.046532968499732874
2018-1-15,5235245.8,11987.2,"FORTUNE COURT(Block A,TSUEN WAN GARDEN),CASTLE PEAK RD TSUEN WAN|荃灣花園,A座(富貴閣),青山公路荃灣段",6563832.0,11891.0,552.0,6585075.0,11865.0,555.0,4760250.0,12694.0,375.0,4168032.0,11841.0,352.0,4099040.0,11645.0,352.0,437.2,,
