,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5904221.0,8565.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",6755199.0,8129.0,831.0,6055065.0,8445.0,717.0,6150426.0,8578.0,717.0,6709494.0,8074.0,831.0,4848036.0,9028.0,537.0,4907106.0,9138.0,537.0,,0.05189323897054443,0.05190764696250216
2019-3-15,6518785.0,9466.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7555452.0,9092.0,831.0,6561267.0,9151.0,717.0,6422886.0,8958.0,717.0,7573734.000000001,9114.0,831.0,5375370.0,10010.0,537.0,5624001.0,10473.0,537.0,,0.04777161972206212,0.04775959711487032
2019-2-15,6221570.5,9034.833333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7210587.0,8677.0,831.0,6262995.0,8735.0,717.0,6128916.0,8548.0,717.0,7228038.0,8698.0,831.0,5129961.000000001,9553.0,537.0,5368926.0,9998.0,537.0,,-0.019386114135133248,-0.01926764844230555
2019-1-15,6344567.0,9212.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7360998.0,8858.0,831.0,6376281.0,8893.0,717.0,6254391.0,8723.0,717.0,7377618.0,8878.0,831.0,5215881.0,9713.0,537.0,5482232.999999999,10209.0,537.0,,-0.010116303280186756,-0.010047461269812819
2018-12-15,6409406.5,9305.833333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7419168.0,8928.0,831.0,6425754.0,8962.0,717.0,6390621.000000001,8913.0,717.0,7435788.0,8948.0,831.0,5257766.999999999,9791.0,537.0,5527341.0,10293.0,537.0,,-0.01741731590582274,-0.01733544526575148
2018-11-15,6523020.0,9470.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7547142.0,9082.0,831.0,6534738.0,9114.0,717.0,6498888.0,9064.0,717.0,7585368.0,9128.0,831.0,5347983.0,9959.0,537.0,5624001.0,10473.0,537.0,,-0.0031094088271999,-0.004206098843322792
2018-10-15,6543366.0,9510.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7370970.0,8870.0,831.0,6595683.0,9199.0,717.0,6558399.0,9147.0,717.0,7656834.0,9214.0,831.0,5398998.0,10054.0,537.0,5679312.0,10576.0,537.0,,-0.038349810634730086,-0.038390238969968626
2018-9-15,6804310.0,9889.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7660158.0,9218.0,831.0,6858822.0,9566.0,717.0,6819387.0,9511.0,717.0,7963473.0,9583.0,831.0,5615409.0,10457.0,537.0,5908611.000000001,11003.0,537.0,,0.018948753061367896,0.01890550680838632
2018-8-15,6677774.5,9706.166666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7513071.0,9041.0,831.0,6731196.0,9388.0,717.0,6692478.000000001,9334.0,717.0,7816386.0,9406.0,831.0,5511768.0,10264.0,537.0,5801748.0,10804.0,537.0,,-0.027194247811331618,-0.027243268524086428
2018-7-15,6864448.0,9978.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7717497.0,9287.0,831.0,6919049.999999999,9650.0,717.0,6878898.0,9594.0,717.0,8036601.0,9671.0,831.0,5667498.0,10554.0,537.0,5967144.0,11112.0,537.0,,0.027941363546208242,0.027900348539738662
2018-6-15,6677859.5,9707.166666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7503099.0,9029.0,831.0,6731196.0,9388.0,717.0,6691044.0,9332.0,717.0,7819710.0,9410.0,831.0,5514453.0,10269.0,537.0,5807655.0,10815.0,537.0,,0.03432295919240569,0.03427272565837369
2018-5-15,6456261.5,9385.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7248813.0,8723.0,831.0,6508209.0,9077.0,717.0,6468773.999999999,9022.0,717.0,7561269.0,9099.0,831.0,5332410.0,9930.0,537.0,5618094.0,10462.0,537.0,,-0.005130627560556156,-0.005176129738897028
2018-4-15,6489557.0,9434.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7281222.0,8762.0,831.0,6541908.0,9124.0,717.0,6501039.0,9067.0,717.0,7601988.0,9148.0,831.0,5361408.0,9984.0,537.0,5649777.0,10521.0,537.0,,0.014944633258580975,0.013935659525686095
2018-3-15,6394001.0,9304.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7208925.0,8675.0,831.0,6480963.0,9039.0,717.0,6440094.0,8982.0,717.0,7321110.0,8810.0,831.0,5312541.0,9893.0,537.0,5600373.0,10429.0,537.0,,0.03248825351022133,0.03195992532209457
2018-2-15,6192807.5,9016.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7009485.0,8435.0,831.0,6305298.0,8794.0,717.0,6175521.000000001,8613.0,717.0,7045218.0,8478.0,831.0,5169699.0,9627.0,537.0,5451624.0,10152.0,537.0,,0.06542145713343173,0.06195159295683417
2018-1-15,5812542.5,8490.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",6053004.0,7284.0,831.0,6027819.0,8407.0,717.0,5903778.0,8234.0,717.0,6732762.0,8102.0,831.0,4943622.0,9206.0,537.0,5214270.0,9710.0,537.0,695.0,,
