,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_I,npsf_I,nfa_I,lumpSum_J,npsf_J,nfa_J,lumpSum_change,npsf_change
2019-12-15,5862334.4,17221.9,10,58623344.0,172219.0,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",11403630.0,16527.0,690.0,3801840.0,17520.0,217.0,3819578.0000000005,17521.0,218.0,4219248.0,17292.0,244.0,4997388.0,17292.0,289.0,5065020.0,17772.0,285.0,7387890.0,16602.0,445.0,7717140.0,16596.0,465.0,5195033.999999999,17433.0,298.0,5016576.0,17664.0,284.0,0.004554061357582073,0.004555582776280875
2018-7-15,6256777.3,18371.0,10,62567773.0,183710.0,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",12201960.0,17684.0,690.0,4068316.0,18748.0,217.0,4087500.0,18750.0,218.0,4514976.0,18504.0,244.0,5348812.0,18508.0,289.0,5251980.0,18428.0,285.0,7908095.0,17771.0,445.0,8259330.0,17762.0,465.0,5559488.0,18656.0,298.0,5367316.0,18899.0,284.0,0.04094484421398992,0.040938323370258045
2018-6-15,6010671.3,17648.5,10,60106713.0,176485.0,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",11721720.0,16988.0,690.0,3908387.0,18011.0,217.0,3926834.0,18013.0,218.0,4337588.0,17777.0,244.0,5138420.0,17780.0,289.0,5045355.0,17703.0,285.0,7597040.0,17072.0,445.0,7934295.0,17063.0,465.0,5341054.0,17923.0,298.0,5156020.0,18155.0,284.0,0.03022065873179125,0.030220421696593336
2018-5-15,5834353.3,17130.8,10,58343533.0,171308.0,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",11377410.0,16489.0,690.0,3793811.0,17483.0,217.0,3811512.0,17484.0,218.0,4210220.0,17255.0,244.0,4987851.0,17259.0,289.0,4897440.0,17184.0,285.0,7374540.0,16572.0,445.0,7701795.0,16563.0,465.0,5184306.0,17397.0,298.0,5004648.0,17622.0,284.0,-0.005491776866187292,-0.00549188988354421
2018-4-15,5866571.2,17225.4,10,58665712.0,172254.0,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",11440200.0,16580.0,690.0,3814643.0,17579.0,217.0,3832658.0,17581.0,218.0,4233400.0,17350.0,244.0,5015595.0,17355.0,289.0,4924800.0,17280.0,285.0,7415480.0,16664.0,445.0,7744110.0,16654.0,465.0,5212913.999999999,17493.0,298.0,5031912.0,17718.0,284.0,0.003762854497524115,0.0037643932683792958
2018-3-15,5844578.9,17160.8,10,58445789.0,171608.0,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",11397419.999999998,16518.0,690.0,3800321.0,17513.0,217.0,3818270.0,17515.0,218.0,4217540.0,17285.0,244.0,4996810.0,17290.0,289.0,4906275.0,17215.0,285.0,7387445.0,16601.0,445.0,7715280.000000001,16592.0,465.0,5193544.0,17428.0,298.0,5012884.0,17651.0,284.0,,
2018-2-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2018-1-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-12-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-11-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-10-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-9-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-8-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-7-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-6-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-5-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-4-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-3-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-2-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2017-1-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-12-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-11-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-10-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-9-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-8-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-7-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-6-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-5-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-4-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-3-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-2-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
2016-1-15,,,10,,,3435,"THE AURORA(Block 3),YEUNG UK RD|映日灣3座,楊屋道",,,690.0,,,217.0,,,218.0,,,244.0,,,289.0,,,285.0,,,445.0,,,465.0,,,298.0,,,284.0,,
