,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,nfa_avg,lumpSum_change,npsf_change
2022-12-15,10972497.16024679,8258.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",11054728.0,7796.0,1418.0,10890266.320493579,8721.0,1384.0,,-0.0010801401562127166,-0.02966748913171191
2021-10-15,12279425.0,8765.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12400410.0,8745.0,1418.0,12158440.0,8785.0,1384.0,,-0.015334241117927028,-0.015334494186373115
2021-9-15,12470653.0,8901.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12593258.0,8881.0,1418.0,12348048.0,8922.0,1384.0,,0.0025906002606437273,0.002590527679225074
2021-8-15,12438430.0,8878.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12560644.0,8858.0,1418.0,12316216.0,8899.0,1384.0,,-0.009648231059440682,-0.009648633575013998
2021-7-15,12559608.0,8965.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12682592.0,8944.0,1418.0,12436624.000000002,8986.0,1384.0,,0.010652903762401689,0.01065328899160134
2021-6-15,12427222.0,8870.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12549300.0,8850.0,1418.0,12305144.0,8891.0,1384.0,,0.008756715555900074,0.008756467845567828
2021-5-15,12319345.0,8793.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12440114.0,8773.0,1418.0,12198576.0,8814.0,1384.0,,0.00022749890127449213,0.0002274924643121956
2021-4-15,12316543.0,8791.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12437278.0,8771.0,1418.0,12195808.0,8812.0,1384.0,,-0.0009091682659716493,-0.0009091425649184748
2021-3-15,12327751.0,8799.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12448622.0,8779.0,1418.0,12206880.000000002,8820.0,1384.0,,-0.11707186921991752,0.023138189640137252
2021-2-15,13962349.33539632,8600.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12095540.0,8530.0,1418.0,15829158.670792637,8671.0,1384.0,,0.008624555086214292,0.012478662664076712
2021-1-15,13842959.964625152,8494.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",11990608.000000002,8456.0,1418.0,15695311.929250302,8533.0,1384.0,,0.009019372245720358,0.020176544766708604
2020-12-15,13719221.201685768,8326.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",11882840.0,8380.0,1418.0,15555602.403371537,8273.0,1384.0,,0.00751549991012701,0.02599963033700936
2020-11-15,13616883.514853675,8115.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",11793506.0,8317.0,1418.0,15440261.029707348,7914.0,1384.0,,0.09158771212624006,-0.03873260290198399
2020-10-15,12474383.289209202,8442.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",11884258.0,8381.0,1418.0,13064508.578418402,8504.0,1384.0,,0.028013280034130617,0.0632871536523929
2020-9-15,12134457.337744746,7940.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10861880.0,7660.0,1418.0,13407034.67548949,8220.0,1384.0,,0.020457599988752184,-0.004825468446449821
2020-8-15,11891192.086646713,7978.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10437898.0,7361.0,1418.0,13344486.173293428,8596.0,1384.0,,-0.009040819754891904,-0.010725356478611281
2020-7-15,11999679.02179936,8065.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10524396.0,7422.0,1418.0,13474962.043598719,8708.0,1384.0,,0.004017566646279835,0.01766561514195586
2020-6-15,11951662.421487197,7925.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10474766.0,7387.0,1418.0,13428558.842974393,8463.0,1384.0,,-0.02477896959015513,-0.004459518874442514
2020-5-15,12255337.045453593,7960.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10732842.0,7569.0,1418.0,13777832.090907188,8352.0,1384.0,,0.022128408752133844,-0.005869497346237873
2020-4-15,11990017.04728619,8007.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10493200.0,7400.0,1418.0,13486834.094572378,8615.0,1384.0,,0.07741557281909839,0.007232704402515777
2020-3-15,11128498.0,7950.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10484692.0,7394.0,1418.0,11772304.0,8506.0,1384.0,,0.03114104902046444,0.03112840466926059
2020-2-15,10792411.0,7710.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10157134.0,7163.0,1418.0,11427687.999999998,8257.0,1384.0,,-0.043827397572183124,-0.043839523779996226
2020-1-15,11287095.0,8063.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10610894.0,7483.0,1418.0,11963296.0,8644.0,1384.0,,-0.007800222735415585,-0.007813461301833358
2019-12-15,11375829.0,8127.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10681794.0,7533.0,1418.0,12069864.0,8721.0,1384.0,,-0.1547134018504297,-0.1539662710805746
2019-11-15,13457955.0,9606.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13617054.0,9603.0,1418.0,13298856.0,9609.0,1384.0,,0.016610356830068618,0.016615514869298353
2019-10-15,13238066.0,9449.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13400100.0,9450.0,1418.0,13076032.0,9448.0,1384.0,,-0.026583591625395808,-0.02657875759760997
2019-9-15,13599592.0,9707.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13771616.0,9712.0,1418.0,13427568.0,9702.0,1384.0,,-0.011217420545119094,-0.011003565970453377
2019-8-15,13753875.0,9815.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",14172910.0,9995.0,1418.0,13334840.0,9635.0,1384.0,,-0.020022321520816067,-0.02001897059557689
2019-7-15,14034886.0,10015.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",14466436.0,10202.0,1418.0,13603336.0,9829.0,1384.0,,0.02444199027301397,0.024446376515112833
2019-6-15,13700030.0,9776.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",14126116.0,9962.0,1418.0,13273944.000000002,9591.0,1384.0,,-0.022647002843020902,-0.02264320703788858
2019-5-15,14017484.0,10003.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",14457928.0,10196.0,1418.0,13577040.000000002,9810.0,1384.0,,0.02347814449096508,0.02348186422468923
2019-4-15,13695929.0,9773.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",14130370.0,9965.0,1418.0,13261488.0,9582.0,1384.0,,0.022233774492388392,0.02206535947712429
2019-3-15,13398040.0,9562.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13641160.0,9620.0,1418.0,13154920.000000002,9505.0,1384.0,,0.04834640241342747,0.04834731129748393
2019-2-15,12780165.0,9121.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13012986.0,9177.0,1418.0,12547344.0,9066.0,1384.0,,-0.019773099577035214,-0.01977325237762617
2019-1-15,13037966.0,9305.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13275316.0,9362.0,1418.0,12800616.0,9249.0,1384.0,,-0.007255248529096092,-0.007254494052381766
2018-12-15,13133251.0,9373.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13373158.0,9431.0,1418.0,12893344.0,9316.0,1384.0,,-0.016370272705811595,-0.016370218794270475
2018-11-15,13351824.0,9529.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13595784.0,9588.0,1418.0,13107864.0,9471.0,1384.0,,-0.008789242222304261,-0.008789265654254197
2018-10-15,13470217.0,9614.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13716313.999999998,9673.0,1418.0,13224120.0,9555.0,1384.0,,-0.11153188104480516,0.02456439494857987
2018-9-15,15161170.910488572,9383.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",14537336.0,10252.0,1418.0,15785005.820977142,8515.0,1384.0,,0.0823002122093004,-0.06146229245849166
2018-8-15,14008286.0,9998.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",14267916.0,10062.0,1418.0,13748656.0,9934.0,1384.0,,-0.027196145975377117,-0.027195329603502794
2018-7-15,14399908.0,10277.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",14667792.0,10344.0,1418.0,14132024.0,10211.0,1384.0,,0.06892690732760265,0.25687905099669806
2018-6-15,13471368.249117097,8177.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",10776800.0,7600.0,1418.0,16165936.498234194,8754.0,1384.0,,-0.14975739761487572,-0.07148129222733213
2018-5-15,15844146.378135886,8806.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",16053491.369796146,8816.0,1418.0,15634801.386475626,8797.0,1384.0,,-0.005664588449400765,0.0023332574550420926
2018-4-15,15934408.243017318,8786.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",16147705.886156956,8797.0,1418.0,15721110.59987768,8775.0,1384.0,,0.008923745100077651,0.039332820725143325
2018-3-15,15793471.330617502,8453.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",16008461.903124534,8466.0,1418.0,15578480.758110471,8441.0,1384.0,,0.10704676237119526,-0.06601480499392332
2018-2-15,14266309.127528902,9051.0,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",13373158.0,9431.0,1418.0,15159460.255057802,8671.0,1384.0,,0.04576210077397458,0.03139422255142166
2018-1-15,13642021.562045826,8775.5,"QUEEN'S HEIGHTS(Block 22,Phase 3,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,3期,22座(帝后閣),100 青山公路青龍頭段",12787524.0,9018.0,1418.0,14496519.124091651,8533.0,1384.0,1401.0,,
