,lumpSum_avg,npsf_avg,final_address,lumpSum_B,npsf_B,nfa_B,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,nfa_avg,lumpSum_change,npsf_change
2022-12-15,13919812.666666666,19311.0,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",16753764.000000002,18636.0,899.0,15400352.0,20896.0,737.0,9605322.0,18401.0,522.0,,-0.045337085587047854,-0.04533320150286735
2022-1-15,16516797.0,22924.0,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",20466634.0,22766.0,899.0,17374775.0,23575.0,737.0,11708982.0,22431.0,522.0,,0.03133059808439609,0.03132732480542266
2021-12-15,16015036.333333334,22227.666666666668,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",19844526.0,22074.0,899.0,16847083.0,22859.0,737.0,11353500.0,21750.0,522.0,,0.0203573410939073,0.020351016785763676
2021-11-15,15695517.333333334,21784.333333333332,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",19448067.0,21633.0,899.0,16511011.0,22403.0,737.0,11127474.0,21317.0,522.0,,-0.04869091375312229,-0.04869137383912192
2021-10-15,16498862.0,22899.333333333332,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",20443260.0,22740.0,899.0,17356350.0,23550.0,737.0,11696975.999999998,22408.0,522.0,,-0.010978002214003468,-0.010984581275823913
2021-9-15,16681997.0,23153.666666666668,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",20669808.0,22992.0,899.0,17548707.0,23811.0,737.0,11827476.0,22658.0,522.0,,-0.014077461815786063,-0.014080308858387736
2021-8-15,16920190.333333332,23484.333333333332,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",20964680.0,23320.0,899.0,17799287.0,24151.0,737.0,11996604.0,22982.0,522.0,,0.0669070347266767,0.0669039145907473
2021-7-15,15859104.666666666,22011.666666666668,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",19649443.0,21857.0,899.0,16683469.0,22637.0,737.0,11244402.0,21541.0,522.0,,-0.07773418403168841,-0.07773634446446276
2021-6-15,17195806.666666668,23867.0,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",21305401.0,23699.0,899.0,18089665.0,24545.0,737.0,12192354.0,23357.0,522.0,,0.037123750169704595,0.037124482169240025
2021-5-15,16580284.333333334,23012.666666666668,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",20543049.0,22851.0,899.0,17441842.0,23666.0,737.0,11755962.0,22521.0,522.0,,0.028736157670987916,0.02872895246610052
2021-4-15,16117139.666666666,22370.0,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",19968588.0,22212.0,899.0,16954685.0,23005.0,737.0,11428146.0,21893.0,522.0,,0.002390865280071486,0.002389843166542116
2021-3-15,16078697.666666666,22316.666666666668,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",19920941.0,22159.0,899.0,16914150.0,22950.0,737.0,11401002.0,21841.0,522.0,,0.004988073967279627,0.004591561130784516
2021-2-15,15998894.0,22214.666666666668,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",19766313.0,21987.0,899.0,16863297.0,22881.0,737.0,11367072.000000002,21776.0,522.0,,0.008299932489652884,0.008290970709271317
2021-1-15,15867197.333333334,22032.0,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",19602695.0,21805.0,899.0,16724741.000000002,22693.0,737.0,11274156.0,21598.0,522.0,,0.029741620941682756,0.029661016949152685
2020-12-15,15408911.333333334,21397.333333333332,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",19099255.0,21245.0,899.0,16142511.0,21903.0,737.0,10984968.0,21044.0,522.0,,,
2020-11-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-10-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-9-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-8-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-7-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-6-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-5-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-4-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-3-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-2-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2020-1-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-12-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-11-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-10-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-9-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-8-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-7-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-6-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-5-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-4-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-3-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-2-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2019-1-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-12-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-11-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-10-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-9-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-8-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-7-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-6-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-5-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-4-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-3-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-2-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,,,
2018-1-15,,,"KOKO HILLS(Phase 1),Block 2,KO LING RD|KOKO HILLS1期,2座,高嶺道",,,899.0,,,737.0,,,522.0,719.3333333333334,,
