,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B8,npsf_B8,nfa_B8,nfa_avg,lumpSum_change,npsf_change
2022-12-15,7019999.818181818,17250.909090909092,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",7682559.0,16593.0,463.0,9630843.0,15711.0,613.0,6613302.0,16451.0,402.0,5122068.0,23604.0,217.0,6732960.0,16185.0,416.0,5840784.0,15534.0,376.0,7055505.0,17421.0,405.0,6869113.999999999,16919.0,406.0,9521860.0,16417.0,580.0,6890014.0,16846.0,409.0,5260989.0,18079.0,291.0,,-0.08749852982916217,-0.08749927869356966
2022-1-15,8162242.545454546,20058.636363636364,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",8932196.0,19292.0,463.0,11197671.0,18267.0,613.0,7690260.0,19130.0,402.0,5954914.0,27442.0,217.0,7827872.0,18817.0,416.0,6790560.0,18060.0,376.0,8202870.0,20254.0,405.0,7986020.0,19670.0,406.0,11069880.0,19086.0,580.0,8006584.0,19576.0,409.0,6125841.0,21051.0,291.0,,-0.054035601665346045,-0.05402856199651018
2021-12-15,8628488.090909092,21204.272727272728,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9441959.0,20393.0,463.0,11837643.0,19311.0,613.0,8127234.0,20217.0,402.0,6294736.0,29008.0,217.0,8274656.0,19891.0,416.0,7178216.0,19091.0,376.0,8671860.0,21412.0,405.0,8442364.0,20794.0,406.0,11702660.0,20177.0,580.0,8466709.0,20701.0,409.0,6475332.0,22252.0,291.0,,-0.02665688196380034,-0.026653146047722842
2021-11-15,8864795.909090908,21784.909090909092,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9700313.0,20951.0,463.0,12161920.0,19840.0,613.0,8347530.0,20765.0,402.0,6467034.0,29802.0,217.0,8500960.0,20435.0,416.0,7374488.0,19613.0,376.0,8910000.0,22000.0,405.0,8673784.0,21364.0,406.0,12023400.0,20730.0,580.0,8701066.0,21274.0,409.0,6652260.0,22860.0,291.0,,0.031969099415079194,0.03197550482539446
2021-10-15,8590175.727272727,21109.909090909092,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9399363.0,20301.0,463.0,11785538.0,19226.0,613.0,8086230.0,20115.0,402.0,6266309.0,28877.0,217.0,8237216.0,19801.0,416.0,7145880.0,19005.0,376.0,8634600.0,21320.0,405.0,8405418.0,20703.0,406.0,11651040.0,20088.0,580.0,8434398.0,20622.0,409.0,6445941.0,22151.0,291.0,,0.009928735589210591,0.00993367402413825
2021-9-15,8505724.636363637,20902.272727272728,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9306763.0,20101.0,463.0,11669681.0,19037.0,613.0,8004222.0,19911.0,402.0,6204464.0,28592.0,217.0,8156096.0,19606.0,416.0,7075568.0,18818.0,376.0,8550360.0,21112.0,405.0,8322999.999999999,20500.0,406.0,11536780.0,19891.0,580.0,8353825.0,20425.0,409.0,6382212.0,21932.0,291.0,,-0.05037575344851053,-0.0503675863208326
2021-8-15,8956937.090909092,22010.909090909092,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9799858.0,21166.0,463.0,12289424.0,20048.0,613.0,8425920.0,20960.0,402.0,6533219.0,30107.0,217.0,8588320.0,20645.0,416.0,7450816.0,19816.0,376.0,9004365.0,22233.0,405.0,8764728.0,21588.0,406.0,12149260.0,20947.0,580.0,8800044.0,21516.0,409.0,6720354.0,23094.0,291.0,,0.05296020830434478,0.05296576078211368
2021-7-15,8506434.545454545,20903.727272727272,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9306763.0,20101.0,463.0,11671520.0,19040.0,613.0,7999800.0,19900.0,402.0,6204464.0,28592.0,217.0,8156096.000000001,19606.0,416.0,7075944.0,18819.0,376.0,8551980.0,21116.0,405.0,8323812.0,20502.0,406.0,11538520.0,19894.0,580.0,8359960.0,20440.0,409.0,6381921.0,21931.0,291.0,,-0.03313673289695451,-0.033130098393743146
2021-6-15,8797970.545454545,21620.0,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9625307.0,20789.0,463.0,12071809.0,19693.0,613.0,8271150.0,20575.0,402.0,6416690.0,29570.0,217.0,8435232.0,20277.0,416.0,7318464.0,19464.0,376.0,8845605.0,21841.0,405.0,8609636.0,21206.0,406.0,11934080.0,20576.0,580.0,8649532.0,21148.0,409.0,6600171.0,22681.0,291.0,,-0.0008839055173985866,-0.0008780442719164006
2021-5-15,8805754.0,21639.0,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9633178.0,20806.0,463.0,12082843.0,19711.0,613.0,8275572.0,20586.0,402.0,6422115.0,29595.0,217.0,8442304.0,20294.0,416.0,7324856.0,19481.0,376.0,8854110.0,21862.0,405.0,8617350.0,21225.0,406.0,11945100.0,20595.0,580.0,8660166.0,21174.0,409.0,6605700.0,22700.0,291.0,,-0.004238575583658033,-0.0042335833601766515
2021-4-15,8843236.727272727,21731.0,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9673922.0,20894.0,463.0,12134335.0,19795.0,613.0,8308134.000000001,20667.0,402.0,6449240.0,29720.0,217.0,8478080.0,20380.0,416.0,7355688.0,19563.0,376.0,8892585.0,21957.0,405.0,8654296.0,21316.0,406.0,11996140.0,20683.0,580.0,8699839.0,21271.0,409.0,6633345.0,22795.0,291.0,,0.045599394797606996,0.0456050565360977
2021-3-15,8457576.363636363,20783.18181818182,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9251666.0,19982.0,463.0,11605316.0,18932.0,613.0,7943118.0,19759.0,402.0,6167574.0,28422.0,217.0,8107840.0,19490.0,416.0,7034960.0,18710.0,376.0,8505405.0,21001.0,405.0,8277122.000000001,20387.0,406.0,11472980.0,19781.0,580.0,8323558.999999999,20351.0,409.0,6343800.0,21800.0,291.0,,-0.0025339317400244754,-0.002526244142516676
2021-2-15,8479061.727272727,20835.81818181818,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9274816.0,20032.0,463.0,11635353.0,18981.0,613.0,7960404.0,19802.0,402.0,6182981.0,28493.0,217.0,8128224.000000001,19539.0,416.0,7052632.0,18757.0,376.0,8527680.0,21056.0,405.0,8298234.000000001,20439.0,406.0,11502560.0,19832.0,580.0,8347280.999999999,20409.0,409.0,6359514.0,21854.0,291.0,,-0.0051252704874981125,-0.00511778724069234
2021-1-15,8522743.090909092,20943.0,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9322042.0,20134.0,463.0,11695427.0,19079.0,613.0,7998594.0,19897.0,402.0,6214446.0,28638.0,217.0,8169824.0,19639.0,416.0,7088728.0,18853.0,376.0,8572230.0,21166.0,405.0,8341269.999999999,20545.0,406.0,11562300.0,19935.0,580.0,8393498.0,20522.0,409.0,6391815.0,21965.0,291.0,,0.0337524225874144,0.03379524506152354
2020-12-15,8244472.181818182,20258.363636363636,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",9018314.0,19478.0,463.0,11314754.0,18458.0,613.0,7735284.0,19242.0,402.0,6011985.0,27705.0,217.0,7903584.0,18999.0,416.0,6857864.0,18239.0,376.0,8293995.0,20479.0,405.0,8069656.0,19876.0,406.0,11185880.0,19286.0,580.0,8123149.0,19861.0,409.0,6174729.0,21219.0,291.0,,,
2020-11-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-10-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-9-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-8-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-7-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-6-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-5-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-4-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-3-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-2-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2020-1-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-12-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-11-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-10-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-9-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-8-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-7-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-6-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-5-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-4-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-3-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-2-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2019-1-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-12-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-11-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-10-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-9-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-8-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-7-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-6-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-5-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-4-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-3-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-2-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,,,
2018-1-15,,,"GREENWOOD TOWER 2(Phase 1,SILICON HILL),YAU KING LANE|SILICON HILL,1期(翠景閣第2座),優景里",,,463.0,,,613.0,,,402.0,,,217.0,,,416.0,,,376.0,,,405.0,,,406.0,,,580.0,,,409.0,,,291.0,416.1818181818182,,
