,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B7,npsf_B7,nfa_B7,lumpSum_B8,npsf_B8,nfa_B8,lumpSum_B9,npsf_B9,nfa_B9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,7880191.363636363,16152.0,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",11086712.0,16328.0,679.0,8671340.0,16580.0,523.0,12429235.0,16205.0,767.0,7352044.0,15676.0,469.0,6086779.0,17243.0,353.0,5910030.0,16695.0,354.0,6966942.0,15586.0,447.0,6985008.0,15732.0,444.0,7070160.0,15888.0,445.0,7002075.0,15735.0,445.0,7121780.0,16004.0,445.0,,-0.01288749530896649,-0.012889461753855636
2022-1-15,9314112.363636363,19091.272727272728,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13103342.0,19298.0,679.0,10247662.0,19594.0,523.0,14691118.0,19154.0,767.0,8691508.0,18532.0,469.0,7194493.0,20381.0,353.0,6987251.999999999,19738.0,354.0,8233293.0,18419.0,447.0,8254848.0,18592.0,444.0,8356210.0,18778.0,445.0,8278335.000000001,18603.0,445.0,8417175.0,18915.0,445.0,,-0.040478706323092695,-0.040472992113752104
2021-12-15,9707040.818181818,19896.545454545456,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13656727.0,20113.0,679.0,10680706.0,20422.0,523.0,15310854.0,19962.0,767.0,9057328.0,19312.0,469.0,7497720.0,21240.0,353.0,7281072.0,20568.0,354.0,8581059.0,19197.0,447.0,8603388.0,19377.0,444.0,8709095.0,19571.0,445.0,8626770.0,19386.0,445.0,8772730.0,19714.0,445.0,,0.030908222298704935,0.03091394683912796
2021-11-15,9416008.727272727,19299.909090909092,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13247289.999999998,19510.0,679.0,10361676.0,19812.0,523.0,14852188.000000002,19364.0,767.0,8784839.0,18731.0,469.0,7272859.0,20603.0,353.0,7061946.0,19949.0,354.0,8324481.0,18623.0,447.0,8346311.999999999,18798.0,444.0,8447880.0,18984.0,445.0,8366890.000000001,18802.0,445.0,8509735.0,19123.0,445.0,,-0.007458352885294506,-0.00745696466474044
2021-10-15,9486764.363636363,19444.909090909092,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13347103.0,19657.0,679.0,10440126.0,19962.0,523.0,14963403.0,19509.0,767.0,8850030.0,18870.0,469.0,7327574.0,20758.0,353.0,7114338.0,20097.0,354.0,8387954.999999999,18765.0,447.0,8409804.0,18941.0,444.0,8511515.0,19127.0,445.0,8428745.0,18941.0,445.0,8573815.0,19267.0,445.0,,0.011727447233079946,0.011730538185739992
2021-9-15,9376798.454545455,19219.454545454544,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13192291.0,19429.0,679.0,10319836.0,19732.0,523.0,14790061.0,19283.0,767.0,8746381.0,18649.0,469.0,7242501.0,20517.0,353.0,7031148.000000001,19862.0,354.0,8291403.0,18549.0,447.0,8313012.0,18723.0,444.0,8413170.0,18906.0,445.0,8330400.0,18720.0,445.0,8474580.0,19044.0,445.0,,0.010861513964726788,0.010868265906732733
2021-8-15,9276046.545454545,19012.81818181818,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13051059.0,19221.0,679.0,10210006.0,19522.0,523.0,14631291.999999998,19076.0,767.0,8651174.0,18446.0,469.0,7164488.000000001,20296.0,353.0,6954684.0,19646.0,354.0,8202897.0,18351.0,447.0,8224212.0,18523.0,444.0,8322834.999999999,18703.0,445.0,8240065.0,18517.0,445.0,8383800.0,18840.0,445.0,,-0.0012013206284879896,-0.0011987086421640925
2021-7-15,9287203.454545455,19035.636363636364,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13066676.0,19244.0,679.0,10223081.0,19547.0,523.0,14648933.0,19099.0,767.0,8660554.0,18466.0,469.0,7173313.0,20321.0,353.0,6962118.0,19667.0,354.0,8213625.0,18375.0,447.0,8234868.000000001,18547.0,444.0,8333070.0,18726.0,445.0,8248964.999999999,18537.0,445.0,8394035.0,18863.0,445.0,,0.0020660507896885782,0.002072176838518569
2021-6-15,9268055.181818182,18996.272727272728,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13040194.999999998,19205.0,679.0,10202684.0,19508.0,523.0,14619019.999999998,19060.0,767.0,8641794.0,18426.0,469.0,7158134.0,20278.0,353.0,6947250.000000001,19625.0,354.0,8197085.999999999,18338.0,447.0,8218884.000000001,18511.0,444.0,8316160.0,18688.0,445.0,8230720.000000001,18496.0,445.0,8376680.000000001,18824.0,445.0,,-0.004343796317385018,-0.0043407823890979635
2021-5-15,9308489.363636363,19079.090909090908,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",13097230.999999998,19289.0,679.0,10248185.0,19595.0,523.0,14682681.000000002,19143.0,767.0,8678376.0,18504.0,469.0,7189551.0,20367.0,353.0,6976631.999999999,19708.0,354.0,8233740.0,18420.0,447.0,8255292.0,18593.0,444.0,8352204.999999999,18769.0,445.0,8265875.0,18575.0,445.0,8413615.0,18907.0,445.0,,0.02756847327387124,0.027575671520480904
2021-4-15,9058753.363636363,18567.090909090908,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",12746188.0,18772.0,679.0,9974133.0,19071.0,523.0,14289209.999999998,18630.0,767.0,8444345.0,18005.0,469.0,6996460.000000001,19820.0,353.0,6788658.0,19177.0,354.0,8013369.000000001,17927.0,447.0,8034624.000000001,18096.0,444.0,8128370.0,18266.0,445.0,8042930.0,18074.0,445.0,8188000.0,18400.0,445.0,,-0.006613796081466283,-0.006610018628676606
2021-3-15,9119065.0,18690.636363636364,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",12831063.0,18897.0,679.0,10041600.0,19200.0,523.0,14384317.999999998,18754.0,767.0,8499687.0,18123.0,469.0,7043056.000000001,19952.0,353.0,6832908.0,19302.0,354.0,8067456.0,18048.0,447.0,8088792.0,18218.0,444.0,8182660.0,18388.0,445.0,8095440.0,18192.0,445.0,8242734.999999999,18523.0,445.0,,0.03032045214094503,0.03032383510568981
2021-2-15,8850707.545454545,18140.545454545456,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",12453539.0,18341.0,679.0,9746628.0,18636.0,523.0,13960933.999999998,18202.0,767.0,8248771.999999999,17588.0,469.0,6835492.0,19364.0,353.0,6631128.0,18732.0,354.0,7830993.0,17519.0,447.0,7851251.999999999,17683.0,444.0,7942360.0,17848.0,445.0,7856475.0,17655.0,445.0,8000210.0,17978.0,445.0,,0.022665905980304046,0.022672994331751406
2021-1-15,8654544.454545455,17738.363636363636,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",12177865.0,17935.0,679.0,9531675.0,18225.0,523.0,13651833.0,17799.0,767.0,8064924.0,17196.0,469.0,6684055.0,18935.0,353.0,6483156.0,18314.0,354.0,7658004.0,17132.0,447.0,7678092.0,17293.0,444.0,7766140.0,17452.0,445.0,7681145.0,17261.0,445.0,7823100.0,17580.0,445.0,,-0.02999480568271895,-0.02999179737018709
2020-12-15,8922163.0,18286.81818181818,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",12554710.0,18490.0,679.0,9827170.0,18790.0,523.0,14073682.999999998,18349.0,767.0,8313024.999999999,17725.0,469.0,6890560.0,19520.0,353.0,6682812.0,18878.0,354.0,7895808.0,17664.0,447.0,7916519.999999999,17830.0,444.0,8006440.000000001,17992.0,445.0,7917885.0,17793.0,445.0,8065180.0,18124.0,445.0,,,
2020-11-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-10-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-9-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-8-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-7-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-6-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-5-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-4-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-3-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-2-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2020-1-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-12-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-11-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-10-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-9-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-8-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-7-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-6-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-5-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-4-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-3-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-2-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2019-1-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-12-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-11-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-10-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-9-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-8-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-7-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-6-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-5-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-4-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-3-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-2-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,,,
2018-1-15,,,"GRAND MAYFAIR II(Block 7,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,7座(柏瓏 II),29 錦河路",,,679.0,,,523.0,,,767.0,,,469.0,,,353.0,,,354.0,,,447.0,,,444.0,,,445.0,,,445.0,,,445.0,488.27272727272725,,
