,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,nfa_avg,lumpSum_change,npsf_change
2022-12-15,6896497.428571428,15971.857142857143,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",6867128.0,14549.0,472.0,6420104.0,18034.0,356.0,7722259.999999999,16972.0,455.0,7212542.0,15089.0,478.0,5784714.0,16341.0,354.0,7179741.0,15507.0,463.0,7088993.0,15311.0,463.0,,-0.012846869673081573,-0.012846774620777324
2022-1-15,8149883.571428572,18874.714285714286,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8115096.0,17193.0,472.0,7586360.000000001,21310.0,356.0,9127300.0,20060.0,455.0,8520350.0,17825.0,478.0,6837155.999999999,19314.0,354.0,8485864.0,18328.0,463.0,8377059.0,18093.0,463.0,,-0.04053695917886424,-0.04053592825242369
2021-12-15,8494213.142857144,19672.14285714286,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8457768.0,17919.0,472.0,7907116.0,22211.0,356.0,9512685.0,20907.0,455.0,8881240.0,18580.0,478.0,7125666.0,20129.0,354.0,8844226.0,19102.0,463.0,8730791.0,18857.0,463.0,,0.030848857715740863,0.030849502934483297
2021-11-15,8240018.0,19083.428571428572,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8204776.000000001,17383.0,472.0,7670732.0,21547.0,356.0,9227400.0,20280.0,455.0,8616428.0,18026.0,478.0,6912204.0,19526.0,354.0,8578927.0,18529.0,463.0,8469659.0,18293.0,463.0,,-0.007521449913013845,-0.007518796992481147
2021-10-15,8302464.571428572,19228.0,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8267080.0,17515.0,472.0,7728760.0,21710.0,356.0,9297015.0,20433.0,455.0,8682392.0,18164.0,478.0,6964242.0,19673.0,354.0,8643747.0,18669.0,463.0,8534016.0,18432.0,463.0,,0.011671308325708729,0.011672917778462466
2021-9-15,8206681.857142857,19006.14285714286,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8171735.999999999,17313.0,472.0,7639760.0,21460.0,356.0,9189180.0,20196.0,455.0,8582968.0,17956.0,478.0,6883530.0,19445.0,354.0,8543739.0,18453.0,463.0,8435860.0,18220.0,463.0,,0.010780789412939473,0.010780708685346196
2021-8-15,8119151.0,18803.428571428572,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8084416.0,17128.0,472.0,7558591.999999999,21232.0,356.0,9090900.0,19980.0,455.0,8492148.0,17766.0,478.0,6809898.0,19237.0,354.0,8452065.0,18255.0,463.0,8346038.0,18026.0,463.0,,-0.0012458142920783732,-0.001244422860958383
2021-7-15,8129278.571428572,18826.85714285714,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8094327.999999999,17149.0,472.0,7568204.0,21259.0,356.0,9101820.0,20004.0,455.0,8503620.0,17790.0,478.0,6818039.999999999,19260.0,354.0,8462251.0,18277.0,463.0,8356687.0,18049.0,463.0,,0.0019821497528744736,0.0019843834345798506
2021-6-15,8113197.0,18789.571428571428,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8078280.0,17115.0,472.0,7553252.000000001,21217.0,356.0,9083165.0,19963.0,455.0,8487846.0,17757.0,478.0,6804234.0,19221.0,354.0,8445120.0,18240.0,463.0,8340482.0,18014.0,463.0,,-0.004399758667775422,-0.004397916855905737
2021-5-15,8149050.857142857,18872.571428571428,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",8114152.0,17191.0,472.0,7586715.999999999,21311.0,356.0,9122750.0,20050.0,455.0,8526086.0,17837.0,478.0,6833970.0,19305.0,354.0,8482160.0,18320.0,463.0,8377522.000000001,18094.0,463.0,,0.02749985517859721,0.02750209999066655
2021-4-15,7930950.857142857,18367.428571428572,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",7897032.0,16731.0,472.0,7383796.000000001,20741.0,356.0,8878415.0,19513.0,455.0,8298558.0,17361.0,478.0,6650598.0,18787.0,354.0,8254826.999999999,17829.0,463.0,8153430.0,17610.0,463.0,,-0.006683355343755304,-0.006682787765476594
2021-3-15,7984312.857142857,18491.0,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",7949896.0,16843.0,472.0,7433635.999999999,20881.0,356.0,8937565.0,19643.0,455.0,8355440.0,17480.0,478.0,6695202.0,18913.0,354.0,8309924.0,17948.0,463.0,8208527.0,17729.0,463.0,,0.030252528064101503,0.03025406730554936
2021-2-15,7749860.0,17948.0,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",7716728.0,16349.0,472.0,7215408.0,20268.0,356.0,8674575.0,19065.0,455.0,8110703.999999999,16968.0,478.0,6498378.0,18357.0,354.0,8065460.0,17420.0,463.0,7967767.0,17209.0,463.0,,0.022602004931801645,0.02260314669661967
2021-1-15,7578569.142857143,17551.285714285714,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",7545864.0,15987.0,472.0,7056276.0,19821.0,356.0,8482565.0,18643.0,455.0,7932410.0,16595.0,478.0,6354300.0,17950.0,354.0,7886742.0,17034.0,463.0,7791827.000000001,16829.0,463.0,,-0.030071379820322708,-0.030070736097514872
2020-12-15,7813532.857142857,18095.428571428572,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",7779976.0,16483.0,472.0,7275216.0,20436.0,356.0,8745100.0,19220.0,455.0,8179058.0,17111.0,478.0,6551124.0,18506.0,354.0,8130742.999999999,17561.0,463.0,8033513.0,17351.0,463.0,,-0.0007291908477268239,-0.0007257810034709822
2020-11-15,7819234.571428572,18108.571428571428,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",7785639.999999999,16495.0,472.0,7280556.0,20451.0,356.0,8751015.0,19233.0,455.0,8186228.0,17126.0,478.0,6555372.0,18518.0,354.0,8136299.0,17573.0,463.0,8039532.0,17364.0,463.0,,,
2020-10-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-9-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-8-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-7-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-6-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-5-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-4-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-3-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-2-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2020-1-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-12-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-11-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-10-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-9-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-8-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-7-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-6-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-5-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-4-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-3-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-2-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2019-1-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-12-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-11-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-10-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-9-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-8-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-7-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-6-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-5-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-4-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-3-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-2-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,,,
2018-1-15,,,"GRAND MAYFAIR I(Block 2,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,2座(柏瓏 I),29 錦河路",,,472.0,,,356.0,,,455.0,,,478.0,,,354.0,,,463.0,,,463.0,434.42857142857144,,
